omega,Overhead_Tv_real_0_0,Overhead_Tv_imag_0_0,Overhead_Tv_real_0_1,Overhead_Tv_imag_0_1,Overhead_Tv_real_0_2,Overhead_Tv_imag_0_2,Overhead_Tv_real_1_0,Overhead_Tv_imag_1_0,Overhead_Tv_real_1_1,Overhead_Tv_imag_1_1,Overhead_Tv_real_1_2,Overhead_Tv_imag_1_2,Overhead_Tv_real_2_0,Overhead_Tv_imag_2_0,Overhead_Tv_real_2_1,Overhead_Tv_imag_2_1,Overhead_Tv_real_2_2,Overhead_Tv_imag_2_2,Overhead_Ti_real_0_0,Overhead_Ti_imag_0_0,Overhead_Ti_real_0_1,Overhead_Ti_imag_0_1,Overhead_Ti_real_0_2,Overhead_Ti_imag_0_2,Overhead_Ti_real_1_0,Overhead_Ti_imag_1_0,Overhead_Ti_real_1_1,Overhead_Ti_imag_1_1,Overhead_Ti_real_1_2,Overhead_Ti_imag_1_2,Overhead_Ti_real_2_0,Overhead_Ti_imag_2_0,Overhead_Ti_real_2_1,Overhead_Ti_imag_2_1,Overhead_Ti_real_2_2,Overhead_Ti_imag_2_2,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2
6.2831853071795869e+01,-3.8108188889190792e-01,-1.1509846716940211e-02,7.0710678118654824e-01,1.7347234759768071e-18,5.7515759198606076e-01,-9.1460146891878639e-03,8.4219251645586157e-01,3.4694469519536142e-18,-2.1931622911497229e-15,-2.7969531014705098e-15,5.8156701212517392e-01,0.0000000000000000e+00,-3.8108188889190725e-01,-1.1509846716946038e-02,-7.0710678118654680e-01,2.6628005356243989e-15,5.7515759198606087e-01,-9.1460146891877044e-03,-4.1186326865642747e-01,5.8858652278155556e-04,7.0710678118654735e-01,-3.0944953365222942e-15,5.9643713524596620e-01,-8.5235777552783508e-04,8.1466680231146116e-01,1.1790137426882927e-02,4.7102773760513879e-16,3.2971941632359255e-15,5.3973782753121424e-01,-1.7073811447148882e-02,-4.1186326865643091e-01,5.8858652278629439e-04,-7.0710678118654757e-01,-4.3345948592447955e-16,5.9643713524596575e-01,-8.5235777552789633e-04,3.4645066800670729e-04,3.4650543026114588e-04,5.5347612235832238e-04,9.9535108258969929e-01,-2.1670362150455248e-02,9.9606676493048696e-01,-2.1689372588411599e-02,9.9537323023551605e-01,-3.4628991001521690e-02
6.5415379968575820e+01,-3.8108907415972354e-01,-1.1213284784292366e-02,7.0710678118654802e-01,-1.4736475928422976e-15,5.7515940862413717e-01,-9.0336259841768650e-03,8.4219397258995965e-01,2.6857774342308138e-04,-7.8011702465642819e-16,5.0312949428021150e-16,5.8156688962032355e-01,-2.2235728846708297e-04,-3.8108907415972371e-01,-1.1213284784294517e-02,-7.0710678118654691e-01,1.1874182193061245e-15,5.7515940862413750e-01,-9.0336259841769066e-03,-4.1185673387781535e-01,4.3581965521790716e-04,7.0710678118654802e-01,-1.9397979938383677e-15,5.9642822630740111e-01,-1.0493726740947575e-03,8.1465609136409378e-01,1.1621437252753206e-02,7.8504622934190952e-17,1.2487141585469393e-15,5.3973967579671023e-01,-1.6659684614318881e-02,-4.1185673387781696e-01,4.3581965521714871e-04,-7.0710678118654735e-01,7.2113638625842087e-16,5.9642822630740155e-01,-1.0493726740948835e-03,3.4591607066653907e-04,3.4612779804838378e-04,5.5246943739204553e-04,9.9532467161984872e-01,-2.2526281681701388e-02,9.9604277322522905e-01,-2.2556336313991867e-02,9.9519469317201525e-01,-3.5982001109767202e-02
6.8105136602345354e+01,-3.8109917680200750e-01,-1.0925791055745353e-02,7.0710678118654746e-01,8.9012998361059914e-16,5.7515989825688019e-01,-8.9246263227114909e-03,8.4219226379329837e-01,5.2902551849660570e-04,4.8930260905586357e-16,-5.0473722516384903e-15,5.8156916454175689e-01,-4.3797085942290717e-04,-3.8109917680200384e-01,-1.0925791055750759e-02,-7.0710678118654768e-01,3.5503284340210328e-15,5.7515989825688008e-01,-8.9246263227116991e-03,-4.1185227927306578e-01,2.8762418777185405e-04,7.0710678118654646e-01,-2.8160966960483866e-15,5.9641763902749489e-01,-1.2403146888290007e-03,8.1464426092212805e-01,1.1457975331883143e-02,2.0411201962889130e-15,3.2186895403017337e-15,5.3974616036272605e-01,-1.6258158525127939e-02,-4.1185227927306528e-01,2.8762418778026318e-04,-7.0710678118654846e-01,-1.5573260416732398e-16,5.9641763902749534e-01,-1.2403146888289045e-03,3.4541921535264627e-04,3.4577750186113611e-04,5.5145833187815213e-04,9.9529708238341785e-01,-2.3418507771304775e-02,9.9601739560308955e-01,-2.3459773579451761e-02,9.9500539638498131e-01,-3.7387142299887904e-02
7.0905490938862883e+01,-3.8111194035055851e-01,-1.0646989422303658e-02,7.0710678118654813e-01,-2.1337098754514727e-16,5.7515917120715987e-01,-8.8188781994916580e-03,8.4218765727281419e-01,7.8167401920107432e-04,-1.4130310114882364e-15,-2.3576731602867680e-15,5.8157363383010163e-01,-6.4711733266110960e-04,-3.8111194035056339e-01,-1.0646989422312993e-02,-7.0710678118654713e-01,2.4442253776513212e-15,5.7515917120715998e-01,-8.8188781994916511e-03,-4.1184973593530239e-01,1.4381985642446704e-04,7.0710678118654902e-01,-4.0500297145005510e-15,5.9640552671302061e-01,-1.4254427156881820e-03,8.1463141859003518e-01,1.1299522886867289e-02,-2.7476618026965950e-15,5.3309545511247582e-15,5.3975688427099577e-01,-1.5868718923364309e-02,-4.1184973593530455e-01,1.4381985642846005e-04,-7.0710678118654569e-01,-1.3925485973587584e-15,5.9640552671302038e-01,-1.4254427156882340e-03,3.4495753087431685e-04,3.4545254654800997e-04,5.5044196922123434e-04,9.9526815018527337e-01,-2.4348500735626048e-02,9.9599047395573803e-01,-2.4401151404024331e-02,9.9480464655725054e-01,-3.8846313498475324e-02
7.3820990546372755e+01,-3.8112712095671974e-01,-1.0376507673036356e-02,7.0710678118654369e-01,5.0341675272846942e-15,5.7515733220911347e-01,-8.7162453048899198e-03,8.4218040650208836e-01,1.0268512484915629e-03,6.3187483413807731e-15,-1.4130192335413565e-14,5.8158010448070174e-01,-8.5007057159776703e-04,-3.8112712095671647e-01,-1.0376507673045182e-02,-7.0710678118655135e-01,7.6917638924811627e-15,5.7515733220911391e-01,-8.7162453048900378e-03,-4.1184894380082421e-01,4.2272756104662921e-06,7.0710678118654668e-01,-3.8503652352866409e-15,5.9639203528648832e-01,-1.6050120043216384e-03,8.1461766725622131e-01,1.1145855218115669e-02,1.9626155733547264e-15,5.1494126105894334e-15,5.3977147081167487e-01,-1.5490855830617115e-02,-4.1184894380081266e-01,4.2272756342566151e-06,-7.0710678118654824e-01,-1.1929434708683039e-15,5.9639203528648688e-01,-1.6050120043217065e-03,3.4452863568159393e-04,3.4515110408359025e-04,5.4941960972859649e-04,9.9523769576013998e-01,-2.5317782610732174e-02,9.9596183583560671e-01,-2.5381999305530718e-02,9.9459169751435794e-01,-4.0361480180590908e-02
7.6856369980520014e+01,-3.8114450027816132e-01,-1.0113978438164892e-02,7.0710678118654546e-01,3.8302694349567901e-15,5.7515447587742130e-01,-8.6165924389117014e-03,8.4217073967779621e-01,1.2648819225576091e-03,7.5015793132038174e-15,-1.0801467605743888e-14,5.8158840256984334e-01,-1.0471017512916660e-03,-3.8114450027816332e-01,-1.0113978438163800e-02,-7.0710678118654957e-01,6.4843963532013049e-15,5.7515447587742219e-01,-8.6165924389113094e-03,-4.1184975771849996e-01,-1.3133228796211423e-04,7.0710678118654857e-01,-1.1745545268637611e-15,5.9637729466540790e-01,-1.7792734661852762e-03,8.1460309805501363e-01,1.0996751937100304e-02,-7.0654160640769837e-16,-8.0221911560873863e-16,5.3978958134774313e-01,-1.5124064643007890e-02,-4.1184975771848908e-01,-1.3133228794354559e-04,-7.0710678118654646e-01,1.4793732581004123e-15,5.9637729466541045e-01,-1.7792734661858803e-03,3.4413049431632230e-04,3.4487168014754984e-04,5.4839075421703946e-04,9.9520553235423259e-01,-2.6327952883543251e-02,9.9593130025329302e-01,-2.6403925790736214e-02,9.9436576122871034e-01,-4.1934688443740535e-02
8.0016558472918234e+01,-3.8116387888356784e-01,-9.8590207161494275e-03,7.0710678118655035e-01,-9.0795426732626083e-15,5.7515068913385248e-01,-8.5197789106697154e-03,8.4215886622586145e-01,1.4961039646096408e-03,-6.0055367069942222e-15,1.7143062379801135e-14,5.8159836867776460e-01,-1.2384925107580200e-03,-3.8116387888356967e-01,-9.8590207161333224e-03,-7.0710678118654480e-01,-6.4254157550180935e-15,5.7515068913385237e-01,-8.5197789106695003e-03,-4.1185204391825109e-01,-2.6304569046832222e-04,7.0710678118654802e-01,3.2725558378690761e-15,5.9636142292784955e-01,-1.9484861586762210e-03,8.1458779322299968e-01,1.0851986517051024e-02,-9.4205547521028152e-16,-9.3690360933020854e-15,5.3981090558476541e-01,-1.4767820648901144e-02,-4.1185204391826097e-01,-2.6304569049719577e-04,-7.0710678118654702e-01,5.9265913448644907e-15,5.9636142292784933e-01,-1.9484861586761214e-03,3.4376151734328111e-04,3.4461323138443008e-04,5.4735532669510046e-04,9.9517147119746008e-01,-2.7380702964922569e-02,9.9589868246567226e-01,-2.7468634353268146e-02,9.9412599270741475e-01,-4.3568084018989574e-02
8.3306687935856900e+01,-3.8118506518493711e-01,-9.6112899492236947e-03,7.0710678118654879e-01,2.7339241981394480e-15,5.7514605464360746e-01,-8.4256777969996706e-03,8.4214498581868724e-01,1.7208228786905755e-03,-9.1146415846944866e-15,-9.4224806491611023e-15,5.8160985064859960e-01,-1.4244969723371699e-03,-3.8118506518493339e-01,-9.6112899492455175e-03,-7.0710678118654635e-01,5.3845816694320092e-15,5.7514605464360491e-01,-8.4256777970000175e-03,-4.1185567585765953e-01,-3.9108155369382776e-04,7.0710678118654535e-01,-7.5326635475025222e-15,5.9634453423132894e-01,-2.1128842339303336e-03,8.1457183301451430e-01,1.0711354623292252e-02,9.4205547521027974e-16,1.2757001226805619e-14,5.3983514713126934e-01,-1.4421649262024869e-02,-4.1185567585767174e-01,-3.9108155367838417e-04,-7.0710678118654957e-01,-4.8817999300160279e-15,5.9634453423132427e-01,-2.1128842339298085e-03,3.4341913803669435e-04,3.4437368407230095e-04,5.4631195092367233e-04,9.9513529748466523e-01,-2.8477706062832609e-02,9.9586377334411746e-01,-2.8577808985457108e-02,9.9387150437688287e-01,-4.5263778358541243e-02
8.6732101296147491e+01,-3.8120786297496717e-01,-9.3704641128344035e-03,7.0710678118654757e-01,7.0776717819853729e-16,5.7514065671607106e-01,-8.3341701475224648e-03,8.4212930019028021e-01,1.9393240483706609e-03,2.7839354620819281e-17,-4.4104606925107701e-15,5.8162269216469054e-01,-1.6053533614104401e-03,-3.8120786297496922e-01,-9.3704641128435212e-03,-7.0710678118654735e-01,3.3653635433950058e-15,5.7514065671607106e-01,-8.3341701475223330e-03,-4.1186052585302180e-01,-5.1559803892872128e-04,7.0710678118654824e-01,-4.0386590599986513e-15,5.9632674675870356e-01,-2.2726863512672101e-03,8.1455530350123229e-01,1.0574664944743925e-02,-1.2560739669470103e-15,5.1862116525898454e-15,5.3986200547278651e-01,-1.4085106885272496e-02,-4.1186052585302202e-01,-5.1559803892126826e-04,-7.0710678118654691e-01,-1.3812265092937403e-15,5.9632674675870401e-01,-2.2726863512672795e-03,3.4310155777955682e-04,3.4415167890823129e-04,5.4525964047186476e-04,9.9509676339865649e-01,-2.9620752854570293e-02,9.9582633092264494e-01,-2.9733249365119917e-02,9.9360133563336694e-01,-4.7023973243699529e-02
9.0298361171640849e+01,-3.8123212461283357e-01,-9.1361714662914068e-03,7.0710678118654735e-01,-7.0568551002736513e-15,5.7513456063128621e-01,-8.2451179788661545e-03,8.4211196656134957e-01,2.1519392230944512e-03,2.1632829954558093e-16,1.2583241806386695e-14,5.8163677431251037e-01,-1.7813369365229891e-03,-3.8123212461283856e-01,-9.1361714662725052e-03,-7.0710678118654768e-01,-4.4270143106928117e-15,5.7513456063128621e-01,-8.2451179788658666e-03,-4.1186649250711266e-01,-6.3677992333101762e-04,7.0710678118654913e-01,4.0706598760784271e-15,5.9630814668883847e-01,-2.4281432261709143e-03,8.1453826317761513e-01,1.0441700217725298e-02,-2.8261664256308140e-15,-1.1034806061186899e-14,5.3989124872823979e-01,-1.3757679094264588e-02,-4.1186649250711199e-01,-6.3677992335219784e-04,-7.0710678118654591e-01,6.7010330348056044e-15,5.9630814668883825e-01,-2.4281432261708410e-03,3.4280720390785418e-04,3.4394614063152718e-04,5.4419813522243153e-04,9.9505564582354700e-01,-3.0811718549465385e-02,9.9578613394445326e-01,-3.0936847250905279e-02,9.9331447869928691e-01,-4.8850999376462416e-02
