case,mu,signal,series,samples,relative_max_error,relative_l2_error,absolute_max_error,absolute_l2_error,max_error_time,wall_seconds,status,notes
Hawaii,11.9378,p,30,2403,6.366792746745e-02,1.678216408569e-02,1.009295883846e-01,5.861631138355e-01,1.170833333333e+00,0.167517,ok,
Hawaii,11.9378,q,30,2403,2.283463109559e-02,3.063514153129e-02,4.187485666013e-02,2.646742274425e-01,1.150000000000e+00,0.167517,ok,
Hawaii,11.9378,vmag,37,2403,5.799659529812e-02,4.959204102158e-03,6.030665768543e-02,2.429219388675e-01,1.150000000000e+00,0.167517,ok,
Hawaii,14.251,omega,30,2403,7.956143190757e-02,7.804574532293e-02,1.214343032309e-03,1.404092978039e-02,1.212500000000e+00,0.164552,ok,
Hawaii,14.251,p,30,2403,5.415487510879e-02,1.412552466572e-02,8.584902118169e-02,4.933726949840e-01,1.175000000000e+00,0.164552,ok,
Hawaii,14.251,q,30,2403,2.002868934675e-02,2.787893117326e-02,3.672923341631e-02,2.408617751177e-01,1.150000000000e+00,0.164552,ok,
Hawaii,14.251,vmag,37,2403,4.830667787813e-02,4.118418367308e-03,5.023078116469e-02,2.017368420910e-01,1.150000000000e+00,0.164552,ok,
Hawaii,17.0125,omega,30,2403,6.409608180213e-02,6.334733455512e-02,9.782959967987e-04,1.139659148084e-02,1.216666666667e+00,0.164695,ok,
Hawaii,17.0125,p,30,2403,4.378678861517e-02,1.140257098703e-02,6.941301103088e-02,3.982660687478e-01,1.179166666667e+00,0.164695,ok,
Hawaii,17.0125,q,30,2403,1.649473755771e-02,2.473757304808e-02,3.024856271967e-02,2.137218144926e-01,1.150000000000e+00,0.164695,ok,
Hawaii,17.0125,vmag,37,2403,3.761655565344e-02,3.234809183051e-03,3.911486068167e-02,1.584540790066e-01,1.150000000000e+00,0.164695,ok,
Hawaii,20.3092,omega,30,2403,5.235902664656e-02,5.288511810781e-02,7.991537817044e-04,9.514371689409e-03,1.216666666667e+00,0.167424,ok,
Hawaii,20.3092,p,30,2403,3.559072278734e-02,9.336479669477e-03,5.642019685770e-02,3.261021622348e-01,1.183333333333e+00,0.167424,ok,
Hawaii,20.3092,q,30,2403,1.382836096298e-02,2.159135475586e-02,2.535887839594e-02,1.865398641494e-01,1.150000000000e+00,0.167424,ok,
Hawaii,20.3092,vmag,37,2403,3.067742965555e-02,2.638925931453e-03,3.189934235616e-02,1.292652995503e-01,1.150000000000e+00,0.167424,ok,
Hawaii,24.2446,omega,30,2403,4.391776333258e-02,4.531354628071e-02,6.703151089524e-04,8.152197391355e-03,1.220833333333e+00,0.164560,ok,
Hawaii,24.2446,p,30,2403,2.953936747409e-02,7.854279675909e-03,4.682728524225e-02,2.743322618143e-01,1.187500000000e+00,0.164560,ok,
Hawaii,24.2446,q,30,2403,1.183497373044e-02,1.863320326266e-02,2.170334289456e-02,1.609827287165e-01,1.150000000000e+00,0.164560,ok,
Hawaii,24.2446,vmag,37,2403,2.597584989958e-02,2.242667345666e-03,2.701049397693e-02,1.098549462014e-01,1.150000000000e+00,0.164560,ok,
Hawaii,28.9427,omega,30,2403,3.739037835433e-02,3.931124605281e-02,5.706878865973e-04,7.072345111489e-03,1.220833333333e+00,0.164494,ok,
Hawaii,28.9427,p,30,2403,2.505786106072e-02,6.704029886007e-03,3.972297675230e-02,2.341566327897e-01,1.187500000000e+00,0.164494,ok,
Hawaii,28.9427,q,30,2403,1.021046118163e-02,1.594269452551e-02,1.872426126022e-02,1.377379096677e-01,1.150000000000e+00,0.164494,ok,
Hawaii,28.9427,vmag,37,2403,2.232918668098e-02,1.941788983722e-03,2.321858051567e-02,9.511670322100e-02,1.150000000000e+00,0.164494,ok,
Hawaii,34.5511,omega,30,2403,3.202341995447e-02,3.429195488642e-02,4.887722098516e-04,6.169342461915e-03,1.220833333333e+00,0.164313,ok,
Hawaii,34.5511,p,30,2403,2.132686970430e-02,5.761185272088e-03,3.380842233143e-02,2.012251984445e-01,1.187500000000e+00,0.164313,ok,
Hawaii,34.5511,q,30,2403,8.825470392583e-03,1.359411173221e-02,1.618442207805e-02,1.174471812645e-01,1.150000000000e+00,0.164313,ok,
Hawaii,34.5511,vmag,37,2403,1.928549913792e-02,1.692866924721e-03,2.005365985409e-02,8.292349077126e-02,1.150000000000e+00,0.164313,ok,
Hawaii,41.2463,omega,30,2403,2.746786499433e-02,2.996144554015e-02,4.192409521617e-04,5.390256076196e-03,1.220833333333e+00,0.166986,ok,
Hawaii,41.2463,p,30,2403,1.816650700889e-02,4.963369100306e-03,2.879845705249e-02,1.733592802511e-01,1.187500000000e+00,0.166986,ok,
Hawaii,41.2463,q,30,2403,7.599816048820e-03,1.159544541035e-02,1.393677902460e-02,1.001795781717e-01,1.150000000000e+00,0.166986,ok,
Hawaii,41.2463,vmag,37,2403,1.666919672646e-02,1.479092791729e-03,1.733314750128e-02,7.245196634989e-02,1.150000000000e+00,0.166986,ok,
Hawaii,49.2388,omega,30,2403,2.357063752906e-02,2.619133805270e-02,3.597577213513e-04,4.711989576508e-03,1.220833333333e+00,0.168591,ok,
Hawaii,49.2388,p,30,2403,1.555444612738e-02,4.278946971096e-03,2.465768727887e-02,1.494539600321e-01,1.191666666667e+00,0.168591,ok,
Hawaii,49.2388,q,30,2403,6.534948565778e-03,9.909721867183e-03,1.198399191682e-02,8.561566385089e-02,1.150000000000e+00,0.168591,ok,
Hawaii,49.2388,vmag,37,2403,1.441949232337e-02,1.293342853100e-03,1.499383512210e-02,6.335318067649e-02,1.150000000000e+00,0.168591,ok,
Hawaii,58.7802,omega,30,2403,2.022861694534e-02,2.290313812901e-02,3.087485915206e-04,4.120421336095e-03,1.220833333333e+00,0.169802,ok,
Hawaii,58.7802,p,30,2403,1.332280223157e-02,3.691554184979e-03,2.111997356987e-02,1.289376557702e-01,1.191666666667e+00,0.169802,ok,
Hawaii,58.7802,q,30,2403,5.619775404659e-03,8.483870094003e-03,1.030571891208e-02,7.329692799232e-02,1.150000000000e+00,0.169802,ok,
Hawaii,58.7802,vmag,37,2403,1.248422052842e-02,1.131317918696e-03,1.298147951629e-02,5.541654197405e-02,1.150000000000e+00,0.169802,ok,
Hawaii,60,omega,30,2403,1.987318850146e-02,2.254947724136e-02,3.033237010435e-04,4.056795475787e-03,1.220833333333e+00,0.164347,ok,
Hawaii,60,p,30,2403,1.308420936155e-02,3.629275525842e-03,2.074174419881e-02,1.267624027707e-01,1.191666666667e+00,0.164347,ok,
Hawaii,60,q,30,2403,5.522755649124e-03,8.334448547275e-03,1.012780106706e-02,7.200599116400e-02,1.150000000000e+00,0.164347,ok,
Hawaii,60,vmag,37,2403,1.227809959169e-02,1.113919738185e-03,1.276714857653e-02,5.456430849963e-02,1.150000000000e+00,0.164347,ok,
Hawaii,70.1704,omega,30,2403,1.735590074242e-02,2.003035465292e-02,2.649024361514e-04,3.603589177017e-03,1.220833333333e+00,0.164186,ok,
Hawaii,70.1704,p,30,2403,1.138556954186e-02,3.184971630616e-03,1.804897525478e-02,1.112438705132e-01,1.191666666667e+00,0.164186,ok,
Hawaii,70.1704,q,30,2403,4.838050400232e-03,7.305371311569e-03,8.872167287313e-03,6.311521381730e-02,1.150000000000e+00,0.164186,ok,
Hawaii,70.1704,vmag,37,2403,1.081605228156e-02,9.898574856414e-04,1.124686645999e-02,4.848723598811e-02,1.150000000000e+00,0.164186,ok,
Hawaii,83.7678,omega,30,2403,1.488343317777e-02,1.755524984818e-02,2.271652601384e-04,3.158301959647e-03,1.220833333333e+00,0.214506,ok,
Hawaii,83.7678,p,30,2403,9.697827820120e-03,2.748132814865e-03,1.537348252163e-02,9.598607663292e-02,1.191666666667e+00,0.214506,ok,
Hawaii,83.7678,q,30,2403,4.173879111329e-03,6.328653342371e-03,7.654189321995e-03,5.467679763884e-02,1.150000000000e+00,0.214506,ok,
Hawaii,83.7678,vmag,37,2403,9.374948490419e-03,8.663879764466e-04,9.748362063741e-03,4.243919845089e-02,1.150000000000e+00,0.214506,ok,
Hawaii,100,omega,30,2403,1.275410430168e-02,1.541702496670e-02,1.946653965464e-04,2.773621599541e-03,1.220833333333e+00,0.217387,ok,
Hawaii,100,p,30,2403,8.228779973060e-03,2.372673807800e-03,1.304467427517e-02,8.287214093456e-02,1.191666666667e+00,0.217387,ok,
Hawaii,100,q,30,2403,3.611170049043e-03,5.490944055268e-03,6.622275943323e-03,4.743935569137e-02,1.150000000000e+00,0.217387,ok,
Hawaii,100,vmag,37,2403,8.128476040095e-03,7.587951235664e-04,8.452241369248e-03,3.716886395940e-02,1.150000000000e+00,0.217387,ok,
Hawaii,119.378,omega,30,2403,1.091376489868e-02,1.358225953942e-02,1.665763680117e-04,2.443535540124e-03,1.220833333333e+00,0.165719,ok,
Hawaii,119.378,p,30,2403,6.963276903299e-03,2.047713889366e-03,1.103853540728e-02,7.152202442463e-02,1.195833333333e+00,0.165719,ok,
Hawaii,119.378,q,30,2403,3.131007429637e-03,4.773428052882e-03,5.741738798800e-03,4.124033116866e-02,1.150000000000e+00,0.165719,ok,
Hawaii,119.378,vmag,37,2403,7.081377484514e-03,6.651831484994e-04,7.363435831099e-03,3.258336959053e-02,1.162500000000e+00,0.165719,ok,
Hawaii,142.51,omega,30,2403,9.315817064918e-03,1.201135109517e-02,1.421869525450e-04,2.160919043019e-03,1.220833333333e+00,0.214306,ok,
Hawaii,142.51,p,30,2403,5.903127541631e-03,1.767507845158e-03,9.357933525684e-03,6.173505973107e-02,1.195833333333e+00,0.214306,ok,
Hawaii,142.51,q,30,2403,2.715313867424e-03,4.166680571795e-03,4.979427016344e-03,3.599829823581e-02,1.150000000000e+00,0.214306,ok,
Hawaii,142.51,vmag,37,2403,6.251772558436e-03,5.838379626227e-04,6.500786911211e-03,2.859875232864e-02,1.166666666667e+00,0.214306,ok,
Hawaii,170.125,omega,30,2403,7.923925669506e-03,1.065630195229e-02,1.209425684606e-04,1.917137017676e-03,1.220833333333e+00,0.217397,ok,
Hawaii,170.125,p,30,2403,4.975330826856e-03,1.526069996145e-03,7.887143690806e-03,5.330218059506e-02,1.195833333333e+00,0.217397,ok,
Hawaii,170.125,q,30,2403,2.352153884704e-03,3.654513816272e-03,4.313452945756e-03,3.157340141589e-02,1.150000000000e+00,0.217397,ok,
Hawaii,170.125,vmag,37,2403,5.581022981962e-03,5.133403867667e-04,5.803320708356e-03,2.514549501968e-02,1.166666666667e+00,0.217397,ok,
Hawaii,203.092,omega,30,2403,6.712146881564e-03,9.512723473362e-03,1.024472360796e-04,1.711399920099e-03,1.220833333333e+00,0.217700,ok,
Hawaii,203.092,p,30,2403,4.164636751305e-03,1.322397694919e-03,6.601990826471e-03,4.618836680565e-02,1.195833333333e+00,0.217700,ok,
Hawaii,203.092,q,30,2403,2.105035357015e-03,3.240762773596e-03,3.860279304293e-03,2.799877332213e-02,1.166666666667e+00,0.217700,ok,
Hawaii,203.092,vmag,37,2403,4.994756675088e-03,4.524065329036e-04,5.193702828213e-03,2.216070761868e-02,1.166666666667e+00,0.217700,ok,
Hawaii,240,omega,30,2403,5.719173200789e-03,8.602975993156e-03,8.729151751588e-05,1.547730517820e-03,1.220833333333e+00,0.217295,ok,
Hawaii,240,p,30,2403,3.497986025631e-03,1.160357207966e-03,5.545182696929e-03,4.052865832500e-02,1.195833333333e+00,0.217295,ok,
Hawaii,240,q,30,2403,1.932058110948e-03,2.933734458504e-03,3.543068250863e-03,2.534618292960e-02,1.166666666667e+00,0.217295,ok,
Hawaii,240,vmag,37,2403,4.511079442699e-03,4.027381468225e-04,4.690760247981e-03,1.972774853922e-02,1.166666666667e+00,0.217295,ok,
Hawaii,242.446,omega,30,2403,5.660831808110e-03,8.552089179167e-03,8.640105511474e-05,1.538575653848e-03,1.220833333333e+00,0.217520,ok,
Hawaii,242.446,p,30,2403,3.458678173708e-03,1.151836590964e-03,5.482869920739e-03,4.023105240431e-02,1.195833333333e+00,0.217520,ok,
Hawaii,242.446,q,30,2403,1.921969145449e-03,2.916513005362e-03,3.524566792165e-03,2.519739710462e-02,1.166666666667e+00,0.217520,ok,
Hawaii,242.446,vmag,37,2403,4.483458005215e-03,3.999263075005e-04,4.662038621021e-03,1.959001324021e-02,1.166666666667e+00,0.217520,ok,
Hawaii,289.427,omega,30,2403,4.775855561665e-03,7.727146538332e-03,7.289369717932e-05,1.390163185688e-03,1.216666666667e+00,0.213954,ok,
Hawaii,289.427,p,30,2403,2.844275297976e-03,1.008771980485e-03,4.508887700544e-03,3.523412845994e-02,1.195833333333e+00,0.213954,ok,
Hawaii,289.427,q,30,2403,1.761915166227e-03,2.646494307859e-03,3.231054827389e-03,2.286455362539e-02,1.166666666667e+00,0.213954,ok,
Hawaii,289.427,vmag,37,2403,4.038801835227e-03,3.549165275922e-04,4.199671351126e-03,1.738525159336e-02,1.166666666667e+00,0.213954,ok,
Hawaii,345.511,omega,30,2403,4.265941803356e-03,7.059371101577e-03,6.511090337289e-05,1.270026104829e-03,2.312500000000e+00,0.264468,ok,
Hawaii,345.511,p,30,2403,2.311682130477e-03,8.939690814874e-04,3.664594328507e-03,3.122432231039e-02,1.195833333333e+00,0.264468,ok,
Hawaii,345.511,q,30,2403,1.621672113731e-03,2.420825045527e-03,2.973872756162e-03,2.091486987399e-02,1.166666666667e+00,0.264468,ok,
Hawaii,345.511,vmag,37,2403,3.651825971080e-03,3.164108029697e-04,3.797281851334e-03,1.549908496458e-02,1.166666666667e+00,0.264468,ok,
Hawaii,412.463,omega,30,2403,3.959993756551e-03,6.489637637040e-03,6.044123026648e-05,1.167527403125e-03,2.304166666667e+00,0.264260,ok,
Hawaii,412.463,p,30,2403,1.982086620295e-03,7.975560759264e-04,3.142103013032e-03,2.785683363221e-02,1.262500000000e+00,0.264260,ok,
Hawaii,412.463,q,30,2403,1.499589961379e-03,2.241740406592e-03,2.749994708425e-03,1.936765689936e-02,1.166666666667e+00,0.264260,ok,
Hawaii,412.463,vmag,37,2403,3.316347390285e-03,2.836664230978e-04,3.448440823187e-03,1.389513237831e-02,1.166666666667e+00,0.264260,ok,
Hawaii,492.388,omega,30,2403,3.720901372857e-03,6.031132942756e-03,5.679197253876e-05,1.085039470058e-03,2.304166666667e+00,0.267112,ok,
Hawaii,492.388,p,30,2403,1.743676394782e-03,7.216465770339e-04,2.764163179197e-03,2.520548616514e-02,1.266666666667e+00,0.267112,ok,
Hawaii,492.388,q,30,2403,1.392990228290e-03,2.126732057431e-03,2.554508802635e-03,1.837403505066e-02,1.166666666667e+00,0.267112,ok,
Hawaii,492.388,vmag,37,2403,3.168880126293e-03,2.559356465459e-04,3.295099790604e-03,1.253676642532e-02,1.008333333333e+00,0.267112,ok,
Hawaii,587.802,omega,30,2403,3.518353160599e-03,5.650601176451e-03,5.370048707445e-05,1.016579366463e-03,2.295833333333e+00,0.214095,ok,
Hawaii,587.802,p,30,2403,1.556309235423e-03,6.647175348793e-04,2.467139371086e-03,2.321708321266e-02,1.266666666667e+00,0.214095,ok,
Hawaii,587.802,q,30,2403,1.300170444144e-03,2.065819746616e-03,2.384292995771e-03,1.784777931946e-02,1.166666666667e+00,0.214095,ok,
Hawaii,587.802,vmag,37,2403,3.168825836233e-03,2.325817809429e-04,3.295043338116e-03,1.139279932990e-02,1.008333333333e+00,0.214095,ok,
Hawaii,701.704,omega,30,2403,3.324890403707e-03,5.338273549111e-03,5.074767256105e-05,9.603896245906e-04,2.295833333333e+00,0.264118,ok,
Hawaii,701.704,p,30,2403,1.398786076199e-03,6.169090745714e-04,2.217425767174e-03,2.154724159875e-02,1.262500000000e+00,0.264118,ok,
Hawaii,701.704,q,30,2403,1.220572942599e-03,2.044269102399e-03,2.238324621957e-03,1.766159117657e-02,1.166666666667e+00,0.264118,ok,
Hawaii,701.704,vmag,37,2403,3.168578403825e-03,2.130297844622e-04,3.294786050228e-03,1.043506321016e-02,1.008333333333e+00,0.264118,ok,
Hawaii,837.678,omega,30,2403,3.191222016378e-03,5.118103439439e-03,4.870749717833e-05,9.207796107859e-04,2.295833333333e+00,0.265412,ok,
Hawaii,837.678,p,30,2403,1.284761653547e-03,5.899671243534e-04,2.036668539762e-03,2.060622008615e-02,1.420833333333e+00,0.265412,ok,
Hawaii,837.678,q,30,2403,1.151573420212e-03,2.044862734822e-03,2.111791151918e-03,1.766671990114e-02,1.166666666667e+00,0.265412,ok,
Hawaii,837.678,vmag,37,2403,3.168826560347e-03,1.967864918583e-04,3.295044091072e-03,9.639400831349e-03,1.008333333333e+00,0.265412,ok,
Hawaii,1000,omega,30,2403,3.073438830447e-03,4.922163667704e-03,4.690977700500e-05,8.855287900687e-04,2.295833333333e+00,0.264149,ok,
Hawaii,1000,p,30,2403,1.235123537524e-03,5.694897392366e-04,1.957979711373e-03,1.989099124189e-02,1.416666666667e+00,0.264149,ok,
Hawaii,1000,q,30,2403,1.091629041077e-03,2.054688126705e-03,2.001863285190e-03,1.775160699080e-02,1.166666666667e+00,0.264149,ok,
Hawaii,1000,vmag,37,2403,3.168726310246e-03,1.833215994286e-04,3.294939847909e-03,8.979835766411e-03,1.008333333333e+00,0.264149,ok,
Hawaii,1193.78,omega,30,2403,2.966816411396e-03,4.765421726100e-03,4.528240318130e-05,8.573299102118e-04,2.295833333333e+00,0.266469,ok,
Hawaii,1193.78,p,30,2403,1.223463704312e-03,5.580894461001e-04,1.939495959606e-03,1.949280473331e-02,1.591666666667e+00,0.266469,ok,
Hawaii,1193.78,q,30,2403,1.039490045531e-03,2.070161520478e-03,1.906249173635e-03,1.788529034717e-02,1.166666666667e+00,0.266469,ok,
Hawaii,1193.78,vmag,37,2403,3.168768284056e-03,1.722769167340e-04,3.294983493579e-03,8.438822394289e-03,1.008333333333e+00,0.266469,ok,
Hawaii,1425.1,omega,30,2403,2.860635694743e-03,4.630044171603e-03,4.366177104406e-05,8.329746205202e-04,2.295833333333e+00,0.264402,ok,
Hawaii,1425.1,p,30,2403,1.219924129611e-03,5.516993632533e-04,1.933884848459e-03,1.926961356202e-02,1.591666666667e+00,0.264402,ok,
Hawaii,1425.1,q,30,2403,1.005162124596e-03,2.090260387663e-03,1.843297564627e-03,1.805893577131e-02,1.170833333333e+00,0.264402,ok,
Hawaii,1425.1,vmag,37,2403,3.168778908558e-03,1.632091042778e-04,3.294994541265e-03,7.994644147585e-03,1.008333333333e+00,0.264402,ok,
Hawaii,1701.25,omega,30,2403,2.794783993200e-03,4.545141272978e-03,4.265667909164e-05,8.177000449131e-04,2.295833333333e+00,0.316904,ok,
Hawaii,1701.25,p,30,2403,1.236104329273e-03,5.544737748384e-04,1.959534511590e-03,1.936651749679e-02,1.187500000000e+00,0.316904,ok,
Hawaii,1701.25,q,30,2403,9.925347273961e-04,2.107234698989e-03,1.820141050929e-03,1.820558639905e-02,1.179166666667e+00,0.316904,ok,
Hawaii,1701.25,vmag,37,2403,3.168838034125e-03,1.558015125161e-04,3.295056021862e-03,7.631790246833e-03,1.008333333333e+00,0.316904,ok,
Hawaii,2030.92,omega,30,2403,2.719648653975e-03,4.452983372616e-03,4.150989133933e-05,8.011202479960e-04,2.287500000000e+00,0.317273,ok,
Hawaii,2030.92,p,30,2403,1.344736942198e-03,5.488640842389e-04,2.131744372093e-03,1.917058366533e-02,1.187500000000e+00,0.317273,ok,
Hawaii,2030.92,q,30,2403,9.880206216432e-04,2.126348997530e-03,1.811862943411e-03,1.837072558061e-02,1.179166666667e+00,0.317273,ok,
Hawaii,2030.92,vmag,37,2403,3.168140554166e-03,1.497945689733e-04,3.294330760579e-03,7.337545778966e-03,1.008333333333e+00,0.317273,ok,
Hawaii,2424.46,omega,30,2403,2.660558031820e-03,4.411969870277e-03,4.060799347791e-05,7.937416560688e-04,2.295833333333e+00,0.314530,ok,
Hawaii,2424.46,p,30,2403,1.435421524018e-03,5.491415240393e-04,2.275502114492e-03,1.918027401137e-02,1.187500000000e+00,0.314530,ok,
Hawaii,2424.46,q,30,2403,9.837898448745e-04,2.144407193347e-03,1.804104413395e-03,1.852674049642e-02,1.179166666667e+00,0.314530,ok,
Hawaii,2424.46,vmag,37,2403,3.168123737397e-03,1.449057473157e-04,3.294313273982e-03,7.098071457810e-03,1.008333333333e+00,0.314530,ok,
Hawaii,2894.27,omega,30,2403,2.630061015485e-03,4.338601307298e-03,4.014251870696e-05,7.805421813683e-04,2.295833333333e+00,0.314888,ok,
Hawaii,2894.27,p,30,2403,1.514834492692e-03,5.501588030284e-04,2.401391531023e-03,1.921580527044e-02,1.187500000000e+00,0.314888,ok,
Hawaii,2894.27,q,30,2403,9.818198370103e-04,2.161030577733e-03,1.800491751706e-03,1.867035926885e-02,1.179166666667e+00,0.314888,ok,
Hawaii,2894.27,vmag,37,2403,3.168474527541e-03,1.409750940745e-04,3.294678036448e-03,6.905532113450e-03,1.008333333333e+00,0.314888,ok,
Hawaii,3455.11,omega,30,2403,2.588263115630e-03,4.309558877694e-03,3.950455899160e-05,7.753172621490e-04,2.279166666667e+00,0.315473,ok,
Hawaii,3455.11,p,30,2403,1.580513698755e-03,5.554017658573e-04,2.505509499003e-03,1.939893012858e-02,1.187500000000e+00,0.315473,ok,
Hawaii,3455.11,q,30,2403,9.775730575700e-04,2.177390632122e-03,1.792703875494e-03,1.881170298524e-02,1.179166666667e+00,0.315473,ok,
Hawaii,3455.11,vmag,37,2403,3.168366958801e-03,1.377352516333e-04,3.294566183137e-03,6.746831485037e-03,1.008333333333e+00,0.315473,ok,
Hawaii,4124.63,omega,30,2403,2.560147132020e-03,4.290650345766e-03,3.907542583029e-05,7.719154960701e-04,2.295833333333e+00,0.315635,ok,
Hawaii,4124.63,p,30,2403,1.637909706897e-03,5.584532930972e-04,2.596496526650e-03,1.950551308771e-02,1.187500000000e+00,0.315635,ok,
Hawaii,4124.63,q,30,2403,9.807777248584e-04,2.189912476553e-03,1.798580694033e-03,1.891988624588e-02,1.179166666667e+00,0.315635,ok,
Hawaii,4124.63,vmag,37,2403,3.168418248670e-03,1.351525838339e-04,3.294619515933e-03,6.620321937066e-03,1.008333333333e+00,0.315635,ok,
Hawaii,4923.88,omega,30,2403,2.530654983945e-03,4.254362798184e-03,3.862528832441e-05,7.653871336925e-04,2.279166666667e+00,0.314663,ok,
Hawaii,4923.88,p,30,2403,1.686893098030e-03,5.564428869175e-04,2.674147452341e-03,1.943529413739e-02,1.187500000000e+00,0.314663,ok,
Hawaii,4923.88,q,30,2403,9.838666369605e-04,2.201741099696e-03,1.804245237111e-03,1.902208037771e-02,1.179166666667e+00,0.314663,ok,
Hawaii,4923.88,vmag,37,2403,3.167873560102e-03,1.330348493785e-04,3.294053131874e-03,6.516586710740e-03,1.008333333333e+00,0.314663,ok,
Hawaii,5878.02,omega,30,2403,2.516066412393e-03,4.231682358701e-03,3.840262352577e-05,7.613067772701e-04,2.279166666667e+00,0.365242,ok,
Hawaii,5878.02,p,30,2403,1.730013092964e-03,5.659541174802e-04,2.742503428622e-03,1.976749995390e-02,1.187500000000e+00,0.365242,ok,
Hawaii,5878.02,q,30,2403,9.861921753196e-04,2.214097393026e-03,1.808509881678e-03,1.912883334922e-02,1.179166666667e+00,0.365242,ok,
Hawaii,5878.02,vmag,37,2403,3.168160802354e-03,1.313004703155e-04,3.294351815272e-03,6.431629787002e-03,1.008333333333e+00,0.365242,ok,
Hawaii,7017.04,omega,30,2403,2.487736708894e-03,4.208744102480e-03,3.797022836611e-05,7.571800379641e-04,2.279166666667e+00,0.314147,ok,
Hawaii,7017.04,p,30,2403,1.764101412106e-03,5.611275765137e-04,2.796541939951e-03,1.959891977154e-02,1.187500000000e+00,0.314147,ok,
Hawaii,7017.04,q,30,2403,9.885740380838e-04,2.221327333796e-03,1.812877815691e-03,1.919129687614e-02,1.179166666667e+00,0.314147,ok,
Hawaii,7017.04,vmag,37,2403,3.167958951140e-03,1.298980221201e-04,3.294141924122e-03,6.362932183968e-03,1.008333333333e+00,0.314147,ok,
Hawaii,8376.78,omega,30,2403,2.467481793713e-03,4.197325907511e-03,3.766107838565e-05,7.551258315097e-04,2.295833333333e+00,0.365075,ok,
Hawaii,8376.78,p,30,2403,1.796019229486e-03,5.612082162436e-04,2.847139663144e-03,1.960173633530e-02,1.187500000000e+00,0.365075,ok,
Hawaii,8376.78,q,30,2403,9.915128417925e-04,2.230209023654e-03,1.818267085328e-03,1.926803079294e-02,1.179166666667e+00,0.365075,ok,
Hawaii,8376.78,vmag,37,2403,3.168211232388e-03,1.287687645901e-04,3.294404253985e-03,6.307616568189e-03,1.008333333333e+00,0.365075,ok,
Hawaii,10000,omega,30,2403,2.465440745710e-03,4.189701263359e-03,3.762992594958e-05,7.537541091602e-04,2.279166666667e+00,0.364466,ok,
Hawaii,10000,p,30,2403,1.821607097084e-03,5.708307343631e-04,2.887702832813e-03,1.993782917500e-02,1.187500000000e+00,0.364466,ok,
Hawaii,10000,q,30,2403,9.924305750278e-04,2.237708133427e-03,1.819950053077e-03,1.933281982236e-02,1.179166666667e+00,0.364466,ok,
Hawaii,10000,vmag,37,2403,3.167855231444e-03,1.277920102157e-04,3.294034073168e-03,6.259771175756e-03,1.008333333333e+00,0.364466,ok,
IEEE39,10,omega,10,2403,1.217813266933e-01,1.796301862957e-01,1.174158071191e-03,2.043986474990e-02,1.687500000000e+00,0.067036,ok,
IEEE39,10,p,10,2403,6.721909121667e-02,5.747459087846e-02,1.375385957966e+00,3.012654391149e+01,3.770833333333e+00,0.067036,ok,
IEEE39,10,q,10,2403,1.381376848890e-01,1.399626433952e-01,1.139728038170e+00,1.668580309664e+01,2.958333333333e+00,0.067036,ok,
IEEE39,10,vmag,39,2403,2.610837117543e-02,8.798794201056e-03,2.950475435406e-02,4.623012330192e-01,1.691666666667e+00,0.067036,ok,
IEEE39,11.9378,omega,10,2403,1.015713748091e-01,1.368475525034e-01,9.793032542207e-04,1.557168938142e-02,1.679166666667e+00,0.064306,ok,
IEEE39,11.9378,p,10,2403,4.638667796602e-02,4.022300601662e-02,9.491289506655e-01,2.108375437721e+01,2.866666666667e+00,0.064306,ok,
IEEE39,11.9378,q,10,2403,1.036432695377e-01,1.078837500197e-01,8.551261037465e-01,1.286148193895e+01,2.954166666667e+00,0.064306,ok,
IEEE39,11.9378,vmag,39,2403,2.104454172946e-02,6.935327888832e-03,2.378218196951e-02,3.643920474938e-01,1.687500000000e+00,0.064306,ok,
IEEE39,14.251,omega,10,2403,8.347022670136e-02,1.048737746736e-01,8.047805279075e-04,1.193343844008e-02,1.666666666667e+00,0.068058,ok,
IEEE39,14.251,p,10,2403,3.911819077071e-02,2.793870453495e-02,8.004066897252e-01,1.464467334412e+01,1.825000000000e+00,0.068058,ok,
IEEE39,14.251,q,10,2403,8.085981434934e-02,8.142724850488e-02,6.671474018782e-01,9.707440516230e+00,1.691666666667e+00,0.068058,ok,
IEEE39,14.251,vmag,39,2403,1.663170413571e-02,5.384607156136e-03,1.879528760014e-02,2.829149620646e-01,1.683333333333e+00,0.068058,ok,
IEEE39,17.0125,omega,10,2403,6.794685552565e-02,8.146824982879e-02,6.551115100625e-04,9.270156883153e-03,1.650000000000e+00,0.067008,ok,
IEEE39,17.0125,p,10,2403,3.462355018515e-02,1.992197489236e-02,7.084407699904e-01,1.044253194716e+01,1.795833333333e+00,0.067008,ok,
IEEE39,17.0125,q,10,2403,6.201293522780e-02,6.068763350046e-02,5.116480782571e-01,7.234944113839e+00,1.679166666667e+00,0.067008,ok,
IEEE39,17.0125,vmag,39,2403,1.294890479645e-02,4.164479508610e-03,1.463340062872e-02,2.188077102068e-01,1.675000000000e+00,0.067008,ok,
IEEE39,20.3092,omega,10,2403,5.517566446577e-02,6.515209780945e-02,5.319777138654e-04,7.413565029683e-03,1.629166666667e+00,0.066518,ok,
