case,mu,signal,series,samples,relative_max_error,relative_l2_error,absolute_max_error,absolute_l2_error,max_error_time,wall_seconds,status,notes
ACTIVSg2000,10,q,334,2403,1.399741761240e-02,3.243388928974e-02,1.211613249123e-01,4.625661343393e+00,8.412500000000e+00,2.122819,ok,
ACTIVSg2000,10,vmag,2000,2403,2.281755739690e-02,9.378622979342e-03,2.459273598131e-02,4.805938741464e-01,3.729166666667e+00,2.122819,ok,
ACTIVSg2000,11.9378,omega,334,2403,2.697058383652e-01,3.172402843048e-01,8.477048957726e-04,1.346967442793e-02,3.383333333333e+00,2.126016,ok,
ACTIVSg2000,11.9378,p,334,2403,4.116950728288e-03,1.821907040739e-03,5.675228518102e-02,1.205754880190e+00,3.012500000000e+00,2.126016,ok,
ACTIVSg2000,11.9378,q,334,2403,1.379640868372e-02,3.179998982568e-02,1.194213962489e-01,4.535255773455e+00,8.412500000000e+00,2.126016,ok,
ACTIVSg2000,11.9378,vmag,2000,2403,2.136430121661e-02,8.828053519888e-03,2.302641821410e-02,4.523807441284e-01,2.587500000000e+00,2.126016,ok,
ACTIVSg2000,14.251,omega,334,2403,2.427048750120e-01,2.814203201123e-01,7.628389211842e-04,1.194879804632e-02,3.408333333333e+00,2.223798,ok,
ACTIVSg2000,14.251,p,334,2403,3.821799052503e-03,1.587630481700e-03,5.268361077093e-02,1.050708493047e+00,3.037500000000e+00,2.223798,ok,
ACTIVSg2000,14.251,q,334,2403,1.325119745731e-02,3.059523620279e-02,1.147020604129e-01,4.363436038488e+00,8.404166666667e+00,2.223798,ok,
ACTIVSg2000,14.251,vmag,2000,2403,1.997494965302e-02,8.289157913207e-03,2.152897676608e-02,4.247658236923e-01,2.620833333333e+00,2.223798,ok,
ACTIVSg2000,17.0125,omega,334,2403,2.125167763703e-01,2.449854478931e-01,6.679555505914e-04,1.040181334451e-02,3.437500000000e+00,1.872723,ok,
ACTIVSg2000,17.0125,p,334,2403,3.456413325463e-03,1.373756391311e-03,4.764675792750e-02,9.091646477984e-01,3.066666666667e+00,1.872723,ok,
ACTIVSg2000,17.0125,q,334,2403,1.349868165533e-02,3.055963005944e-02,1.168442779388e-01,4.358357956134e+00,1.000000000000e+01,1.872723,ok,
ACTIVSg2000,17.0125,vmag,2000,2403,1.814008537310e-02,7.690458065186e-03,1.955136224702e-02,3.940863220165e-01,2.658333333333e+00,1.872723,ok,
ACTIVSg2000,20.3092,omega,334,2403,1.794978448248e-01,2.078134293240e-01,5.641746680788e-04,8.823530217416e-03,3.462500000000e+00,2.268907,ok,
ACTIVSg2000,20.3092,p,334,2403,3.005285979075e-03,1.178907593057e-03,4.142795437484e-02,7.802119163253e-01,3.091666666667e+00,2.268907,ok,
ACTIVSg2000,20.3092,q,334,2403,1.391251207423e-02,3.118971534505e-02,1.204263845267e-01,4.448219554990e+00,1.000000000000e+01,2.268907,ok,
ACTIVSg2000,20.3092,vmag,2000,2403,1.599365730726e-02,6.983514514746e-03,1.723794465338e-02,3.578600294725e-01,2.733333333333e+00,2.268907,ok,
ACTIVSg2000,24.2446,omega,334,2403,1.461275084447e-01,1.714733007588e-01,4.592892948352e-04,7.280568227217e-03,3.491666666667e+00,2.375979,ok,
ACTIVSg2000,24.2446,p,334,2403,2.514621158384e-03,1.001711748473e-03,3.466412559234e-02,6.629420723766e-01,3.120833333333e+00,2.375979,ok,
ACTIVSg2000,24.2446,q,334,2403,1.429575836482e-02,3.186202977816e-02,1.237437556034e-01,4.544103796810e+00,1.000000000000e+01,2.375979,ok,
ACTIVSg2000,24.2446,vmag,2000,2403,1.382474239121e-02,6.205276049975e-03,1.490029075956e-02,3.179803328883e-01,2.816666666667e+00,2.375979,ok,
ACTIVSg2000,28.9427,omega,334,2403,1.159539238778e-01,1.396785715906e-01,3.644515430258e-04,5.930598908666e-03,3.516666666667e+00,2.430391,ok,
ACTIVSg2000,28.9427,p,334,2403,2.046676431568e-03,8.511721821720e-04,2.821349396278e-02,5.633135992049e-01,3.145833333333e+00,2.430391,ok,
ACTIVSg2000,28.9427,q,334,2403,1.462261915231e-02,3.248101287870e-02,1.265730550621e-01,4.632382022552e+00,1.000000000000e+01,2.430391,ok,
ACTIVSg2000,28.9427,vmag,2000,2403,1.176865069650e-02,5.466025727476e-03,1.268423759830e-02,2.800985268667e-01,2.866666666667e+00,2.430391,ok,
ACTIVSg2000,34.5511,omega,334,2403,9.479077691939e-02,1.148254803942e-01,2.979342462727e-04,4.875363922742e-03,3.700000000000e+00,2.575341,ok,
ACTIVSg2000,34.5511,p,334,2403,1.644352144865e-03,7.373433892457e-04,2.266744200318e-02,4.879806543795e-01,3.166666666667e+00,2.575341,ok,
ACTIVSg2000,34.5511,q,334,2403,1.487727490757e-02,3.297853063697e-02,1.287773494226e-01,4.703337085681e+00,1.000000000000e+01,2.575341,ok,
ACTIVSg2000,34.5511,vmag,2000,2403,9.939346350301e-03,4.916386902175e-03,1.071261556914e-02,2.519330858404e-01,2.987500000000e+00,2.575341,ok,
ACTIVSg2000,41.2463,omega,334,2403,7.800506074916e-02,9.448823706922e-02,2.451755300995e-04,4.011866883111e-03,3.720833333333e+00,2.223309,ok,
ACTIVSg2000,41.2463,p,334,2403,1.326487611819e-03,6.496715729326e-04,1.828567019706e-02,4.299586378821e-01,3.191666666667e+00,2.223309,ok,
ACTIVSg2000,41.2463,q,334,2403,1.505484689095e-02,3.332426640097e-02,1.303144084266e-01,4.752645281324e+00,1.000000000000e+01,2.223309,ok,
ACTIVSg2000,41.2463,vmag,2000,2403,8.430400628751e-03,4.361692861849e-03,9.086275681187e-03,2.235085976833e-01,3.016666666667e+00,2.223309,ok,
ACTIVSg2000,49.2388,omega,334,2403,6.462551992836e-02,7.852650558684e-02,2.031226686348e-04,3.334149275951e-03,3.733333333333e+00,2.325455,ok,
ACTIVSg2000,49.2388,p,334,2403,1.083329211565e-03,5.846395221757e-04,1.493372459797e-02,3.869198270012e-01,3.212500000000e+00,2.325455,ok,
ACTIVSg2000,49.2388,q,334,2403,1.516841300390e-02,3.354202102690e-02,1.312974340883e-01,4.783701043601e+00,1.000000000000e+01,2.325455,ok,
ACTIVSg2000,49.2388,vmag,2000,2403,7.185291753766e-03,3.890084690760e-03,7.744298829859e-03,1.993417238765e-01,3.041666666667e+00,2.325455,ok,
ACTIVSg2000,58.7802,omega,334,2403,5.405104495565e-02,6.608196325052e-02,1.698863313760e-04,2.805767661232e-03,3.754166666667e+00,2.270729,ok,
ACTIVSg2000,58.7802,p,334,2403,9.235140972331e-04,5.343639296847e-04,1.273066861227e-02,3.536469762767e-01,2.233333333333e+00,2.270729,ok,
ACTIVSg2000,58.7802,q,334,2403,1.523342015735e-02,3.366314007218e-02,1.318601345133e-01,4.800974817977e+00,1.000000000000e+01,2.270729,ok,
ACTIVSg2000,58.7802,vmag,2000,2403,6.170266712730e-03,3.519784015566e-03,6.650306058661e-03,1.803662051375e-01,3.058333333333e+00,2.270729,ok,
ACTIVSg2000,60,omega,334,2403,5.297236481266e-02,6.481932259860e-02,1.664959619137e-04,2.752157324392e-03,3.754166666667e+00,2.372205,ok,
ACTIVSg2000,60,p,334,2403,9.203721041923e-04,5.291876574189e-04,1.268735614708e-02,3.502212715584e-01,2.233333333333e+00,2.372205,ok,
ACTIVSg2000,60,q,334,2403,1.523843109842e-02,3.367201629267e-02,1.319035091040e-01,4.802240728137e+00,1.000000000000e+01,2.372205,ok,
ACTIVSg2000,60,vmag,2000,2403,6.065126198265e-03,3.482322602147e-03,6.536985738338e-03,1.784465495713e-01,3.062500000000e+00,2.372205,ok,
ACTIVSg2000,70.1704,omega,334,2403,4.557064438489e-02,5.620751285916e-02,1.432318209452e-04,2.386509330854e-03,3.762500000000e+00,2.644386,ok,
ACTIVSg2000,70.1704,p,334,2403,8.978391080983e-04,4.938985042950e-04,1.237673814247e-02,3.268665846038e-01,2.233333333333e+00,2.644386,ok,
ACTIVSg2000,70.1704,q,334,2403,1.526836538374e-02,3.372388476348e-02,1.321626195892e-01,4.809638113576e+00,1.000000000000e+01,2.644386,ok,
ACTIVSg2000,70.1704,vmag,2000,2403,5.331345569998e-03,3.230712645261e-03,5.746117857729e-03,1.655531638130e-01,3.075000000000e+00,2.644386,ok,
ACTIVSg2000,83.7678,omega,334,2403,3.857988698135e-02,4.816562779959e-02,1.212593663922e-04,2.045059713960e-03,3.770833333333e+00,2.533710,ok,
ACTIVSg2000,83.7678,p,334,2403,8.741780841982e-04,4.603425498375e-04,1.205057024184e-02,3.046589445092e-01,2.233333333333e+00,2.533710,ok,
ACTIVSg2000,83.7678,q,334,2403,1.528603529200e-02,3.375145081338e-02,1.323155699087e-01,4.813569532664e+00,1.000000000000e+01,2.533710,ok,
ACTIVSg2000,83.7678,vmag,2000,2403,4.619991961045e-03,3.007870764156e-03,4.979421791624e-03,1.541339561961e-01,3.083333333333e+00,2.533710,ok,
ACTIVSg2000,100,omega,334,2403,3.273429823645e-02,4.150547789508e-02,1.028862595001e-04,1.762277055851e-03,3.770833333333e+00,2.626205,ok,
ACTIVSg2000,100,p,334,2403,8.504061418812e-04,4.302969389051e-04,1.172287332761e-02,2.847744821300e-01,2.233333333333e+00,2.626205,ok,
ACTIVSg2000,100,q,334,2403,1.529595340476e-02,3.376666824516e-02,1.324014208647e-01,4.815739814657e+00,1.000000000000e+01,2.626205,ok,
ACTIVSg2000,100,vmag,2000,2403,4.000848818937e-03,2.838776064171e-03,4.312110056032e-03,1.454689445902e-01,3.091666666667e+00,2.626205,ok,
ACTIVSg2000,119.378,omega,334,2403,2.775790982982e-02,3.594637358175e-02,8.724511194041e-05,1.526243585589e-03,3.779166666667e+00,2.977212,ok,
ACTIVSg2000,119.378,p,334,2403,8.246693575895e-04,4.032741455371e-04,1.136809100978e-02,2.668905482897e-01,2.233333333333e+00,2.977212,ok,
ACTIVSg2000,119.378,q,334,2403,1.529646251662e-02,3.376552779042e-02,1.324058277253e-01,4.815577165110e+00,1.000000000000e+01,2.977212,ok,
ACTIVSg2000,119.378,vmag,2000,2403,3.454776724646e-03,2.714190526447e-03,3.723554208091e-03,1.390847401745e-01,3.095833333333e+00,2.977212,ok,
ACTIVSg2000,142.51,omega,334,2403,2.349604246321e-02,3.132727738503e-02,7.384975552652e-05,1.330121828677e-03,3.779166666667e+00,2.991106,ok,
ACTIVSg2000,142.51,p,334,2403,7.957044659529e-04,3.787856770488e-04,1.096880913859e-02,2.506838540249e-01,2.233333333333e+00,2.991106,ok,
ACTIVSg2000,142.51,q,334,2403,1.529668772159e-02,3.376895351401e-02,1.324077770942e-01,4.816065735477e+00,1.000000000000e+01,2.991106,ok,
ACTIVSg2000,142.51,vmag,2000,2403,3.145487291622e-03,2.634911057989e-03,3.390202428325e-03,1.350221792879e-01,1.000000000000e+01,2.991106,ok,
ACTIVSg2000,170.125,omega,334,2403,1.981482739747e-02,2.748854398718e-02,6.227943115930e-05,1.167133420071e-03,3.779166666667e+00,3.087592,ok,
ACTIVSg2000,170.125,p,334,2403,7.628527815249e-04,3.561657393942e-04,1.051594771605e-02,2.357137706964e-01,2.233333333333e+00,3.087592,ok,
ACTIVSg2000,170.125,q,334,2403,1.529386699152e-02,3.376706049599e-02,1.323833609196e-01,4.815795756746e+00,1.000000000000e+01,3.087592,ok,
ACTIVSg2000,170.125,vmag,2000,2403,3.134975595275e-03,2.593342701781e-03,3.378872934616e-03,1.328920694204e-01,1.000000000000e+01,3.087592,ok,
ACTIVSg2000,203.092,omega,334,2403,1.662747311230e-02,2.434071330456e-02,5.226134683277e-05,1.033479982765e-03,3.779166666667e+00,3.240430,ok,
ACTIVSg2000,203.092,p,334,2403,7.258881722690e-04,3.354781762352e-04,1.000638950548e-02,2.220225506284e-01,2.233333333333e+00,3.240430,ok,
ACTIVSg2000,203.092,q,334,2403,1.528426643293e-02,3.375062622318e-02,1.323002587053e-01,4.813451931133e+00,1.000000000000e+01,3.240430,ok,
ACTIVSg2000,203.092,vmag,2000,2403,3.126121105633e-03,2.563051568668e-03,3.369329576306e-03,1.313398444245e-01,1.000000000000e+01,3.240430,ok,
ACTIVSg2000,240,omega,334,2403,1.401146706464e-02,2.204419264125e-02,4.403905121093e-05,9.359722349097e-04,3.779166666667e+00,4.045864,ok,
ACTIVSg2000,240,p,334,2403,6.873641192240e-04,3.179660480393e-04,9.475334317062e-03,2.104328627011e-01,2.237500000000e+00,4.045864,ok,
ACTIVSg2000,240,q,334,2403,1.527408884282e-02,3.373345298119e-02,1.322121617194e-01,4.811002715101e+00,1.000000000000e+01,4.045864,ok,
ACTIVSg2000,240,vmag,2000,2403,3.120000745534e-03,2.544005433642e-03,3.362733059536e-03,1.303638529768e-01,1.000000000000e+01,4.045864,ok,
ACTIVSg2000,242.446,omega,334,2403,1.386246933270e-02,2.192414430424e-02,4.357074059672e-05,9.308751142250e-04,3.787500000000e+00,3.531787,ok,
ACTIVSg2000,242.446,p,334,2403,6.849268947377e-04,3.169589265426e-04,9.441737106838e-03,2.097663404074e-01,2.241666666667e+00,3.531787,ok,
ACTIVSg2000,242.446,q,334,2403,1.527646384698e-02,3.373931380546e-02,1.322327197008e-01,4.811838575026e+00,1.000000000000e+01,3.531787,ok,
ACTIVSg2000,242.446,vmag,2000,2403,3.119667380648e-03,2.543095289744e-03,3.362373759261e-03,1.303172139784e-01,1.000000000000e+01,3.531787,ok,
ACTIVSg2000,289.427,omega,334,2403,1.282008020840e-02,2.009386798810e-02,4.029443642280e-05,8.531635898338e-04,2.966666666667e+00,3.578420,ok,
ACTIVSg2000,289.427,p,334,2403,6.403970985197e-04,3.005796830646e-04,8.827892574610e-03,1.989264060333e-01,2.245833333333e+00,3.578420,ok,
ACTIVSg2000,289.427,q,334,2403,1.526331172303e-02,3.371662763345e-02,1.321188752184e-01,4.808603115105e+00,1.000000000000e+01,3.578420,ok,
ACTIVSg2000,289.427,vmag,2000,2403,3.116157303252e-03,2.532333094536e-03,3.358590602056e-03,1.297657209606e-01,1.000000000000e+01,3.578420,ok,
ACTIVSg2000,345.511,omega,334,2403,1.270276510063e-02,1.875549959215e-02,3.992570658065e-05,7.963379360632e-04,2.962500000000e+00,3.375727,ok,
ACTIVSg2000,345.511,p,334,2403,5.931182815186e-04,2.862745698547e-04,8.176152711164e-03,1.894591501971e-01,2.270833333333e+00,3.375727,ok,
ACTIVSg2000,345.511,q,334,2403,1.524776720615e-02,3.368927991560e-02,1.319843222378e-01,4.804702834132e+00,1.000000000000e+01,3.375727,ok,
ACTIVSg2000,345.511,vmag,2000,2403,3.115555550301e-03,2.528811917532e-03,3.357942033448e-03,1.295852833738e-01,1.000000000000e+01,3.375727,ok,
ACTIVSg2000,412.463,omega,334,2403,1.261295390933e-02,1.778610564460e-02,3.964342353101e-05,7.551785325700e-04,2.962500000000e+00,3.982741,ok,
ACTIVSg2000,412.463,p,334,2403,5.443856167428e-04,2.740738529289e-04,7.504371513982e-03,1.813846032273e-01,2.287500000000e+00,3.982741,ok,
ACTIVSg2000,412.463,q,334,2403,1.523161685941e-02,3.366128692851e-02,1.318445252078e-01,4.800710526052e+00,1.000000000000e+01,3.982741,ok,
ACTIVSg2000,412.463,vmag,2000,2403,3.117556701785e-03,2.530435160582e-03,3.360098872116e-03,1.296684640996e-01,1.000000000000e+01,3.982741,ok,
ACTIVSg2000,492.388,omega,334,2403,1.254405271658e-02,1.716166181766e-02,3.942686211442e-05,7.286653327543e-04,2.950000000000e+00,4.229824,ok,
ACTIVSg2000,492.388,p,334,2403,4.951908349757e-04,2.640956044382e-04,6.826220020674e-03,1.747809063622e-01,2.312500000000e+00,4.229824,ok,
ACTIVSg2000,492.388,q,334,2403,1.521498281485e-02,3.363282892348e-02,1.317005413007e-01,4.796651897973e+00,1.000000000000e+01,4.229824,ok,
ACTIVSg2000,492.388,vmag,2000,2403,3.121902385161e-03,2.535190099859e-03,3.364782644444e-03,1.299121240371e-01,1.000000000000e+01,4.229824,ok,
ACTIVSg2000,587.802,omega,334,2403,1.249932296561e-02,1.668876453880e-02,3.928627328209e-05,7.085866331087e-04,2.950000000000e+00,4.737328,ok,
ACTIVSg2000,587.802,p,334,2403,4.692012009202e-04,2.564910005664e-04,6.467952161519e-03,1.697481093943e-01,4.112500000000e+00,4.737328,ok,
ACTIVSg2000,587.802,q,334,2403,1.519966429057e-02,3.360786971429e-02,1.315679445069e-01,4.793092261690e+00,1.000000000000e+01,4.737328,ok,
ACTIVSg2000,587.802,vmag,2000,2403,3.128147086933e-03,2.541209979119e-03,3.371513176520e-03,1.302206039815e-01,9.991666666667e+00,4.737328,ok,
ACTIVSg2000,701.704,omega,334,2403,1.246957612157e-02,1.635084695147e-02,3.919277680655e-05,6.942390230793e-04,2.950000000000e+00,6.092242,ok,
ACTIVSg2000,701.704,p,334,2403,4.684156714168e-04,2.514786174024e-04,6.457123614535e-03,1.664308679949e-01,4.087500000000e+00,6.092242,ok,
ACTIVSg2000,701.704,q,334,2403,1.518621040848e-02,3.358749160286e-02,1.314514880130e-01,4.790185973103e+00,1.000000000000e+01,6.092242,ok,
ACTIVSg2000,701.704,vmag,2000,2403,3.135731212619e-03,2.547805148767e-03,3.379687338083e-03,1.305585638439e-01,9.991666666667e+00,6.092242,ok,
ACTIVSg2000,837.678,omega,334,2403,1.254243333895e-02,1.613601256199e-02,3.942177229375e-05,6.851173905964e-04,2.958333333333e+00,4.281631,ok,
ACTIVSg2000,837.678,p,334,2403,4.654263523696e-04,2.483261923733e-04,6.415915764779e-03,1.643445640407e-01,4.070833333333e+00,4.281631,ok,
ACTIVSg2000,837.678,q,334,2403,1.517587152570e-02,3.357417217861e-02,1.313619948814e-01,4.788286381433e+00,1.000000000000e+01,4.281631,ok,
ACTIVSg2000,837.678,vmag,2000,2403,3.144036309285e-03,2.554374417761e-03,3.388638561303e-03,1.308951964650e-01,9.991666666667e+00,4.281631,ok,
ACTIVSg2000,1000,omega,334,2403,1.266132018020e-02,1.600610415739e-02,3.979544220755e-05,6.796016222593e-04,2.950000000000e+00,4.428100,ok,
ACTIVSg2000,1000,p,334,2403,4.593281368249e-04,2.470693567676e-04,6.331851686648e-03,1.635127786470e-01,4.054166666667e+00,4.428100,ok,
ACTIVSg2000,1000,q,334,2403,1.517055442508e-02,3.357181021071e-02,1.313159701807e-01,4.787949521938e+00,1.000000000000e+01,4.428100,ok,
ACTIVSg2000,1000,vmag,2000,2403,3.153709462346e-03,2.560544603743e-03,3.399064274065e-03,1.312113786585e-01,6.925000000000e+00,4.428100,ok,
ACTIVSg2000,1193.78,omega,334,2403,1.278704635053e-02,1.592183714982e-02,4.019060862576e-05,6.760237375669e-04,2.950000000000e+00,4.887314,ok,
ACTIVSg2000,1193.78,p,334,2403,4.496307093000e-04,2.467652904885e-04,6.198172366990e-03,1.633115447796e-01,4.029166666667e+00,4.887314,ok,
ACTIVSg2000,1193.78,q,334,2403,1.516923331165e-02,3.357745873501e-02,1.313045346533e-01,4.788755104033e+00,1.000000000000e+01,4.887314,ok,
ACTIVSg2000,1193.78,vmag,2000,2403,3.162919684775e-03,2.565859535206e-03,3.408991040747e-03,1.314837345798e-01,6.925000000000e+00,4.887314,ok,
ACTIVSg2000,1425.1,omega,334,2403,1.291035961059e-02,1.586258222203e-02,4.057819109302e-05,6.735078383413e-04,2.950000000000e+00,4.379264,ok,
ACTIVSg2000,1425.1,p,334,2403,4.360871172026e-04,2.462864795317e-04,6.011473557164e-03,1.629946632730e-01,4.012500000000e+00,4.379264,ok,
ACTIVSg2000,1425.1,q,334,2403,1.517238634010e-02,3.359141982828e-02,1.313318271950e-01,4.790746209352e+00,1.000000000000e+01,4.379264,ok,
ACTIVSg2000,1425.1,vmag,2000,2403,3.170884853055e-03,2.570122135994e-03,3.417575889561e-03,1.317021653485e-01,6.916666666667e+00,4.379264,ok,
ACTIVSg2000,1701.25,omega,334,2403,1.301429062102e-02,1.581186571553e-02,4.090485375221e-05,6.713544711164e-04,2.950000000000e+00,4.933696,ok,
ACTIVSg2000,1701.25,p,334,2403,4.186881051825e-04,2.441920219580e-04,5.771627671896e-03,1.616085319368e-01,4.004166666667e+00,4.933696,ok,
ACTIVSg2000,1701.25,q,334,2403,1.517943409856e-02,3.361176734777e-02,1.313928324301e-01,4.793648134973e+00,1.000000000000e+01,4.933696,ok,
ACTIVSg2000,1701.25,vmag,2000,2403,3.177428697534e-03,2.573186366239e-03,3.424628837288e-03,1.318591873642e-01,9.975000000000e+00,4.933696,ok,
ACTIVSg2000,2030.92,omega,334,2403,1.308215189478e-02,1.576601200184e-02,4.111814662843e-05,6.694075727390e-04,2.950000000000e+00,5.336967,ok,
ACTIVSg2000,2030.92,p,334,2403,3.977016835791e-04,2.402047724752e-04,5.482329241487e-03,1.589697334609e-01,3.987500000000e+00,5.336967,ok,
ACTIVSg2000,2030.92,q,334,2403,1.518885884942e-02,3.363433568839e-02,1.314744128569e-01,4.796866790000e+00,1.000000000000e+01,5.336967,ok,
ACTIVSg2000,2030.92,vmag,2000,2403,3.184203268814e-03,2.574939059295e-03,3.431930462084e-03,1.319490015670e-01,9.975000000000e+00,5.336967,ok,
ACTIVSg2000,2424.46,omega,334,2403,1.309676936695e-02,1.572120637192e-02,4.116409039740e-05,6.675051748487e-04,2.950000000000e+00,6.239299,ok,
ACTIVSg2000,2424.46,p,334,2403,3.738969063658e-04,2.341564653661e-04,5.154179697263e-03,1.549669080419e-01,3.979166666667e+00,6.239299,ok,
ACTIVSg2000,2424.46,q,334,2403,1.520044403858e-02,3.365825652825e-02,1.315746939878e-01,4.800278335968e+00,1.000000000000e+01,6.239299,ok,
ACTIVSg2000,2424.46,vmag,2000,2403,3.189738870920e-03,2.575365016828e-03,3.437896727390e-03,1.319708291403e-01,9.975000000000e+00,6.239299,ok,
ACTIVSg2000,2894.27,omega,334,2403,1.304833725780e-02,1.566170702562e-02,4.101186478637e-05,6.649788978814e-04,2.950000000000e+00,5.745421,ok,
ACTIVSg2000,2894.27,p,334,2403,3.486057831620e-04,2.261385996329e-04,4.805540830455e-03,1.496606105633e-01,3.970833333333e+00,5.745421,ok,
ACTIVSg2000,2894.27,q,334,2403,1.521185231391e-02,3.367802783616e-02,1.316734437566e-01,4.803098083358e+00,1.000000000000e+01,5.745421,ok,
ACTIVSg2000,2894.27,vmag,2000,2403,3.193759382391e-03,2.574458606149e-03,3.442230029830e-03,1.319243814453e-01,9.975000000000e+00,5.745421,ok,
ACTIVSg2000,3455.11,omega,334,2403,1.294022538583e-02,1.558362972351e-02,4.067206137791e-05,6.616638212922e-04,2.950000000000e+00,5.181474,ok,
ACTIVSg2000,3455.11,p,334,2403,3.233264111660e-04,2.163873167433e-04,4.457063954390e-03,1.432071216260e-01,3.970833333333e+00,5.181474,ok,
ACTIVSg2000,3455.11,q,334,2403,1.522215884090e-02,3.369176371827e-02,1.317626568171e-01,4.805057069477e+00,1.000000000000e+01,5.181474,ok,
ACTIVSg2000,3455.11,vmag,2000,2403,3.195670734321e-03,2.572023628897e-03,3.444290082647e-03,1.317996045827e-01,9.975000000000e+00,5.181474,ok,
ACTIVSg2000,4124.63,omega,334,2403,1.279819501976e-02,1.549197147417e-02,4.022564969698e-05,6.577721125835e-04,2.941666666667e+00,5.181435,ok,
ACTIVSg2000,4124.63,p,334,2403,3.218329201160e-04,2.052372696960e-04,4.436476136954e-03,1.358279176705e-01,2.070833333333e+00,5.181435,ok,
ACTIVSg2000,4124.63,q,334,2403,1.523106731217e-02,3.369936343116e-02,1.318397683396e-01,4.806140926483e+00,1.000000000000e+01,5.181435,ok,
ACTIVSg2000,4124.63,vmag,2000,2403,3.196125826275e-03,2.568894548981e-03,3.444780580208e-03,1.316392594401e-01,9.975000000000e+00,5.181435,ok,
ACTIVSg2000,4923.88,omega,334,2403,1.266017420772e-02,1.539666466130e-02,3.979184033343e-05,6.537254898702e-04,2.912500000000e+00,6.187280,ok,
ACTIVSg2000,4923.88,p,334,2403,3.209179579158e-04,1.931506229613e-04,4.423863356489e-03,1.278288634050e-01,2.070833333333e+00,6.187280,ok,
ACTIVSg2000,4923.88,q,334,2403,1.523778528445e-02,3.370019566943e-02,1.318979189531e-01,4.806259618767e+00,1.000000000000e+01,6.187280,ok,
ACTIVSg2000,4923.88,vmag,2000,2403,3.194547197865e-03,2.564668321672e-03,3.443079136403e-03,1.314226925774e-01,9.975000000000e+00,6.187280,ok,
ACTIVSg2000,5878.02,omega,334,2403,1.266704715183e-02,1.531838440788e-02,3.981344249232e-05,6.504017961908e-04,2.912500000000e+00,7.202328,ok,
ACTIVSg2000,5878.02,p,334,2403,3.201022358810e-04,1.805904497118e-04,4.412618604585e-03,1.195164249255e-01,2.070833333333e+00,7.202328,ok,
ACTIVSg2000,5878.02,q,334,2403,1.524083957354e-02,3.369212820818e-02,1.319243568092e-01,4.805109052354e+00,1.000000000000e+01,7.202328,ok,
ACTIVSg2000,5878.02,vmag,2000,2403,3.191248052491e-03,2.559709013550e-03,3.439523321477e-03,1.311685600561e-01,9.966666666667e+00,7.202328,ok,
ACTIVSg2000,7017.04,omega,334,2403,1.266743779574e-02,1.525446108677e-02,3.981467031429e-05,6.476876821065e-04,2.912500000000e+00,8.404137,ok,
ACTIVSg2000,7017.04,p,334,2403,3.192344751815e-04,1.680083143725e-04,4.400656498177e-03,1.111894517324e-01,2.070833333333e+00,8.404137,ok,
ACTIVSg2000,7017.04,q,334,2403,1.524147687903e-02,3.367983554327e-02,1.319298733109e-01,4.803355895205e+00,1.000000000000e+01,8.404137,ok,
ACTIVSg2000,7017.04,vmag,2000,2403,3.186874881406e-03,2.554320525614e-03,3.434809922930e-03,1.308924348405e-01,9.966666666667e+00,8.404137,ok,
ACTIVSg2000,8376.78,omega,334,2403,1.265817858918e-02,1.519042793371e-02,3.978556796048e-05,6.449689046782e-04,2.912500000000e+00,11.387167,ok,
ACTIVSg2000,8376.78,p,334,2403,3.186418053837e-04,1.559899094950e-04,4.392486527827e-03,1.032355605573e-01,2.075000000000e+00,11.387167,ok,
ACTIVSg2000,8376.78,q,334,2403,1.523840615344e-02,3.366182382376e-02,1.319032931808e-01,4.800787097060e+00,1.000000000000e+01,11.387167,ok,
ACTIVSg2000,8376.78,vmag,2000,2403,3.181927915150e-03,2.548792539778e-03,3.429478088635e-03,1.306091612580e-01,9.966666666667e+00,11.387167,ok,
ACTIVSg2000,10000,omega,334,2403,1.263691976468e-02,1.512967586217e-02,3.971874994230e-05,6.423894383717e-04,2.912500000000e+00,9.064953,ok,
ACTIVSg2000,10000,p,334,2403,3.180378445907e-04,1.449073614993e-04,4.384160910780e-03,9.590102809656e-02,2.075000000000e+00,9.064953,ok,
ACTIVSg2000,10000,q,334,2403,1.523244186947e-02,3.364083290283e-02,1.318516664759e-01,4.797793410714e+00,1.000000000000e+01,9.064953,ok,
ACTIVSg2000,10000,vmag,2000,2403,3.176664349636e-03,2.543304288175e-03,3.423805024040e-03,1.303279237985e-01,9.966666666667e+00,9.064953,ok,
Hawaii,10,omega,30,2403,1.041359493571e-01,1.045582156907e-01,1.589422933735e-03,1.881069311852e-02,1.195833333333e+00,0.168700,ok,
Hawaii,10,p,30,2403,6.970615709007e-02,1.836156704083e-02,1.105016924976e-01,6.413280943147e-01,1.150000000000e+00,0.168700,ok,
Hawaii,10,q,30,2403,2.366744933424e-02,3.305031575802e-02,4.340210464680e-02,2.855402767130e-01,1.150000000000e+00,0.168700,ok,
Hawaii,10,vmag,37,2403,6.131230661096e-02,5.227388282437e-03,6.375443709558e-02,2.560586881735e-01,1.150000000000e+00,0.168700,ok,
Hawaii,11.9378,omega,30,2403,9.558071544172e-02,9.399223636702e-02,1.458844732139e-03,1.690980572061e-02,1.200000000000e+00,0.167517,ok,
