t,Bus_Bus_1_va,Bus_Bus_1_vb,Bus_Bus_1_vc,Bus_Bus_2_va,Bus_Bus_2_vb,Bus_Bus_2_vc,SynchronousMachine_machine_1_omega,SynchronousMachine_machine_1_te,SynchronousMachine_machine_1_ia,SynchronousMachine_machine_1_p,LineLumped_line_1_2_i12a
2.4650000000000000e-01,7.1234376051746891e+04,-2.7216800798468932e+05,2.0134073834545753e+05,5.0459451490603024e+04,-2.6606834115862509e+05,2.1771363713904162e+05,1.0000089403639589e+00,4.8682024619222497e-01,2.1822899678222200e+02,2.4438851465125895e+08,1.6006677662870740e+02
2.4700000000000000e-01,1.2107420900604867e+05,-2.8155286725251930e+05,1.6092595203009318e+05,1.0111766916083999e+05,-2.7904008982769999e+05,1.7974589614925135e+05,1.0000085858510963e+00,4.8228110949677555e-01,3.1016405858252739e+02,2.4233367437248480e+08,2.5710601660561139e+02
2.4750000000000000e-01,1.6660101734023460e+05,-2.8092793931486795e+05,1.1479810497624365e+05,1.4817613705090931e+05,-2.8208903460685682e+05,1.3538953515373479e+05,1.0000085555599507e+00,4.7733840561932361e-01,3.9104051693381297e+02,2.3985809038623902e+08,3.4498209033460529e+02
2.4800000000000000e-01,2.0619163262471111e+05,-2.7032415122648567e+05,6.4610409560176304e+04,1.8995347464567373e+05,-2.7511206215116347e+05,8.6235291249171074e+04,1.0000088531208227e+00,4.7269271905150662e-01,4.5798711743090297e+02,2.3731343993367305e+08,4.2056383679735819e+02
2.4850000000000000e-01,2.3844395165850522e+05,-2.5013433806670067e+05,1.2157685620819913e+04,2.2496542013860343e+05,-2.5837152277430607e+05,3.4044377794584994e+04,1.0000094357364990e+00,4.6900086203242591e-01,5.0865033681333307e+02,2.3506084515183571e+08,4.8117867137268814e+02
2.4900000000000000e-01,2.6222643282225361e+05,-2.2109386129490583e+05,-4.0692550536475886e+04,2.5197875397947725e+05,-2.3248110925364107e+05,-1.9320213972316440e+04,1.0000102204241690e+00,4.6678123171036212e-01,5.4127186199608946e+02,2.3341809535763547e+08,5.2470559389964797e+02
2.4950000000000000e-01,2.7671462540250283e+05,-1.8424819303552850e+05,-9.2069132189315991e+04,2.7005266836412711e+05,-1.9837755111475082e+05,-7.1964135582872652e+04,1.0000110959839896e+00,4.6634107297666993e-01,5.5473918419227050e+02,2.3261423392440391e+08,5.4964182261575490e+02
2.5000000000000000e-01,2.8141464597382763e+05,-1.4091067993743788e+05,-1.4016308728328155e+05,2.7856692345461884e+05,-1.5728128826973290e+05,-1.2202991528206061e+05,1.0000119388393538e+00,4.6773582269656933e-01,5.4861143684128115e+02,2.3275832758774757e+08,5.5514359063873724e+02
2.5050000000000000e-01,2.7617464138642326e+05,-9.2613609157408355e+04,-1.8328816906531862e+05,2.7723751878933382e+05,-1.1064948064100464e+05,-1.6776029810687879e+05,1.0000126304020163e+00,4.7076482953359367e-01,5.2312390763566611e+02,2.3382626648813531e+08,5.4104373051548635e+02
2.5100000000000000e-01,2.6118571031354612e+05,-4.1054976087629555e+04,-2.1993511357109805e+05,2.6612133585803868e+05,-6.0124130194157813e+04,-2.0755532132219872e+05,1.0000130735211559e+00,4.7500210019080652e-01,4.7917437449093296e+02,2.3566625683264995e+08,5.0784922655415136e+02
2.5150000000000000e-01,2.3697354942280630e+05,1.1957584993606581e+04,-2.4881942282550209e+05,2.4561121466658599e+05,-7.4771152153089733e+03,-2.4002277752642884e+05,1.0000132058218474e+00,4.7985638231162769e-01,4.1829311405837427e+02,2.3802108136399090e+08,4.5672120210674336e+02
2.5200000000000000e-01,2.0438151902450310e+05,6.4565023306625037e+04,-2.6892268751271599e+05,2.1642242562258002e+05,4.5446992984573211e+04,-2.6402217882187519e+05,1.0000130082261440e+00,4.8465208150678635e-01,3.4259693585061973e+02,2.4056354348529071e+08,3.8943845346551581e+02
2.5250000000000000e-01,1.6454517062201191e+05,1.1491694072519253e+05,-2.7952720356538781e+05,1.7957083084145209e+05,9.6790012720399667e+04,-2.7870223772177473e+05,1.0000125075866426e+00,4.8872082257224231e-01,2.5472631531078270e+02,2.4294050472829252e+08,3.0834435807378134e+02
2.5300000000000000e-01,1.1885783006355622e+05,1.6123307927368296e+05,-2.8024306912550086e+05,1.3634243015739543e+05,1.4474089521630525e+05,-2.8353135892478848e+05,1.0000117730838551e+00,4.9149257691616816e-01,1.5776441023938295e+02,2.4482038360087889e+08,2.1627605951728930e+02
2.5350000000000000e-01,6.8926746792744918e+04,2.0186526249492908e+05,-2.7102632505190658e+05,8.8253764607392979e+04,1.8759745624418266e+05,-2.7831996749992023e+05,1.0000109068028196e+00,4.9257496822339475e-01,5.5137055022504157e+01,2.4593852482258844e+08,1.1647494699287356e+02
2.5400000000000000e-01,1.6519707527157698e+04,2.3535796485056373e+05,-2.5218622851502127e+05,3.7002808281266829e+04,2.2382765433917390e+05,-2.6323286391714553e+05,1.0000100296567838e+00,4.9181001534223578e-01,-4.9505498311440945e+01,2.4613469848571482e+08,1.2478244591877974e+01
2.5450000000000000e-01,-3.6497142294095567e+04,2.6050478569131755e+05,-2.2437967964919537e+05,-1.5589332579896611e+04,2.5212803408327533e+05,-2.3878952573866278e+05,1.0000092644966077e+00,4.8929950100476816e-01,-1.5242211280812271e+02,2.4537729376935542e+08,-9.2006535453183702e+01
2.5500000000000000e-01,-8.8228278947225466e+04,2.7639736867775727e+05,-1.8859132535150854e+05,-6.7644512517592040e+04,2.7147605014428950e+05,-2.0585043216792447e+05,1.0000087187262396e+00,4.8539373729643620e-01,-2.4992376517535226e+02,2.4376994136968294e+08,-1.9323995613103051e+02
2.5550000000000000e-01,-1.3682135271372119e+05,2.8246312040030066e+05,-1.4609889953884779e+05,-1.1729869257439290e+05,2.8117257648273918e+05,-1.6558840759890052e+05,1.0000084689335009e+00,4.8064365875085252e-01,-3.3851779882436290e+02,2.4153846860015580e+08,-2.8759497404271082e+02
2.5600000000000001e-01,-1.8053903854376567e+05,2.7848859610372409e+05,-9.8424909080724407e+04,-1.6277424325231032e+05,2.8087107297642593e+05,-1.1944530423141744e+05,1.0000085498462081e+00,4.7572220788754382e-01,-4.1504398612137555e+02,2.3899918338390782e+08,-3.7169835339111512e+02
2.5650000000000001e-01,-2.1782564432686407e+05,2.6462665581303649e+05,-4.7277276908217682e+04,-2.0244883431169842e+05,2.7059090286354418e+05,-6.9076060219828418e+04,1.0000089493230171e+00,4.7132667172662618e-01,-4.7679345833922713e+02,2.3651288797705102e+08,-4.4255997906200020e+02
2.5700000000000001e-01,-2.4736442180524248e+05,2.4138723044435692e+05,5.5171846157515993e+03,-2.3491652375617437e+05,2.5071391950310822e+05,-1.6283643775140283e+04,1.0000096101576406e+00,4.6807740552803723e-01,-5.2160393535065293e+02,2.3443192163763660e+08,-4.9768216756821465e+02
2.5750000000000001e-01,-2.6812284400006098e+05,2.0961326301085012e+05,5.8082168475906619e+04,-2.5903767039205015e+05,2.2196531301147913e+05,3.7050705670713221e+04,1.0000104383904538e+00,4.6642904010904707e-01,-5.4792814849054571e+02,2.3304893819393796e+08,-5.3514400866779738e+02
2.5800000000000001e-01,-2.7938471963850252e+05,1.7044464900926902e+05,1.0856016237071168e+05,-2.7397589138540393e+05,1.8538124888217938e+05,8.9037553737776732e+04,1.0000113168070603e+00,4.6660759212155384e-01,-5.5487584353665829e+02,2.3255559526333776e+08,-5.5365918547070828e+02
2.5850000000000001e-01,-2.8076951320673578e+05,1.2527344561374382e+05,1.5517669634264396e+05,-2.7922192148787668e+05,1.4226662833787021e+05,1.3784610455270277e+05,1.0000121215605366e+00,4.6858175971385252e-01,-5.4223210912753063e+02,2.3301707307928437e+08,-5.5260868168058607e+02
2.5900000000000001e-01,-2.7224012610544497e+05,7.5693283374823703e+04,1.9629883800286253e+05,-2.7460543094908469e+05,9.4146203715181575e+04,1.8176554424090692e+05,1.0000127394962821e+00,4.7207072121423233e-01,-5.1045552899742347e+02,2.3436517985669255e+08,-5.3205134407383719e+02
2.5950000000000001e-01,-2.5410060871372253e+05,2.3445070280623713e+04,2.3048729245805735e+05,-2.6029633246279586e+05,4.2711521689399917e+04,2.1925991400221837e+05,1.0000130837875332e+00,4.7658546477673563e-01,-4.6065893596168024e+02,2.3640974898704076e+08,-4.9271536562264828e+02
2.6000000000000001e-01,-2.2698490093543296e+05,-2.9639843352636384e+04,2.5654203345655033e+05,-2.3679691221636551e+05,-1.0234842635463301e+04,2.4901638694756222e+05,1.0000131058276436e+00,4.8149687040311617e-01,-3.9457414545299025e+02,2.3886576269668308e+08,-4.3597272569605974e+02
2.6050000000000001e-01,-1.9183707389574623e+05,-8.1698533291011918e+04,2.7354144050479709e+05,-2.0492553523524705e+05,-6.2837121594403106e+04,2.6998708960980293e+05,1.0000128018724168e+00,4.8612135971100229e-01,-3.1450046590142432e+02,2.4139219416766939e+08,-3.6379727105829164e+02
2.6100000000000001e-01,-1.4988293167999611e+05,-1.3089710974469355e+05,2.8087452961990243e+05,-1.6579198089455353e+05,-1.1324603305518217e+05,2.8142433712853381e+05,1.0000122135951903e+00,4.8981358144303111e-01,-2.2323595156065761e+02,2.4363780355365238e+08,-2.7870582559444199e+02
2.6150000000000001e-01,-1.0259249547456462e+05,-1.7549250190355838e+05,2.7826525284997921e+05,-1.2076400490214008e+05,-1.5967995756134001e+05,2.8290857025402726e+05,1.0000114224585896e+00,4.9205484634594981e-01,-1.2399009182468873e+02,2.4528855763147330e+08,-1.8368125317468613e+02
2.6200000000000001e-01,-5.1632949719164477e+04,-2.1389419109467167e+05,2.6578724176551925e+05,-7.1424588231830829e+04,-2.0048672887956485e+05,2.7436758576717816e+05,1.0000105385741576e+00,4.9252603976232112e-01,-2.0277555147874246e+01,2.4611101445159209e+08,-8.2076560698569168e+01
2.6250000000000001e-01,1.1878156334351891e+03,-2.4472375287299696e+05,2.4386699328943598e+05,-1.9519670799365093e+04,-2.3420426525353634e+05,2.5608508112194980e+05,1.0000096854539728e+00,4.9115473647524338e-01,8.4205636319643531e+01,2.4598594038200140e+08,2.2499539782272006e+01
2.6300000000000001e-01,5.3985934845681004e+04,-2.6686923282652278e+05,2.1327366431065745e+05,3.3102945333380849e+04,-2.5961739323222495e+05,2.2869652345845738e+05,1.0000089826818948e+00,4.8812872392703494e-01,1.8571959016601690e+02,2.4492705349279332e+08,1.2631303706599412e+02
2.6350000000000001e-01,1.0487215819665458e+05,-2.7953071435619646e+05,1.7509421304043979e+05,8.4561770467458249e+04,-2.7580729950268258e+05,1.9317048948305385e+05,1.0000085289223695e+00,4.8387225052251065e-01,2.8062494057130897e+02,2.4308116489396918e+08,2.2564590214471264e+02
2.6400000000000001e-01,1.5202468027586149e+05,-2.8225356358222774e+05,1.3069399204190617e+05,1.3301361554915088e+05,-2.8218994935676421e+05,1.5077502459558722e+05,1.0000083877587209e+00,4.7898690781298264e-01,3.6552545747941792e+02,2.4070863197183153e+08,3.1694042304539300e+02
2.6450000000000001e-01,1.9375973257370206e+05,-2.7494653028751200e+05,8.1664386636947602e+04,1.7672529806260596e+05,-2.7854019377245940e+05,1.0302980413266331e+05,1.0000085785129127e+00,4.7416511889832180e-01,4.3739928357613229e+02,2.3814622347981414e+08,3.9693762676545492e+02
2.6500000000000001e-01,2.2859549744186510e+05,-2.5788336581021282e+05,2.9760592541210131e+04,2.1414035211680122e+05,-2.6499946792558423e+05,5.1646686025206705e+04,1.0000090734759384e+00,4.7008947358179881e-01,4.9371055873461762e+02,2.3575790158686841e+08,4.6280062105924077e+02
2.6550000000000001e-01,2.5530562685559969e+05,-2.3168839180146146e+05,-2.3166342712340393e+04,2.4393672008613026e+05,-2.4206697384643162e+05,-1.5374034828940439e+03,1.0000098019691970e+00,4.6733389081247395e-01,5.3249585786931323e+02,2.3388145955799347e+08,5.1221603404300026e+02
2.6600000000000001e-01,2.7296017469765589e+05,-1.9730809844587470e+05,-7.5238934415911601e+04,2.6507245798573381e+05,-2.1057577988491574e+05,-5.4630799470147038e+04,1.0000106605743293e+00,4.6628217250879744e-01,5.5242360473652695e+02,2.3277977379455474e+08,5.4346946224056308e+02
2.6650000000000001e-01,2.8095335129419493e+05,-1.5597180009768246e+05,-1.2462048717275599e+05,2.7681825052577292e+05,-1.7165676323991673e+05,-1.0575643040649951e+05,1.0000115279310264e+00,4.6707588904671327e-01,5.5282780145349659e+02,2.3260425869044065e+08,5.5549466571515018e+02
2.6700000000000002e-01,2.7901881736787385e+05,-1.0914461695962935e+05,-1.6957754308431619e+05,2.7877710777044116e+05,-1.2669382537977523e+05,-1.5311700996929710e+05,1.0000122818694810e+00,4.6959789161926158e-01,5.3371926059366876e+02,2.3337543920101810e+08,5.4789852064827960e+02
2.6750000000000002e-01,2.6723396862587752e+05,-5.8475474606520671e+04,-2.0853628251475265e+05,2.7089250499164429e+05,-7.7273396917274222e+04,-1.9505427050588245e+05,1.0000128164254163e+00,4.7349184247871051e-01,4.9577770441245389e+02,2.3498233380392373e+08,5.2096493003625983e+02
2.6800000000000002e-01,2.4601454339067783e+05,-5.7418661376895343e+03,-2.4013244978242682e+05,2.5344649913990137e+05,-2.5130359208582024e+04,-2.3010162227237632e+05,1.0000130564313707e+00,4.7821336573695561e-01,4.4032711333711205e+02,2.3719945362285036e+08,4.7564042654883906e+02
2.6850000000000002e-01,2.1610053441012246e+05,4.7207689537569808e+04,-2.6325484953139484e+05,2.2704901101031754e+05,2.7908448313860124e+04,-2.5703027072625444e+05,1.0000129677943337e+00,4.8310508442148231e-01,3.6929511410477437e+02,2.3971834022616446e+08,4.1350321396606552e+02
2.6900000000000002e-01,1.7853356872725399e+05,9.8513139719357991e+04,-2.7708224320859183e+05,1.9261876394085519e+05,7.9982699496304296e+04,-2.7488888236461871e+05,1.0000125621660523e+00,4.8748584391969119e-01,2.8515589156219761e+02,2.4218927799353087e+08,3.3671563928568605e+02
2.6950000000000002e-01,1.3462553373749214e+05,1.4636398602604939e+05,-2.8111308289892436e+05,1.5135574117218339e+05,1.2925882511691708e+05,-2.8303649701203575e+05,1.0000118954092743e+00,4.9074324352913501e-01,1.9085535562311117e+02,2.4426824319772607e+08,2.4795942533206966e+02
2.7000000000000002e-01,8.5917910895882189e+04,1.8906122891551082e+05,-2.7518683181337896e+05,1.0470469868363728e+05,1.7399152195198063e+05,-2.8116774394530524e+05,1.0000110600180645e+00,4.9241812878993224e-01,8.9717502257264215e+01,2.4566362482152599e+08,1.5035248263455333e+02
2.7050000000000002e-01,3.4131528883925603e+04,2.2507865296777050e+05,-2.5949507693249537e+05,5.4309235154392714e+04,2.1258540503445000e+05,-2.6932875303550693e+05,1.0000101724174748e+00,4.9226995480006452e-01,-1.4667969078010184e+01,2.4617697370920801e+08,4.7346681694127916e+01
2.7100000000000002e-01,-1.8892835739526716e+04,2.5312102104930909e+05,-2.3458044311778908e+05,1.9564549844857381e+03,2.4365471395056060e+05,-2.4792169508937653e+05,1.0000093567707942e+00,4.9031339055405587e-01,-1.1857462143850925e+02,2.4573218062438208e+08,-5.7392308357304053e+01
2.7150000000000002e-01,-7.1261480478384037e+04,2.7217591696882079e+05,-2.0132156858088379e+05,-5.0486765008639042e+04,2.6607808067634882e+05,-2.1769593713550357e+05,1.0000087274833340e+00,4.8681956638930596e-01,-2.1827992707097275e+02,2.4438830769058430e+08,-1.6011977941222267e+02
2.7200000000000002e-01,-1.2109956914845468e+05,2.8155558587999450e+05,-1.6090332795698609e+05,-1.0114362530040040e+05,2.7904472380079684e+05,-1.7972441031566504e+05,1.0000083728867575e+00,4.8228002004462001e-01,-3.1021012947521467e+02,2.4233315312997201e+08,-2.5715521904731588e+02
2.7250000000000002e-01,-1.6662372798540990e+05,2.8092537623761402e+05,-1.1477283987701498e+05,-1.4819980619569754e+05,2.8208840107823117e+05,-1.3536503699832255e+05,1.0000083425278108e+00,4.7733726811425586e-01,-3.9108009029264872e+02,2.3985742772500175e+08,-3.4502573500700282e+02
2.7300000000000002e-01,-2.0621088728068897e+05,2.7031640762735228e+05,-6.4583410779492107e+04,-1.8997401507723794e+05,2.7510619271298288e+05,-8.6208661198538757e+04,1.0000086400118700e+00,4.7269189930982525e-01,-4.5801879757770007e+02,2.3731282764609507e+08,-4.2060037836755185e+02
2.7350000000000002e-01,-2.3845907368038231e+05,2.5012170199347276e+05,-1.2129918025809584e+04,-2.2498210618152187e+05,2.5836063843859031e+05,-3.4016570655320385e+04,1.0000092225183386e+00,4.6900067845326276e-01,-5.0867302119884170e+02,2.3506046711854142e+08,-4.8120682649485946e+02
2.7400000000000002e-01,-2.6223689641970501e+05,2.2107679355897850e+05,4.0720099896447718e+04,-2.5199100330090383e+05,2.3246560997169735e+05,1.9348207246161634e+04,1.0000100070458615e+00,4.6678190922441198e-01,-5.4128477321826085e+02,2.3341809952250028e+08,-5.2472438868432585e+02
2.7450000000000002e-01,-2.7672007276169688e+05,1.8422730794982734e+05,9.2095490273959163e+04,-2.7006006086937792e+05,1.9835799865615304e+05,7.1991324223474847e+04,1.0000108823835581e+00,4.6634271102791747e-01,-5.5474189005287337e+02,2.3261471167184022e+08,-5.4965061865622283e+02
2.7500000000000002e-01,-2.8141489656608127e+05,1.4088672132627398e+05,1.4018732908432811e+05,-2.7856920686450216e+05,1.5725837945043718e+05,1.2205534152699586e+05,1.0000117249524976e+00,4.6773838981764476e-01,-5.4860386574116228e+02,2.3275930545109054e+08,-5.5514209484605101e+02
2.7550000000000002e-01,-2.7616969497130846e+05,9.2587423342603899e+04,1.8330944637037069e+05,-2.7723462475573760e+05,1.1062402817900453e+05,1.6778307276265364e+05,1.0000124161710078e+00,4.7076816181262193e-01,-5.2310633808794489e+02,2.3382769931602973e+08,-5.4103202110574591e+02
2.7600000000000002e-01,-2.6117574549989510e+05,4.1027484072406980e+04,2.1995268316231045e+05,-2.6611337278557231e+05,6.0097030139277085e+04,2.0757464917509249e+05,1.0000128589030903e+00,4.7500592931404234e-01,-4.7914742664022174e+02,2.3566803680737484e+08,-5.0782771769770443e+02
2.7650000000000002e-01,-2.3695891730679429e+05,-1.1985418569067095e+04,2.4883266931683969e+05,-2.4559846441526915e+05,7.4493183624839830e+03,2.4003798322898705e+05,1.0000129907945563e+00,4.7986036880989841e-01,-4.1825772967396193e+02,2.3802305289910954e+08,-4.5669065027325877e+02
2.7700000000000002e-01,-2.0436273159180849e+05,-6.4592220954012111e+04,2.6893114437496325e+05,-2.1640533505592551e+05,-4.5474511558519422e+04,2.6403272877652326e+05,1.0000127927914078e+00,4.8465586485073298e-01,-3.4255434998010173e+02,2.4056552439963353e+08,-3.8939992710010097e+02
2.7750000000000002e-01,-1.6452288604532756e+05,-1.1494254331184697e+05,2.7953056789625651e+05,-1.7954999791494227e+05,-9.6816284333757532e+04,2.7870775708595931e+05,1.0000122917699918e+00,4.8872406767049614e-01,-2.5467802384507905e+02,2.4294231061465722e+08,-3.0829920622883412e+02
2.7800000000000002e-01,-1.1883283181604510e+05,-1.6125617963352220e+05,2.8024121607930504e+05,-1.3631858512024125e+05,-1.4476499134613315e+05,2.8353164655417256e+05,1.0000115569311405e+00,4.9149502348735408e-01,-1.5771211691856669e+02,2.4482185379889220e+08,-2.1622586902656261e+02
2.7850000000000003e-01,-6.8899919427065659e+04,-2.0188503695225873e+05,2.7101931343820278e+05,-8.8227749003067627e+04,-1.8761851861057308e+05,2.7831500525849417e+05,1.0000106903740067e+00,4.9257646452877107e-01,-5.5082616326556831e+01,2.4593954358773994e+08,-1.1642149713946556e+02
2.7900000000000003e-01,-1.6492005002953196e+04,-2.3537370817077617e+05,2.5217430622484474e+05,-3.6975546921613975e+04,-2.2384493527829065e+05,2.6322282911943231e+05,1.0000098130175852e+00,4.9181054282958342e-01,4.9560137347879561e+01,2.4613521625040203e+08,-1.2423436717422764e+01
2.7950000000000003e-01,3.6524730172653282e+04,-2.6051592627763911e+05,2.2436326240283545e+05,1.5616869899925445e+04,-2.5214090389587529e+05,2.3877476020790410e+05,1.0000090477098014e+00,4.8929917065105383e-01,1.5247499527060256e+02,2.4537731805678853e+08,9.2060740384398031e+01
2.8000000000000003e-01,8.8254765157588699e+04,-2.7640350864546921e+05,1.8857100227389406e+05,6.7671338294146495e+04,-2.7148404742925451e+05,2.0583146484250622e+05,1.0000085018425768e+00,4.8539278984408818e-01,2.4997299576234903e+02,2.4376956188484818e+08,1.9329161710352332e+02
2.8050000000000003e-01,1.3684578780072648e+05,-2.8246404352187272e+05,1.4607540154777627e+05,1.1732384661881794e+05,-2.8117541754305194e+05,1.6556592029487356e+05,1.0000082519840836e+00,4.8064242514863947e-01,3.3856161797960493e+02,2.4153783223991683e+08,2.8764224041419772e+02
2.8100000000000003e-01,1.8056055304332619e+05,-2.7848427755475155e+05,9.8399081948188614e+04,1.6279682617210370e+05,-2.8086866290055471e+05,1.1942010740045214e+05,1.0000083328384437e+00,4.7572105219917016e-01,4.1508084002222643e+02,2.3899847087091255e+08,3.7173954242440726e+02
2.8150000000000003e-01,2.1784347676228656e+05,-2.6461726060612418e+05,4.7250045120574607e+04,2.0246804472144792e+05,-2.7058333680789365e+05,6.9049058212560310e+04,1.0000087322401376e+00,4.7132595003677541e-01,4.7682205595927502e+02,2.3651229230191869e+08,4.4259363731467181e+02
2.8200000000000003e-01,2.4737794658136606e+05,-2.4137310500627352e+05,-5.5448466564770297e+03,2.3493168713068528e+05,-2.5070148196566961e+05,1.6255803611860409e+04,1.0000093929598053e+00,4.6807740371166007e-01,5.2162327986867581e+02,2.3443161237839815e+08,4.9770711741441767e+02
2.8250000000000003e-01,2.6813159471206379e+05,-2.0959492109546880e+05,-5.8109282278320090e+04,2.5904825769305389e+05,-2.2194845648721821e+05,-3.7078393416993393e+04,1.0000102210222697e+00,4.6642994389769887e-01,5.4793758499505464e+02,2.3304904787568948e+08,5.3515938990469681e+02
2.8300000000000003e-01,2.7938839856888429e+05,-1.7042274685016309e+05,-1.0858577090803975e+05,2.7398154178946366e+05,-1.8536058125962690e+05,-8.9064111909797415e+04,1.0000110992049571e+00,4.6660945754892580e-01,5.5487506465860565e+02,2.3255619267984375e+08,5.5366448228685624e+02
2.8350000000000003e-01,2.8076800242214475e+05,-1.2524876229061080e+05,-1.5519990372613701e+05,2.7922244717136939e+05,-1.4224288554419277e+05,-1.3787060057928547e+05,1.0000119036616379e+00,4.6858450870570417e-01,5.4222116184202082e+02,2.3301816124796611e+08,5.5260372851869386e+02
2.8400000000000003e-01,2.7223348627947143e+05,-7.5666688531452644e+04,-1.9631883191985381e+05,2.7460082327748864e+05,-9.4120225452972983e+04,-1.8178712214764403e+05,1.0000125212472257e+00,4.7207415190540586e-01,5.1043480738267124e+02,2.3436669079626042e+08,5.3203633042668343e+02
2.8450000000000003e-01,2.5408907632405631e+05,-2.3417498541053341e+04,-2.3050337543183661e+05,2.6028675854018008e+05,-4.2684220921393113e+04,-2.1927782055945584e+05,1.0000128651520479e+00,4.7658928090747338e-01,4.6062916795826413e+02,2.3641155755844209e+08,4.9269082313999041e+02
2.8500000000000003e-01,2.2696888147173007e+05,2.9667425019540999e+04,-2.5655364076263920e+05,2.3678270922701689e+05,1.0262508656671864e+04,-2.4902999627893450e+05,1.0000128867916431e+00,4.8150072235478580e-01,3.9453637037177623e+02,2.3886770222475615e+08,4.3593951472962596e+02
2.8550000000000003e-01,1.9181712737814488e+05,8.1725154907165634e+04,-2.7354816244822450e+05,2.0490720032549530e+05,6.2864181616665155e+04,-2.6999592243638844e+05,1.0000125824457904e+00,4.8612489261872627e-01,3.1445600635670593e+02,2.4139408053140464e+08,3.6375655270577562e+02
2.8600000000000003e-01,1.4985975833441591e+05,1.3092183167465229e+05,-2.8087612360398407e+05,1.6577015593480982e+05,1.1327153363226254e+05,-2.8142807840535132e+05,1.0000119938106278e+00,4.8981648278132822e-01,2.2318637080743247e+02,2.4363945891942471e+08,2.7865902823987830e+02
2.8650000000000003e-01,1.0256691124243470e+05,1.7551444607208608e+05,-2.7826165668516210e+05,1.2073945754067793e+05,1.5970299497767762e+05,-2.8290708133293939e+05,1.0000112023673537e+00,4.9205688944523007e-01,1.2393714177910674e+02,2.4528983431621435e+08,1.8363002686637205e+02
2.8700000000000003e-01,5.1605861449827979e+04,2.1391257222608381e+05,-2.6577857384578785e+05,7.1398183890452434e+04,2.0050647884938432e+05,-2.7436090702964534e+05,1.0000103182387952e+00,4.9252711663290072e-01,2.0223121920799116e+01,2.4611181479988334e+08,8.2022719760898312e+01
2.8750000000000003e-01,-1.2154432143483789e+03,2.4473791404176928e+05,-2.4385356175673407e+05,1.9492352562389977e+04,2.3422002496975678e+05,-2.5607345329176993e+05,1.0000094649401383e+00,4.9115487394422352e-01,-8.4259610196920846e+01,2.4598623763887328e+08,-2.2554069540678832e+01
2.8800000000000003e-01,-5.4013112704786538e+04,2.6687866576904256e+05,-2.1325594666123344e+05,-3.3130205420347382e+04,2.5962859534759828e+05,-2.2868035386159830e+05,1.0000087620484719e+00,4.8812808184928025e-01,-1.8577116573492469e+02,2.4492688883768725e+08,-1.2636631075842062e+02
2.8849999999999998e-01,-1.0489791427523291e+05,2.7953508173870703e+05,-1.7507284489979228e+05,-8.4587994784850685e+04,2.7581354306041915e+05,-1.9315035818735475e+05,1.0000083082132070e+00,4.8387109686622470e-01,-2.8067227000580272e+02,2.4308064384895378e+08,-2.2569600553671742e+02
2.8899999999999998e-01,-1.5204809167650508e+05,2.8225271274035383e+05,-1.3066974097793271e+05,-1.3303786687241396e+05,2.8219101458508160e+05,-1.5075165473178480e+05,1.0000081669973202e+00,4.7898558100605482e-01,-3.6556685068034312e+02,2.4070790872807908e+08,-3.1698556503848624e+02
2.8949999999999998e-01,-1.9377996963050871e+05,2.7494049900268525e+05,-8.1638120749392256e+04,-1.7674670447543639e+05,2.7853603925059241e+05,-1.0300403222991269e+05,1.0000083576993264e+00,4.7416399369779061e-01,-4.3743328570714857e+02,2.3814548798423958e+08,-3.9697620045235732e+02
2.8999999999999998e-01,-2.2861184472902340e+05,2.5787238073886640e+05,-2.9733253085350982e+04,-2.1415816066029874e+05,2.6499025836988131e+05,-5.1619437823769214e+04,1.0000088525854183e+00,4.7008889310070545e-01,-4.9373598498092912e+02,2.3575734502570546e+08,-4.6283128049878428e+02
2.9049999999999998e-01,-2.5531751581071981e+05,2.3167286011082720e+05,2.3193778216378421e+04,-2.4395031150996691e+05,2.4205305780017824e+05,1.5651515348101357e+03,1.0000095809553560e+00,4.6733410633671268e-01,-5.3251182679732756e+02,2.3388124225493065e+08,-5.1223771173965474e+02
2.9099999999999998e-01,-2.7296719681544544e+05,1.9728858158754138e+05,7.5265496681855730e+04,-2.6508136001666466e+05,2.1055766118914253e+05,5.4658062266206165e+04,1.0000104393780094e+00,4.6628331982655480e-01,-5.5242957401772276e+02,2.3278000301370919e+08,-5.4348141147557783e+02
2.9149999999999998e-01,-2.8095526951437566e+05,1.5594899265869689e+05,1.2464524260298365e+05,-2.7682215932276240e+05,1.7163508903322701e+05,1.0578224875907537e+05,1.0000113064885225e+00,4.6707797866196965e-01,-5.5282358509901644e+02,2.3260497967343605e+08,-5.5549648762954382e+02
2.9199999999999998e-01,-2.7901557449996448e+05,1.0911932727775753e+05,1.6959962610186762e+05,-2.7877589660813625e+05,1.2666936505712454e+05,1.5314047934374449e+05,1.0000120601205651e+00,4.6960080433508472e-01,-5.3370502526137807e+02,2.3337663183142325e+08,-5.4789017313550028e+02
2.9249999999999998e-01,-2.6722568341713812e+05,5.8448592505699315e+04,2.0855491981376914e+05,-2.7088622275448963e+05,7.7247013049055531e+04,1.9507456975078999e+05,1.0000125943216982e+00,4.7349534506951102e-01,-4.9575396123361878e+02,2.3498391003314129e+08,-5.2094671383805257e+02
