t,Bus_Bus_1_va,Bus_Bus_1_vb,Bus_Bus_1_vc,Bus_Bus_2_va,Bus_Bus_2_vb,Bus_Bus_2_vc,SynchronousMachine_machine_1_omega,SynchronousMachine_machine_1_te,SynchronousMachine_machine_1_ia,SynchronousMachine_machine_1_p,LineLumped_line_1_2_i12a
4.6700000000000003e-01,2.7899393234615208e+05,-1.0895722108637611e+05,-1.6974032690928102e+05,2.7876724701554928e+05,-1.2651249513604373e+05,-1.5329010712493540e+05,1.0000102683772270e+00,4.6961691326138999e-01,5.3361229348709753e+02,2.3338287398899052e+08,5.4783502218950855e+02
4.6750000000000003e-01,2.6717186286688008e+05,-5.8276499362812247e+04,-2.0867344778807752e+05,2.7084519626971806e+05,-7.7078035551696186e+04,-1.9520377749919286e+05,1.0000108006875466e+00,4.7351520276289699e-01,4.9560054820761877e+02,2.3499260981603977e+08,5.2082860414426841e+02
4.6800000000000003e-01,2.4591742247508885e+05,-5.5383012149951192e+03,-2.4023922377060368e+05,2.5336344524970086e+05,-2.4927832371784709e+04,-2.3022233303703059e+05,1.0000110382330445e+00,4.7823871053546607e-01,4.4008602820669978e+02,2.3721152862523231e+08,4.7543610550643291e+02
4.6850000000000003e-01,2.1597181795668256e+05,4.7408706837981350e+04,-2.6332748400918051e+05,2.2693314287016264e+05,2.8111043143372019e+04,-2.5711797121340976e+05,1.0000109470913856e+00,4.8312979049708282e-01,3.6899850683189123e+02,2.3973092299827555e+08,4.1323806920590971e+02
4.6900000000000003e-01,1.7837776299401329e+05,9.8704535614044318e+04,-2.7711817841246008e+05,1.9247414039146155e+05,8.0178246446738194e+04,-2.7494048819995503e+05,1.0000105390909657e+00,4.8750737105851805e-01,2.8481419066015974e+02,2.4220100771078265e+08,3.3639894909704651e+02
4.6950000000000003e-01,1.3444812292550618e+05,1.4653900207458495e+05,-2.8111101562107407e+05,1.5118743693027654e+05,1.2944043233046719e+05,-2.8305016258357896e+05,1.0000098702530769e+00,4.9075948264665253e-01,1.9048057595955623e+02,2.4427787080337313e+08,2.4760233508413131e+02
4.7000000000000003e-01,8.5725155368538602e+04,1.8921364295761427e+05,-2.7514680506025784e+05,1.0451864442092687e+05,1.7415274666798173e+05,-2.8114294847515610e+05,1.0000090331911158e+00,4.9242769850959317e-01,8.9322959696120691e+01,2.4567018742084014e+08,1.4996760602519103e+02
4.7050000000000003e-01,3.3930280386222068e+04,2.2520302586936476e+05,-2.5941847641714840e+05,5.4112024591459769e+04,2.1272050033085438e+05,-2.6926633638485754e+05,1.0000081443931172e+00,4.9227239666026629e-01,-1.5068234360501897e+01,2.4617992650948820e+08,4.6947708810903890e+01
4.7100000000000003e-01,-1.9095403192485992e+04,2.5321289444694444e+05,-2.3446998822769197e+05,1.7551121440265231e+03,2.4375883850198955e+05,-2.4782385290943048e+05,1.0000073280194619e+00,4.9030925110009305e-01,-1.1896626150358318e+02,2.4573148502175629e+08,-5.7791137432822673e+01
4.7150000000000003e-01,-7.1458115041695753e+04,2.7223200842037343e+05,-2.0118120563129979e+05,-5.0685041491269534e+04,2.6614750483072171e+05,-2.1756615527018643e+05,1.0000066984060438e+00,4.8681032678075942e-01,-2.1864893469012330e+02,2.4438444151801118e+08,-1.6050417976325815e+02
4.7200000000000003e-01,-1.2128324247423664e+05,2.8157391109886859e+05,-1.6073810693002530e+05,-1.0133173810796761e+05,2.7907697416321828e+05,-1.7956734832894069e+05,1.0000063437582334e+00,4.8226789302335427e-01,-3.1054329683655703e+02,2.4232705115730867e+08,-2.5751144276206423e+02
4.7250000000000003e-01,-1.6678788545662153e+05,2.8090533949581679e+05,-1.1458870196634773e+05,-1.4837103509416047e+05,2.8208237076532544e+05,-1.3518634801732024e+05,1.0000063134573203e+00,4.7732487569733789e-01,-3.9136560030469207e+02,2.3985034267975560e+08,-3.4534108068871558e+02
4.7300000000000003e-01,-2.0634971999542325e+05,2.7025880657928914e+05,-6.4386973314529590e+04,-1.9012227398474928e+05,2.7506217150740599e+05,-8.6014776038841723e+04,1.0000066109281716e+00,4.7268189862277687e-01,-4.5824659469359392e+02,2.3730615621473971e+08,-4.2086369540322198e+02
4.7350000000000003e-01,-2.3856770770975575e+05,2.5002869229891023e+05,-1.1928199208034126e+04,-2.2510217354093937e+05,2.5828029790147877e+05,-3.3814438831179228e+04,1.0000071931807115e+00,4.6899536988886126e-01,-5.0883522107248211e+02,2.3505553574438375e+08,-4.8140890136024115e+02
4.7400000000000003e-01,-2.6231157655450969e+05,2.2095177545318686e+05,4.0919928620836508e+04,-2.5207870361811254e+05,2.3235191336954365e+05,1.9551381236001576e+04,1.0000079770793391e+00,4.6678290906188330e-01,-5.4137583863600332e+02,2.3341597625775516e+08,-5.2485825704292279e+02
4.7450000000000003e-01,-2.7675826411981782e+05,1.8407479589215989e+05,9.2286386269030947e+04,-2.7011238657233847e+05,1.9821506507889536e+05,7.2188351704944856e+04,1.0000088513336962e+00,4.6635074366306162e-01,-5.5475885086082428e+02,2.3261606648384675e+08,-5.4971177036336189e+02
4.7500000000000003e-01,-2.8141535041202256e+05,1.4071214834825916e+05,1.4036259058998118e+05,-2.7858442562874354e+05,1.5709133302084720e+05,1.2223930064259823e+05,1.0000096923494757e+00,4.6775318052779802e-01,-5.4854628977907680e+02,2.3276430183870390e+08,-5.5512857941495054e+02
4.7550000000000003e-01,-2.7613247498498840e+05,9.2396968616975399e+04,1.8346296150111337e+05,-2.7721228562608286e+05,1.1043879012260131e+05,1.6794753400302978e+05,1.0000103815960384e+00,4.7078849709479242e-01,-5.2297637683055211e+02,2.3383600074088979e+08,-5.4094445277716943e+02
4.7600000000000003e-01,-2.6110220732669870e+05,4.0827838800263344e+04,2.2007909510830851e+05,-2.6605432430185989e+05,5.9900122826581763e+04,2.0771388345514805e+05,1.0000108220462884e+00,4.7502983307688612e-01,-4.7894967453183494e+02,2.3567884392066172e+08,-5.0766926338403238e+02
4.7650000000000003e-01,-2.3685166058278969e+05,-1.2187246128357767e+04,2.4892757087078254e+05,-2.4550480683022080e+05,7.2476496509582767e+03,2.4014713813606871e+05,1.0000109514974453e+00,4.7988538352217130e-01,-4.1799913919265794e+02,2.3803523358784845e+08,-4.5646688990349145e+02
4.7700000000000004e-01,-2.0422552374429652e+05,-6.4789149640173033e+04,2.6899120008915575e+05,-2.1628036280520991e+05,-4.5673869877033532e+04,2.6410798703868518e+05,1.0000107510690108e+00,4.8467937703262354e-01,-3.4224396476012572e+02,2.4057775500333223e+08,-3.8911871253226502e+02
4.7750000000000004e-01,-1.6436054009383018e+05,-1.1512763386729977e+05,2.7955365124049276e+05,-1.7939809126178862e+05,-9.7006323513111391e+04,2.7874646201431606e+05,1.0000102478089115e+00,4.8874366843109968e-01,-2.5432676011583098e+02,2.4295326207972002e+08,-3.0797039613788803e+02
4.7800000000000004e-01,-1.1865106673290426e+05,-1.6142288448967380e+05,2.8022647651751741e+05,-1.3614508389181201e+05,-1.4493899913046169e+05,2.8353240448364266e+05,1.0000095110647511e+00,4.9150883228396641e-01,-1.5733236533396632e+02,2.4483036331127053e+08,-2.1586105093454120e+02
4.7850000000000004e-01,-6.8705165161832396e+04,-2.0202742004912888e+05,2.7096724354801548e+05,-8.8038777379300693e+04,-1.8777031356719692e+05,2.7827775033984857e+05,1.0000086430367465e+00,4.9258340108585902e-01,-5.4687878224834705e+01,2.4594478256841093e+08,-1.1603358552190343e+02
4.7900000000000004e-01,-1.6291190954851656e+04,-2.3548667932460803e+05,2.5208672397560050e+05,-3.6777812835546509e+04,-2.2396909178308427e+05,2.6314884384384012e+05,1.0000077646854235e+00,4.9181048259537463e-01,4.9955780074823146e+01,2.4613680171560869e+08,-1.2026246473024051e+01
4.7950000000000004e-01,3.6724433287065571e+04,-2.6059544225121549e+05,2.2424329503852475e+05,1.5816312012715720e+04,-2.5223298002748837e+05,2.3866667070468914e+05,1.0000069988328715e+00,4.8929298432070095e-01,1.5285736587531684e+02,2.4537539483297476e+08,9.2453012063035146e+01
4.7999999999999998e-01,8.8446208954817848e+04,-2.7644673365765694e+05,1.8842294390179016e+05,6.7865354154863773e+04,-2.7154074636611086e+05,2.0569313248812855e+05,1.0000064527819299e+00,4.8538221410780680e-01,2.5032840848343963e+02,2.4376476082721031e+08,1.9366492182192081e+02
4.8049999999999998e-01,1.3702213248637703e+05,-2.8246946455474314e+05,1.4590458210280124e+05,1.1750549298770788e+05,-2.8119473163606582e+05,1.6540231657141866e+05,1.0000062029605410e+00,4.8062982542669258e-01,3.3887738577218175e+02,2.4153120113037387e+08,2.8798323620623734e+02
4.8099999999999998e-01,1.8071551961846309e+05,-2.7845176984580228e+05,9.8211642306005757e+04,1.6295962275517944e+05,-2.8084995732498833e+05,1.1923712320676638e+05,1.0000062839009647e+00,4.7570908745395640e-01,4.1534578728058426e+02,2.3899132278913406e+08,3.7203610061922251e+02
4.8149999999999998e-01,2.1797159561930873e+05,-2.6454807421208982e+05,4.7052713482915417e+04,2.0260622182618696e+05,-2.7052736636095634e+05,6.8853272549385714e+04,1.0000066832588586e+00,4.7131717557559144e-01,4.7702689796506525e+02,2.3650600976093191e+08,4.4283530530506067e+02
4.8199999999999998e-01,2.4747474326186749e+05,-2.4126980753560894e+05,-5.7450355480509370e+03,2.3504039529006041e+05,-2.5061034298332050e+05,1.6054222300336904e+04,1.0000073436470607e+00,4.6807391115807634e-01,5.2176096759665313e+02,2.3442745065509725e+08,4.9788548241467339e+02
4.8249999999999998e-01,2.6819374070437643e+05,-2.0946127102424533e+05,-5.8305228006897603e+04,2.5912373724690053e+05,-2.2182549192880830e+05,-3.7278604067010929e+04,1.0000081709730733e+00,4.6643305761489301e-01,5.4800346916239016e+02,2.3304794500505134e+08,5.3526834904413772e+02
4.8299999999999998e-01,2.7941380294663832e+05,-1.7026354935566764e+05,-1.0877057960730002e+05,2.7402122889441391e+05,-1.8521023177835005e+05,-8.9255883694645134e+04,1.0000090479559145e+00,4.6661956189092152e-01,5.5486703715515296e+02,2.3255864894759539e+08,5.5370040031231486e+02
4.8349999999999999e-01,2.8075586503826181e+05,-1.2506967417905778e+05,-1.5536710240254473e+05,2.7922504459394707e+05,-1.4207051636559010e+05,-1.3804720944922097e+05,1.0000098507567652e+00,4.6860100766750368e-01,5.4213966062140707e+02,2.3302417079690197e+08,5.5256552715179328e+02
4.8399999999999999e-01,2.7218430147774809e+05,-7.5474030761266258e+04,-1.9646259295314192e+05,2.7456632001542003e+05,-9.3931931633732092e+04,-1.8194240515127918e+05,1.0000104663015608e+00,4.7209556663985813e-01,5.1028279307054959e+02,2.3437575737272656e+08,5.3192547912596751e+02
4.8449999999999999e-01,2.5400461217128791e+05,-2.3218035679205321e+04,-2.3061868547118583e+05,2.6021641803811589e+05,-4.2486621500402201e+04,-2.1940637118045645e+05,1.0000108079046712e+00,4.7661346037884705e-01,4.6041200474948420e+02,2.3642276618749762e+08,4.9251128051008078e+02
4.8499999999999999e-01,2.2685211357101862e+05,2.9866694349214282e+04,-2.5663647332387781e+05,2.3667902236091939e+05,1.0462484199169639e+04,-2.4912733249786039e+05,1.0000108271414696e+00,4.8152513811703168e-01,3.9426167182100494e+02,2.3887984736205065e+08,4.3569759477007244e+02
4.8549999999999999e-01,1.9167215494568885e+05,8.1917231248478245e+04,-2.7359560039014759e+05,2.0477380692481305e+05,6.3059517122697187e+04,-2.7005863257863291e+05,1.0000105204658738e+00,4.8614698205519169e-01,3.1413339677206881e+02,2.4140582766197547e+08,3.6346073537184157e+02
4.8599999999999999e-01,1.4969167177752435e+05,1.3109993886546415e+05,-2.8088647584154166e+05,1.6561173542956662e+05,1.1345535239478284e+05,-2.8145393907058716e+05,1.0000099297384759e+00,4.8983399744883960e-01,2.2282720253794756e+02,2.4364952475021315e+08,2.7831970236035068e+02
4.8649999999999999e-01,1.0238164044460925e+05,1.7567227067375128e+05,-2.7823452282160550e+05,1.2056158440395178e+05,1.5986879327392860e+05,-2.8289514673200616e+05,1.0000091365726569e+00,4.9206820560845999e-01,1.2355412190616983e+02,2.4529716077483341e+08,1.8325916503082820e+02
4.8699999999999999e-01,5.1409973217498838e+04,2.1404448737350872e+05,-2.6571488750627387e+05,7.1207150186016574e+04,2.0064835584358950e+05,-2.7431156242016819e+05,1.0000082511731381e+00,4.9253146910041579e-01,1.9829882935865776e+01,2.4611571913724875e+08,8.1633482065109476e+01
4.8749999999999999e-01,-1.4149687549787839e+03,2.4483920166175877e+05,-2.4375556953393747e+05,1.9294951403421117e+04,2.3433290795565219e+05,-2.5598842402076314e+05,1.0000073970741059e+00,4.9115247368717502e-01,-8.4649013535903904e+01,2.4598651301869658e+08,-2.2947803718000518e+01
4.8799999999999999e-01,-5.4209143745181536e+04,2.6694569900402485e+05,-2.1312714805933565e+05,-3.3326924288140552e+04,2.5970843891864450e+05,-2.2856266090573350e+05,1.0000066938053913e+00,4.8812009534285766e-01,-1.8614278070127415e+02,2.4492383925532162e+08,-1.2675045300501321e+02
4.8849999999999999e-01,-1.0508343648852932e+05,2.7956548085906939e+05,-1.7491786252689859e+05,-8.4776989888077122e+04,2.7585749516162340e+05,-1.9300421879087441e+05,1.0000062399096417e+00,4.8385948914406895e-01,-2.8101280494387930e+02,2.4307504868473780e+08,-2.2605680422808581e+02
4.8899999999999999e-01,-1.5221648267375326e+05,2.8224543667422415e+05,-1.3049415445182459e+05,-1.3321238101145116e+05,2.8219753785413300e+05,-1.5058232765551412e+05,1.0000060987974924e+00,4.7897283925168516e-01,-3.6586418066859108e+02,2.4070091660167938e+08,-3.1731014521909054e+02
4.8949999999999999e-01,-1.9392524867182184e+05,2.7489588580623444e+05,-8.1448242359665717e+04,-1.7690052419540388e+05,2.7850496808960830e+05,-1.0281761378335876e+05,1.0000062895917459e+00,4.7415276022889424e-01,-4.3767691867717616e+02,2.3813844548089561e+08,-3.9725304517932130e+02
4.8999999999999999e-01,-2.2872890094343649e+05,2.5779211690333276e+05,-2.9535883857715977e+04,-2.1428585015558996e+05,2.6492279444882605e+05,-5.1422621519945475e+04,1.0000067843858853e+00,4.7008158341248341e-01,-4.9391742779311033e+02,2.3575160045109099e+08,-4.6305066943602714e+02
4.9049999999999999e-01,-2.5540228068467489e+05,2.3155990402526822e+05,2.3391612032446999e+04,-2.4404740811340537e+05,2.4195170926276769e+05,1.7653337773270096e+03,1.0000075123336196e+00,4.6733256815169555e-01,-5.3262487334927994e+02,2.3387795364272460e+08,-5.1239204705213626e+02
4.9099999999999999e-01,-2.7301677466443769e+05,1.9714702574372882e+05,7.5456798482880477e+04,-2.6514452520506270e+05,2.1042612458503200e+05,5.4854511951329943e+04,1.0000083699062499e+00,4.6628856787802486e-01,-5.5247045416280810e+02,2.3277996614964709e+08,-5.4356545330101130e+02
4.9149999999999999e-01,-2.8096801376516081e+05,1.5578390495714109e+05,1.2482329425138015e+05,-2.7684926854876272e+05,1.7147809431313665e+05,1.0596804864071020e+05,1.0000092357024581e+00,4.6709006691359539e-01,-5.5279105774973880e+02,2.3260852651587993e+08,-5.5550747832721243e+02
4.9199999999999999e-01,-2.7899112369533366e+05,1.0893655936276773e+05,1.6975820333881714e+05,-2.7876609110899008e+05,1.2649249605305093e+05,1.5330912717475678e+05,1.0000099875848774e+00,4.6961883243268332e-01,-5.3360037174727472e+02,2.3338358957216546e+08,-5.4782789477264362e+02
4.9249999999999999e-01,-2.6716495601816947e+05,5.8254582115487239e+04,2.0868849724178482e+05,-2.7083991896921577e+05,7.7056510024917297e+04,1.9522018708227400e+05,1.0000105196905351e+00,4.7351759604062948e-01,-4.9558093083421073e+02,2.3499363675864047e+08,-5.2081346230478266e+02
4.9299999999999999e-01,-2.4590667326107435e+05,5.5158936194684748e+03,2.4025091267194040e+05,-2.5335423865650885e+05,2.4905531973472083e+04,2.3023556087690088e+05,1.0000107570072505e+00,4.7824132182611795e-01,-4.4005937724488547e+02,2.3721275319858003e+08,-4.7541349908956050e+02
4.9349999999999999e-01,-2.1595759572598097e+05,-4.7430815669694930e+04,2.6333541280165699e+05,-2.2692033384804204e+05,-2.8133331092122848e+04,2.5712755819372367e+05,1.0000106656328178e+00,4.8313232827019725e-01,-3.6896578483540696e+02,2.3973220137817171e+08,-4.1320878474021322e+02
4.9399999999999999e-01,-1.7836057714404145e+05,-9.8725570878710583e+04,2.7712206067941897e+05,-1.9245817767369663e+05,-8.0199744801611625e+04,2.7494609679155663e+05,1.0000102574142353e+00,4.8750955701693066e-01,-2.8477651827272524e+02,2.4220219058186236e+08,-3.3636402181558549e+02
4.9450000000000000e-01,-1.3442856961986466e+05,-1.4655821842046862e+05,2.8111071941327734e+05,-1.5116888213524170e+05,-1.2946037883038896e+05,2.8305159473936656e+05,1.0000095883902860e+00,4.9076108635598459e-01,-1.9043931045895516e+02,2.4427882206477335e+08,-2.4756298783394163e+02
4.9500000000000000e-01,-8.5703934009834149e+04,-1.8923036115081667e+05,2.7514233196801832e+05,-1.0449815202399620e+05,-1.7417043879798945e+05,2.8114014993939787e+05,1.0000087511874596e+00,4.9242856810233676e-01,-8.9279538976360385e+01,2.4567080022568193e+08,-1.4992523769993656e+02
4.9550000000000000e-01,-3.3908137656207808e+04,-2.2521664712523948e+05,2.5940998925200864e+05,-5.4090321254450100e+04,-2.1273530439485676e+05,2.6925940432171023e+05,1.0000078623005968e+00,4.9227248429158404e-01,1.5112237996511880e+01,2.4618014363286382e+08,-4.6903819433407975e+01
4.9600000000000000e-01,1.9117670798405528e+04,-2.5322293494087656e+05,2.3445778335334221e+05,-1.7329710566173417e+03,-2.4377022875395062e+05,2.4781303165370636e+05,1.0000070458897314e+00,4.9030861637462370e-01,1.1900929770451057e+02,2.4573130132818687e+08,5.7834974607808554e+01
4.9650000000000000e-01,7.1479717514757067e+04,-2.7223810739365214e+05,2.0116572559652969e+05,5.0706829338551805e+04,-2.6615507136705477e+05,2.1755183203539593e+05,1.0000064162830971e+00,4.8680913399568898e-01,2.1868943966306313e+02,2.4438391116399089e+08,1.6054640271686671e+02
4.9700000000000000e-01,1.2130340136265905e+05,-2.8157585705002025e+05,1.6071990407415121e+05,1.0135239267200766e+05,-2.7908045113766543e+05,1.7955003739388561e+05,1.0000060616721853e+00,4.8226638529214749e-01,3.1057984441747811e+02,2.4232627536673605e+08,2.5755053440361206e+02
4.9750000000000000e-01,1.6680588814503394e+05,-2.8090306761905149e+05,1.1456843704206603e+05,1.4838981877592480e+05,-2.8208163764054299e+05,1.3516667436799296e+05,1.0000060314199559e+00,4.7732334402955579e-01,3.9139687570610738e+02,2.3984946217590350e+08,3.4537565491703970e+02
4.9800000000000000e-01,2.0636492425277672e+05,-2.7025241164656763e+05,6.4365369970534768e+04,1.9013852034880649e+05,-2.7505726672254672e+05,8.5993447398151009e+04,1.0000063289313530e+00,4.7268063377035580e-01,4.5827151683289674e+02,2.3730532218156189e+08,4.2089252626135584e+02
4.9850000000000000e-01,2.3857958690671198e+05,-2.5001841172324229e+05,1.1906034496475280e+04,2.2511531118453620e+05,-2.5827140663328455e+05,3.3792220944951361e+04,1.0000069111975867e+00,4.6899462563549837e-01,5.0885291287377123e+02,2.3505489616413939e+08,4.8143098715659903e+02
4.9900000000000000e-01,2.6231971807147615e+05,-2.2093799044308226e+05,-4.0941873229876888e+04,2.5208827513085085e+05,-2.3233936443513987e+05,-1.9573697693755803e+04,1.0000076950685279e+00,4.6678286607688713e-01,5.4138572247961145e+02,2.3341565114191306e+08,5.2487284048683989e+02
4.9950000000000000e-01,2.7676239674250048e+05,-1.8405800229190543e+05,-9.2307330118304031e+04,2.7011807772989769e+05,-1.9819932278868227e+05,-7.2209978575696136e+04,1.0000085692448104e+00,4.6635146625553103e-01,5.5476057571987599e+02,2.3261612197023168e+08,5.4971837052641706e+02
5.0000000000000000e-01,2.8141509250914957e+05,-1.4069280577809853e+05,-1.4038171509755816e+05,2.7858556916621694e+05,-1.5707268973234645e+05,-1.2225927293744967e+05,1.0000094101210715e+00,4.6775493284599784e-01,5.4854020116295976e+02,2.3276471233561766e+08,5.5512619669844412e+02
5.0050000000000006e-01,2.7612830131963367e+05,-9.2375989552781670e+04,-1.8347979901324742e+05,2.7720885677532607e+05,-1.1041805140933600e+05,-1.6796501500293682e+05,1.0000100991205227e+00,4.7079154207292195e-01,5.2296335284426641e+02,2.3383733105880314e+08,5.4093471152168740e+02
5.0100000000000000e-01,2.6109404369483679e+05,-4.0805981027914015e+04,-2.2009280872951049e+05,2.6604816009486665e+05,-5.9878704239165665e+04,-2.0772926092441657e+05,1.0000105393099512e+00,4.7503295101948956e-01,4.7892892841713342e+02,2.3568022544853818e+08,5.0765288684603871e+02
5.0150000000000006e-01,2.3684023096465753e+05,1.2209182803464701e+04,-2.4893810631867556e+05,2.4549468100459667e+05,-7.2256885585817381e+03,-2.4015907523646162e+05,1.0000106684945611e+00,4.7988829536833583e-01,4.1797117547201339e+02,2.3803688977638745e+08,4.5644260566553828e+02
5.0200000000000000e-01,2.0421035567990504e+05,6.4810748990121640e+04,-2.6899766202026577e+05,2.1626683620101673e+05,4.5695625466811194e+04,-2.6411629296636221e+05,1.0000104678403228e+00,4.8468170997460619e-01,3.4220959420607295e+02,2.4057888922753146e+08,3.8908792630334023e+02
5.0250000000000006e-01,1.6434277375102960e+05,1.1514789415583191e+05,-2.7955618610960705e+05,1.7938129197980880e+05,9.7027194961060159e+04,-2.7875059888768272e+05,1.0000099643745639e+00,4.8874569561787823e-01,2.5428807179976712e+02,2.4295443255287778e+08,3.0793400989440812e+02
5.0300000000000000e-01,1.1863098837216872e+05,1.6144119696069940e+05,-2.8022474382322113e+05,1.3612602935297525e+05,1.4495807856917256e+05,-2.8353245479682280e+05,1.0000092274643599e+00,4.9151015348056243e-01,1.5729052137072426e+02,2.4483115531485680e+08,2.1582098412427700e+02
5.0350000000000006e-01,6.8683833946514380e+04,2.0204297993135461e+05,-2.7096150988823944e+05,8.8017957196100964e+04,1.8778695707320515e+05,-2.7827357099887746e+05,1.0000083593154585e+00,4.9258401565214255e-01,5.4644654043496395e+01,2.4594528831342879e+08,1.1599092261558354e+02
5.0400000000000000e-01,1.6269122041548120e+04,2.3549903344651812e+05,-2.5207703323616038e+05,3.6756154342242116e+04,2.2398264805415471e+05,-2.6314069245361211e+05,1.0000074808971697e+00,4.9181028567342866e-01,-4.9999178959573911e+01,2.4613686063561314e+08,1.1982770552194054e+01
5.0450000000000006e-01,-3.6746283201571219e+04,2.6060408195531869e+05,-2.2423011334397629e+05,-1.5838198996035451e+04,2.5224302035960741e+05,-2.3865474753846400e+05,1.0000067150271306e+00,4.8929213797837678e-01,-1.5289918520273676e+02,2.4537507712717047e+08,-9.2496038965452485e+01
5.0500000000000000e-01,-8.8467197477805457e+04,2.7645141759880731e+05,-1.8840665125584649e+05,-6.7886582412734715e+04,2.7154688989202911e+05,-2.0567793143137678e+05,1.0000061689971720e+00,4.8538089791162342e-01,-2.5036735139592329e+02,2.4376414059286121e+08,-1.9370574985505877e+02
5.0550000000000006e-01,-1.3704141320240803e+05,2.8246998637343536e+05,-1.4588584010645890e+05,-1.1752539412436441e+05,2.8119678815200116e+05,-1.6538433539969329e+05,1.0000059192206621e+00,4.8062829204980995e-01,-3.3891188373415929e+02,2.4153037384986913e+08,-2.8802058780639425e+02
5.0600000000000001e-01,-1.8073247500242223e+05,2.7844815263344813e+05,-9.8191067352618629e+04,-1.6297741651578079e+05,2.8084784270411875e+05,-1.1921704864193332e+05,1.0000060002102837e+00,4.7570763610093164e-01,-4.1537476150174871e+02,2.3899045937331736e+08,-3.7206848659780746e+02
5.0650000000000006e-01,-2.1798557840344112e+05,2.6454043009410065e+05,-4.7031089891923060e+04,-2.0262132956076300e+05,2.7052117545236513e+05,-6.8831797311663046e+04,1.0000063996036970e+00,4.7131606249302826e-01,-4.7704920713026110e+02,2.3650522388427219e+08,-4.4286171564383818e+02
5.0700000000000001e-01,-2.4748529836858046e+05,2.4125844188631786e+05,5.7669734418654598e+03,-2.3505224623401492e+05,2.5060030157582212e+05,-1.6032136904787956e+04,1.0000070599953175e+00,4.6807339038686097e-01,-5.2177595874630470e+02,2.3442691411557287e+08,-4.9790488905559522e+02
5.0750000000000006e-01,-2.6820048858567548e+05,2.0944658350986434e+05,5.8326672991200416e+04,-2.5913195816471969e+05,2.2181197609621822e+05,3.7300531698878993e+04,1.0000078872805764e+00,4.6643324641040451e-01,-5.4801053708437269e+02,2.3304773011326900e+08,-5.3528019221575346e+02
5.0800000000000001e-01,-2.7941652397402172e+05,1.7024607955663782e+05,1.0879080027790944e+05,-2.7402551361263864e+05,1.8519372576229618e+05,8.9276866839922019e+04,1.0000087641720354e+00,4.6662052527829578e-01,-5.5486604802373290e+02,2.3255883233735669e+08,-5.5370419129603602e+02
5.0850000000000006e-01,-2.8075447517513408e+05,1.2505003246414110e+05,1.5538537450081031e+05,-2.7922526923899853e+05,1.4205160647044392e+05,1.3806652154310083e+05,1.0000095668318960e+00,4.6860266558447861e-01,-5.4213059729988652e+02,2.3302473749039933e+08,-5.5256123366571069e+02
5.0900000000000001e-01,-2.7217885494391911e+05,7.5452922127064434e+04,1.9647829384307007e+05,-2.7456247942883207e+05,9.3911293436043983e+04,1.8195936811191824e+05,1.0000101821932494e+00,4.7209777164793998e-01,-5.1026605610774533e+02,2.3437666527656412e+08,-5.3191321538020668e+02
5.0950000000000006e-01,-2.5399531356871751e+05,2.3196193522141202e+04,2.3063125610414182e+05,-2.6020866274076747e+05,4.2464979045369240e+04,2.1942039745741064e+05,1.0000105235842089e+00,4.7661596190342648e-01,-4.6038812359410156e+02,2.3642390500115001e+08,-4.9249153092248963e+02
5.1000000000000001e-01,-2.2683928271246993e+05,-2.9888495914934796e+04,2.5664548728387884e+05,-2.3666762153030568e+05,-1.0484369604899119e+04,2.4913793292288162e+05,1.0000105425979566e+00,4.8152766749210624e-01,-3.9423153854707436e+02,2.3888109020006412e+08,-4.3567101726524521e+02
5.1050000000000006e-01,-1.9165625198764508e+05,-8.1938235142331891e+04,2.7360073096897663e+05,-2.0475916597939198e+05,-6.3080881618993000e+04,2.7006543795462936e+05,1.0000102357073906e+00,4.8614925215942500e-01,-3.1409801898319836e+02,2.4140702369452378e+08,-3.6342829378763895e+02
5.1100000000000001e-01,-1.4967324661746272e+05,-1.3111939685603837e+05,2.8088755166082940e+05,-1.6559436494201547e+05,-1.1347544120720724e+05,2.8145670878153271e+05,1.0000096447909919e+00,4.8983576835201115e-01,-2.2278787222766019e+02,2.4365053775391501e+08,-2.7828251171342242e+02
5.1150000000000007e-01,-1.0236135336315440e+05,-1.7568950128045480e+05,2.7823149385054247e+05,-1.2054209969959786e+05,-1.5988689928015834e+05,2.8289378137031558e+05,1.0000088514767400e+00,4.9206929666006149e-01,-1.2351219040403441e+02,2.4529787259599131e+08,-1.8321856167002426e+02
5.1200000000000001e-01,-5.1388533984258480e+04,-2.1405886989366738e+05,2.6570786855312920e+05,-7.1186238444474293e+04,-2.0066383265557920e+05,2.7430610745984392e+05,1.0000079659781154e+00,4.9253180038167726e-01,-1.9786880953118192e+01,2.4611605798896134e+08,-8.1590887317442679e+01
5.1249999999999996e-01,1.4367863589350827e+03,-2.4485022975433449e+05,2.4374480045002868e+05,-1.9273358478615042e+04,-2.3434520599083009e+05,2.5597907150839298e+05,1.0000071118313150e+00,4.9115206664027927e-01,8.4691583358893070e+01,2.4598645423696977e+08,2.2990852932798944e+01
5.1300000000000001e-01,5.4230569647850243e+04,-2.6695297176287521e+05,2.1311302273946954e+05,3.3348428853162222e+04,-2.5971711526745235e+05,2.2854974365154502e+05,1.0000064085610114e+00,4.8811908002858440e-01,1.8618336316524656e+02,2.4492341837226218e+08,1.2679243206867751e+02
