t,Bus_Bus_1_Vm,Genrou_DV1_speed
1.5958330000000001e+00,9.6854162200000005e-01,1.0082426069999999e+00
1.6000000000000001e+00,9.6866583799999995e-01,1.0082863570000000e+00
1.6041669999999999e+00,9.6876478200000005e-01,1.0083127020000000e+00
1.6083330000000000e+00,9.6886080500000005e-01,1.0083217620000000e+00
1.6125000000000000e+00,9.6892982699999997e-01,1.0083134170000001e+00
1.6166670000000001e+00,9.6899628599999998e-01,1.0082877870000000e+00
1.6208330000000000e+00,9.6903461199999996e-01,1.0082448719999999e+00
1.6250000000000000e+00,9.6907073300000002e-01,1.0081849100000000e+00
1.6291670000000000e+00,9.6907818300000004e-01,1.0081080200000001e+00
1.6333329999999999e+00,9.6908390499999997e-01,1.0080142020000000e+00
1.6375000000000000e+00,9.6906113599999999e-01,1.0079040530000001e+00
1.6416670000000000e+00,9.6903717499999997e-01,1.0077774520000000e+00
1.6458330000000001e+00,9.6898591499999998e-01,1.0076348780000000e+00
1.6499999999999999e+00,9.6893393999999999e-01,1.0074766870000000e+00
1.6541669999999999e+00,9.6885681199999996e-01,1.0073031189999999e+00
1.6583330000000001e+00,9.6877962399999995e-01,1.0071147680000001e+00
1.6625000000000001e+00,9.6868038199999995e-01,1.0069118740000000e+00
1.6666669999999999e+00,9.6858161700000001e-01,1.0066949130000000e+00
1.6708330000000000e+00,9.6846491099999998e-01,1.0064647200000001e+00
1.6750000000000000e+00,9.6834933800000000e-01,1.0062214140000001e+00
1.6791670000000001e+00,9.6822059199999999e-01,1.0059658290000000e+00
1.6833330000000000e+00,9.6809369300000003e-01,1.0056984419999999e+00
1.6875000000000000e+00,9.6795916599999998e-01,1.0054200890000000e+00
1.6916670000000000e+00,9.6782702200000004e-01,1.0051311249999999e+00
1.6958329999999999e+00,9.6769326899999997e-01,1.0048326249999999e+00
1.7000000000000000e+00,9.6756237700000003e-01,1.0045250649999999e+00
1.7041670000000000e+00,9.6743607499999995e-01,1.0042092800000000e+00
1.7083330000000001e+00,9.6731305099999998e-01,1.0038859840000001e+00
1.7124999999999999e+00,9.6720063700000003e-01,1.0035561319999999e+00
1.7166669999999999e+00,9.6709179899999997e-01,1.0032202010000000e+00
1.7208330000000001e+00,9.6699923300000001e-01,1.0028794999999999e+00
1.7250000000000001e+00,9.6691030300000003e-01,1.0025343900000001e+00
1.7291669999999999e+00,9.6684271099999997e-01,1.0021860600000001e+00
1.7333330000000000e+00,9.6677857599999995e-01,1.0018352269999999e+00
1.7375000000000000e+00,9.6673995300000004e-01,1.0014828440000001e+00
1.7416670000000001e+00,9.6671128299999998e-01,1.0011296270000001e+00
1.7458330000000000e+00,9.6669089799999997e-01,1.0007765289999999e+00
1.7500000000000000e+00,9.6670037499999995e-01,1.0004246230000000e+00
1.7541670000000000e+00,9.6671176000000003e-01,1.0000743870000000e+00
1.7583329999999999e+00,9.6675419799999995e-01,9.9972701100000005e-01
1.7625000000000000e+00,9.6679770899999995e-01,9.9938309199999997e-01
1.7666670000000000e+00,9.6687209600000001e-01,9.9904364300000004e-01
1.7708330000000001e+00,9.6694648299999997e-01,9.9870938099999995e-01
1.7749999999999999e+00,9.6705043300000004e-01,9.9838113799999995e-01
1.7791669999999999e+00,9.6715319200000005e-01,9.9805962999999998e-01
1.7833330000000001e+00,9.6728301000000005e-01,9.9774587199999998e-01
1.7875000000000001e+00,9.6741038599999996e-01,9.9744015900000005e-01
1.7916669999999999e+00,9.6756136400000003e-01,9.9714356699999995e-01
1.7958330000000000e+00,9.6771478700000002e-01,9.9685663000000002e-01
1.8000000000000000e+00,9.6786999699999998e-01,9.9657988500000005e-01
1.8041670000000001e+00,9.6804219499999999e-01,9.9631416799999994e-01
1.8083330000000000e+00,9.6820896899999997e-01,9.9605983499999995e-01
1.8125000000000000e+00,9.6838784200000005e-01,9.9581754200000006e-01
1.8166670000000000e+00,9.6856039800000004e-01,9.9558770699999999e-01
1.8208329999999999e+00,9.6873992700000000e-01,9.9537092400000005e-01
1.8250000000000000e+00,9.6891260099999998e-01,9.9516737499999997e-01
1.8291670000000000e+00,9.6908724300000004e-01,9.9497759299999999e-01
1.8333330000000001e+00,9.6925449399999997e-01,9.9480187899999994e-01
1.8374999999999999e+00,9.6941935999999995e-01,9.9464041000000003e-01
1.8416669999999999e+00,9.6957665699999995e-01,9.9449354400000001e-01
1.8458330000000001e+00,9.6972757600000004e-01,9.9436140100000003e-01
1.8500000000000001e+00,9.6987110399999998e-01,9.9424409899999999e-01
1.8541669999999999e+00,9.7000521399999995e-01,9.9414181700000004e-01
1.8583330000000000e+00,9.7013217200000001e-01,9.9405455600000003e-01
1.8625000000000000e+00,9.7024744699999999e-01,9.9398231500000001e-01
1.8666670000000001e+00,9.7035628600000001e-01,9.9392509500000004e-01
1.8708330000000000e+00,9.7045207000000000e-01,9.9388277500000000e-01
1.8750000000000000e+00,9.7054219200000003e-01,9.9385523799999997e-01
1.8791670000000000e+00,9.7061884399999998e-01,9.9384236299999995e-01
1.8833329999999999e+00,9.7069078700000000e-01,9.9384397300000005e-01
1.8875000000000000e+00,9.7074967599999995e-01,9.9385970800000001e-01
1.8916670000000000e+00,9.7080493000000001e-01,9.9388945100000003e-01
1.8958330000000001e+00,9.7084820299999997e-01,9.9393284299999995e-01
1.8999999999999999e+00,9.7088897200000002e-01,9.9398952699999998e-01
1.9041669999999999e+00,9.7091943000000003e-01,9.9405920500000000e-01
1.9083330000000001e+00,9.7094857700000003e-01,9.9414145899999995e-01
1.9125000000000001e+00,9.7096949799999999e-01,9.9423587300000005e-01
1.9166669999999999e+00,9.7099012100000004e-01,9.9434202900000002e-01
1.9208330000000000e+00,9.7100490299999997e-01,9.9445945000000002e-01
1.9250000000000000e+00,9.7102040099999998e-01,9.9458771899999998e-01
1.9291670000000001e+00,9.7103261900000004e-01,9.9472629999999995e-01
1.9333330000000000e+00,9.7104626900000002e-01,9.9487477499999999e-01
1.9375000000000000e+00,9.7105920300000004e-01,9.9503254900000004e-01
1.9416670000000000e+00,9.7107422399999999e-01,9.9519914399999998e-01
1.9458329999999999e+00,9.7109085299999998e-01,9.9537396400000000e-01
1.9500000000000000e+00,9.7111010600000003e-01,9.9555659299999999e-01
1.9541670000000000e+00,9.7113305299999997e-01,9.9574637399999999e-01
1.9583330000000001e+00,9.7115892199999998e-01,9.9594283100000003e-01
1.9624999999999999e+00,9.7119027400000002e-01,9.9614536799999998e-01
1.9666669999999999e+00,9.7122472500000001e-01,9.9635356700000000e-01
1.9708330000000001e+00,9.7126615000000005e-01,9.9656665300000002e-01
1.9750000000000001e+00,9.7131055600000005e-01,9.9678438899999999e-01
1.9791669999999999e+00,9.7136306800000005e-01,9.9700593900000001e-01
1.9833330000000000e+00,9.7141838100000000e-01,9.9723088699999995e-01
1.9875000000000000e+00,9.7148245600000005e-01,9.9745869600000003e-01
1.9916670000000001e+00,9.7154909400000000e-01,9.9768894900000005e-01
1.9958330000000000e+00,9.7162485099999996e-01,9.9792087100000004e-01
2.0000000000000000e+00,9.7170269499999995e-01,9.9815422300000001e-01
2.0041669999999998e+00,9.7178971800000002e-01,9.9838828999999996e-01
2.0083329999999999e+00,9.7187840900000000e-01,9.9862265600000000e-01
2.0125000000000002e+00,9.7197586300000005e-01,9.9885684299999999e-01
2.0166670000000000e+00,9.7207456800000003e-01,9.9909043300000000e-01
2.0208330000000001e+00,9.7218149899999995e-01,9.9932277199999997e-01
2.0249999999999999e+00,9.7228914499999997e-01,9.9955356100000003e-01
2.0291670000000002e+00,9.7240418200000001e-01,9.9978232400000000e-01
2.0333329999999998e+00,9.7251945699999998e-01,1.0000085830000001e+00
2.0375000000000001e+00,9.7264123000000002e-01,1.0002318619999999e+00
2.0416669999999999e+00,9.7276270399999998e-01,1.0004519220000001e+00
2.0458330000000000e+00,9.7288954299999997e-01,1.0006681680000000e+00
2.0499999999999998e+00,9.7301566600000000e-01,1.0008803610000001e+00
2.0541670000000001e+00,9.7314602100000003e-01,1.0010880230000001e+00
2.0583330000000002e+00,9.7327518499999999e-01,1.0012907980000001e+00
2.0625000000000000e+00,9.7340738800000004e-01,1.0014883280000000e+00
2.0666669999999998e+00,9.7353804099999997e-01,1.0016803740000000e+00
2.0708329999999999e+00,9.7367036299999998e-01,1.0018664600000000e+00
2.0750000000000002e+00,9.7380095700000002e-01,1.0020464659999999e+00
2.0791670000000000e+00,9.7393190900000004e-01,1.0022199150000000e+00
2.0833330000000001e+00,9.7406089299999998e-01,1.0023866889999999e+00
2.0874999999999999e+00,9.7418898300000001e-01,1.0025463100000001e+00
2.0916670000000002e+00,9.7431492799999997e-01,1.0026987789999999e+00
2.0958329999999998e+00,9.7443866700000004e-01,1.0028436180000000e+00
2.1000000000000001e+00,9.7456026100000004e-01,1.0029808280000001e+00
2.1041669999999999e+00,9.7467845700000000e-01,1.0031099320000001e+00
2.1083330000000000e+00,9.7479438799999996e-01,1.0032310490000000e+00
2.1124999999999998e+00,9.7490578900000002e-01,1.0033437009999999e+00
2.1166670000000001e+00,9.7501504400000005e-01,1.0034480090000000e+00
2.1208330000000002e+00,9.7511869699999998e-01,1.0035436150000001e+00
2.1250000000000000e+00,9.7522026299999998e-01,1.0036306380000000e+00
2.1291669999999998e+00,9.7531533199999998e-01,1.0037087200000001e+00
2.1333329999999999e+00,9.7540837499999999e-01,1.0037778620000000e+00
2.1375000000000002e+00,9.7549408699999995e-01,1.0038379430000000e+00
2.1416670000000000e+00,9.7557801000000000e-01,1.0038890840000001e+00
2.1458330000000001e+00,9.7565394599999999e-01,1.0039310459999999e+00
2.1499999999999999e+00,9.7572821399999998e-01,1.0039638280000001e+00
2.1541670000000002e+00,9.7579407699999998e-01,1.0039875510000000e+00
2.1583329999999998e+00,9.7585845000000004e-01,1.0040022129999999e+00
2.1625000000000001e+00,9.7591406100000000e-01,1.0040078160000001e+00
2.1666669999999999e+00,9.7596848000000003e-01,1.0040042400000000e+00
2.1708330000000000e+00,9.7601407799999995e-01,1.0039918420000000e+00
2.1749999999999998e+00,9.7605866200000002e-01,1.0039706230000001e+00
2.1791670000000001e+00,9.7609454399999995e-01,1.0039404629999999e+00
2.1833330000000002e+00,9.7612965100000004e-01,1.0039018390000001e+00
2.1875000000000000e+00,9.7615635400000000e-01,1.0038546319999999e+00
2.1916669999999998e+00,9.7618263999999999e-01,1.0037990809999999e+00
2.1958329999999999e+00,9.7620105700000004e-01,1.0037354230000000e+00
2.2000000000000002e+00,9.7621923700000002e-01,1.0036637780000000e+00
2.2041670000000000e+00,9.7623032300000001e-01,1.0035843849999999e+00
2.2083330000000001e+00,9.7624140999999998e-01,1.0034974809999999e+00
2.2124999999999999e+00,9.7624635699999995e-01,1.0034033060000001e+00
2.2166670000000002e+00,9.7625160200000005e-01,1.0033020969999999e+00
2.2208329999999998e+00,9.7625172100000002e-01,1.0031940939999999e+00
2.2250000000000001e+00,9.7625237700000000e-01,1.0030796529999999e+00
2.2291669999999999e+00,9.7624921799999997e-01,1.0029590129999999e+00
2.2333330000000000e+00,9.7624671500000004e-01,1.0028325320000000e+00
2.2374999999999998e+00,9.7624170799999999e-01,1.0027005670000000e+00
2.2416670000000001e+00,9.7623759499999996e-01,1.0025633570000001e+00
2.2458330000000002e+00,9.7623234999999997e-01,1.0024214979999999e+00
2.2500000000000000e+00,9.7622805800000001e-01,1.0022749900000001e+00
2.2541669999999998e+00,9.7622400499999995e-01,1.0021244290000000e+00
2.2583329999999999e+00,9.7622102499999996e-01,1.0019701720000000e+00
2.2625000000000002e+00,9.7621965399999999e-01,1.0018125769999999e+00
2.2666670000000000e+00,9.7621935599999998e-01,1.0016520019999999e+00
2.2708330000000001e+00,9.7622185900000003e-01,1.0014890430000001e+00
2.2749999999999999e+00,9.7622543600000000e-01,1.0013238190000000e+00
2.2791670000000002e+00,9.7623294599999999e-01,1.0011568070000001e+00
2.2833329999999998e+00,9.7624152900000005e-01,1.0009886029999999e+00
2.2875000000000001e+00,9.7625488000000005e-01,1.0008194450000001e+00
2.2916669999999999e+00,9.7626912600000004e-01,1.0006496910000000e+00
2.2958330000000000e+00,9.7628891500000003e-01,1.0004800560000000e+00
2.2999999999999998e+00,9.7630947800000001e-01,1.0003105400000001e+00
2.3041670000000001e+00,9.7633606200000000e-01,1.0001417399999999e+00
2.3083330000000002e+00,9.7636318200000005e-01,9.9997413199999996e-01
2.3125000000000000e+00,9.7639662000000005e-01,9.9980801300000000e-01
2.3166669999999998e+00,9.7643035700000003e-01,9.9964374300000003e-01
2.3208329999999999e+00,9.7647029200000002e-01,9.9948185700000003e-01
2.3250000000000002e+00,9.7651040600000005e-01,9.9932247399999996e-01
2.3291670000000000e+00,9.7655654000000003e-01,9.9916613099999996e-01
2.3333330000000001e+00,9.7660249499999996e-01,9.9901318600000000e-01
2.3374999999999999e+00,9.7665411199999996e-01,9.9886387600000004e-01
2.3416670000000002e+00,9.7670531299999996e-01,9.9871861900000003e-01
2.3458329999999998e+00,9.7676152000000005e-01,9.9857771399999995e-01
2.3500000000000001e+00,9.7681713100000001e-01,9.9844133899999998e-01
2.3541669999999999e+00,9.7687697399999995e-01,9.9830996999999999e-01
2.3583330000000000e+00,9.7693598299999995e-01,9.9818372700000002e-01
2.3624999999999998e+00,9.7699850799999999e-01,9.9806296800000005e-01
2.3666670000000001e+00,9.7706002000000003e-01,9.9794781200000005e-01
2.3708330000000002e+00,9.7712409499999997e-01,9.9783855700000001e-01
2.3750000000000000e+00,9.7718703699999998e-01,9.9773538100000003e-01
2.3791669999999998e+00,9.7725176800000002e-01,9.9763852399999997e-01
2.3833329999999999e+00,9.7731512799999998e-01,9.9754804399999997e-01
2.3875000000000002e+00,9.7737956000000004e-01,9.9746418000000003e-01
2.3916670000000000e+00,9.7744256299999999e-01,9.9738699200000003e-01
2.3958330000000001e+00,9.7750586299999997e-01,9.9731665899999999e-01
2.3999999999999999e+00,9.7756779199999999e-01,9.9725317999999996e-01
2.4041670000000002e+00,9.7762930400000003e-01,9.9719667400000001e-01
2.4083329999999998e+00,9.7768950499999996e-01,9.9714720199999995e-01
2.4125000000000001e+00,9.7774881100000000e-01,9.9710476400000003e-01
2.4166669999999999e+00,9.7780692599999997e-01,9.9706941800000004e-01
2.4208330000000000e+00,9.7786372899999996e-01,9.9704110599999995e-01
2.4249999999999998e+00,9.7791951899999996e-01,9.9701988699999999e-01
2.4291670000000001e+00,9.7797375900000005e-01,9.9700564100000000e-01
2.4333330000000002e+00,9.7802710500000001e-01,9.9699831000000005e-01
2.4375000000000000e+00,9.7807890200000003e-01,9.9699789299999997e-01
2.4416669999999998e+00,9.7812992300000001e-01,9.9700421100000003e-01
2.4458329999999999e+00,9.7817945500000003e-01,9.9701726400000001e-01
2.4500000000000002e+00,9.7822845000000003e-01,9.9703681499999997e-01
2.4541670000000000e+00,9.7827613400000002e-01,9.9706280199999997e-01
2.4583330000000001e+00,9.7832346000000003e-01,9.9709510800000001e-01
2.4624999999999999e+00,9.7836971299999997e-01,9.9713349299999998e-01
2.4666670000000002e+00,9.7841584699999995e-01,9.9717783900000001e-01
2.4708329999999998e+00,9.7846126600000005e-01,9.9722790699999997e-01
2.4750000000000001e+00,9.7850674400000004e-01,9.9728357800000000e-01
2.4791669999999999e+00,9.7855186500000002e-01,9.9734455300000002e-01
2.4833330000000000e+00,9.7859722400000004e-01,9.9741071500000000e-01
2.4874999999999998e+00,9.7864264199999995e-01,9.9748176300000002e-01
2.4916670000000001e+00,9.7868847800000003e-01,9.9755758000000005e-01
2.4958330000000002e+00,9.7873473200000005e-01,9.9763774900000002e-01
2.5000000000000000e+00,9.7878152100000004e-01,9.9772214900000000e-01
2.5041669999999998e+00,9.7882920500000004e-01,9.9781048299999997e-01
2.5083329999999999e+00,9.7887736599999997e-01,9.9790257199999999e-01
2.5125000000000002e+00,9.7892683700000005e-01,9.9799805900000005e-01
2.5166670000000000e+00,9.7897684600000001e-01,9.9809676400000003e-01
2.5208330000000001e+00,9.7902846300000002e-01,9.9819833000000002e-01
2.5249999999999999e+00,9.7908061700000004e-01,9.9830263900000005e-01
2.5291670000000002e+00,9.7913455999999999e-01,9.9840921199999999e-01
2.5333329999999998e+00,9.7918909799999998e-01,9.9851793099999997e-01
2.5375000000000001e+00,9.7924554300000000e-01,9.9862849700000000e-01
2.5416669999999999e+00,9.7930252600000001e-01,9.9874067300000002e-01
2.5458330000000000e+00,9.7936153400000003e-01,9.9885404099999997e-01
2.5499999999999998e+00,9.7942096000000001e-01,9.9896848199999999e-01
2.5541670000000001e+00,9.7948241199999997e-01,9.9908369799999996e-01
2.5583330000000002e+00,9.7954422200000002e-01,9.9919939000000002e-01
2.5625000000000000e+00,9.7960793999999995e-01,9.9931532099999998e-01
2.5666669999999998e+00,9.7967189600000004e-01,9.9943131200000002e-01
2.5708329999999999e+00,9.7973763899999999e-01,9.9954688500000000e-01
2.5750000000000002e+00,9.7980356199999996e-01,9.9966204199999997e-01
2.5791670000000000e+00,9.7987103499999995e-01,9.9977636299999995e-01
2.5833330000000001e+00,9.7993844699999999e-01,9.9988967200000001e-01
2.5874999999999999e+00,9.8000723099999998e-01,1.0000017880000001e+00
2.5916670000000002e+00,9.8007589600000000e-01,1.0001124139999999e+00
2.5958329999999998e+00,9.8014545399999997e-01,1.0002212520000000e+00
2.6000000000000001e+00,9.8021489399999995e-01,1.0003283020000000e+00
2.6041669999999999e+00,9.8028486999999997e-01,1.0004330870000000e+00
2.6083330000000000e+00,9.8035448800000002e-01,1.0005356070000000e+00
2.6124999999999998e+00,9.8042440399999997e-01,1.0006356240000001e+00
2.6166670000000001e+00,9.8049384399999995e-01,1.0007328990000000e+00
2.6208330000000002e+00,9.8056310400000002e-01,1.0008273120000000e+00
2.6250000000000000e+00,9.8063188800000001e-01,1.0009186269999999e+00
2.6291669999999998e+00,9.8070007599999998e-01,1.0010067220000001e+00
2.6333329999999999e+00,9.8076766699999995e-01,1.0010913610000001e+00
2.6375000000000002e+00,9.8083430500000002e-01,1.0011725430000000e+00
2.6416670000000000e+00,9.8090028799999995e-01,1.0012500289999999e+00
2.6458330000000001e+00,9.8096483899999998e-01,1.0013235810000001e+00
2.6499999999999999e+00,9.8102879499999995e-01,1.0013933180000001e+00
2.6541670000000002e+00,9.8109102199999998e-01,1.0014590020000000e+00
2.6583329999999998e+00,9.8115253400000002e-01,1.0015206340000000e+00
2.6625000000000001e+00,9.8121195999999999e-01,1.0015778540000000e+00
2.6666669999999999e+00,9.8127072999999998e-01,1.0016309020000000e+00
2.6708330000000000e+00,9.8132711600000000e-01,1.0016794200000001e+00
2.6749999999999998e+00,9.8138284700000000e-01,1.0017236469999999e+00
2.6791670000000001e+00,9.8143589499999995e-01,1.0017632249999999e+00
2.6833330000000002e+00,9.8148840699999995e-01,1.0017983909999999e+00
2.6875000000000000e+00,9.8153805699999996e-01,1.0018289090000001e+00
2.6916669999999998e+00,9.8158711200000004e-01,1.0018547769999999e+00
2.6958329999999999e+00,9.8163324600000001e-01,1.0018759970000000e+00
2.7000000000000002e+00,9.8167884299999997e-01,1.0018926859999999e+00
2.7041670000000000e+00,9.8172134200000005e-01,1.0019047260000000e+00
2.7083330000000001e+00,9.8176348199999997e-01,1.0019121170000000e+00
2.7124999999999999e+00,9.8180246400000004e-01,1.0019149780000001e+00
2.7166670000000002e+00,9.8184114700000003e-01,1.0019133090000001e+00
2.7208329999999998e+00,9.8187673099999995e-01,1.0019071100000001e+00
2.7250000000000001e+00,9.8191213600000005e-01,1.0018965010000001e+00
2.7291669999999999e+00,9.8194450099999997e-01,1.0018814800000000e+00
2.7333330000000000e+00,9.8197674800000001e-01,1.0018621679999999e+00
2.7374999999999998e+00,9.8200619200000006e-01,1.0018386840000000e+00
2.7416670000000001e+00,9.8203551800000000e-01,1.0018110280000001e+00
2.7458330000000002e+00,9.8206234000000003e-01,1.0017793180000001e+00
2.7500000000000000e+00,9.8208910199999999e-01,1.0017437929999999e+00
2.7541669999999998e+00,9.8211353999999995e-01,1.0017043349999999e+00
2.7583329999999999e+00,9.8213809699999999e-01,1.0016611810000000e+00
2.7625000000000002e+00,9.8216068700000003e-01,1.0016145710000000e+00
2.7666670000000000e+00,9.8218333700000005e-01,1.0015645030000000e+00
2.7708330000000001e+00,9.8220443700000004e-01,1.0015112159999999e+00
2.7749999999999999e+00,9.8222565699999997e-01,1.0014547110000001e+00
2.7791670000000002e+00,9.8224562400000004e-01,1.0013953449999999e+00
2.7833329999999998e+00,9.8226588999999997e-01,1.0013331169999999e+00
2.7875000000000001e+00,9.8228526100000002e-01,1.0012682680000000e+00
2.7916669999999999e+00,9.8230487099999997e-01,1.0012009140000000e+00
2.7958330000000000e+00,9.8232400399999997e-01,1.0011314149999999e+00
2.7999999999999998e+00,9.8234349499999996e-01,1.0010597710000000e+00
2.8041670000000001e+00,9.8236280700000000e-01,1.0009860989999999e+00
2.8083330000000002e+00,9.8238247599999995e-01,1.0009108780000000e+00
2.8125000000000000e+00,9.8240238400000002e-01,1.0008339879999999e+00
2.8166669999999998e+00,9.8242264999999995e-01,1.0007559060000000e+00
2.8208329999999999e+00,9.8244345200000005e-01,1.0006766320000000e+00
2.8250000000000002e+00,9.8246455200000005e-01,1.0005962850000001e+00
2.8291670000000000e+00,9.8248654599999996e-01,1.0005153419999999e+00
2.8333330000000001e+00,9.8250883800000000e-01,1.0004338030000000e+00
2.8374999999999999e+00,9.8253226299999996e-01,1.0003519059999999e+00
2.8416670000000002e+00,9.8255592599999997e-01,1.0002697709999999e+00
2.8458329999999998e+00,9.8258089999999998e-01,1.0001878740000001e+00
2.8500000000000001e+00,9.8260617299999997e-01,1.0001060960000001e+00
2.8541669999999999e+00,9.8263281599999996e-01,1.0000246760000000e+00
2.8583330000000000e+00,9.8265969799999997e-01,9.9994397199999996e-01
2.8624999999999998e+00,9.8268812900000002e-01,9.9986404200000001e-01
2.8666670000000001e+00,9.8271668000000001e-01,9.9978506599999994e-01
2.8708330000000002e+00,9.8274678000000004e-01,9.9970728200000003e-01
2.8750000000000000e+00,9.8277705900000001e-01,9.9963074900000004e-01
2.8791669999999998e+00,9.8280882800000002e-01,9.9955576700000004e-01
2.8833329999999999e+00,9.8284071699999997e-01,9.9948245300000005e-01
2.8875000000000002e+00,9.8287409500000000e-01,9.9941098699999997e-01
2.8916670000000000e+00,9.8290747400000000e-01,9.9934142800000003e-01
2.8958330000000001e+00,9.8294228299999997e-01,9.9927401500000002e-01
2.8999999999999999e+00,9.8297703299999994e-01,9.9920886799999997e-01
2.9041670000000002e+00,9.8301309299999995e-01,9.9914610400000003e-01
2.9083329999999998e+00,9.8304903499999996e-01,9.9908584400000000e-01
2.9125000000000001e+00,9.8308622800000001e-01,9.9902820599999997e-01
2.9166669999999999e+00,9.8312324299999998e-01,9.9897325000000003e-01
2.9208330000000000e+00,9.8316133000000006e-01,9.9892121599999995e-01
2.9249999999999998e+00,9.8319917899999998e-01,9.9887204200000002e-01
2.9291670000000001e+00,9.8323798200000001e-01,9.9882596700000004e-01
2.9333330000000002e+00,9.8327654600000003e-01,9.9878287300000002e-01
2.9375000000000000e+00,9.8331588500000000e-01,9.9874299799999999e-01
2.9416669999999998e+00,9.8335498600000004e-01,9.9870634100000000e-01
2.9458329999999999e+00,9.8339468200000002e-01,9.9867296200000000e-01
2.9500000000000002e+00,9.8343420000000004e-01,9.9864286199999996e-01
2.9541670000000000e+00,9.8347413500000003e-01,9.9861609900000003e-01
2.9583330000000001e+00,9.8351389199999995e-01,9.9859273400000004e-01
2.9624999999999999e+00,9.8355400599999998e-01,9.9857276699999997e-01
2.9666670000000002e+00,9.8359388100000000e-01,9.9855613700000001e-01
2.9708329999999998e+00,9.8363411400000000e-01,9.9854290499999998e-01
2.9750000000000001e+00,9.8367410899999996e-01,9.9853307000000002e-01
2.9791669999999999e+00,9.8371434199999996e-01,9.9852663300000000e-01
2.9833330000000000e+00,9.8375439600000003e-01,9.9852353299999996e-01
2.9874999999999998e+00,9.8379463000000000e-01,9.9852371200000001e-01
2.9916670000000001e+00,9.8383468399999996e-01,9.9852716900000005e-01
2.9958330000000002e+00,9.8387497700000004e-01,9.9853384499999998e-01
3.0000000000000000e+00,9.8391509099999996e-01,9.9854373900000004e-01
3.0041669999999998e+00,9.8395544300000004e-01,9.9855667400000003e-01
3.0083329999999999e+00,9.8399567600000004e-01,9.9857270700000000e-01
3.0125000000000002e+00,9.8403608799999998e-01,9.9859166099999996e-01
3.0166670000000000e+00,9.8407644000000005e-01,9.9861353600000002e-01
3.0208330000000001e+00,9.8411703100000003e-01,9.9863815300000003e-01
3.0249999999999999e+00,9.8415762200000001e-01,9.9866551199999998e-01
3.0291670000000002e+00,9.8419839099999995e-01,9.9869549300000005e-01
3.0333329999999998e+00,9.8423922100000005e-01,9.9872797700000004e-01
3.0375000000000001e+00,9.8428034799999997e-01,9.9876290599999995e-01
3.0416669999999999e+00,9.8432147500000000e-01,9.9880009900000000e-01
3.0458330000000000e+00,9.8436290000000004e-01,9.9883943799999997e-01
3.0499999999999998e+00,9.8440444500000002e-01,9.9888086300000001e-01
3.0541670000000001e+00,9.8444628700000003e-01,9.9892425500000004e-01
3.0583330000000002e+00,9.8448824899999998e-01,9.9896943599999999e-01
3.0625000000000000e+00,9.8453050900000005e-01,9.9901634500000003e-01
3.0666669999999998e+00,9.8457288700000001e-01,9.9906480300000000e-01
3.0708329999999999e+00,9.8461562400000002e-01,9.9911469200000003e-01
3.0750000000000002e+00,9.8465848000000000e-01,9.9916589300000003e-01
3.0791670000000000e+00,9.8470163300000002e-01,9.9921822500000002e-01
3.0833330000000001e+00,9.8474490599999998e-01,9.9927163100000005e-01
3.0874999999999999e+00,9.8478853700000002e-01,9.9932593100000000e-01
3.0916670000000002e+00,9.8483222699999995e-01,9.9938100600000002e-01
3.0958329999999998e+00,9.8487621500000000e-01,9.9943673600000005e-01
3.1000000000000001e+00,9.8492026300000002e-01,9.9949294300000002e-01
3.1041669999999999e+00,9.8496460900000005e-01,9.9954950799999998e-01
3.1083330000000000e+00,9.8500895499999996e-01,9.9960631099999997e-01
3.1124999999999998e+00,9.8505348000000004e-01,9.9966323400000001e-01
3.1166670000000001e+00,9.8509800400000003e-01,9.9972009699999997e-01
3.1208330000000002e+00,9.8514264799999995e-01,9.9977684000000000e-01
3.1250000000000000e+00,9.8518729199999999e-01,9.9983328599999999e-01
3.1291669999999998e+00,9.8523193600000003e-01,9.9988931400000003e-01
3.1333329999999999e+00,9.8527651999999999e-01,9.9994480600000002e-01
3.1375000000000002e+00,9.8532104499999995e-01,9.9999964200000002e-01
3.1416670000000000e+00,9.8536544999999998e-01,1.0000537629999999e+00
3.1458330000000001e+00,9.8540967700000004e-01,1.0001069309999999e+00
3.1499999999999999e+00,9.8545378400000005e-01,1.0001591439999999e+00
3.1541670000000002e+00,9.8549753399999995e-01,1.0002102850000001e+00
3.1583329999999998e+00,9.8554122399999999e-01,1.0002601149999999e+00
3.1625000000000001e+00,9.8558437799999998e-01,1.0003087520000000e+00
3.1666669999999999e+00,9.8562747200000000e-01,1.0003559590000000e+00
3.1708330000000000e+00,9.8566991100000001e-01,1.0004017350000001e+00
3.1749999999999998e+00,9.8571222999999997e-01,1.0004458430000001e+00
3.1791670000000001e+00,9.8575383400000005e-01,1.0004884000000001e+00
3.1833330000000002e+00,9.8579525899999998e-01,1.0005291700000001e+00
3.1875000000000000e+00,9.8583584999999996e-01,1.0005680320000001e+00
3.1916669999999998e+00,9.8587626200000000e-01,1.0006052260000000e+00
3.1958329999999999e+00,9.8591572000000005e-01,1.0006402729999999e+00
3.2000000000000002e+00,9.8595500000000003e-01,1.0006734129999999e+00
3.2041670000000000e+00,9.8599326600000003e-01,1.0007045269999999e+00
3.2083330000000001e+00,9.8603129400000000e-01,1.0007336140000000e+00
