frequency_hz,quantity,row,col,label,real,imag,mag,phase_deg,unit
8.275797534678e0,Y,2,2,Y_cc,0.000000000000e0,4.432864847117e-7,4.432864847117e-7,9.000000000000e1,S/km
8.383131116193e0,Z,0,0,Z_aa,1.744515400271e-1,1.352683327553e-1,2.207506776076e-1,3.778971449539e1,ohm/km
8.383131116193e0,Z,0,1,Z_ab,8.405423859466e-3,7.865134239517e-2,7.909920866115e-2,8.389998549771e1,ohm/km
8.383131116193e0,Z,0,2,Z_ac,8.407337111163e-3,7.219044974726e-2,7.267836233717e-2,8.335722811859e1,ohm/km
8.383131116193e0,Z,1,0,Z_ba,8.405423859466e-3,7.865134239517e-2,7.909920866115e-2,8.389998549771e1,ohm/km
8.383131116193e0,Z,1,1,Z_bb,1.744476861654e-1,1.352725603157e-1,2.207502226111e-1,3.779119455626e1,ohm/km
8.383131116193e0,Z,1,2,Z_bc,8.405423859466e-3,7.865134239517e-2,7.909920866115e-2,8.389998549771e1,ohm/km
8.383131116193e0,Z,2,0,Z_ca,8.407337111163e-3,7.219044974726e-2,7.267836233717e-2,8.335722811859e1,ohm/km
8.383131116193e0,Z,2,1,Z_cb,8.405423859466e-3,7.865134239517e-2,7.909920866115e-2,8.389998549771e1,ohm/km
8.383131116193e0,Z,2,2,Z_cc,1.744515400271e-1,1.352683327553e-1,2.207506776076e-1,3.778971449539e1,ohm/km
8.383131116193e0,Y,0,0,Y_aa,0.000000000000e0,4.490357222736e-7,4.490357222736e-7,9.000000000000e1,S/km
8.383131116193e0,Y,0,1,Y_ab,0.000000000000e0,-1.339064636630e-7,1.339064636630e-7,-9.000000000000e1,S/km
8.383131116193e0,Y,0,2,Y_ac,0.000000000000e0,-7.765525641881e-8,7.765525641881e-8,-9.000000000000e1,S/km
8.383131116193e0,Y,1,0,Y_ba,0.000000000000e0,-1.339064636630e-7,1.339064636630e-7,-9.000000000000e1,S/km
8.383131116193e0,Y,1,1,Y_bb,0.000000000000e0,4.729355229181e-7,4.729355229181e-7,9.000000000000e1,S/km
8.383131116193e0,Y,1,2,Y_bc,0.000000000000e0,-1.339064636630e-7,1.339064636630e-7,-9.000000000000e1,S/km
8.383131116193e0,Y,2,0,Y_ca,0.000000000000e0,-7.765525641881e-8,7.765525641881e-8,-9.000000000000e1,S/km
8.383131116193e0,Y,2,1,Y_cb,0.000000000000e0,-1.339064636630e-7,1.339064636630e-7,-9.000000000000e1,S/km
8.383131116193e0,Y,2,2,Y_cc,0.000000000000e0,4.490357222736e-7,4.490357222736e-7,9.000000000000e1,S/km
8.491856768705e0,Z,0,0,Z_aa,1.745550115800e-1,1.369508922805e-1,2.218670749889e-1,3.811672104732e1,ohm/km
8.491856768705e0,Z,0,1,Z_ab,8.507985868500e-3,7.959965284399e-2,8.005304838932e-2,8.389911966899e1,ohm/km
8.491856768705e0,Z,0,2,Z_ac,8.509933416873e-3,7.305495331847e-2,7.354893045533e-2,8.335574572042e1,ohm/km
8.491856768705e0,Z,1,0,Z_ba,8.507985868500e-3,7.959965284399e-2,8.005304838932e-2,8.389911966899e1,ohm/km
8.491856768705e0,Z,1,1,Z_bb,1.745510884500e-1,1.369551984114e-1,2.218666465492e-1,3.811822131262e1,ohm/km
8.491856768705e0,Z,1,2,Z_bc,8.507985868500e-3,7.959965284399e-2,8.005304838932e-2,8.389911966899e1,ohm/km
8.491856768705e0,Z,2,0,Z_ca,8.509933416873e-3,7.305495331847e-2,7.354893045533e-2,8.335574572042e1,ohm/km
8.491856768705e0,Z,2,1,Z_cb,8.507985868500e-3,7.959965284399e-2,8.005304838932e-2,8.389911966899e1,ohm/km
8.491856768705e0,Z,2,2,Z_cc,1.745550115800e-1,1.369508922805e-1,2.218670749889e-1,3.811672104732e1,ohm/km
8.491856768705e0,Y,0,0,Y_aa,0.000000000000e0,4.548595250065e-7,4.548595250065e-7,9.000000000000e1,S/km
8.491856768705e0,Y,0,1,Y_ab,0.000000000000e0,-1.356431736626e-7,1.356431736626e-7,-9.000000000000e1,S/km
8.491856768705e0,Y,0,2,Y_ac,0.000000000000e0,-7.866241213522e-8,7.866241213522e-8,-9.000000000000e1,S/km
8.491856768705e0,Y,1,0,Y_ba,0.000000000000e0,-1.356431736626e-7,1.356431736626e-7,-9.000000000000e1,S/km
8.491856768705e0,Y,1,1,Y_bb,0.000000000000e0,4.790692959216e-7,4.790692959216e-7,9.000000000000e1,S/km
8.491856768705e0,Y,1,2,Y_bc,0.000000000000e0,-1.356431736626e-7,1.356431736626e-7,-9.000000000000e1,S/km
8.491856768705e0,Y,2,0,Y_ca,0.000000000000e0,-7.866241213522e-8,7.866241213522e-8,-9.000000000000e1,S/km
8.491856768705e0,Y,2,1,Y_cb,0.000000000000e0,-1.356431736626e-7,1.356431736626e-7,-9.000000000000e1,S/km
8.491856768705e0,Y,2,2,Y_cc,0.000000000000e0,4.548595250065e-7,4.548595250065e-7,9.000000000000e1,S/km
8.601992546783e0,Z,0,0,Z_aa,1.746597411787e-1,1.386545324554e-1,2.230047186923e-1,3.844448406568e1,ohm/km
8.601992546783e0,Z,0,1,Z_ab,8.611782633701e-3,8.055952269139e-2,8.101851329415e-2,8.389827489070e1,ohm/km
8.601992546783e0,Z,0,2,Z_ac,8.613765160591e-3,7.392992915863e-2,7.443004350154e-2,8.335428631423e1,ohm/km
8.601992546783e0,Z,1,0,Z_ba,8.611782633701e-3,8.055952269139e-2,8.101851329415e-2,8.389827489070e1,ohm/km
8.601992546783e0,Z,1,1,Z_bb,1.746557473996e-1,1.386589185575e-1,2.230043178848e-1,3.844600466095e1,ohm/km
8.601992546783e0,Z,1,2,Z_bc,8.611782633701e-3,8.055952269139e-2,8.101851329415e-2,8.389827489070e1,ohm/km
8.601992546783e0,Z,2,0,Z_ca,8.613765160591e-3,7.392992915863e-2,7.443004350154e-2,8.335428631423e1,ohm/km
8.601992546783e0,Z,2,1,Z_cb,8.611782633701e-3,8.055952269139e-2,8.101851329415e-2,8.389827489070e1,ohm/km
8.601992546783e0,Z,2,2,Z_cc,1.746597411787e-1,1.386545324554e-1,2.230047186923e-1,3.844448406568e1,ohm/km
8.601992546783e0,Y,0,0,Y_aa,0.000000000000e0,4.607588599891e-7,4.607588599891e-7,9.000000000000e1,S/km
8.601992546783e0,Y,0,1,Y_ab,0.000000000000e0,-1.374024080537e-7,1.374024080537e-7,-9.000000000000e1,S/km
8.601992546783e0,Y,0,2,Y_ac,0.000000000000e0,-7.968263023380e-8,7.968263023380e-8,-9.000000000000e1,S/km
8.601992546783e0,Y,1,0,Y_ba,0.000000000000e0,-1.374024080537e-7,1.374024080537e-7,-9.000000000000e1,S/km
8.601992546783e0,Y,1,1,Y_bb,0.000000000000e0,4.852826213575e-7,4.852826213575e-7,9.000000000000e1,S/km
8.601992546783e0,Y,1,2,Y_bc,0.000000000000e0,-1.374024080537e-7,1.374024080537e-7,-9.000000000000e1,S/km
8.601992546783e0,Y,2,0,Y_ca,0.000000000000e0,-7.968263023380e-8,7.968263023380e-8,-9.000000000000e1,S/km
8.601992546783e0,Y,2,1,Y_cb,0.000000000000e0,-1.374024080537e-7,1.374024080537e-7,-9.000000000000e1,S/km
8.601992546783e0,Y,2,2,Y_cc,0.000000000000e0,4.607588599891e-7,4.607588599891e-7,9.000000000000e1,S/km
8.713556739157e0,Z,0,0,Z_aa,1.747657483551e-1,1.403795178158e-1,2.241639485295e-1,3.877295871729e1,ohm/km
8.713556739157e0,Z,0,1,Z_ab,8.716833094759e-3,8.153109304737e-2,8.199574569879e-2,8.389744810148e1,ohm/km
8.713556739157e0,Z,0,2,Z_ac,8.718851296799e-3,7.481550427369e-2,7.532182982152e-2,8.335284656789e1,ohm/km
8.713556739157e0,Z,1,0,Z_ba,8.716833094759e-3,8.153109304737e-2,8.199574569879e-2,8.389744810148e1,ohm/km
8.713556739157e0,Z,1,1,Z_bb,1.747616825165e-1,1.403839853167e-1,2.241635764557e-1,3.877449976615e1,ohm/km
8.713556739157e0,Z,1,2,Z_bc,8.716833094759e-3,8.153109304737e-2,8.199574569879e-2,8.389744810148e1,ohm/km
8.713556739157e0,Z,2,0,Z_ca,8.718851296799e-3,7.481550427369e-2,7.532182982152e-2,8.335284656789e1,ohm/km
8.713556739157e0,Z,2,1,Z_cb,8.716833094759e-3,8.153109304737e-2,8.199574569879e-2,8.389744810148e1,ohm/km
8.713556739157e0,Z,2,2,Z_cc,1.747657483551e-1,1.403795178158e-1,2.241639485295e-1,3.877295871729e1,ohm/km
8.713556739157e0,Y,0,0,Y_aa,0.000000000000e0,4.667347068426e-7,4.667347068426e-7,9.000000000000e1,S/km
8.713556739157e0,Y,0,1,Y_ab,0.000000000000e0,-1.391844589683e-7,1.391844589683e-7,-9.000000000000e1,S/km
8.713556739157e0,Y,0,2,Y_ac,0.000000000000e0,-8.071608012811e-8,8.071608012811e-8,-9.000000000000e1,S/km
8.713556739157e0,Y,1,0,Y_ba,0.000000000000e0,-1.391844589683e-7,1.391844589683e-7,-9.000000000000e1,S/km
8.713556739157e0,Y,1,1,Y_bb,0.000000000000e0,4.915765309873e-7,4.915765309873e-7,9.000000000000e1,S/km
8.713556739157e0,Y,1,2,Y_bc,0.000000000000e0,-1.391844589683e-7,1.391844589683e-7,-9.000000000000e1,S/km
8.713556739157e0,Y,2,0,Y_ca,0.000000000000e0,-8.071608012811e-8,8.071608012811e-8,-9.000000000000e1,S/km
8.713556739157e0,Y,2,1,Y_cb,0.000000000000e0,-1.391844589683e-7,1.391844589683e-7,-9.000000000000e1,S/km
8.713556739157e0,Y,2,2,Y_cc,0.000000000000e0,4.667347068426e-7,4.667347068426e-7,9.000000000000e1,S/km
8.826567871755e0,Z,0,0,Z_aa,1.748730529880e-1,1.421261161215e-1,2.253451076574e-1,3.910209963023e1,ohm/km
8.826567871755e0,Z,0,1,Z_ab,8.823156523298e-3,8.251450664743e-2,8.298488957818e-2,8.389663626516e1,ohm/km
8.826567871755e0,Z,0,2,Z_ac,8.825211112212e-3,7.571180711202e-2,7.622441923258e-2,8.335142317497e1,ohm/km
8.826567871755e0,Z,1,0,Z_ba,8.823156523298e-3,8.251450664743e-2,8.298488957818e-2,8.389663626516e1,ohm/km
8.826567871755e0,Z,1,1,Z_bb,1.748689136487e-1,1.421306664766e-1,2.253447654457e-1,3.910366125436e1,ohm/km
8.826567871755e0,Z,1,2,Z_bc,8.823156523298e-3,8.251450664743e-2,8.298488957818e-2,8.389663626516e1,ohm/km
8.826567871755e0,Z,2,0,Z_ca,8.825211112212e-3,7.571180711202e-2,7.622441923258e-2,8.335142317497e1,ohm/km
8.826567871755e0,Z,2,1,Z_cb,8.823156523298e-3,8.251450664743e-2,8.298488957818e-2,8.389663626516e1,ohm/km
8.826567871755e0,Z,2,2,Z_cc,1.748730529880e-1,1.421261161215e-1,2.253451076574e-1,3.910209963023e1,ohm/km
8.826567871755e0,Y,0,0,Y_aa,0.000000000000e0,4.727880578934e-7,4.727880578934e-7,9.000000000000e1,S/km
8.826567871755e0,Y,0,1,Y_ab,0.000000000000e0,-1.409896223268e-7,1.409896223268e-7,-9.000000000000e1,S/km
8.826567871755e0,Y,0,2,Y_ac,0.000000000000e0,-8.176293342892e-8,8.176293342892e-8,-9.000000000000e1,S/km
8.826567871755e0,Y,1,0,Y_ba,0.000000000000e0,-1.409896223268e-7,1.409896223268e-7,-9.000000000000e1,S/km
8.826567871755e0,Y,1,1,Y_bb,0.000000000000e0,4.979520699536e-7,4.979520699536e-7,9.000000000000e1,S/km
8.826567871755e0,Y,1,2,Y_bc,0.000000000000e0,-1.409896223268e-7,1.409896223268e-7,-9.000000000000e1,S/km
8.826567871755e0,Y,2,0,Y_ca,0.000000000000e0,-8.176293342892e-8,8.176293342892e-8,-9.000000000000e1,S/km
8.826567871755e0,Y,2,1,Y_cb,0.000000000000e0,-1.409896223268e-7,1.409896223268e-7,-9.000000000000e1,S/km
8.826567871755e0,Y,2,2,Y_cc,0.000000000000e0,4.727880578934e-7,4.727880578934e-7,9.000000000000e1,S/km
8.941044710778e0,Z,0,0,Z_aa,1.749816753068e-1,1.438945983930e-1,2.265485425684e-1,3.943186092265e1,ohm/km
8.941044710778e0,Z,0,1,Z_ab,8.930772526639e-3,8.350990786856e-2,8.398609057539e-2,8.389583637203e1,ohm/km
8.941044710778e0,Z,0,2,Z_ac,8.932864229558e-3,7.661896757811e-2,7.713794303764e-2,8.335001285614e1,ohm/km
8.941044710778e0,Z,1,0,Z_ba,8.930772526639e-3,8.350990786856e-2,8.398609057539e-2,8.389583637203e1,ohm/km
8.941044710778e0,Z,1,1,Z_bb,1.749774609945e-1,1.438992330859e-1,2.265482313742e-1,3.943344324176e1,ohm/km
8.941044710778e0,Z,1,2,Z_bc,8.930772526639e-3,8.350990786856e-2,8.398609057539e-2,8.389583637203e1,ohm/km
8.941044710778e0,Z,2,0,Z_ca,8.932864229558e-3,7.661896757811e-2,7.713794303764e-2,8.335001285614e1,ohm/km
8.941044710778e0,Z,2,1,Z_cb,8.930772526639e-3,8.350990786856e-2,8.398609057539e-2,8.389583637203e1,ohm/km
8.941044710778e0,Z,2,2,Z_cc,1.749816753068e-1,1.438945983930e-1,2.265485425684e-1,3.943186092265e1,ohm/km
8.941044710778e0,Y,0,0,Y_aa,0.000000000000e0,4.789199183381e-7,4.789199183381e-7,9.000000000000e1,S/km
8.941044710778e0,Y,0,1,Y_ab,0.000000000000e0,-1.428181978879e-7,1.428181978879e-7,-9.000000000000e1,S/km
8.941044710778e0,Y,0,2,Y_ac,0.000000000000e0,-8.282336397272e-8,8.282336397272e-8,-9.000000000000e1,S/km
8.941044710778e0,Y,1,0,Y_ba,0.000000000000e0,-1.428181978879e-7,1.428181978879e-7,-9.000000000000e1,S/km
8.941044710778e0,Y,1,1,Y_bb,0.000000000000e0,5.044102969543e-7,5.044102969543e-7,9.000000000000e1,S/km
8.941044710778e0,Y,1,2,Y_bc,0.000000000000e0,-1.428181978879e-7,1.428181978879e-7,-9.000000000000e1,S/km
8.941044710778e0,Y,2,0,Y_ca,0.000000000000e0,-8.282336397272e-8,8.282336397272e-8,-9.000000000000e1,S/km
8.941044710778e0,Y,2,1,Y_cb,0.000000000000e0,-1.428181978879e-7,1.428181978879e-7,-9.000000000000e1,S/km
8.941044710778e0,Y,2,2,Y_cc,0.000000000000e0,4.789199183381e-7,4.789199183381e-7,9.000000000000e1,S/km
9.057006265815e0,Z,0,0,Z_aa,1.750916358960e-1,1.456852389483e-1,2.277746030798e-1,3.976219623241e1,ohm/km
9.057006265815e0,Z,0,1,Z_ab,9.039701051513e-3,8.451744274548e-2,8.499949601813e-2,8.389504544004e1,ohm/km
9.057006265815e0,Z,0,2,Z_ac,9.041830611290e-3,7.753711704625e-2,7.806253403936e-2,8.334861236049e1,ohm/km
9.057006265815e0,Z,1,0,Z_ba,9.039701051513e-3,8.451744274548e-2,8.499949601813e-2,8.389504544004e1,ohm/km
9.057006265815e0,Z,1,1,Z_bb,1.750873451062e-1,1.456899594920e-1,2.277743240866e-1,3.976379936425e1,ohm/km
9.057006265815e0,Z,1,2,Z_bc,9.039701051513e-3,8.451744274548e-2,8.499949601813e-2,8.389504544004e1,ohm/km
9.057006265815e0,Z,2,0,Z_ca,9.041830611290e-3,7.753711704625e-2,7.806253403936e-2,8.334861236049e1,ohm/km
9.057006265815e0,Z,2,1,Z_cb,9.039701051513e-3,8.451744274548e-2,8.499949601813e-2,8.389504544004e1,ohm/km
9.057006265815e0,Z,2,2,Z_cc,1.750916358960e-1,1.456852389483e-1,2.277746030798e-1,3.976219623241e1,ohm/km
9.057006265815e0,Y,0,0,Y_aa,0.000000000000e0,4.851313064102e-7,4.851313064102e-7,9.000000000000e1,S/km
9.057006265815e0,Y,0,1,Y_ab,0.000000000000e0,-1.446704892980e-7,1.446704892980e-7,-9.000000000000e1,S/km
9.057006265815e0,Y,0,2,Y_ac,0.000000000000e0,-8.389754785060e-8,8.389754785060e-8,-9.000000000000e1,S/km
9.057006265815e0,Y,1,0,Y_ba,0.000000000000e0,-1.446704892980e-7,1.446704892980e-7,-9.000000000000e1,S/km
9.057006265815e0,Y,1,1,Y_bb,0.000000000000e0,5.109522844181e-7,5.109522844181e-7,9.000000000000e1,S/km
9.057006265815e0,Y,1,2,Y_bc,0.000000000000e0,-1.446704892980e-7,1.446704892980e-7,-9.000000000000e1,S/km
9.057006265815e0,Y,2,0,Y_ca,0.000000000000e0,-8.389754785060e-8,8.389754785060e-8,-9.000000000000e1,S/km
9.057006265815e0,Y,2,1,Y_cb,0.000000000000e0,-1.446704892980e-7,1.446704892980e-7,-9.000000000000e1,S/km
9.057006265815e0,Y,2,2,Y_cc,0.000000000000e0,4.851313064102e-7,4.851313064102e-7,9.000000000000e1,S/km
9.174471793003e0,Z,0,0,Z_aa,1.752029556986e-1,1.474983154409e-1,2.290236423242e-1,4.009305874761e1,ohm/km
9.174471793003e0,Z,0,1,Z_ab,9.149962387708e-3,8.553725898690e-2,8.602525493533e-2,8.389426051604e1,ohm/km
9.174471793003e0,Z,0,2,Z_ac,9.152130563240e-3,7.846638837448e-2,7.899832655431e-2,8.334721846691e1,ohm/km
9.174471793003e0,Z,1,0,Z_ba,9.149962387708e-3,8.553725898690e-2,8.602525493533e-2,8.389426051604e1,ohm/km
9.174471793003e0,Z,1,1,Z_bb,1.751985868945e-1,1.475031233778e-1,2.290233967438e-1,4.009468280797e1,ohm/km
9.174471793003e0,Z,1,2,Z_bc,9.149962387708e-3,8.553725898690e-2,8.602525493533e-2,8.389426051604e1,ohm/km
9.174471793003e0,Z,2,0,Z_ca,9.152130563240e-3,7.846638837448e-2,7.899832655431e-2,8.334721846691e1,ohm/km
9.174471793003e0,Z,2,1,Z_cb,9.149962387708e-3,8.553725898690e-2,8.602525493533e-2,8.389426051604e1,ohm/km
9.174471793003e0,Z,2,2,Z_cc,1.752029556986e-1,1.474983154409e-1,2.290236423242e-1,4.009305874761e1,ohm/km
9.174471793003e0,Y,0,0,Y_aa,0.000000000000e0,4.914232535493e-7,4.914232535493e-7,9.000000000000e1,S/km
9.174471793003e0,Y,0,1,Y_ab,0.000000000000e0,-1.465468041414e-7,1.465468041414e-7,-9.000000000000e1,S/km
9.174471793003e0,Y,0,2,Y_ac,0.000000000000e0,-8.498566343745e-8,8.498566343745e-8,-9.000000000000e1,S/km
9.174471793003e0,Y,1,0,Y_ba,0.000000000000e0,-1.465468041414e-7,1.465468041414e-7,-9.000000000000e1,S/km
9.174471793003e0,Y,1,1,Y_bb,0.000000000000e0,5.175791186827e-7,5.175791186827e-7,9.000000000000e1,S/km
9.174471793003e0,Y,1,2,Y_bc,0.000000000000e0,-1.465468041414e-7,1.465468041414e-7,-9.000000000000e1,S/km
9.174471793003e0,Y,2,0,Y_ca,0.000000000000e0,-8.498566343745e-8,8.498566343745e-8,-9.000000000000e1,S/km
9.174471793003e0,Y,2,1,Y_cb,0.000000000000e0,-1.465468041414e-7,1.465468041414e-7,-9.000000000000e1,S/km
9.174471793003e0,Y,2,2,Y_cc,0.000000000000e0,4.914232535493e-7,4.914232535493e-7,9.000000000000e1,S/km
9.293460798223e0,Z,0,0,Z_aa,1.753156560208e-1,1.493341088974e-1,2.302960167397e-1,4.042440123795e1,ohm/km
9.293460798223e0,Z,0,1,Z_ab,9.261577171656e-3,8.656950599198e-2,8.706351807389e-2,8.389347867702e1,ohm/km
9.293460798223e0,Z,0,2,Z_ac,9.263784738208e-3,7.940691591856e-2,7.994545642732e-2,8.334582798543e1,ohm/km
9.293460798223e0,Z,1,0,Z_ba,9.261577171656e-3,8.656950599198e-2,8.706351807389e-2,8.389347867702e1,ohm/km
9.293460798223e0,Z,1,1,Z_bb,1.753112076323e-1,1.493390058004e-1,2.302958058127e-1,4.042604634063e1,ohm/km
9.293460798223e0,Z,1,2,Z_bc,9.261577171656e-3,8.656950599198e-2,8.706351807389e-2,8.389347867702e1,ohm/km
9.293460798223e0,Z,2,0,Z_ca,9.263784738208e-3,7.940691591856e-2,7.994545642732e-2,8.334582798543e1,ohm/km
9.293460798223e0,Z,2,1,Z_cb,9.261577171656e-3,8.656950599198e-2,8.706351807389e-2,8.389347867702e1,ohm/km
9.293460798223e0,Z,2,2,Z_cc,1.753156560208e-1,1.493341088974e-1,2.302960167397e-1,4.042440123795e1,ohm/km
9.293460798223e0,Y,0,0,Y_aa,0.000000000000e0,4.977968045723e-7,4.977968045723e-7,9.000000000000e1,S/km
9.293460798223e0,Y,0,1,Y_ab,0.000000000000e0,-1.484474539921e-7,1.484474539921e-7,-9.000000000000e1,S/km
9.293460798223e0,Y,0,2,Y_ac,0.000000000000e0,-8.608789142163e-8,8.608789142163e-8,-9.000000000000e1,S/km
9.293460798223e0,Y,1,0,Y_ba,0.000000000000e0,-1.484474539921e-7,1.484474539921e-7,-9.000000000000e1,S/km
9.293460798223e0,Y,1,1,Y_bb,0.000000000000e0,5.242919001751e-7,5.242919001751e-7,9.000000000000e1,S/km
9.293460798223e0,Y,1,2,Y_bc,0.000000000000e0,-1.484474539921e-7,1.484474539921e-7,-9.000000000000e1,S/km
9.293460798223e0,Y,2,0,Y_ca,0.000000000000e0,-8.608789142163e-8,8.608789142163e-8,-9.000000000000e1,S/km
9.293460798223e0,Y,2,1,Y_cb,0.000000000000e0,-1.484474539921e-7,1.484474539921e-7,-9.000000000000e1,S/km
9.293460798223e0,Y,2,2,Y_cc,0.000000000000e0,4.977968045723e-7,4.977968045723e-7,9.000000000000e1,S/km
9.413993040338e0,Z,0,0,Z_aa,1.754297585351e-1,1.511929037560e-1,2.315920860605e-1,4.075617608675e1,ohm/km
9.413993040338e0,Z,0,1,Z_ab,9.374566389941e-3,8.761433486701e-2,8.811443791563e-2,8.389269703137e1,ohm/km
9.413993040338e0,Z,0,2,Z_ac,9.376814139480e-3,8.035883554607e-2,8.090406104595e-2,8.334443775863e1,ohm/km
9.413993040338e0,Z,1,0,Z_ba,9.374566389941e-3,8.761433486701e-2,8.811443791563e-2,8.389269703137e1,ohm/km
9.413993040338e0,Z,1,1,Z_bb,1.754252289583e-1,1.511978912289e-1,2.315919110572e-1,4.075784234360e1,ohm/km
9.413993040338e0,Z,1,2,Z_bc,9.374566389941e-3,8.761433486701e-2,8.811443791563e-2,8.389269703137e1,ohm/km
9.413993040338e0,Z,2,0,Z_ca,9.376814139480e-3,8.035883554607e-2,8.090406104595e-2,8.334443775863e1,ohm/km
9.413993040338e0,Z,2,1,Z_cb,9.374566389941e-3,8.761433486701e-2,8.811443791563e-2,8.389269703137e1,ohm/km
9.413993040338e0,Z,2,2,Z_cc,1.754297585351e-1,1.511929037560e-1,2.315920860605e-1,4.075617608675e1,ohm/km
9.413993040338e0,Y,0,0,Y_aa,0.000000000000e0,5.042530178469e-7,5.042530178469e-7,9.000000000000e1,S/km
9.413993040338e0,Y,0,1,Y_ab,0.000000000000e0,-1.503727544646e-7,1.503727544646e-7,-9.000000000000e1,S/km
9.413993040338e0,Y,0,2,Y_ac,0.000000000000e0,-8.720441483495e-8,8.720441483495e-8,-9.000000000000e1,S/km
9.413993040338e0,Y,1,0,Y_ba,0.000000000000e0,-1.503727544646e-7,1.503727544646e-7,-9.000000000000e1,S/km
9.413993040338e0,Y,1,1,Y_bb,0.000000000000e0,5.310917435944e-7,5.310917435944e-7,9.000000000000e1,S/km
9.413993040338e0,Y,1,2,Y_bc,0.000000000000e0,-1.503727544646e-7,1.503727544646e-7,-9.000000000000e1,S/km
9.413993040338e0,Y,2,0,Y_ca,0.000000000000e0,-8.720441483495e-8,8.720441483495e-8,-9.000000000000e1,S/km
9.413993040338e0,Y,2,1,Y_cb,0.000000000000e0,-1.503727544646e-7,1.503727544646e-7,-9.000000000000e1,S/km
9.413993040338e0,Y,2,2,Y_cc,0.000000000000e0,5.042530178469e-7,5.042530178469e-7,9.000000000000e1,S/km
9.536088534475e0,Z,0,0,Z_aa,1.755452852848e-1,1.530749879050e-1,2.329122133076e-1,4.108833532380e1,ohm/km
9.536088534475e0,Z,0,1,Z_ab,9.488951382737e-3,8.867189844210e-2,8.917816869431e-2,8.389191272009e1,ohm/km
9.536088534475e0,Z,0,2,Z_ac,9.491240124267e-3,8.132228465068e-2,8.187427935501e-2,8.334304466297e1,ohm/km
9.536088534475e0,Z,1,0,Z_ba,9.488951382737e-3,8.867189844210e-2,8.917816869431e-2,8.389191272009e1,ohm/km
9.536088534475e0,Z,1,1,Z_bb,1.755406728811e-1,1.530800675834e-1,2.329120755283e-1,4.109002284467e1,ohm/km
9.536088534475e0,Z,1,2,Z_bc,9.488951382737e-3,8.867189844210e-2,8.917816869431e-2,8.389191272009e1,ohm/km
9.536088534475e0,Z,2,0,Z_ca,9.491240124267e-3,8.132228465068e-2,8.187427935501e-2,8.334304466297e1,ohm/km
9.536088534475e0,Z,2,1,Z_cb,9.488951382737e-3,8.867189844210e-2,8.917816869431e-2,8.389191272009e1,ohm/km
9.536088534475e0,Z,2,2,Z_cc,1.755452852848e-1,1.530749879050e-1,2.329122133076e-1,4.108833532380e1,ohm/km
9.536088534475e0,Y,0,0,Y_aa,0.000000000000e0,5.107929654675e-7,5.107929654675e-7,9.000000000000e1,S/km
9.536088534475e0,Y,0,1,Y_ab,0.000000000000e0,-1.523230252670e-7,1.523230252670e-7,-9.000000000000e1,S/km
9.536088534475e0,Y,0,2,Y_ac,0.000000000000e0,-8.833541908306e-8,8.833541908306e-8,-9.000000000000e1,S/km
9.536088534475e0,Y,1,0,Y_ba,0.000000000000e0,-1.523230252670e-7,1.523230252670e-7,-9.000000000000e1,S/km
9.536088534475e0,Y,1,1,Y_bb,0.000000000000e0,5.379797780967e-7,5.379797780967e-7,9.000000000000e1,S/km
9.536088534475e0,Y,1,2,Y_bc,0.000000000000e0,-1.523230252670e-7,1.523230252670e-7,-9.000000000000e1,S/km
9.536088534475e0,Y,2,0,Y_ca,0.000000000000e0,-8.833541908306e-8,8.833541908306e-8,-9.000000000000e1,S/km
9.536088534475e0,Y,2,1,Y_cb,0.000000000000e0,-1.523230252670e-7,1.523230252670e-7,-9.000000000000e1,S/km
9.536088534475e0,Y,2,2,Y_cc,0.000000000000e0,5.107929654675e-7,5.107929654675e-7,9.000000000000e1,S/km
9.659767555350e0,Z,0,0,Z_aa,1.756622586873e-1,1.549806527224e-1,2.342567647804e-1,4.142083065872e1,ohm/km
9.659767555350e0,Z,0,1,Z_ab,9.604753847161e-3,8.974235128821e-2,9.025486641284e-2,8.389112291811e1,ohm/km
9.659767555350e0,Z,0,2,Z_ac,9.607084407066e-3,8.229740216646e-2,8.285625187125e-2,8.334164561023e1,ohm/km
9.659767555350e0,Z,1,0,Z_ba,9.604753847161e-3,8.974235128821e-2,9.025486641284e-2,8.389112291811e1,ohm/km
9.659767555350e0,Z,1,1,Z_bb,1.756575617830e-1,1.549858262744e-1,2.342566655562e-1,4.142253955149e1,ohm/km
9.659767555350e0,Z,1,2,Z_bc,9.604753847161e-3,8.974235128821e-2,9.025486641284e-2,8.389112291811e1,ohm/km
9.659767555350e0,Z,2,0,Z_ca,9.607084407066e-3,8.229740216646e-2,8.285625187125e-2,8.334164561023e1,ohm/km
9.659767555350e0,Z,2,1,Z_cb,9.604753847161e-3,8.974235128821e-2,9.025486641284e-2,8.389112291811e1,ohm/km
9.659767555350e0,Z,2,2,Z_cc,1.756622586873e-1,1.549806527224e-1,2.342567647804e-1,4.142083065872e1,ohm/km
9.659767555350e0,Y,0,0,Y_aa,0.000000000000e0,5.174177334329e-7,5.174177334329e-7,9.000000000000e1,S/km
9.659767555350e0,Y,0,1,Y_ab,0.000000000000e0,-1.542985902540e-7,1.542985902540e-7,-9.000000000000e1,S/km
9.659767555350e0,Y,0,2,Y_ac,0.000000000000e0,-8.948109197622e-8,8.948109197622e-8,-9.000000000000e1,S/km
