time,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,minimum,maximum
0.00826388889,0.00800296583,0.00800296583,0.00800296583,0.00800296583,0.00237822449,0.00237822449,0.00173082612,0.00172925266,0.00171651215,0.00171651215,0.00162715373,0.00161347911,-0.00979343148,-0.00979738926,-0.00979738926,-0.00979738926,-0.00979749334,-0.00979343148,0.000491020762,0.000511049396,0.000516390364,0.00048625493,0.00049636173,0.000495993421,0.0100223022,0.0100222809,0.0100223022,0.0100221576,0.0562675407,0.0562554251,0.008,0.008,0.008,0.008,0.000440795301,0.000440795301,0.000440796861,0.000440796861,0.00044079694,0.00044079694,0.000440797119,0.000440797218,-0.00982429498,-0.00982429498,-0.00982429498,-0.00982429498,-0.00982429498,-0.00982429498,0.000529876517,0.000529877848,0.000529878206,0.000529875623,0.000529876864,0.000529875131,0.01,0.01,0.01,0.01,0.0562576801,0.0562576801,-4.36206932e-05,0.00193742919
0.0249305556,0.00801395577,0.00801395577,0.00801395577,0.00801395577,0.0022650896,0.0022650896,0.00164981252,0.00165010985,0.00164608401,0.00164608401,0.00155338781,0.00154027522,-0.00978603741,-0.00978273485,-0.00978273485,-0.00978273485,-0.009782655,-0.00978603741,0.000412137264,0.000472932957,0.000489145134,0.000425112104,0.000428349448,0.000510968847,0.0100346776,0.0100343136,0.0100346776,0.0100326221,0.0564171858,0.0563441489,0.008,0.008,0.008,0.008,0.000440792622,0.000440792622,0.000440795101,0.000440795101,0.000440795202,0.000440795202,0.000440795501,0.000440795531,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,0.000529874932,0.00052987714,0.00052987767,0.000529873532,0.000529875502,0.000529872602,0.009999999,0.00999999998,0.009999999,0.00999999998,0.05625768,0.05625768,-0.000117737668,0.00182429698
0.0415972222,0.00801845748,0.00801845748,0.00801845748,0.00801845748,0.00217792097,0.00217792097,0.00158931503,0.00159045762,0.00159043962,0.00159043962,0.00149807536,0.00148547508,-0.00979163064,-0.00978558557,-0.00978558557,-0.00978558557,-0.00978544194,-0.00979163064,0.00032692988,0.000431815278,0.000459784692,0.000324517945,0.000354899321,0.000415519881,0.0100377691,0.0100374816,0.0100377691,0.0100358213,0.0563404872,0.0562640691,0.008,0.008,0.008,0.008,0.000440793336,0.000440793336,0.000440795636,0.000440795557,0.000440795796,0.000440795796,0.000440796046,0.000440795877,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,0.000529875049,0.000529877398,0.000529877699,0.000529874097,0.000529875798,0.000529873395,0.01,0.01,0.01,0.01,0.05625768,0.05625768,-0.000205356153,0.00173712764
0.0582638889,0.00801797767,0.00801797767,0.00801797767,0.00801797767,0.00214337155,0.00214337155,0.0015656279,0.00156701735,0.00156816401,0.00156816401,0.0014763841,0.00146399851,-0.00979571618,-0.00979004206,-0.00979004206,-0.00979004206,-0.00978991344,-0.00979571618,0.000275759356,0.000407128094,0.000442159713,0.000259704527,0.000310791025,0.000341008679,0.0100370816,0.0100369884,0.0100370816,0.0100359528,0.0562677583,0.0562074207,0.008,0.008,0.008,0.008,0.000440794217,0.000440794217,0.000440796298,0.000440796168,0.000440796497,0.000440796497,0.000440796698,0.000440796259,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,0.000529875101,0.000529877669,0.0005298777,0.000529874758,0.00052987604,0.000529874227,0.01,0.01,0.01,0.01,0.05625768,0.05625768,-0.000270170231,0.00170257733
0.0749305556,0.00801562639,0.00801562639,0.00801562639,0.00801562639,0.00215717506,0.00215717506,0.00157496068,0.00157629831,0.00157713736,0.00157713736,0.00148495102,0.0014724733,-0.00979485552,-0.00979114583,-0.00979114583,-0.00979114583,-0.00979106959,-0.00979485552,0.000261761368,0.000400380894,0.000437346041,0.000242530674,0.000298726583,0.000317993,0.0100355686,0.0100356463,0.0100355686,0.0100352803,0.0562615852,0.0562204206,0.008,0.008,0.008,0.008,0.000440794539,0.000440794539,0.000440796659,0.000440796399,0.000440796839,0.000440796839,0.000440797,0.0004407963,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,0.000529874802,0.000529877899,0.000529877601,0.000529875,0.000529876041,0.00052987447,0.01,0.01,0.01,0.01,0.05625768,0.05625768,-0.000287344326,0.00171638053
0.0915972222,0.00801258459,0.00801258459,0.00801258459,0.00801258459,0.00219547277,0.00219547277,0.00160091875,0.00160208427,0.00160201807,0.00160201807,0.00150876511,0.00149603577,-0.00979227537,-0.00979113497,-0.00979113497,-0.00979113497,-0.00979112284,-0.00979227537,0.000270247341,0.000404483403,0.000440279615,0.000254930155,0.000306043636,0.000329556383,0.0100336189,0.0100338025,0.0100336189,0.0100339457,0.0562954411,0.056272433,0.008,0.008,0.008,0.008,0.00044079454,0.00044079454,0.000440796749,0.0004407964,0.000440797,0.000440797,0.0004407972,0.000440796141,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,0.000529874233,0.000529877999,0.000529877431,0.000529875,0.000529875861,0.000529874401,0.01,0.01,0.01,0.01,0.05625768,0.05625768,-0.000274944845,0.00175467823
0.108263889,0.00800927036,0.00800927036,0.00800927036,0.00800927036,0.00223970521,0.00223970521,0.00163091592,0.00163187581,0.00163074991,0.00163074991,0.00153628154,0.00152326254,-0.00979085858,-0.00979235563,-0.00979235563,-0.00979235563,-0.00979240635,-0.00979085858,0.000288823742,0.000413454313,0.000446689053,0.000280206288,0.000322058574,0.000356404058,0.0100312096,0.010031437,0.0100312096,0.0100318965,0.0563339411,0.0563271481,0.008,0.008,0.008,0.008,0.00044079442,0.00044079442,0.000440796799,0.00044079634,0.00044079713,0.00044079713,0.000440797329,0.000440795931,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,0.000529873652,0.000529878199,0.000529877201,0.00052987493,0.00052987575,0.000529874301,0.01,0.01,0.01,0.01,0.05625768,0.05625768,-0.000249668642,0.00179891079
0.124930556,0.00800589288,0.00800589288,0.00800589288,0.00800589288,0.00228067039,0.00228067039,0.00165875144,0.00165950298,0.00165732564,0.00165732564,0.00156180763,0.00154852279,-0.009791829,-0.00979576862,-0.00979576862,-0.00979576862,-0.00979587531,-0.009791829,0.000310867612,0.00042409768,0.000454292283,0.000309098032,0.000341062311,0.000386964891,0.0100284423,0.0100286685,0.0100284423,0.0100292864,0.0563555751,0.0563624918,0.008,0.008,0.008,0.008,0.0004407944,0.0004407944,0.000440796919,0.0004407963,0.00044079724,0.00044079724,0.00044079742,0.000440795761,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,0.000529873072,0.000529878369,0.000529877,0.00052987493,0.0005298756,0.00052987423,0.01,0.01,0.01,0.01,0.05625768,0.056257688,-0.000220776898,0.00183987599
0.141597222,0.00800262688,0.00800262688,0.00800262688,0.00800262688,0.0023159581,0.0023159581,0.0016828191,0.00168336222,0.00168015805,0.00168015805,0.00158386658,0.00157035663,-0.0097951441,-0.00980121025,-0.00980121025,-0.00980121025,-0.00980136407,-0.0097951441,0.000334145007,0.000435335763,0.000462319881,0.000338284437,0.000361129223,0.000416563265,0.0100255402,0.0100257381,0.0100255402,0.0100264056,0.0563531278,0.0563704838,0.008,0.008,0.008,0.008,0.0004407944,0.0004407944,0.000440797,0.0004407963,0.000440797399,0.000440797399,0.00044079762,0.000440795561,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,0.000529872503,0.000529878599,0.000529876801,0.000529875,0.000529875451,0.00052987423,0.01,0.01,0.01,0.01,0.05625768,0.056257688,-0.000195727496,0.0018751637
0.158263889,0.00799962372,0.00799962372,0.00799962372,0.00799962372,0.00234630327,0.00234630327,0.00170363363,0.00170395987,0.00169971183,0.00169971183,0.00160292854,0.00158923005,-0.00980020582,-0.00980803369,-0.00980803369,-0.00980803369,-0.00980822546,-0.00980020582,0.000358316073,0.00044700471,0.000470654929,0.000367108538,0.000381966391,0.000443859327,0.0100227154,0.0100228721,0.0100227154,0.0100235236,0.0563287361,0.0563526661,0.008,0.008,0.008,0.008,0.0004407944,0.0004407944,0.00044079713,0.000440796399,0.000440797539,0.000440797539,0.00044079777,0.0004407955,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,-0.009824295,0.000529872002,0.00052987883,0.000529876602,0.000529875099,0.00052987545,0.0005298743,0.01,0.01,0.01,0.01,0.05625768,0.056257688,-0.00017155593,0.00190550887
