t,Bus_Bus 1_Vm,Genrou_DV1_speed
1.6166670000000001e+00,9.6925532800000003e-01,1.0081797840000000e+00
1.6208330000000000e+00,9.6928846800000001e-01,1.0081226830000001e+00
1.6250000000000000e+00,9.6931982000000005e-01,1.0080484150000000e+00
1.6291670000000000e+00,9.6932339700000003e-01,1.0079573390000001e+00
1.6333329999999999e+00,9.6932566200000003e-01,1.0078495740000000e+00
1.6375000000000000e+00,9.6930068700000005e-01,1.0077254769999999e+00
1.6416670000000000e+00,9.6927487899999998e-01,1.0075852869999999e+00
1.6458330000000001e+00,9.6922344000000005e-01,1.0074293610000000e+00
1.6499999999999999e+00,9.6917176199999999e-01,1.0072579380000000e+00
1.6541669999999999e+00,9.6909677999999999e-01,1.0070714949999999e+00
1.6583330000000001e+00,9.6902221399999999e-01,1.0068706270000001e+00
1.6625000000000001e+00,9.6892780099999998e-01,1.0066556929999999e+00
1.6666669999999999e+00,9.6883434099999999e-01,1.0064271690000000e+00
1.6708330000000000e+00,9.6872538300000000e-01,1.0061857700000001e+00
1.6750000000000000e+00,9.6861797599999999e-01,1.0059317350000001e+00
1.6791670000000001e+00,9.6850001799999996e-01,1.0056660180000001e+00
1.6833330000000000e+00,9.6838420599999997e-01,1.0053892140000000e+00
1.6875000000000000e+00,9.6826344700000000e-01,1.0051019189999999e+00
1.6916670000000000e+00,9.6814537000000001e-01,1.0048047300000000e+00
1.6958329999999999e+00,9.6802818800000001e-01,1.0044987200000000e+00
1.7000000000000000e+00,9.6791416399999997e-01,1.0041843650000000e+00
1.7041670000000000e+00,9.6780687600000004e-01,1.0038625000000001e+00
1.7083330000000001e+00,9.6770310400000004e-01,1.0035339590000001e+00
1.7124999999999999e+00,9.6761178999999997e-01,1.0031995770000000e+00
1.7166669999999999e+00,9.6752405200000002e-01,1.0028600690000000e+00
1.7208330000000001e+00,9.6745407600000000e-01,1.0025166270000001e+00
1.7250000000000001e+00,9.6738755700000001e-01,1.0021696090000001e+00
1.7291669999999999e+00,9.6734327099999995e-01,1.0018203260000000e+00
1.7333330000000000e+00,9.6730214400000003e-01,1.0014693740000000e+00
1.7375000000000000e+00,9.6728676599999996e-01,1.0011177060000001e+00
1.7416670000000001e+00,9.6727406999999999e-01,1.0007661580000000e+00
1.7458330000000000e+00,9.6728944800000005e-01,1.0004159210000001e+00
1.7500000000000000e+00,9.6730679300000000e-01,1.0000673529999999e+00
1.7541670000000000e+00,9.6735340400000003e-01,9.9972164600000002e-01
1.7583329999999999e+00,9.6740102800000005e-01,9.9937963500000004e-01
1.7625000000000000e+00,9.6747785799999997e-01,9.9904209399999999e-01
1.7666670000000000e+00,9.6755462900000000e-01,9.9870973799999996e-01
1.7708330000000001e+00,9.6765917499999998e-01,9.9838364099999999e-01
1.7749999999999999e+00,9.6776258900000001e-01,9.9806428000000003e-01
1.7791669999999999e+00,9.6789139499999999e-01,9.9775266600000001e-01
1.7833330000000001e+00,9.6801775700000003e-01,9.9744939799999999e-01
1.7875000000000001e+00,9.6816611299999999e-01,9.9715524899999997e-01
1.7916669999999999e+00,9.6831089299999995e-01,9.9687075599999997e-01
1.7958330000000000e+00,9.6847355400000001e-01,9.9659681300000003e-01
1.8000000000000000e+00,9.6863150600000003e-01,9.9633371800000003e-01
1.8041670000000001e+00,9.6880269100000005e-01,9.9608224599999995e-01
1.8083330000000000e+00,9.6896815300000005e-01,9.9584287400000004e-01
1.8125000000000000e+00,9.6914213900000001e-01,9.9561607799999996e-01
1.8166670000000000e+00,9.6930962799999998e-01,9.9540227699999995e-01
1.8208329999999999e+00,9.6948075300000003e-01,9.9520206499999997e-01
1.8250000000000000e+00,9.6964496400000000e-01,9.9501550200000000e-01
1.8291670000000000e+00,9.6980827999999997e-01,9.9484312500000005e-01
1.8333330000000001e+00,9.6996432499999996e-01,9.9468511299999995e-01
1.8374999999999999e+00,9.7011560200000002e-01,9.9454170500000005e-01
1.8416669999999999e+00,9.7025966600000002e-01,9.9441307800000001e-01
1.8458330000000001e+00,9.7039556500000002e-01,9.9429947100000005e-01
1.8500000000000001e+00,9.7052454899999996e-01,9.9420076599999996e-01
1.8541669999999999e+00,9.7064292399999996e-01,9.9411720000000003e-01
1.8583330000000000e+00,9.7075480199999997e-01,9.9404865499999995e-01
1.8625000000000000e+00,9.7085458000000002e-01,9.9399512999999995e-01
1.8666670000000001e+00,9.7094863700000000e-01,9.9395656600000004e-01
1.8708330000000000e+00,9.7102975800000002e-01,9.9393278399999996e-01
1.8750000000000000e+00,9.7110605200000000e-01,9.9392366399999998e-01
1.8791670000000000e+00,9.7116959100000000e-01,9.9392890899999997e-01
1.8833329999999999e+00,9.7122931499999998e-01,9.9394839999999995e-01
1.8875000000000000e+00,9.7127711800000005e-01,9.9398177899999995e-01
1.8916670000000000e+00,9.7132217899999995e-01,9.9402880699999996e-01
1.8958330000000001e+00,9.7135680899999999e-01,9.9408900700000002e-01
1.8999999999999999e+00,9.7138983000000001e-01,9.9416220200000005e-01
1.9041669999999999e+00,9.7141432800000005e-01,9.9424791300000004e-01
1.9083330000000001e+00,9.7143828899999995e-01,9.9434566499999999e-01
1.9125000000000001e+00,9.7145593200000002e-01,9.9445509899999995e-01
1.9166669999999999e+00,9.7147405099999995e-01,9.9457573899999996e-01
1.9208330000000000e+00,9.7148835700000002e-01,9.9470704799999998e-01
1.9250000000000000e+00,9.7150391300000005e-01,9.9484860900000005e-01
1.9291670000000001e+00,9.7151809899999997e-01,9.9499988600000000e-01
1.9333330000000000e+00,9.7153425199999999e-01,9.9516034099999995e-01
1.9375000000000000e+00,9.7155141800000000e-01,9.9532949900000001e-01
1.9416670000000000e+00,9.7157102799999995e-01,9.9550682300000004e-01
1.9458329999999999e+00,9.7159373800000004e-01,9.9569165699999995e-01
1.9500000000000000e+00,9.7161930799999996e-01,9.9588358399999999e-01
1.9541670000000000e+00,9.7164982600000005e-01,9.9608188900000005e-01
1.9583330000000001e+00,9.7168332300000004e-01,9.9628597500000005e-01
1.9624999999999999e+00,9.7172325800000003e-01,9.9649524700000003e-01
1.9666669999999999e+00,9.7176617399999998e-01,9.9670934700000002e-01
1.9708330000000001e+00,9.7181671900000000e-01,9.9692744000000000e-01
1.9750000000000001e+00,9.7187018400000003e-01,9.9714934799999999e-01
1.9791669999999999e+00,9.7193199399999997e-01,9.9737423700000005e-01
1.9833330000000000e+00,9.7199648599999999e-01,9.9760174800000001e-01
1.9875000000000000e+00,9.7206974000000002e-01,9.9783122499999999e-01
1.9916670000000001e+00,9.7214531900000001e-01,9.9806237200000003e-01
1.9958330000000000e+00,9.7222971899999999e-01,9.9829441299999999e-01
2.0000000000000000e+00,9.7231602699999997e-01,9.9852704999999997e-01
2.0041669999999998e+00,9.7241097700000001e-01,9.9875974700000003e-01
2.0083329999999999e+00,9.7250717900000005e-01,9.9899190699999996e-01
2.0125000000000002e+00,9.7261166600000004e-01,9.9922323199999996e-01
2.0166670000000000e+00,9.7271692799999998e-01,9.9945318699999997e-01
2.0208330000000001e+00,9.7282970000000002e-01,9.9968117499999998e-01
2.0249999999999999e+00,9.7294270999999999e-01,9.9990707599999995e-01
2.0291670000000002e+00,9.7306233600000003e-01,1.0001301770000000e+00
2.0333329999999998e+00,9.7318172500000000e-01,1.0003501180000001e+00
2.0375000000000001e+00,9.7330671499999999e-01,1.0005666019999999e+00
2.0416669999999999e+00,9.7343099099999997e-01,1.0007791520000000e+00
2.0458330000000000e+00,9.7355961800000002e-01,1.0009872909999999e+00
2.0499999999999998e+00,9.7368723199999996e-01,1.0011907819999999e+00
2.0541670000000001e+00,9.7381800399999996e-01,1.0013892650000000e+00
2.0583330000000002e+00,9.7394728699999999e-01,1.0015822649999999e+00
2.0625000000000000e+00,9.7407853600000005e-01,1.0017694230000000e+00
2.0666669999999998e+00,9.7420805700000002e-01,1.0019506220000001e+00
2.0708329999999999e+00,9.7433817400000000e-01,1.0021253820000000e+00
2.0750000000000002e+00,9.7446638299999999e-01,1.0022935870000000e+00
2.0791670000000000e+00,9.7459387799999997e-01,1.0024547580000001e+00
2.0833330000000001e+00,9.7471934599999999e-01,1.0026086569999999e+00
2.0874999999999999e+00,9.7484290600000001e-01,1.0027551649999999e+00
2.0916670000000002e+00,9.7496426100000000e-01,1.0028940440000000e+00
2.0958329999999998e+00,9.7508251700000004e-01,1.0030249360000001e+00
2.1000000000000001e+00,9.7519862700000004e-01,1.0031478400000000e+00
2.1041669999999999e+00,9.7531044499999997e-01,1.0032624010000000e+00
2.1083330000000000e+00,9.7542011699999998e-01,1.0033684970000001e+00
2.1124999999999998e+00,9.7552454499999997e-01,1.0034660099999999e+00
2.1166670000000001e+00,9.7562682599999995e-01,1.0035548210000000e+00
2.1208330000000002e+00,9.7572296900000000e-01,1.0036348100000001e+00
2.1250000000000000e+00,9.7581714399999997e-01,1.0037058590000001e+00
2.1291669999999998e+00,9.7590428600000001e-01,1.0037678480000001e+00
2.1333329999999999e+00,9.7598958000000002e-01,1.0038207770000001e+00
2.1375000000000002e+00,9.7606730500000005e-01,1.0038646460000000e+00
2.1416670000000000e+00,9.7614336000000002e-01,1.0038994550000000e+00
2.1458330000000001e+00,9.7621124999999997e-01,1.0039249660000000e+00
2.1499999999999999e+00,9.7627770899999999e-01,1.0039414170000001e+00
2.1541670000000002e+00,9.7633576399999999e-01,1.0039488080000001e+00
2.1583329999999998e+00,9.7639262699999996e-01,1.0039471390000001e+00
2.1625000000000001e+00,9.7644090699999997e-01,1.0039365290000000e+00
2.1666669999999999e+00,9.7648823299999998e-01,1.0039169790000000e+00
2.1708330000000000e+00,9.7652709500000001e-01,1.0038886069999999e+00
2.1749999999999998e+00,9.7656524199999994e-01,1.0038516520000000e+00
2.1791670000000001e+00,9.7659528299999998e-01,1.0038061140000001e+00
2.1833330000000002e+00,9.7662484599999999e-01,1.0037523509999999e+00
2.1875000000000000e+00,9.7664672100000005e-01,1.0036902430000001e+00
2.1916669999999998e+00,9.7666847700000003e-01,1.0036201480000000e+00
2.1958329999999999e+00,9.7668325899999997e-01,1.0035424230000001e+00
2.2000000000000002e+00,9.7669810099999999e-01,1.0034569499999999e+00
2.2041670000000000e+00,9.7670686200000001e-01,1.0033643249999999e+00
2.2083330000000001e+00,9.7671598199999998e-01,1.0032645460000000e+00
2.2124999999999999e+00,9.7672009500000001e-01,1.0031580920000001e+00
2.2166670000000002e+00,9.7672474399999998e-01,1.0030450820000001e+00
2.2208329999999998e+00,9.7672557800000004e-01,1.0029259920000000e+00
2.2250000000000001e+00,9.7672706799999998e-01,1.0028009410000001e+00
2.2291669999999999e+00,9.7672611499999995e-01,1.0026704070000001e+00
2.2333330000000000e+00,9.7672593600000002e-01,1.0025346280000000e+00
2.2374999999999998e+00,9.7672462500000001e-01,1.0023940800000000e+00
2.2416670000000001e+00,9.7672426700000003e-01,1.0022490020000001e+00
2.2458330000000002e+00,9.7672402899999999e-01,1.0020999909999999e+00
2.2500000000000000e+00,9.7672486300000005e-01,1.0019470450000001e+00
2.2541669999999998e+00,9.7672712800000006e-01,1.0017908810000000e+00
2.2583329999999999e+00,9.7673046600000002e-01,1.0016317370000001e+00
2.2625000000000002e+00,9.7673636699999999e-01,1.0014702080000000e+00
2.2666670000000000e+00,9.7674340000000004e-01,1.0013064149999999e+00
2.2708330000000001e+00,9.7675400999999995e-01,1.0011409520000001e+00
2.2749999999999999e+00,9.7676563299999997e-01,1.0009740590000000e+00
2.2791670000000002e+00,9.7678184499999998e-01,1.0008064510000001e+00
2.2833329999999998e+00,9.7679889200000003e-01,1.0006382469999999e+00
2.2875000000000001e+00,9.7682118399999995e-01,1.0004700419999999e+00
2.2916669999999999e+00,9.7684413199999998e-01,1.0003020760000001e+00
2.2958330000000000e+00,9.7687280200000004e-01,1.0001349450000001e+00
2.2999999999999998e+00,9.7690200800000004e-01,9.9996894599999997e-01
2.3041670000000001e+00,9.7693711500000002e-01,9.9980449699999996e-01
2.3083330000000002e+00,9.7697252000000001e-01,9.9964189500000000e-01
2.3125000000000000e+00,9.7701382599999997e-01,9.9948167799999998e-01
2.3166669999999998e+00,9.7705519200000002e-01,9.9932402399999998e-01
2.3208329999999999e+00,9.7710227999999999e-01,9.9916952800000003e-01
2.3250000000000002e+00,9.7714918900000003e-01,9.9901831200000002e-01
2.3291670000000000e+00,9.7720134299999994e-01,9.9887090899999997e-01
2.3333330000000001e+00,9.7725307900000002e-01,9.9872749999999999e-01
2.3374999999999999e+00,9.7730952500000001e-01,9.9858850200000004e-01
2.3416670000000002e+00,9.7736531500000001e-01,9.9845409399999996e-01
2.3458329999999998e+00,9.7742515799999996e-01,9.9832469199999996e-01
2.3500000000000001e+00,9.7748410699999999e-01,9.9820047599999995e-01
2.3541669999999999e+00,9.7754627500000002e-01,9.9808168399999997e-01
2.3583330000000000e+00,9.7760742899999997e-01,9.9796867400000000e-01
2.3624999999999998e+00,9.7767102699999997e-01,9.9786150500000004e-01
2.3666670000000001e+00,9.7773343300000004e-01,9.9776047499999998e-01
2.3708330000000002e+00,9.7779744899999999e-01,9.9766570300000001e-01
2.3750000000000000e+00,9.7786021199999995e-01,9.9757742900000002e-01
2.3791669999999998e+00,9.7792380999999995e-01,9.9749571100000001e-01
2.3833329999999999e+00,9.7798609700000005e-01,9.9742072800000003e-01
2.3875000000000002e+00,9.7804856299999998e-01,9.9735253999999995e-01
2.3916670000000000e+00,9.7810971700000005e-01,9.9729126700000004e-01
2.3958330000000001e+00,9.7817039500000003e-01,9.9723702700000005e-01
2.3999999999999999e+00,9.7822988000000000e-01,9.9718970100000004e-01
2.4041670000000002e+00,9.7828841200000005e-01,9.9714952700000004e-01
2.4083329999999998e+00,9.7834575199999996e-01,9.9711632699999997e-01
2.4125000000000001e+00,9.7840195900000004e-01,9.9709022000000003e-01
2.4166669999999999e+00,9.7845709300000006e-01,9.9707114699999999e-01
2.4208330000000000e+00,9.7851079699999999e-01,9.9705904700000003e-01
2.4249999999999998e+00,9.7856366600000000e-01,9.9705386200000001e-01
2.4291670000000001e+00,9.7861504600000004e-01,9.9705547100000003e-01
2.4333330000000002e+00,9.7866570900000005e-01,9.9706387500000004e-01
2.4375000000000000e+00,9.7871500300000003e-01,9.9707889599999999e-01
2.4416669999999998e+00,9.7876387799999998e-01,9.9710041299999996e-01
2.4458329999999999e+00,9.7881144300000000e-01,9.9712830799999996e-01
2.4500000000000002e+00,9.7885882899999999e-01,9.9716246100000006e-01
2.4541670000000000e+00,9.7890520100000000e-01,9.9720263499999995e-01
2.4583330000000001e+00,9.7895151400000002e-01,9.9724870899999996e-01
2.4624999999999999e+00,9.7899723100000002e-01,9.9730044600000001e-01
2.4666670000000002e+00,9.7904300700000002e-01,9.9735766599999998e-01
2.4708329999999998e+00,9.7908854499999998e-01,9.9742013200000001e-01
2.4750000000000001e+00,9.7913438100000005e-01,9.9748772399999996e-01
2.4791669999999999e+00,9.7918039599999995e-01,9.9756014299999995e-01
2.4833330000000000e+00,9.7922670800000000e-01,9.9763709300000003e-01
2.4874999999999998e+00,9.7927367700000001e-01,9.9771845299999995e-01
2.4916670000000001e+00,9.7932112199999999e-01,9.9780386700000001e-01
2.4958330000000002e+00,9.7936946199999997e-01,9.9789303500000004e-01
2.5000000000000000e+00,9.7941827800000003e-01,9.9798584000000001e-01
2.5041669999999998e+00,9.7946840499999999e-01,9.9808180300000005e-01
2.5083329999999999e+00,9.7951912900000004e-01,9.9818074700000003e-01
2.5125000000000002e+00,9.7957134199999996e-01,9.9828243299999997e-01
2.5166670000000000e+00,9.7962415199999997e-01,9.9838662099999997e-01
2.5208330000000001e+00,9.7967868999999996e-01,9.9849295599999999e-01
2.5249999999999999e+00,9.7973376499999998e-01,9.9860125799999999e-01
2.5291670000000002e+00,9.7979074700000002e-01,9.9871116900000001e-01
2.5333329999999998e+00,9.7984820600000000e-01,9.9882251000000000e-01
2.5375000000000001e+00,9.7990763199999997e-01,9.9893498400000003e-01
2.5416669999999999e+00,9.7996741499999995e-01,9.9904835199999997e-01
2.5458330000000000e+00,9.8002916600000001e-01,9.9916225700000005e-01
2.5499999999999998e+00,9.8009121399999999e-01,9.9927651900000003e-01
2.5541670000000001e+00,9.8015511000000000e-01,9.9939089999999997e-01
2.5583330000000002e+00,9.8021912600000005e-01,9.9950510299999995e-01
2.5625000000000000e+00,9.8028486999999997e-01,9.9961888799999998e-01
2.5666669999999998e+00,9.8035073299999997e-01,9.9973201800000000e-01
2.5708329999999999e+00,9.8041796699999995e-01,9.9984419300000005e-01
2.5750000000000002e+00,9.8048514099999995e-01,9.9995535599999996e-01
2.5791670000000000e+00,9.8055350799999996e-01,1.0000650879999999e+00
2.5833330000000001e+00,9.8062169600000004e-01,1.0001732109999999e+00
2.5874999999999999e+00,9.8069071799999996e-01,1.0002795460000000e+00
2.5916670000000002e+00,9.8075950099999998e-01,1.0003838540000001e+00
2.5958329999999998e+00,9.8082870200000005e-01,1.0004858969999999e+00
2.6000000000000001e+00,9.8089760500000001e-01,1.0005855560000001e+00
2.6041669999999999e+00,9.8096650799999996e-01,1.0006825920000000e+00
2.6083330000000000e+00,9.8103499400000005e-01,1.0007768870000000e+00
2.6124999999999998e+00,9.8110312200000005e-01,1.0008680820000000e+00
2.6166670000000001e+00,9.8117077399999997e-01,1.0009561780000000e+00
2.6208330000000002e+00,9.8123764999999996e-01,1.0010408159999999e+00
2.6250000000000000e+00,9.8130399000000001e-01,1.0011221170000000e+00
2.6291669999999998e+00,9.8136919700000003e-01,1.0011998410000000e+00
2.6333329999999999e+00,9.8143380899999999e-01,1.0012737510000000e+00
2.6375000000000002e+00,9.8149693000000005e-01,1.0013438459999999e+00
2.6416670000000000e+00,9.8155939599999997e-01,1.0014098880000000e+00
2.6458330000000001e+00,9.8162001399999999e-01,1.0014718770000000e+00
2.6499999999999999e+00,9.8167997600000001e-01,1.0015296940000000e+00
2.6541670000000002e+00,9.8173785199999997e-01,1.0015832190000000e+00
2.6583329999999998e+00,9.8179501300000005e-01,1.0016323330000001e+00
2.6625000000000001e+00,9.8184984900000005e-01,1.0016770360000000e+00
2.6666669999999999e+00,9.8190403000000004e-01,1.0017173290000001e+00
2.6708330000000000e+00,9.8195552799999997e-01,1.0017530920000000e+00
2.6749999999999998e+00,9.8200648999999995e-01,1.0017843250000000e+00
2.6791670000000001e+00,9.8205465100000000e-01,1.0018109079999999e+00
2.6833330000000002e+00,9.8210227500000002e-01,1.0018329619999999e+00
2.6875000000000000e+00,9.8214703800000003e-01,1.0018503670000001e+00
2.6916669999999998e+00,9.8219126499999998e-01,1.0018632409999999e+00
2.6958329999999999e+00,9.8223257100000005e-01,1.0018714670000000e+00
2.7000000000000002e+00,9.8227345899999996e-01,1.0018751619999999e+00
2.7041670000000000e+00,9.8231142800000004e-01,1.0018743280000000e+00
2.7083330000000001e+00,9.8234903799999995e-01,1.0018690820000000e+00
2.7124999999999999e+00,9.8238378800000004e-01,1.0018593069999999e+00
2.7166670000000002e+00,9.8241829899999999e-01,1.0018451209999999e+00
2.7208329999999998e+00,9.8245000800000004e-01,1.0018267630000000e+00
2.7250000000000001e+00,9.8248159899999998e-01,1.0018041129999999e+00
2.7291669999999999e+00,9.8251062600000005e-01,1.0017774110000000e+00
2.7333330000000000e+00,9.8253959400000002e-01,1.0017466550000000e+00
2.7374999999999998e+00,9.8256617800000001e-01,1.0017119649999999e+00
2.7416670000000001e+00,9.8259282100000001e-01,1.0016735790000000e+00
2.7458330000000002e+00,9.8261737800000004e-01,1.0016313790000000e+00
2.7500000000000000e+00,9.8264199500000005e-01,1.0015857220000000e+00
2.7541669999999998e+00,9.8266488299999999e-01,1.0015366080000001e+00
2.7583329999999999e+00,9.8268789099999998e-01,1.0014842749999999e+00
2.7625000000000002e+00,9.8270952700000003e-01,1.0014288430000000e+00
2.7666670000000000e+00,9.8273140199999998e-01,1.0013704299999999e+00
2.7708330000000001e+00,9.8275220399999996e-01,1.0013092760000000e+00
2.7749999999999999e+00,9.8277324399999999e-01,1.0012453790000000e+00
2.7791670000000002e+00,9.8279362900000000e-01,1.0011790990000000e+00
2.7833329999999998e+00,9.8281431200000002e-01,1.0011106729999999e+00
2.7875000000000001e+00,9.8283463699999996e-01,1.0010399820000000e+00
2.7916669999999999e+00,9.8285531999999998e-01,1.0009675030000000e+00
2.7958330000000000e+00,9.8287600300000000e-01,1.0008933540000000e+00
2.7999999999999998e+00,9.8289704300000003e-01,1.0008175370000001e+00
2.8041670000000001e+00,9.8291844100000003e-01,1.0007405279999999e+00
2.8083330000000002e+00,9.8294019700000002e-01,1.0006623269999999e+00
2.8125000000000000e+00,9.8296260800000002e-01,1.0005831720000000e+00
2.8166669999999998e+00,9.8298531800000000e-01,1.0005033020000000e+00
2.8208329999999999e+00,9.8300892100000004e-01,1.0004229549999999e+00
2.8250000000000002e+00,9.8303288200000005e-01,1.0003422500000001e+00
2.8291670000000000e+00,9.8305791600000003e-01,1.0002614260000000e+00
2.8333330000000001e+00,9.8308324800000002e-01,1.0001806019999999e+00
2.8374999999999999e+00,9.8310983200000002e-01,1.0001000170000001e+00
2.8416670000000002e+00,9.8313665400000005e-01,1.0000199080000001e+00
2.8458329999999998e+00,9.8316490700000003e-01,9.9994045499999995e-01
2.8500000000000001e+00,9.8319333799999997e-01,9.9986177700000001e-01
2.8541669999999999e+00,9.8322319999999996e-01,9.9978405199999998e-01
2.8583330000000000e+00,9.8325324100000000e-01,9.9970758000000004e-01
2.8624999999999998e+00,9.8328471200000001e-01,9.9963241800000002e-01
2.8666670000000001e+00,9.8331630199999998e-01,9.9955868699999995e-01
2.8708330000000002e+00,9.8334932300000000e-01,9.9948674400000004e-01
2.8750000000000000e+00,9.8338234400000002e-01,9.9941659000000005e-01
2.8791669999999998e+00,9.8341679599999998e-01,9.9934840199999997e-01
2.8833329999999999e+00,9.8345118799999998e-01,9.9928236000000004e-01
2.8875000000000002e+00,9.8348689099999997e-01,9.9921852400000000e-01
2.8916670000000000e+00,9.8352253400000000e-01,9.9915713100000003e-01
2.8958330000000001e+00,9.8355937000000004e-01,9.9909824100000000e-01
2.8999999999999999e+00,9.8359602700000004e-01,9.9904197500000003e-01
2.9041670000000002e+00,9.8363375700000000e-01,9.9898850900000002e-01
2.9083329999999998e+00,9.8367136700000002e-01,9.9893778600000005e-01
2.9125000000000001e+00,9.8370981199999996e-01,9.9889004199999998e-01
2.9166669999999999e+00,9.8374813800000005e-01,9.9884527899999997e-01
2.9208330000000000e+00,9.8378717900000001e-01,9.9880367500000000e-01
2.9249999999999998e+00,9.8382604100000004e-01,9.9876517099999995e-01
2.9291670000000001e+00,9.8386555899999995e-01,9.9872982499999996e-01
2.9333330000000002e+00,9.8390477899999995e-01,9.9869781700000004e-01
2.9375000000000000e+00,9.8394459499999998e-01,9.9866908799999998e-01
2.9416669999999998e+00,9.8398417199999999e-01,9.9864363700000003e-01
2.9458329999999999e+00,9.8402410699999998e-01,9.9862158300000003e-01
2.9500000000000002e+00,9.8406386400000001e-01,9.9860286700000001e-01
2.9541670000000000e+00,9.8410391799999997e-01,9.9858754900000002e-01
2.9583330000000001e+00,9.8414373399999999e-01,9.9857562799999999e-01
2.9624999999999999e+00,9.8418384800000003e-01,9.9856698499999996e-01
2.9666670000000002e+00,9.8422378300000002e-01,9.9856173999999998e-01
2.9708329999999998e+00,9.8426389700000005e-01,9.9855977299999998e-01
2.9750000000000001e+00,9.8430389200000001e-01,9.9856114399999996e-01
2.9791669999999999e+00,9.8434400600000005e-01,9.9856567399999996e-01
2.9833330000000000e+00,9.8438406000000001e-01,9.9857342199999999e-01
2.9874999999999998e+00,9.8442423300000004e-01,9.9858433000000002e-01
2.9916670000000001e+00,9.8446434699999996e-01,9.9859827800000001e-01
2.9958330000000002e+00,9.8450457999999996e-01,9.9861514600000001e-01
3.0000000000000000e+00,9.8454481400000005e-01,9.9863505399999997e-01
3.0041669999999998e+00,9.8458516600000001e-01,9.9865770300000001e-01
3.0083329999999999e+00,9.8462557799999995e-01,9.9868315500000004e-01
3.0125000000000002e+00,9.8466616900000004e-01,9.9871122800000001e-01
3.0166670000000000e+00,9.8470675900000004e-01,9.9874186499999995e-01
3.0208330000000001e+00,9.8474758900000003e-01,9.9877494600000005e-01
3.0249999999999999e+00,9.8478847700000005e-01,9.9881041000000004e-01
3.0291670000000002e+00,9.8482960500000005e-01,9.9884802100000003e-01
3.0333329999999998e+00,9.8487079099999997e-01,9.9888777699999998e-01
3.0375000000000001e+00,9.8491227599999998e-01,9.9892944100000003e-01
3.0416669999999999e+00,9.8495382099999995e-01,9.9897301199999999e-01
3.0458330000000000e+00,9.8499566299999997e-01,9.9901819199999997e-01
3.0499999999999998e+00,9.8503762500000003e-01,9.9906504200000001e-01
3.0541670000000001e+00,9.8507994399999999e-01,9.9911332100000005e-01
3.0583330000000002e+00,9.8512226300000005e-01,9.9916291199999996e-01
3.0625000000000000e+00,9.8516499999999996e-01,9.9921369599999998e-01
3.0666669999999998e+00,9.8520779599999997e-01,9.9926561100000000e-01
3.0708329999999999e+00,9.8525088999999999e-01,9.9931842100000001e-01
3.0750000000000002e+00,9.8529404399999998e-01,9.9937206499999998e-01
3.0791670000000000e+00,9.8533749599999998e-01,9.9942636500000004e-01
3.0833330000000001e+00,9.8538100699999998e-01,9.9948120100000004e-01
3.0874999999999999e+00,9.8542475699999998e-01,9.9953645499999999e-01
3.0916670000000002e+00,9.8546856599999999e-01,9.9959200599999998e-01
3.0958329999999998e+00,9.8551255500000001e-01,9.9964767700000001e-01
3.1000000000000001e+00,9.8555654299999995e-01,9.9970340700000004e-01
3.1041669999999999e+00,9.8560064999999997e-01,9.9975901800000000e-01
3.1083330000000000e+00,9.8564475799999995e-01,9.9981439100000002e-01
3.1124999999999998e+00,9.8568880599999997e-01,9.9986940599999996e-01
3.1166670000000001e+00,9.8573291299999999e-01,9.9992400400000003e-01
3.1208330000000002e+00,9.8577684200000004e-01,9.9997794600000001e-01
3.1250000000000000e+00,9.8582077000000001e-01,1.0000312330000001e+00
3.1291669999999998e+00,9.8586446000000005e-01,1.0000836849999999e+00
3.1333329999999999e+00,9.8590803100000002e-01,1.0001351830000000e+00
3.1375000000000002e+00,9.8595136400000005e-01,1.0001857279999999e+00
3.1416670000000000e+00,9.8599451800000004e-01,1.0002349619999999e+00
3.1458330000000001e+00,9.8603725399999997e-01,1.0002831219999999e+00
3.1499999999999999e+00,9.8607981200000006e-01,1.0003298519999999e+00
3.1541670000000002e+00,9.8612189299999997e-01,1.0003751519999999e+00
3.1583329999999998e+00,9.8616373499999999e-01,1.0004190209999999e+00
3.1625000000000001e+00,9.8620492199999998e-01,1.0004612209999999e+00
3.1666669999999999e+00,9.8624593000000005e-01,1.0005017519999999e+00
3.1708330000000000e+00,9.8628616300000005e-01,1.0005404950000001e+00
3.1749999999999998e+00,9.8632621799999998e-01,1.0005773309999999e+00
3.1791670000000001e+00,9.8636537800000001e-01,1.0006123780000000e+00
3.1833330000000002e+00,9.8640430000000001e-01,1.0006455180000000e+00
3.1875000000000000e+00,9.8644226800000001e-01,1.0006765129999999e+00
3.1916669999999998e+00,9.8648011700000005e-01,1.0007056000000001e+00
3.1958329999999999e+00,9.8651677400000004e-01,1.0007324220000000e+00
3.2000000000000002e+00,9.8655331099999999e-01,1.0007572170000001e+00
3.2041670000000000e+00,9.8658871699999995e-01,1.0007798670000001e+00
3.2083330000000001e+00,9.8662394300000000e-01,1.0008002519999999e+00
3.2124999999999999e+00,9.8665797700000002e-01,1.0008183719999999e+00
3.2166670000000002e+00,9.8669189199999996e-01,1.0008342269999999e+00
3.2208329999999998e+00,9.8672455500000000e-01,1.0008479360000000e+00
3.2250000000000001e+00,9.8675703999999997e-01,1.0008592610000000e+00
3.2291669999999999e+00,9.8678833200000005e-01,1.0008683199999999e+00
