t,accepted_steps,residual_evals,jacobian_evals,error_test_failures,accepted_steps_faults,residual_evals_faults,jacobian_evals_faults,error_test_failures_faults
0.97,0.0308330322685,0.0224159994413,0.250087718904,0,2000,2000,2000,1988
0.98,0.0308330322685,0.0224159994413,0.250087718904,0,2000,2000,2000,1988
0.99,0.0308330322685,0.0224159994413,0.250087718904,0,2000,2000,2000,1988
1,0.0325459785057,0.032411836063,0.296979166199,0,2000,2000,2000,1988
1.01,0.0780960069431,0.0806601199752,0.425229028632,0.0888422798769,2000,2000,2000,1988
1.02,0.0898353954397,0.0952130366781,0.454865176374,0.101323551402,2000,2000,2000,1988
1.03,0.0974524070351,0.104941426938,0.475455880825,0.120101450399,2000,2000,2000,1988
1.04,0.102960837033,0.111684116453,0.486020341761,0.137107486816,2000,2000,2000,1988
1.05,0.107417098447,0.116408162358,0.490775057069,0.141390070799,2000,2000,2000,1988
1.06,0.111129509235,0.120134562285,0.494465055559,0.144716530235,2000,2000,2000,1988
1.07,0.114322530748,0.123315223034,0.497781271224,0.148028931564,2000,2000,2000,1988
1.08,0.117322857716,0.126255147911,0.49972698289,0.150360296095,2000,2000,2000,1988
1.09,0.120111151053,0.128856427786,0.501231360994,0.15194534986,2000,2000,2000,1988
1.1,0.122711136542,0.131237866991,0.502293286344,0.152684262514,2000,2000,2000,1988
1.11,0.1251424842,0.133477909827,0.503172518344,0.15334444739,2000,2000,2000,1988
1.12,0.127500428135,0.13571491521,0.504169611859,0.154316265703,2000,2000,2000,1988
1.13,0.129841031009,0.138016449239,0.5058670677,0.156049297757,2000,2000,2000,1988
1.14,0.13210190121,0.140287865436,0.507139880782,0.158826673302,2000,2000,2000,1988
1.15,0.136076971639,0.151914504831,0.540851757943,0.161844512751,2000,2000,2000,1988
1.15,0.136076971639,0.151914504831,0.540851757943,0.161844512751,2000,2000,2000,1988
1.16,0.181143091037,0.199719206002,0.668240681967,0.260210820106,2000,2000,2000,1988
1.17,0.193765067635,0.216321555405,0.706331389202,0.279629223907,2000,2000,2000,1988
1.18,0.202635427602,0.22800700784,0.731123742818,0.299068518539,2000,2000,2000,1988
1.19,0.208391648066,0.234960277978,0.741313212361,0.310249618326,2000,2000,2000,1988
1.2,0.212807829203,0.239893220805,0.74738237777,0.316078713061,2000,2000,2000,1988
1.21,0.21644099051,0.243707173688,0.751418655778,0.318368596799,2000,2000,2000,1988
1.22,0.219670354683,0.24682590851,0.753378541419,0.320906448163,2000,2000,2000,1988
1.23,0.222601454184,0.24961632944,0.75509341112,0.323740860708,2000,2000,2000,1988
1.24,0.225446526203,0.252303537379,0.756655518946,0.326355129068,2000,2000,2000,1988
1.25,0.228036925081,0.25477475244,0.757934154255,0.328906124652,2000,2000,2000,1988
1.26,0.230575554707,0.257239521191,0.75945646556,0.331034235358,2000,2000,2000,1988
1.27,0.233199352841,0.259987101615,0.76119436278,0.333563157437,2000,2000,2000,1988
1.28,0.235788493004,0.262707811284,0.763405404294,0.336920081123,2000,2000,2000,1988
1.29,0.238336681934,0.265334639296,0.765069418573,0.339861893216,2000,2000,2000,1988
1.3,0.240748046112,0.26776124055,0.766574807651,0.341843786958,2000,2000,2000,1988
1.31,0.24304912076,0.270185661923,0.768302760423,0.345174661446,2000,2000,2000,1988
1.32,0.245293214135,0.272394995847,0.769615604543,0.347411381187,2000,2000,2000,1988
1.33,0.247490747753,0.274553711033,0.771229052857,0.349343372488,2000,2000,2000,1988
1.34,0.24960904244,0.276630743709,0.772415952523,0.351179333507,2000,2000,2000,1988
1.35,0.251745727082,0.278841219005,0.77391792789,0.354058357683,2000,2000,2000,1988
1.36,0.254014462099,0.281260046199,0.776143721762,0.356640497914,2000,2000,2000,1988
1.37,0.256208279775,0.283558821007,0.777885621524,0.358783021271,2000,2000,2000,1988
1.38,0.258310416657,0.285677421635,0.779397975831,0.360219063698,2000,2000,2000,1988
1.39,0.260260779883,0.287580719393,0.780539505305,0.361330381097,2000,2000,2000,1988
1.4,0.262100518608,0.289401390143,0.781933945346,0.362620194724,2000,2000,2000,1988
1.41,0.264038576501,0.291460924952,0.783626403544,0.365943807287,2000,2000,2000,1988
1.42,0.265945479436,0.293387458255,0.784828095991,0.367862426485,2000,2000,2000,1988
1.43,0.267772185998,0.295289624335,0.786021706662,0.370413264965,2000,2000,2000,1988
1.44,0.269615499749,0.297284695329,0.787112411859,0.373297745013,2000,2000,2000,1988
1.45,0.271412806349,0.299233588777,0.78825005256,0.376164947243,2000,2000,2000,1988
1.46,0.273237847942,0.301239489408,0.789693282974,0.379147100387,2000,2000,2000,1988
1.47,0.275060091949,0.303188433584,0.79087417521,0.381581947942,2000,2000,2000,1988
1.48,0.276816303471,0.304971688715,0.791909654308,0.383574029796,2000,2000,2000,1988
1.49,0.278509638587,0.306573184822,0.792577247051,0.384712293884,2000,2000,2000,1988
1.5,0.280183001166,0.308184799226,0.793252732793,0.386000393563,2000,2000,2000,1988
1.51,0.281828472745,0.309959341527,0.794438150011,0.388251925842,2000,2000,2000,1988
1.52,0.283565418237,0.31185454056,0.795975659364,0.389989909425,2000,2000,2000,1988
1.53,0.285238499714,0.313649622152,0.797154305823,0.391869589312,2000,2000,2000,1988
1.54,0.286932764837,0.315546638745,0.798537872626,0.393282028869,2000,2000,2000,1988
1.55,0.288690841435,0.317488851611,0.799839550294,0.395068128244,2000,2000,2000,1988
1.56,0.2904787,0.319457045142,0.801632922236,0.396863541513,2000,2000,2000,1988
1.57,0.292649862597,0.322154352549,0.805169695486,0.40078539826,2000,2000,2000,1988
1.58,0.294622674274,0.324313053141,0.807133406307,0.402533423339,2000,2000,2000,1988
1.59,0.296334934472,0.32609082074,0.80847508138,0.404072292072,2000,2000,2000,1988
1.6,0.298024708959,0.327814970776,0.809496685615,0.405645082419,2000,2000,2000,1988
1.61,0.299556447633,0.329447526824,0.810641484127,0.407491920955,2000,2000,2000,1988
1.62,0.301110985737,0.331001241232,0.811338336871,0.40922094853,2000,2000,2000,1988
