omega,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Alpha_3,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2,Overhead_Beta_3,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_Tau_3,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2,Overhead_H_real_3,Overhead_H_imag_3,Overhead_Yc_real_0_0,Overhead_Yc_imag_0_0,Overhead_Yc_real_0_1,Overhead_Yc_imag_0_1,Overhead_Yc_real_0_2,Overhead_Yc_imag_0_2,Overhead_Yc_real_0_3,Overhead_Yc_imag_0_3,Overhead_Yc_real_1_0,Overhead_Yc_imag_1_0,Overhead_Yc_real_1_1,Overhead_Yc_imag_1_1,Overhead_Yc_real_1_2,Overhead_Yc_imag_1_2,Overhead_Yc_real_1_3,Overhead_Yc_imag_1_3,Overhead_Yc_real_2_0,Overhead_Yc_imag_2_0,Overhead_Yc_real_2_1,Overhead_Yc_imag_2_1,Overhead_Yc_real_2_2,Overhead_Yc_imag_2_2,Overhead_Yc_real_2_3,Overhead_Yc_imag_2_3,Overhead_Yc_real_3_0,Overhead_Yc_imag_3_0,Overhead_Yc_real_3_1,Overhead_Yc_imag_3_1,Overhead_Yc_real_3_2,Overhead_Yc_imag_3_2,Overhead_Yc_real_3_3,Overhead_Yc_imag_3_3,Overhead_Zc_real_0_0,Overhead_Zc_imag_0_0,Overhead_Zc_real_0_1,Overhead_Zc_imag_0_1,Overhead_Zc_real_0_2,Overhead_Zc_imag_0_2,Overhead_Zc_real_0_3,Overhead_Zc_imag_0_3,Overhead_Zc_real_1_0,Overhead_Zc_imag_1_0,Overhead_Zc_real_1_1,Overhead_Zc_imag_1_1,Overhead_Zc_real_1_2,Overhead_Zc_imag_1_2,Overhead_Zc_real_1_3,Overhead_Zc_imag_1_3,Overhead_Zc_real_2_0,Overhead_Zc_imag_2_0,Overhead_Zc_real_2_1,Overhead_Zc_imag_2_1,Overhead_Zc_real_2_2,Overhead_Zc_imag_2_2,Overhead_Zc_real_2_3,Overhead_Zc_imag_2_3,Overhead_Zc_real_3_0,Overhead_Zc_imag_3_0,Overhead_Zc_real_3_1,Overhead_Zc_imag_3_1,Overhead_Zc_real_3_2,Overhead_Zc_imag_3_2,Overhead_Zc_real_3_3,Overhead_Zc_imag_3_3
6.2831853071795853e+00,2.7799556118784054e-08,4.4056468088081412e-08,4.4580078352962280e-08,2.3763350016645842e-07,4.2491035809352535e-08,4.8999082256122137e-08,4.9493742809655008e-08,2.3872731904901328e-07,1.0734210548293261e-04,1.2378292399607425e-04,1.2503255004787985e-04,6.0307998086920169e-04,9.9955861410181690e-01,-6.7415274936324747e-04,9.9930064413211916e-01,-7.7720728128180538e-04,9.9929233270189188e-01,-7.8504689755599900e-04,9.9622805112141666e-01,-3.7749884352527340e-03,5.8770554121562158e-04,4.8762607540439069e-04,-3.9081809907570284e-05,-7.5936253955804288e-05,-4.2006610960445352e-05,-8.0071523542062960e-05,-6.9209671776175046e-05,-3.8680645520706694e-05,-3.9081809907570325e-05,-7.5936253955804315e-05,5.8770554121562115e-04,4.8762607540439048e-04,-4.2006610960445271e-05,-8.0071523542062892e-05,-6.9209671776175209e-05,-3.8680645520706809e-05,-4.2157654379863403e-05,-7.9447928180705066e-05,-4.2157654379863159e-05,-7.9447928180704862e-05,5.9625633798790771e-04,4.9496731738721917e-04,-1.3011678790275020e-04,-9.3134670846906908e-05,-8.5179068309069703e-07,-3.6940947887484960e-06,-8.5179068309076490e-07,-3.6940947887486044e-06,-2.2542733731368005e-06,-5.7039281548450881e-06,8.4949584210038516e-05,8.6000124992252242e-05,1.0544512968684103e+03,-8.2961908096552145e+02,1.7222985781891771e+02,-3.6388700181216947e+01,1.8010716256271581e+02,-4.1013592212963601e+01,8.4056366958524131e+02,-8.6331454455375444e+02,1.7222985781891828e+02,-3.6388700181217274e+01,1.0544512968684148e+03,-8.2961908096552418e+02,1.8010716256271360e+02,-4.1013592212962237e+01,8.4056366958524507e+02,-8.6331454455375615e+02,1.8146887429606568e+02,-3.9891200391859883e+01,1.8146887429606846e+02,-3.9891200391862640e+01,1.0507174869404346e+03,-8.2109132018657624e+02,1.4006165066034209e+03,-1.4233828333490258e+03,5.6264223611148935e+01,-1.1742424886148157e+00,5.6264223611149419e+01,-1.1742424886158105e+00,7.6341564184741515e+01,-1.3682650085212643e+01,5.9804937323483027e+03,-5.9423877599265434e+03
