omega,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Alpha_3,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2,Overhead_Beta_3,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_Tau_3,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2,Overhead_H_real_3,Overhead_H_imag_3,Overhead_Yc_real_0_0,Overhead_Yc_imag_0_0,Overhead_Yc_real_0_1,Overhead_Yc_imag_0_1,Overhead_Yc_real_0_2,Overhead_Yc_imag_0_2,Overhead_Yc_real_0_3,Overhead_Yc_imag_0_3,Overhead_Yc_real_1_0,Overhead_Yc_imag_1_0,Overhead_Yc_real_1_1,Overhead_Yc_imag_1_1,Overhead_Yc_real_1_2,Overhead_Yc_imag_1_2,Overhead_Yc_real_1_3,Overhead_Yc_imag_1_3,Overhead_Yc_real_2_0,Overhead_Yc_imag_2_0,Overhead_Yc_real_2_1,Overhead_Yc_imag_2_1,Overhead_Yc_real_2_2,Overhead_Yc_imag_2_2,Overhead_Yc_real_2_3,Overhead_Yc_imag_2_3,Overhead_Yc_real_3_0,Overhead_Yc_imag_3_0,Overhead_Yc_real_3_1,Overhead_Yc_imag_3_1,Overhead_Yc_real_3_2,Overhead_Yc_imag_3_2,Overhead_Yc_real_3_3,Overhead_Yc_imag_3_3,Overhead_Zc_real_0_0,Overhead_Zc_imag_0_0,Overhead_Zc_real_0_1,Overhead_Zc_imag_0_1,Overhead_Zc_real_0_2,Overhead_Zc_imag_0_2,Overhead_Zc_real_0_3,Overhead_Zc_imag_0_3,Overhead_Zc_real_1_0,Overhead_Zc_imag_1_0,Overhead_Zc_real_1_1,Overhead_Zc_imag_1_1,Overhead_Zc_real_1_2,Overhead_Zc_imag_1_2,Overhead_Zc_real_1_3,Overhead_Zc_imag_1_3,Overhead_Zc_real_2_0,Overhead_Zc_imag_2_0,Overhead_Zc_real_2_1,Overhead_Zc_imag_2_1,Overhead_Zc_real_2_2,Overhead_Zc_imag_2_2,Overhead_Zc_real_2_3,Overhead_Zc_imag_2_3,Overhead_Zc_real_3_0,Overhead_Zc_imag_3_0,Overhead_Zc_real_3_1,Overhead_Zc_imag_3_1,Overhead_Zc_real_3_2,Overhead_Zc_imag_3_2,Overhead_Zc_real_3_3,Overhead_Zc_imag_3_3
3.2974625233396047e+01,5.2858975313917741e-08,1.1339395137304618e-07,1.1351771637916293e-07,2.0099791633852076e-07,1.7102334739620432e-07,1.5996013584465270e-07,1.6000347636803983e-07,2.3410764864758447e-07,8.2984220054773791e-05,7.7616110999430578e-05,7.7637140756963135e-05,1.1359408486808840e-04,9.9915087317844631e-01,-2.7340568423988220e-03,9.9818407237990703e-01,-2.5547201091912952e-03,9.9818209396595348e-01,-2.5554072379305416e-03,9.9678220631030923e-01,-3.7336868073921006e-03,1.1649262589255092e-03,7.3408847324877929e-04,-1.9611036973977668e-04,-2.3212613904826526e-04,-1.9289893640220959e-04,-2.3029949057392938e-04,-8.4927849391687013e-05,-6.7302277165078717e-05,-1.9424508094974022e-04,-2.2935931137546507e-04,1.1739218385621187e-03,7.4110129486360335e-04,-1.8494304367722855e-04,-2.2299481341373322e-04,-1.1486448891800870e-04,-9.2309977799376718e-05,-1.8882883279659158e-04,-2.2454977292672953e-04,-1.8273815530949578e-04,-2.2002150705129598e-04,1.1885711965004301e-03,7.5332660704761618e-04,-1.5627385064206719e-04,-1.2666428142852975e-04,-4.0490590641202641e-05,-8.1265201811008336e-05,-4.7099897582525996e-05,-9.5724391736565638e-05,-5.6282666023098266e-05,-1.1521633381429404e-04,6.0643391911723249e-04,5.2274976562596755e-04,7.2591809986891246e+02,-3.5603104302690537e+02,2.3706534099898423e+02,-8.6095972433145249e+00,2.3596010397002561e+02,-7.0460729407145237e+00,1.9893102870461308e+02,-5.8853896061612957e+01,2.3624888196809937e+02,-8.4813823283262391e+00,7.2245716506216957e+02,-3.5282062765788572e+02,2.3322766769573718e+02,-4.8947986798686873e+00,2.2108718429802329e+02,-7.4951879318209620e+01,2.3472508566677382e+02,-6.5518736519481449e+00,2.3281656508154416e+02,-4.5248625425371021e+00,7.1850868007707481e+02,-3.4815975913889383e+02,2.5229249394932793e+02,-9.7408932123161605e+01,1.5590564110117722e+02,1.9733479891295513e+01,1.6671238582129106e+02,1.7934767799562387e+01,1.8157361292057666e+02,1.5263148300297050e+01,1.0437189998234560e+03,-8.0899453968089040e+02
3.5332947520558982e+01,5.3814097720551575e-08,1.1600224727612251e-07,1.1613324193539409e-07,2.0692229939221467e-07,1.8208089074246363e-07,1.6754282009293136e-07,1.6758727366791472e-07,2.4360765020056781e-07,8.2452624416711102e-05,7.5869275259689785e-05,7.5889405400236768e-05,1.1031410274120424e-04,9.9913510496977498e-01,-2.9107827809928244e-03,9.9814209901809003e-01,-2.6757110570051921e-03,9.9814000509638590e-01,-2.6764153831558258e-03,9.9668714669302350e-01,-3.8848294218489276e-03,1.2045197537750769e-03,7.4191595473833440e-04,-2.0978403786003954e-04,-2.3858914907804937e-04,-2.0663714636274923e-04,-2.3663538478852552e-04,-8.7470016455334099e-05,-6.9529795085775136e-05,-2.0767915526083221e-04,-2.3579082793070429e-04,1.2137144806843095e-03,7.4918455737107753e-04,-1.9837223965661629e-04,-2.2910590385037650e-04,-1.1855427551341752e-04,-9.5186644023162063e-05,-2.0205090446854892e-04,-2.3083832742940521e-04,-1.9589106437692665e-04,-2.2611744769923111e-04,1.2287211468924582e-03,7.6185855461651311e-04,-1.6155145953008107e-04,-1.3041851365422764e-04,-4.4299927984697255e-05,-8.5058410334707318e-05,-5.1185927409961427e-05,-1.0042227241354679e-04,-6.0746253465350973e-05,-1.2112432277977336e-04,6.3007953014300574e-04,5.3724021407113042e-04,7.1583197616256462e+02,-3.3930464855567925e+02,2.3800261202924185e+02,-7.6312510914525546e+00,2.3694801434262223e+02,-6.1750084491286463e+00,1.9795681358240503e+02,-5.4918328792936435e+01,2.3719471347860687e+02,-7.4734285337443422e+00,7.1247768963042790e+02,-3.3626364838337599e+02,2.3428984426911120e+02,-4.1147736763733471e+00,2.1959471383968869e+02,-7.0297252149604788e+01,2.3574370249670380e+02,-5.6189542757945903e+00,2.3390109423907396e+02,-3.7125876432724412e+00,7.0869392159822701e+02,-3.3183401391360104e+02,2.5007961330347413e+02,-9.1751033387328178e+01,1.5770108050827974e+02,2.0288010106071127e+01,1.6850083524766703e+02,1.8764112132682211e+01,1.8334508297867208e+02,1.6474453044670508e+01,1.0174401825274057e+03,-7.7614583846077312e+02
3.7859935379226158e+01,5.4808132852640232e-08,1.1858341653061807e-07,1.1872196856518141e-07,2.1293718532093822e-07,1.9393465410253886e-07,1.7561381278909659e-07,1.7565953207135588e-07,2.5358165947397397e-07,8.1958789261541706e-05,7.4216212366790815e-05,7.4235533808008535e-05,1.0716623022881429e-04,9.9911864426694530e-01,-3.1002295965826447e-03,9.9810052405089211e-01,-2.8044911712819449e-03,9.9809830937985733e-01,-2.8052150715547701e-03,9.9659059936782191e-01,-4.0434956829292663e-03,1.2450533966472145e-03,7.4871010874033182e-04,-2.2415587628038321e-04,-2.4452018995012428e-04,-2.2107446643947917e-04,-2.4241251125660347e-04,-9.0155590083771674e-05,-7.1866373954990054e-05,-2.2180162230297506e-04,-2.4171066225417447e-04,1.2544567106321832e-03,7.5625618302210763e-04,-2.1248777432291967e-04,-2.3465460711619750e-04,-1.2243089291633552e-04,-9.8170726251373944e-05,-2.1595185934308536e-04,-2.3661357580157235e-04,-2.0971990078812581e-04,-2.3167620782500902e-04,1.2698356166457325e-03,7.6941326833040178e-04,-1.6707548134217861e-04,-1.3427599088929095e-04,-4.8410725010916624e-05,-8.8846081932610852e-05,-5.5606679158801269e-05,-1.0518064378783730e-04,-6.5589153736578181e-05,-1.2718104208985862e-04,6.5470189091909213e-04,5.5179087033626413e-04,7.0631157213399683e+02,-3.2323670022718676e+02,2.3891116073159833e+02,-6.8323898525168403e+00,2.3790152228392449e+02,-5.4816132321343023e+00,1.9713738957441680e+02,-5.1189633131378407e+01,2.3811451254702831e+02,-6.6453699092750469e+00,7.0305657801256814e+02,-3.2036157003052909e+02,2.3531455135692579e+02,-3.5103957936814449e+00,2.1828369483273573e+02,-6.5870628941923087e+01,2.3673363973756707e+02,-4.8650001247378114e+00,2.3495118698726296e+02,-3.0768502564927394e+00,6.9942754276901883e+02,-3.1615943921703678e+02,2.4808533674829576e+02,-8.6351025306352085e+01,1.5949953075194827e+02,2.0710125683822305e+01,1.7030502563008068e+02,1.9453175156088363e+01,1.8514991062710203e+02,1.7534464696603983e+01,9.9232773436872537e+02,-7.4436350340978061e+02
4.0567651653889101e+01,5.5847260520909818e-08,1.2112927164599931e-07,1.2127568285373302e-07,2.1903426537748609e-07,2.0664029351526373e-07,1.8421456001366228e-07,1.8426171772679971e-07,2.6406174541674881e-07,8.1499533742974663e-05,7.2654759124025589e-05,7.2673358263457028e-05,1.0414672167341101e-04,9.9910138213273747e-01,-3.3032856693714862e-03,9.9805947320279798e-01,-2.9417218794639383e-03,9.9805713295219123e-01,-2.9424680456653085e-03,9.9649269146407615e-01,-4.2101945682568665e-03,1.2864745785446507e-03,7.5434458399790581e-04,-2.3918503184566450e-04,-2.4983561718308503e-04,-2.3616709415867520e-04,-2.4754526986963229e-04,-9.3002958298444966e-05,-7.4307348870454097e-05,-2.3657362591944045e-04,-2.4703714374992632e-04,1.2960984813868192e-03,7.6219088657293198e-04,-2.2724538792256256e-04,-2.3955556632771632e-04,-1.2651350742562243e-04,-1.0125538887234868e-04,-2.3049238931010548e-04,-2.4179424848398202e-04,-2.2418290560706806e-04,-2.3661478724724806e-04,1.3118681821584308e-03,7.7586757438689847e-04,-1.7286599203822451e-04,-1.3822672828933018e-04,-5.2828356145144418e-05,-9.2606223085373986e-05,-6.0374014544076211e-05,-1.0998127759020572e-04,-7.0831916041499030e-05,-1.3337327079216430e-04,6.8033557180565275e-04,5.6635762350166986e-04,6.9733236212403676e+02,-3.0780643755577984e+02,2.3978011338966721e+02,-6.2016550618624100e+00,2.3880976219894632e+02,-4.9543326293575687e+00,1.9646168231358712e+02,-4.7667167550359316e+01,2.3899736821861813e+02,-5.9860998515630817e+00,6.9416933787722451e+02,-3.0509360055348867e+02,2.3629092493962472e+02,-3.0702501051653091e+00,2.1714248055584511e+02,-6.1670829463289458e+01,2.3768392076999353e+02,-4.2790023978554617e+00,2.3595590524517951e+02,-2.6065294304394944e+00,6.9068499711012339e+02,-3.0111522186733470e+02,2.4629718180761031e+02,-8.1206973544569536e+01,1.6129196905652253e+02,2.1002716191758310e+01,1.7211582841364822e+02,2.0004666825416859e+01,1.8697880306022552e+02,1.8445652972440758e+01,9.6834539385724645e+02,-7.1361650461996351e+02
4.3469021915296487e+01,5.6938138187713778e-08,1.2363146909196637e-07,1.2378600718189921e-07,2.2520397350150999e-07,2.2025726455598569e-07,1.9339030736739044e-07,1.9343909449039058e-07,2.7508276219601503e-07,8.1071900804112397e-05,7.1182759156798863e-05,7.1200716633952683e-05,1.0125197211999732e-04,9.9908320053294908e-01,-3.5208998878554212e-03,9.9801907391364941e-01,-3.0881252761083364e-03,9.9801660379446477e-01,-3.0888966860683812e-03,9.9639356938544499e-01,-4.3854793685196873e-03,1.3287115065467121e-03,7.5868939280501323e-04,-2.5481890563236844e-04,-2.5445339353896121e-04,-2.5185906458748646e-04,-2.5194993499905519e-04,-9.6030854338910313e-05,-7.6845376193470201e-05,-2.5194490139818438e-04,-2.5169005324629973e-04,1.3385708595286857e-03,7.6685950741064101e-04,-2.4258863283580469e-04,-2.4372531402942389e-04,-1.3082148492266058e-04,-1.0443097869714796e-04,-2.4562177595692438e-04,-2.4630059930069525e-04,-2.3922654732771434e-04,-2.4085187967093198e-04,1.3547540507511744e-03,7.8109418457297677e-04,-1.7894303167050149e-04,-1.4225773698136145e-04,-5.7556311529736831e-05,-9.6315627423035634e-05,-6.5498965462754802e-05,-1.1480436281805082e-04,-7.6495663861689896e-05,-1.3968570533834273e-04,7.0701455212108426e-04,5.8089048973515296e-04,6.8887098411900092e+02,-2.9299373317257630e+02,2.4059974277048428e+02,-5.7271447682582330e+00,2.3966303769913574e+02,-4.5810563961296564e+00,1.9591833400177254e+02,-4.4349835786452658e+01,2.3983348719978960e+02,-5.4839635819589541e+00,6.8579264628326894e+02,-2.9043956087811790e+02,2.3720925541170064e+02,-2.7823516546638589e+00,2.1615915931388781e+02,-5.7696270786098630e+01,2.3858467583689884e+02,-3.8493845972523837e+00,2.3690543183728386e+02,-2.2899267565531161e+00,6.8244291061105002e+02,-2.8668112533264076e+02,2.4470242586393428e+02,-7.6316609723196080e+01,1.6306960731294311e+02,2.1169242707124113e+01,1.7392433065310095e+02,2.0421817479086798e+01,1.8882265649141809e+02,1.9210940264293317e+01,9.4545782770405242e+02,-6.8387498543181289e+02
4.6577896162036765e+01,5.8087927162738842e-08,1.2608162415257355e-07,1.2624451474144242e-07,2.3143539921078026e-07,2.3484913532978315e-07,2.0319037255460677e-07,2.0324099568177099e-07,2.8668261095415912e-07,8.0673162044470038e-05,6.9798042169086756e-05,6.9815431748718816e-05,9.8478509183097475e-05,9.9906397170460126e-01,-3.7540866135903684e-03,9.9797945338512906e-01,-3.2444884745798062e-03,9.9797684977690215e-01,-3.2452883499246195e-03,9.9629340008406098e-01,-4.5699518668705537e-03,1.3716711233688966e-03,7.6161406873715971e-04,-2.7099275397032596e-04,-2.5829481724495888e-04,-2.6808185715559367e-04,-2.5554646166817455e-04,-9.9258030034939099e-05,-7.9470272442241764e-05,-2.6785337768362767e-04,-2.5559229539284448e-04,1.3817839405822615e-03,7.7013211004986547e-04,-2.5844846915262397e-04,-2.4708408186010296e-04,-1.3537405398705938e-04,-1.0768487965690391e-04,-2.6127750050155602e-04,-2.5005608578621176e-04,-2.5478511938408746e-04,-2.4430961223601374e-04,1.3984080022855466e-03,7.8496470992696474e-04,-1.8532625051511563e-04,-1.4635290693924702e-04,-6.2596021145658068e-05,-9.9949989079352290e-05,-7.0991620699166000e-05,-1.1962841004432452e-04,-8.2602063906148419e-05,-1.4610058555222064e-04,7.3477168263287780e-04,5.9533303665503228e-04,6.8090516057600939e+02,-2.7877918431586170e+02,2.4136151886885892e+02,-5.3965465449354149e+00,2.4045287340552812e+02,-4.3492534567646155e+00,1.9549577573261377e+02,-4.1236031093713159e+01,2.4061424571257845e+02,-5.1268879845958324e+00,6.7790427237246217e+02,-2.7637997587390061e+02,2.3806104083069835e+02,-2.6342778616493057e+00,2.1532162279430554e+02,-5.3944912280899480e+01,2.3942719640025953e+02,-3.5641304787409238e+00,2.3779112518378528e+02,-2.1148951486060605e+00,6.7467900777645332e+02,-2.7283757918609160e+02,2.4328816953965691e+02,-7.1677277150342803e+01,1.6482395182432563e+02,2.1213711536248862e+01,1.7572188674707166e+02,2.0708351357482638e+01,1.9067259735366648e+02,1.9833675099463150e+01,9.2363061498935394e+02,-6.5511020819687678e+02
4.9909114934975015e+01,5.9304322421830259e-08,1.2847144224406662e-07,1.2864286141582168e-07,2.3771620640699516e-07,2.5048392697692614e-07,2.1366841524925509e-07,2.1372109328078664e-07,2.9890252134506507e-07,8.0300819523076300e-05,6.8498402503827164e-05,6.8515290170645599e-05,9.5822984384352100e-05,9.9904355743422102e-01,-4.0039310793045183e-03,9.9794073634663427e-01,-3.4116679144694192e-03,9.9793799641574576e-01,-3.4124996677611639e-03,9.9619237222396984e-01,-4.7642668357803378e-03,1.4152375733831048e-03,7.6299151989977154e-04,-2.8762954321094657e-04,-2.6128648627536059e-04,-2.8475426926996176e-04,-2.5826053594023247e-04,-1.0270289866562928e-04,-8.2168880251861233e-05,-2.8422502488721857e-04,-2.5867180035509787e-04,1.4256253023901531e-03,7.7188177313065463e-04,-2.7474312509953005e-04,-2.4955785831410108e-04,-1.4018994449121837e-04,-1.1100139590393068e-04,-2.7738510132690423e-04,-2.5298927835474232e-04,-2.7078059174638614e-04,-2.4691552453533867e-04,1.4427228602201803e-03,7.8735334524522701e-04,-1.9203453993044481e-04,-1.5049292136214265e-04,-6.7946674433987583e-05,-1.0348404292659579e-04,-7.6860975214697454e-05,-1.2443014614545243e-04,-8.9173213853203681e-05,-1.5259726263394739e-04,7.6363800473209110e-04,6.0962180404177844e-04,6.7341359722499215e+02,-2.6514418628101743e+02,2.4205814153388474e+02,-5.1972721654623566e+00,2.4117204875899557e+02,-4.2461083528416186e+00,1.9518230563457166e+02,-3.8323592266521381e+01,2.4133222350796353e+02,-4.9025133931182374e+00,6.7048297853704730e+02,-2.6289614740858934e+02,2.3883902264848967e+02,-2.6133027503202855e+00,2.1461763978012564e+02,-5.0414212186872454e+01,2.4020397207663439e+02,-3.4109143172873782e+00,2.3860555676739818e+02,-2.0689697809581906e+00,6.6737201692846156e+02,-2.5956575082434006e+02,2.4204140485433157e+02,-6.7285887941406770e+01,1.6654685804225124e+02,2.1140642623906565e+01,1.7750016444516274e+02,2.0868456072415650e+01,1.9252001683867960e+02,2.0317603196740283e+01,9.0283023521295195e+02,-6.2729450947903683e+02
5.3478580160148262e+01,6.0595584711621610e-08,1.3079286385884414e-07,1.3097293169125459e-07,2.4403256177945721e-07,2.6723448648732777e-07,2.2488270244694625e-07,2.2493766286401897e-07,3.1178735458343497e-07,7.9952604770842871e-05,6.7281577557122443e-05,6.7298020900800017e-05,9.3282163774963879e-05,9.9902180826267484e-01,-4.2715952960945191e-03,9.9790304258338647e-01,-3.5905935958856342e-03,9.9790016438591311e-01,-3.5914607711767838e-03,9.9609069717290166e-01,-4.9691368793112383e-03,1.4592714259658813e-03,7.6270248639303097e-04,-3.0464014679276372e-04,-2.6336246744427144e-04,-3.0178264903994533e-04,-2.6002583643325994e-04,-1.0638314498300299e-04,-8.4924964389573084e-05,-3.0097403273684706e-04,-2.6086362450269539e-04,1.4699592044240782e-03,7.7198897630433212e-04,-2.9137831535429694e-04,-2.5108066281297680e-04,-1.4528700043487340e-04,-1.1436166388215690e-04,-2.9385836484886583e-04,-2.5503596739407861e-04,-2.8712280596166043e-04,-2.4860475654820818e-04,1.4875686944318073e-03,7.8814113272396129e-04,-1.9908564858391517e-04,-1.5465519967622547e-04,-7.3605040611532187e-05,-1.0689173577634297e-04,-8.3114735414210707e-05,-1.2918440685047937e-04,-9.6231426590019948e-05,-1.5915172100339472e-04,7.9364190692858474e-04,6.2368574227890112e-04,6.6637586401848171e+02,-2.5207098226578384e+02,2.4268355580252197e+02,-5.1165915829332711e+00,2.4181461468853158e+02,-4.2586571380967637e+00,1.9496617034013778e+02,-3.5609771552819119e+01,2.4198122078479847e+02,-4.7983249534716705e+00,6.6350840424523562e+02,-2.4997020409360042e+02,2.3953720477016145e+02,-2.7065308462294282e+00,2.1403493267078869e+02,-4.7101095753790716e+01,2.4090871083341827e+02,-3.3772312058479859e+00,2.3934253213122881e+02,-2.1394990074618807e+00,6.6050155898659671e+02,-2.4684759429299672e+02,2.4094908551952139e+02,-6.3138891360990392e+01,1.6823057981062016e+02,2.0955033800458242e+01,1.7925118481193169e+02,2.0906749411750663e+01,1.9435659867362966e+02,2.0666837819486553e+01,8.8302405708287847e+02,-6.0040126399058670e+02
5.7303331058295718e+01,6.1970572505283107e-08,1.3303821951292613e-07,1.3322699493798331e-07,2.5036907814396868e-07,2.8517889298898637e-07,2.3689636475732205e-07,2.3695383981641855e-07,3.2538592681712212e-07,7.9626475520159069e-05,6.6145226918598845e-05,6.6161274867793652e-05,9.0852917847233713e-05,9.9899856264981812e-01,-4.5583244873270362e-03,9.9786648428192071e-01,-3.7822731678194858e-03,9.9786346684517846e-01,-3.7831793799552840e-03,9.9598860973500369e-01,-5.1853376019965688e-03,1.5036098660341668e-03,7.6064045077954708e-04,-3.2192397914968429e-04,-2.6446661084913742e-04,-3.1906158558051842e-04,-2.6078644427649650e-04,-1.1031529846061860e-04,-8.7719144250586660e-05,-3.1800341132729630e-04,-2.6211219259176475e-04,1.5146267395442629e-03,7.7034643549005308e-04,-3.0824791701107758e-04,-2.5159697469532785e-04,-1.5068176336549530e-04,-1.1774359676809372e-04,-3.1059994099910568e-04,-2.5614141006697385e-04,-3.0371010939308596e-04,-2.4932238660992973e-04,1.5327929552685342e-03,7.8722065557596628e-04,-2.0649578120238198e-04,-1.5881386818096207e-04,-7.9565296541190151e-05,-1.1014643256738683e-04,-8.9759074302587052e-05,-1.3386403783591838e-04,-1.0379888764533982e-04,-1.6573607361481879e-04,8.2480809849909214e-04,6.3744570071526602e-04,6.5977226488023973e+02,-2.3954268656144825e+02,2.4323295123235042e+02,-5.1417651462851790e+00,2.4237589440444987e+02,-4.3739217901849390e+00,1.9483564821385002e+02,-3.3091214304248105e+01,2.4255625925749129e+02,-4.8017824521794807e+00,6.5696093913283050e+02,-2.3758512485503039e+02,2.4015085719017424e+02,-2.9010298992645058e+00,2.1356125524044043e+02,-4.4001934678649469e+01,2.4153634361154639e+02,-3.4505263535605555e+00,2.3999709660546398e+02,-2.3137743598012972e+00,6.5404802631132327e+02,-2.3466587361835721e+02,2.3999819778323817e+02,-5.9232252950139092e+01,1.6986781336726969e+02,2.0662321636823286e+01,1.8096735664266964e+02,2.0828244492811486e+01,1.9617434095053008e+02,2.0885830763810574e+01,8.6418032702905441e+02,-5.7440485808853805e+02
6.1401625483385565e+01,6.3438770660458763e-08,1.3520038940749281e-07,1.3539786669902354e-07,2.5670877899763476e-07,3.0440090117597394e-07,2.4977764175436127e-07,2.4983786498371220e-07,3.3975135263761701e-07,7.9320610488751951e-05,6.5086913191562766e-05,6.5102606125779113e-05,8.8532210655111341e-05,9.9897364614247741e-01,-4.8654541067853704e-03,9.9783116327421562e-01,-3.9877958403328629e-03,9.9782800665230431e-01,-3.9887447190992478e-03,9.9588636852170687e-01,-5.4137131014175303e-03,1.5480680283620925e-03,7.5671677248930836e-04,-3.3937014831168289e-04,-2.6455491013706073e-04,-3.3647514190658412e-04,-2.6049929713858454e-04,-1.1451426733737210e-04,-9.0528872147445285e-05,-3.3520609323697636e-04,-2.6237358519544732e-04,1.5594471117156916e-03,7.6686416034287355e-04,-3.2523519012724397e-04,-2.5106421387182168e-04,-1.5638902306790202e-04,-1.2112186691776490e-04,-3.2750246205243247e-04,-2.5626261988744329e-04,-3.2043051208729072e-04,-2.4902582032675926e-04,1.5782217046616614e-03,7.8450093799151881e-04,-2.1427917569603365e-04,-1.6293975855695815e-04,-8.5818870178340026e-05,-1.1322115844067743e-04,-9.6798332339719347e-05,-1.3843981626194394e-04,-1.1189716538179768e-04,-1.7231805725612237e-04,8.5715638440466812e-04,6.5081400430988382e-04,6.5358370281147620e+02,-2.2754327877730591e+02,2.4370274594573556e+02,-5.2601728469686719e+00,2.4285246895530474e+02,-4.5790420539279095e+00,1.9477913257680419e+02,-3.0763949873928954e+01,2.4305356805931089e+02,-4.9004473607561412e+00,6.5082159182466967e+02,-2.2572473419279100e+02,2.4067650481118986e+02,-3.1839614437885544e+00,2.1318446987486831e+02,-4.1112537182094393e+01,2.4208301396466908e+02,-3.6183221988022436e+00,2.4056552634508424e+02,-2.5791585794542540e+00,6.4799245797919866e+02,-2.2300415877702218e+02,2.3917583005241499e+02,-5.5561443563432789e+01,1.7145173615445592e+02,2.0268339678045482e+01,1.8264150569495214e+02,2.0638314239764551e+01,1.9796557278293298e+02,2.0979345230819121e+01,8.4626815507317087e+02,-5.4928067218376509e+02
6.5793027078417055e+01,6.5010311404333508e-08,1.3727296141955501e-07,1.3747906849883892e-07,2.6303309223566456e-07,3.2499042454007229e-07,2.6360011497489913e-07,2.6366331836008650e-07,3.5494140739406381e-07,7.9033402526860287e-05,6.4104085596945583e-05,6.4119455830052036e-05,8.6317088153870075e-05,9.9894687060754916e-01,-5.1944174825800486e-03,9.9779716827866072e-01,-4.2083360978755801e-03,9.9779387357894533e-01,-4.2093312431548697e-03,9.9578425583101948e-01,-5.6551817629852414e-03,1.5924415966732093e-03,7.5086574993262606e-04,-3.5685918516985889e-04,-2.6359777403140756e-04,-3.5389869039875667e-04,-2.5913654648560295e-04,-1.1899283296057736e-04,-9.3328470162517492e-05,-3.5246659293744660e-04,-2.6161774132972548e-04,1.6042201580817735e-03,7.6147444183111829e-04,-3.4221460544293122e-04,-2.4945513296180589e-04,-1.6242133253693605e-04,-1.2446793529720743e-04,-3.4445022016457331e-04,-2.5537056843412821e-04,-3.3716342628973151e-04,-2.4768709595539203e-04,1.6236620547056488e-03,7.7991226446342957e-04,-2.2244765256914230e-04,-1.6700043749972871e-04,-9.2354307808412036e-05,-1.1608887550301533e-04,-1.0423466160119908e-04,-1.4288040702032626e-04,-1.2054655744423737e-04,-1.7886056267229402e-04,8.9070023049243625e-04,6.6369416696805271e-04,6.4779154767481009e+02,-2.1605756873852354e+02,2.4409055590717469e+02,-5.4594396853281166e+00,2.4324214794843681e+02,-4.8614039070138517e+00,1.9478521361027683e+02,-2.8623393124083506e+01,2.4347055500611367e+02,-5.0821061430454924e+00,6.4507186165733765e+02,-2.1437366892329013e+02,2.4111190179426234e+02,-3.5427084838674601e+00,2.1289262302052026e+02,-3.8428147904838021e+01,2.4254605312992263e+02,-3.8683424311265506e+00,2.4104530503974178e+02,-2.9232109167851035e+00,6.4231641848906713e+02,-2.1184679436003194e+02,2.3846924007803278e+02,-5.2121437250463828e+01,1.7297604068536845e+02,1.9779274606956108e+01,1.8426689937423595e+02,2.0342655895375682e+01,1.9972296694440791e+02,2.0952431507390525e+01,8.2925749622095896e+02,-5.2500507143805021e+02
7.0498498664544442e+01,6.6695981860300264e-08,1.3925038002095740e-07,1.3946497865499084e-07,2.6932188264274075e-07,3.4704406197185355e-07,2.7844293006738151e-07,2.7850934226906956e-07,3.7101890774579716e-07,7.8763450236446600e-05,6.3194067466059098e-05,6.3209140059761001e-05,8.4204665861060051e-05,9.9891803361371789e-01,-5.5467541429577334e-03,9.9776457225192061e-01,-4.4451572375948309e-03,9.9776114163123686e-01,-4.4462021909865805e-03,9.9568257687879236e-01,-5.9107423475237009e-03,1.6365106998114966e-03,7.4304925949523776e-04,-3.7426536535211784e-04,-2.6158204508053127e-04,-3.7120136692536416e-04,-2.5668764667997657e-04,-1.2376110777887912e-04,-9.6089240684204169e-05,-3.6966323874686077e-04,-2.5983041778115175e-04,1.6487301461312056e-03,7.5413642431314254e-04,-3.5905429857323464e-04,-2.4675994941426274e-04,-1.6878848620931238e-04,-1.2775013967321989e-04,-3.6132141813235042e-04,-2.5345214034767373e-04,-3.5378200703085915e-04,-2.4529494175018165e-04,1.6689058371445358e-03,7.7341058091163822e-04,-2.3101012978038243e-04,-1.7096027403060011e-04,-9.9157172301552515e-05,-1.1872279033911800e-04,-1.1206761338659646e-04,-1.4715236950878780e-04,-1.2976526417995233e-04,-1.8532124159931107e-04,9.2544511650195175e-04,6.7598079790439866e-04,6.4237751370625142e+02,-2.0507113325169738e+02,2.4439514965245905e+02,-5.7275559519744865e+00,2.4354392549470006e+02,-5.2087635031517054e+00,1.9484275770901968e+02,-2.6664355743584949e+01,2.4380576346167206e+02,-5.3348885940053696e+00,6.3969362015929096e+02,-2.0351731771701509e+02,2.4145599142707263e+02,-3.9649992548515423e+00,2.1267401770999925e+02,-3.5943456624838269e+01,2.4292394064937986e+02,-4.1886317168643377e+00,2.4143508631873615e+02,-3.3338086150961712e+00,6.3700188650708628e+02,-2.0117884246971343e+02,2.3786591867551542e+02,-4.8906716709099669e+01,1.7443496364146307e+02,1.9201620841222557e+01,1.8583726750242374e+02,1.9947256146989439e+01,2.0143954971841896e+02,2.0810406140437340e+01,8.1311912515952815e+02,-5.0155540332460669e+02
