omega,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Alpha_3,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2,Overhead_Beta_3,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_Tau_3,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2,Overhead_H_real_3,Overhead_H_imag_3,Overhead_Yc_real_0_0,Overhead_Yc_imag_0_0,Overhead_Yc_real_0_1,Overhead_Yc_imag_0_1,Overhead_Yc_real_0_2,Overhead_Yc_imag_0_2,Overhead_Yc_real_0_3,Overhead_Yc_imag_0_3,Overhead_Yc_real_1_0,Overhead_Yc_imag_1_0,Overhead_Yc_real_1_1,Overhead_Yc_imag_1_1,Overhead_Yc_real_1_2,Overhead_Yc_imag_1_2,Overhead_Yc_real_1_3,Overhead_Yc_imag_1_3,Overhead_Yc_real_2_0,Overhead_Yc_imag_2_0,Overhead_Yc_real_2_1,Overhead_Yc_imag_2_1,Overhead_Yc_real_2_2,Overhead_Yc_imag_2_2,Overhead_Yc_real_2_3,Overhead_Yc_imag_2_3,Overhead_Yc_real_3_0,Overhead_Yc_imag_3_0,Overhead_Yc_real_3_1,Overhead_Yc_imag_3_1,Overhead_Yc_real_3_2,Overhead_Yc_imag_3_2,Overhead_Yc_real_3_3,Overhead_Yc_imag_3_3,Overhead_Zc_real_0_0,Overhead_Zc_imag_0_0,Overhead_Zc_real_0_1,Overhead_Zc_imag_0_1,Overhead_Zc_real_0_2,Overhead_Zc_imag_0_2,Overhead_Zc_real_0_3,Overhead_Zc_imag_0_3,Overhead_Zc_real_1_0,Overhead_Zc_imag_1_0,Overhead_Zc_real_1_1,Overhead_Zc_imag_1_1,Overhead_Zc_real_1_2,Overhead_Zc_imag_1_2,Overhead_Zc_real_1_3,Overhead_Zc_imag_1_3,Overhead_Zc_real_2_0,Overhead_Zc_imag_2_0,Overhead_Zc_real_2_1,Overhead_Zc_imag_2_1,Overhead_Zc_real_2_2,Overhead_Zc_imag_2_2,Overhead_Zc_real_2_3,Overhead_Zc_imag_2_3,Overhead_Zc_real_3_0,Overhead_Zc_imag_3_0,Overhead_Zc_real_3_1,Overhead_Zc_imag_3_1,Overhead_Zc_real_3_2,Overhead_Zc_imag_3_2,Overhead_Zc_real_3_3,Overhead_Zc_imag_3_3
1.8120904365888139e+03,5.4872395072523849e-07,1.9172444345215873e-07,1.9188469491690795e-07,3.9041006016382916e-07,8.1146865137177462e-06,6.1858488051972664e-06,6.1873575840872627e-06,6.1922082491692858e-06,7.1649285037784301e-05,5.4618455499154757e-05,5.4631777385163809e-05,5.4674606727109761e-05,9.8291565967316696e-01,-1.2833878745297589e-01,9.9205819277127205e-01,-9.8509419956190683e-02,9.9205327075865612e-01,-9.8533116028516401e-02,9.8889948074385059e-01,-9.8297380750240582e-02,2.3099415450761984e-03,7.9166206013062967e-05,-5.8447296455667113e-04,-9.6960973366511039e-06,-5.6284977624344792e-04,-7.9469948389528600e-06,-3.0112531126253155e-04,-9.4169806796128636e-06,-5.8471011010600483e-04,-1.0064683547472309e-05,2.3503054749638070e-03,8.2431771931305102e-05,-5.2982436441575758e-04,-5.0663900209910778e-06,-4.0284232785386476e-04,-1.7160513044001934e-05,-5.6497806639926765e-04,-8.7412047150769653e-06,-5.3177261597144834e-04,-5.4995549031206711e-06,2.4218918530884699e-03,8.8888954136832280e-05,-5.4130756790497802e-04,-2.7560643758216087e-05,-2.8844173066917844e-04,-1.0062953851449441e-05,-3.8880468434971267e-04,-2.2593432334707855e-05,-5.2367957352700755e-04,-3.9516947353766661e-05,2.1035558793498833e-03,1.4893271033847600e-04,5.6244834141434853e+02,-2.6814149086804225e+01,2.1792155038301394e+02,-1.6146125300136084e+01,2.1651585670771564e+02,-1.6081559900433486e+01,1.7725917100275777e+02,-1.6486366591281755e+01,2.1782901299715081e+02,-1.6238730372000113e+01,5.5939555157493646e+02,-2.6858022952113519e+01,2.1448279281996747e+02,-1.6150454404648983e+01,1.9280746414447330e+02,-1.6926126311189531e+01,2.1695163934403013e+02,-1.6388114239484882e+01,2.1502465870633247e+02,-1.6364096419956685e+01,5.5616297653453717e+02,-2.6942032845613880e+01,2.1466627211032645e+02,-1.7599061918459793e+01,1.7103157449732851e+02,-1.3761301817320753e+01,1.8653283652094095e+02,-1.3368509729915186e+01,2.0763828438967923e+02,-1.2810943455956799e+01,5.8622272445811927e+02,-4.4323725199530536e+01
1.9416898856413561e+03,5.8294353610886112e-07,1.9558506320375526e-07,1.9573985500324158e-07,3.9240327194430536e-07,8.6730563979910287e-06,6.6263354926285467e-06,6.6279716694380079e-06,6.6323579717850965e-06,7.1468107952552389e-05,5.4602626638395650e-05,5.4616109135853546e-05,5.4652253340861559e-05,9.8119251676086006e-01,-1.3703978493461785e-01,9.9127805278534675e-01,-1.0549221376905786e-01,9.9127283571537506e-01,-1.0551790289728614e-01,9.8815120014378655e-01,-1.0525575001024967e-01,2.3112975393479278e-03,7.6018957436171025e-05,-5.8421092390901640e-04,-8.6880608657506725e-06,-5.6259203267032206e-04,-7.1050201648255535e-06,-3.0079647814881398e-04,-7.9172197270442061e-06,-5.8443746789855827e-04,-8.9965538777761446e-06,2.3516910286427201e-03,7.9061385793919022e-05,-5.2951839370220428e-04,-4.3790012057066634e-06,-4.0265100431543404e-04,-1.5264707084545922e-05,-5.6468996402771643e-04,-7.7522002356555469e-06,-5.3144705864096317e-04,-4.7248302615943736e-06,2.4233556772784342e-03,8.5100972868321122e-05,-5.4130067438639632e-04,-2.5135495602602078e-05,-2.8813633032022368e-04,-8.5758300179180135e-06,-3.8872511480453955e-04,-2.0405457071772387e-05,-5.2390883224568818e-04,-3.6394506006353582e-05,2.1059288317124363e-03,1.4066054967302986e-04,5.6161348881563902e+02,-2.6332319148169841e+01,2.1718784289674994e+02,-1.6174243790818625e+01,2.1578738377268840e+02,-1.6107157899361326e+01,1.7651323634770068e+02,-1.6522334037860855e+01,2.1708806553390352e+02,-1.6270861945430930e+01,5.5855881559590989e+02,-2.6378321932848124e+01,2.1374953504517367e+02,-1.6179139320164900e+01,1.9205870823069196e+02,-1.6938211122015570e+01,2.1620195855811164e+02,-1.6424178186364060e+01,2.1427743800382615e+02,-1.6399270885367613e+01,5.5532223675986211e+02,-2.6463937195268919e+01,2.1391095129121118e+02,-1.7577230508705227e+01,1.7031608997551405e+02,-1.3941150524598289e+01,1.8582390040956997e+02,-1.3573764894283403e+01,2.0693964012901597e+02,-1.3049034393414241e+01,5.8535943364432035e+02,-4.2581145561109373e+01
2.0805581972493128e+03,6.1962506707208128e-07,1.9982561905294435e-07,1.9997728544753816e-07,3.9462000138455283e-07,9.2696913440197624e-06,7.0980636356814340e-06,7.0998386834323316e-06,7.1040393492828162e-06,7.1286187376911494e-05,5.4585840624619677e-05,5.4599491174769765e-05,5.4631795319654033e-05,9.7926472093155104e-01,-1.4631412042836725e-01,9.9038640730713356e-01,-1.1296329319828108e-01,9.9038079533052203e-01,-1.1299114669043687e-01,9.8729369405923417e-01,-1.1270616444653060e-01,2.3126663091344733e-03,7.3117215123707840e-05,-5.8395916917426184e-04,-7.7556706358300800e-06,-5.6234895091404765e-04,-6.3273634693871721e-06,-3.0043412934369415e-04,-6.5149298985366198e-06,-5.8417295239471690e-04,-8.0080644102239300e-06,2.3530842062428701e-03,7.5952243349127532e-05,-5.2923033355451929e-04,-3.7450843519220941e-06,-4.0241863875987711e-04,-1.3493841469766289e-05,-5.6441139178845868e-04,-6.8371380974586715e-06,-5.3113642974723138e-04,-4.0092304744365369e-06,2.4248171199042676e-03,8.1602984784207640e-05,-5.4124281500999400e-04,-2.2872151723727112e-05,-2.8779889783734036e-04,-7.1846206302861509e-06,-3.8859418850863977e-04,-1.8359119698830917e-05,-5.2406095991349463e-04,-3.3474918637362955e-05,2.1081092580998448e-03,1.3293806133912750e-04,5.6077261804532873e+02,-2.5886940693804270e+01,2.1645411378789902e+02,-1.6199815502056101e+01,2.1505896623467569e+02,-1.6130555701889538e+01,1.7576646367244027e+02,-1.6555107504082311e+01,2.1634704586380963e+02,-1.6300054508930845e+01,5.5771609453827625e+02,-2.5935177622460195e+01,2.1301634722585726e+02,-1.6205473715917215e+01,1.9130916849423627e+02,-1.6948788111886671e+01,2.1545219401042547e+02,-1.6457093871837390e+01,2.1353019788258285e+02,-1.6431538045932776e+01,5.5447563220231041e+02,-2.6022510775763575e+01,2.1315494593310748e+02,-1.7556245055322336e+01,1.6959825170330529e+02,-1.4108281173464546e+01,1.8511186381827835e+02,-1.3764877183440994e+01,2.0623691969357967e+02,-1.3271082053155812e+01,5.8450771232742159e+02,-4.0958113967442827e+01
2.2293582740229917e+03,6.5894114759675899e-07,2.0446099227882757e-07,2.0461284711612727e-07,3.9708571961228549e-07,9.9072075048021308e-06,7.6032304695734360e-06,7.6051567281488298e-06,7.6094837461934994e-06,7.1103564609343491e-05,5.4568029252454527e-05,5.4581853920101910e-05,5.4612908726080046e-05,9.7710651103677904e-01,-1.5619680097477964e-01,9.8936764086353368e-01,-1.2095551073905318e-01,9.8936150868483552e-01,-1.2098570916995111e-01,9.8631103885844962e-01,-1.2068198361232302e-01,2.3140541864221545e-03,7.0439890804462293e-05,-5.8371896763958358e-04,-6.8916138948046644e-06,-5.6212115088946385e-04,-5.6073420563439502e-06,-3.0004282575952292e-04,-5.2043731304560589e-06,-5.8391809313776877e-04,-7.0917392545472279e-06,2.3544922260981867e-03,7.3082305999522598e-05,-5.2896017174548359e-04,-3.1586733578701139e-06,-4.0215129900609317e-04,-1.1840298715655917e-05,-5.6414358823511407e-04,-5.9889254470444803e-06,-5.3084107482977551e-04,-3.3465408264223591e-06,2.4262851006969731e-03,7.8371184569840340e-05,-5.4114206879448843e-04,-2.0760468206836638e-05,-2.8743352892107835e-04,-5.8837766370975682e-06,-3.8841873827204459e-04,-1.6446355081042336e-05,-5.2414645177542064e-04,-3.0746765758791893e-05,2.1101233808870014e-03,1.2573501863076024e-04,5.5992532602072777e+02,-2.5474687845581531e+01,2.1572038290849582e+02,-1.6222989162702110e+01,2.1433060498222630e+02,-1.6151891415071905e+01,1.7501905338301341e+02,-1.6584920046480669e+01,2.1560598638595675e+02,-1.6326474353607392e+01,5.5686696674617087e+02,-2.5525271218813959e+01,2.1228322439148596e+02,-1.6229609120983994e+01,1.9055904802592946e+02,-1.6957997881516903e+01,2.1470237583255945e+02,-1.6487043813141451e+01,2.1278295009609289e+02,-1.6461076398234258e+01,5.5362271334704781e+02,-2.5614443833891112e+01,2.1239846190100931e+02,-1.7536116035596233e+01,1.6887833326352663e+02,-1.4263394426219753e+01,1.8439706765274551e+02,-1.3942615163722866e+01,2.0553055480304386e+02,-1.3477942148773803e+01,5.8366574062704399e+02,-3.9447096894726130e+01
2.3888004289068249e+03,7.0107511233972986e-07,2.0950163049545233e-07,2.0965820532232440e-07,3.9982737499263119e-07,1.0588399527907910e-05,8.1441895783712782e-06,8.1462801796931292e-06,8.1510808996837928e-06,7.0920278811122361e-05,5.4549150139723200e-05,5.4563152825231507e-05,5.4595307675347956e-05,9.7468878359217515e-01,-1.6672442593046227e-01,9.8820396487290052e-01,-1.2950374477705726e-01,9.8819715681600029e-01,-1.2953647523469605e-01,9.8518501014914528e-01,-1.2921860677253066e-01,2.3154661366355154e-03,6.7966390506555985e-05,-5.8349115832753511e-04,-6.0887501333013755e-06,-5.6190890387780861e-04,-4.9384333848453685e-06,-2.9962656969387491e-04,-3.9800044577527747e-06,-5.8367396493200793e-04,-6.2402798070128998e-06,2.3559208236012788e-03,7.0430040092394155e-05,-5.2870763671535005e-04,-2.6139628886983570e-06,-4.0185427598962551e-04,-1.0296658829932215e-05,-5.6388737950255178e-04,-5.2006423346005814e-06,-5.3056104259295773e-04,-2.7307150716617399e-06,2.4277668294747849e-03,7.5382279602585745e-05,-5.4100544590618502e-04,-1.8790504967955564e-05,-2.8704383227873124e-04,-4.6679717463055627e-06,-3.8820478112348118e-04,-1.4659343824179730e-05,-5.2417454877637880e-04,-2.8198904515141420e-05,2.1119944432543506e-03,1.1902214871755990e-04,5.5907135800057040e+02,-2.5092324630041823e+01,2.1498666215649990e+02,-1.6243903925473735e+01,2.1360229440854107e+02,-1.6171294393115176e+01,1.7427117044492891e+02,-1.6611999730014670e+01,2.1486491069152541e+02,-1.6350276779778302e+01,5.5601116018775735e+02,-2.5145373358933387e+01,2.1155015562489234e+02,-1.6251687146288813e+01,1.8980851148088391e+02,-1.6965985219836995e+01,2.1395252551126561e+02,-1.6514198307489288e+01,2.1203569914750508e+02,-1.6488052465346470e+01,5.5276318268050272e+02,-2.5236515085011199e+01,2.1164166264840028e+02,-1.7516870864890564e+01,1.6815658233221623e+02,-1.4407139276443944e+01,1.8367982089889844e+02,-1.4107691544704867e+01,2.0482093744065827e+02,-1.3670408978890782e+01,5.8283188209845855e+02,-3.8041021160263639e+01
2.5596457759335367e+03,7.4622162776458757e-07,2.1495272413165789e-07,2.1512002677807110e-07,4.0287342835119564e-07,1.1316252956989986e-05,8.7234631438270745e-06,8.7257318591877514e-06,8.7313901031221448e-06,7.0736368685615656e-05,5.4529189785889958e-05,5.4543371219161634e-05,5.4578740137698273e-05,9.7197876138884254e-01,-1.7793517588467603e-01,9.8687517116640022e-01,-1.3864500538926169e-01,9.8686749606595170e-01,-1.3868045708981144e-01,9.8389481974161541e-01,-1.3835355309528177e-01,2.3169056991405681e-03,6.5676686587824734e-05,-5.8327611101666459e-04,-5.3401383711174236e-06,-5.6171208373311670e-04,-4.3142979823388843e-06,-2.9918886443645800e-04,-2.8364899693267775e-06,-5.8344115135328838e-04,-5.4465930578483376e-06,2.3573741997744788e-03,6.7974496429472925e-05,-5.2847214525480243e-04,-2.1053243976759618e-06,-4.0153215061982170e-04,-8.8557336676121745e-06,-5.6364314098890584e-04,-4.4655671160459556e-06,-5.3029603858431985e-04,-2.1558929358040501e-06,2.4292677685906357e-03,7.2613585476139566e-05,-5.4083896396540422e-04,-1.6952582059206151e-05,-2.8663298557221655e-04,-3.5321138416912828e-06,-3.8795760258917336e-04,-1.2990544325826074e-05,-5.2415335978108044e-04,-2.5820528218591436e-05,2.1137430345233802e-03,1.1277124112971650e-04,5.5821062499681079e+02,-2.4736714064456574e+01,2.1425295478977353e+02,-1.6262688385827452e+01,2.1287402139027199e+02,-1.6188884227798098e+01,1.7352294598456839e+02,-1.6636567527839762e+01,2.1412383313045680e+02,-1.6371605227535962e+01,5.5514856957934637e+02,-2.4792353277787580e+01,2.1081712299169718e+02,-1.6271838604741742e+01,1.8905768624952276e+02,-1.6972895956541937e+01,2.1320265545346271e+02,-1.6538714677015712e+01,2.1128844155275914e+02,-1.6512620059594539e+01,5.5189691140048023e+02,-2.4885601046710391e+01,2.1088466977747379e+02,-1.7498549303406577e+01,1.6743322615650965e+02,-1.4540115898941449e+01,1.8296040745563056e+02,-1.4260766227289116e+01,2.0410842852594510e+02,-1.3849218761115065e+01,5.8200465817795043e+02,-3.6733247235540958e+01
2.7427098634826762e+03,7.9458734023274592e-07,2.2081356446371405e-07,2.2099934202696514e-07,4.0625392229786037e-07,1.2093957460190959e-05,9.3437552846742876e-06,9.3462162817080311e-06,9.3531522609159083e-06,7.0551873509649727e-05,5.4508166009269327e-05,5.4522522596185006e-05,5.4562984647524503e-05,9.6893936943940773e-01,-1.8986869746789298e-01,9.8535817913372648e-01,-1.4841851256032698e-01,9.8534940533072757e-01,-1.4845687057814172e-01,9.8241664958177666e-01,-1.4812651038613153e-01,2.3183749395577339e-03,6.3551432072015443e-05,-5.8307369257251239e-04,-4.6390840908236005e-06,-5.6153012600745184e-04,-3.7288228483263758e-06,-2.9873276824316273e-04,-1.7687192667335891e-06,-5.8321971510638031e-04,-4.7038387724322903e-06,2.3588549811888525e-03,6.5695431632985905e-05,-5.2825275811505001e-04,-1.6273424241872733e-06,-4.0118885514085978e-04,-7.5105967749460046e-06,-5.6341076589153539e-04,-3.7772205819632650e-06,-5.3004538619813503e-04,-1.6164369042261903e-06,2.4307916060806525e-03,7.0043162756853656e-05,-5.4064771907255216e-04,-1.5237332855139972e-05,-2.8620378637418128e-04,-2.4713512404143252e-06,-3.8768183405624748e-04,-1.1432716613869539e-05,-5.2408997429544959e-04,-2.3601213559056473e-05,2.1153873884658054e-03,1.0695522132841977e-04,5.5734321807502204e+02,-2.4404834353420327e+01,2.1351925510921083e+02,-1.6279459185737096e+01,2.1214576467802880e+02,-1.6204769276047415e+01,1.7277447881718115e+02,-1.6658834846074228e+01,2.1338275871149023e+02,-1.6390590024744114e+01,5.5427927043283000e+02,-2.4463195026629290e+01,2.1008410088386674e+02,-1.6290182153564228e+01,1.8830666363159401e+02,-1.6978873360796275e+01,2.1245276888189898e+02,-1.6560736122342039e+01,2.1054116547256939e+02,-1.6534919106344091e+01,5.5102395309670464e+02,-2.4558692360409744e+01,2.1012756370996996e+02,-1.7481198298291424e+01,1.6670847646175719e+02,-1.4662878913513220e+01,1.8223909222946551e+02,-1.4402449974154697e+01,2.0339336562085984e+02,-1.4015053877331672e+01,5.8118272533345953e+02,-3.5517542517694544e+01
2.9388665673872893e+03,8.4639164242832839e-07,2.2707718988933985e-07,2.2729116460722795e-07,4.1000052849605749e-07,1.2924921057680951e-05,1.0007966525053949e-05,1.0010634001343220e-05,1.0019302699875157e-05,7.0366834349587423e-05,5.4486129509176190e-05,5.4500651985664903e-05,5.4547846770909614e-05,9.6552879389657575e-01,-2.0256601994411341e-01,9.8362668343237813e-01,-1.5886578784060945e-01,9.8361653467253229e-01,-1.5890722447022973e-01,9.8072329319223162e-01,-1.5857938854184916e-01,2.3198744288994407e-03,6.1572114356166192e-05,-5.8288324681232510e-04,-3.9792039756285303e-06,-5.6136200111501979e-04,-3.1761833379577963e-06,-2.9826094336110441e-04,-7.7181362439698893e-07,-5.8300918136845270e-04,-4.0054938175930145e-06,2.3603642065890807e-03,6.3573468603446095e-05,-5.2804814926368598e-04,-1.1748690775080547e-06,-4.0082773076216392e-04,-6.2546100571234277e-06,-5.6318964653732950e-04,-3.1294270635186273e-06,-5.2980800062784976e-04,-1.1069863524811573e-06,2.4323402556071004e-03,6.7649992525191472e-05,-5.4043595478411887e-04,-1.3635755630632788e-05,-2.8575869855544688e-04,-1.4810746947667124e-06,-3.8738152415111683e-04,-9.9789395264486309e-06,-5.2399056728674384e-04,-2.1530957915733303e-05,2.1169436565867425e-03,1.0154819539771622e-04,5.5646941731790355e+02,-2.4093801533596892e+01,2.1278554864058091e+02,-1.6294319306256746e+01,2.1141749483429729e+02,-1.6219044835842013e+01,1.7202583713360173e+02,-1.6679000687998816e+01,2.1264168345938600e+02,-1.6407346851134616e+01,5.5340352780706951e+02,-2.4155020096009768e+01,2.0935105591314715e+02,-1.6306822572298550e+01,1.8755550028625916e+02,-1.6984054104801778e+01,2.1170286018527293e+02,-1.6580390284501892e+01,2.0979385084288623e+02,-1.6555074136107876e+01,5.5014455218863839e+02,-2.4252916457342071e+01,2.0937038479830088e+02,-1.7464866286175443e+01,1.6598253373770683e+02,-1.4775941030135353e+01,1.8151612640795537e+02,-1.4533308641182845e+01,2.0267606953883478e+02,-1.4168547929265516e+01,5.8036485472201605e+02,-3.4388054626544793e+01
3.1490522624728596e+03,9.0186753766995761e-07,2.3373042051679373e-07,2.3398445294349564e-07,4.1414660465077240e-07,1.3812785305112067e-05,1.0719209371221463e-05,1.0722097053071678e-05,1.0732984907011653e-05,7.0181294707456868e-05,5.4463164039348874e-05,5.4477836044051399e-05,5.4533156073228283e-05,9.6169985219513776e-01,-2.1606938398158823e-01,9.8165065398335927e-01,-1.7003071769502837e-01,9.8163880710269202e-01,-1.7007538134932723e-01,9.7878365760729313e-01,-1.6975634125886951e-01,2.3214032641238878e-03,5.9721240096334991e-05,-5.8270359385385743e-04,-3.3545044805519622e-06,-5.6120620737345962e-04,-2.6509194558390309e-06,-2.9777570084053384e-04,1.5886936175236490e-07,-5.8280853999439900e-04,-3.3454297915717463e-06,2.3619013551686588e-03,6.1590287880134795e-05,-5.2785659421497935e-04,-7.4309273288340881e-07,-4.0045158338660169e-04,-5.0814477351916262e-06,-5.6297867418635301e-04,-2.5163887367051566e-06,-5.2958238111218956e-04,-6.2252520694863627e-07,2.4339138989017840e-03,6.5414182478510053e-05,-5.4020713234532731e-04,-1.2139263551709750e-05,-2.8529989452347903e-04,-5.5691575617236474e-07,-3.8706020511372933e-04,-8.6226221749666878e-06,-5.2386049782272447e-04,-1.9600208150474222e-05,2.1184261586256574e-03,9.6525470094920959e-05,5.5558969332428467e+02,-2.3800897099768054e+01,2.1205181291915596e+02,-1.6307356199846119e+01,2.1068917482849224e+02,-1.6231791130770432e+01,1.7127706056474779e+02,-1.6697248550948125e+01,2.1190059532803937e+02,-1.6421975062117319e+01,5.5252179764105006e+02,-2.3865114985955422e+01,2.0861794746381588e+02,-1.6321848838791741e+01,1.8680422021815673e+02,-1.6988563905254519e+01,2.1095291582130898e+02,-1.6597787659658604e+01,2.0904647010745674e+02,-1.6573192598742637e+01,5.4925914500350791e+02,-2.3965565124128602e+01,2.0861313519324059e+02,-1.7449597096910235e+01,1.6525559084081448e+02,-1.4879777022755027e+01,1.8079175181801602e+02,-1.4653867877456092e+01,2.0195684971861834e+02,-1.4310291456868315e+01,5.7954991421230670e+02,-3.3339284708776411e+01
3.3742702924418300e+03,9.6126263251714388e-07,2.4075436643647771e-07,2.4106248116427417e-07,4.1872722434783358e-07,1.4761441511880082e-05,1.1480824948207156e-05,1.1483945452041669e-05,1.1497565198160481e-05,6.9995300826619159e-05,5.4439384889386738e-05,5.4454181588235677e-05,5.4518763236713653e-05,9.5739931999453298e-01,-2.3042201559262696e-01,9.7939577855590909e-01,-1.8195959395227007e-01,9.7938186422041063e-01,-1.8200759578328082e-01,9.7656221870980620e-01,-1.8170376200890762e-01,2.3229591422749348e-03,5.7982537876742483e-05,-5.8253305380823325e-04,-2.7594681617087781e-06,-5.6106078868566652e-04,-2.1480204445598088e-06,-2.9727904178675376e-04,1.0277341766741811e-06,-5.8261627138581735e-04,-2.7179980318805376e-06,2.3634644289668139e-03,5.9728836358906808e-05,-5.2767598184683150e-04,-3.2761509157907630e-07,-4.0006273901898573e-04,-3.9851172855550269e-06,-5.6277626194774851e-04,-1.9327673414269228e-06,-5.2936662582151654e-04,-1.5845746960822970e-07,2.4355110838373681e-03,6.3317189681466257e-05,-5.3996400501885857e-04,-1.0739731726726494e-05,-2.8482929363574951e-04,3.0525807207321447e-07,-3.8672095498569177e-04,-7.3575101477737315e-06,-5.2370440299962483e-04,-1.7799881392260101e-05,2.1198476121359095e-03,9.1863551178461485e-05,5.5470469952549297e+02,-2.3523598363826636e+01,2.1131801893632527e+02,-1.6318639953037181e+01,2.0996076135259287e+02,-1.6243071305451238e+01,1.7052816280138597e+02,-1.6713743223414770e+01,2.1115947572460951e+02,-1.6434556053157642e+01,5.5163471895463283e+02,-2.3590961486156331e+01,2.0788472896771600e+02,-1.6335332206851266e+01,1.8605281751171324e+02,-1.6992513046560898e+01,2.1020291582762988e+02,-1.6613020047896466e+01,2.0829898961096183e+02,-1.6589363192260119e+01,5.4836835178368153e+02,-2.3694124745032543e+01,2.0785578172839996e+02,-1.7435423712997061e+01,1.6452783584632178e+02,-1.4974827946154925e+01,1.8006620427872471e+02,-1.4764618156979754e+01,2.0123600823773432e+02,-1.4440838110883059e+01,5.7873685271449540e+02,-3.2366060727789531e+01
3.6155957594411634e+03,1.0248402615948428e-06,2.4812545642443526e-07,2.4850365089725463e-07,4.2377915555780995e-07,1.5775048033719303e-05,1.2296400611264924e-05,1.2299764694743930e-05,1.2316648397025691e-05,6.9808901583672350e-05,5.4414935426473651e-05,5.4429822415851258e-05,5.4504537415659587e-05,9.5256717989603268e-01,-2.4566782114653135e-01,9.7682281955370243e-01,-1.9470111683545474e-01,9.7680642748138480e-01,-1.9475251589096831e-01,9.7401840293493624e-01,-1.9447024326118176e-01,2.3245384958446667e-03,5.6341160663815885e-05,-5.8236949771084282e-04,-2.1891398606708726e-06,-5.6092337969057386e-04,-1.6630097752794082e-06,-2.9677269554799333e-04,1.8389486757343640e-06,-5.8243039888823515e-04,-2.1181142643817439e-06,2.3650500972209007e-03,5.7973535082393069e-05,-5.2750385230362993e-04,7.5470868188864417e-08,-3.9966309994926645e-04,-2.9599763631208406e-06,-5.6258039357303584e-04,-1.3737657899101570e-06,-5.2915847195024652e-04,2.8931666598726621e-07,2.4371288863938999e-03,6.1342041014221977e-05,-5.3970869841261254e-04,-9.4295387387974466e-06,-2.8434859698508417e-04,1.1093511293402120e-06,-3.8636645614770643e-04,-6.1776864871187972e-06,-5.2352628814143916e-04,-1.6121377549486826e-05,2.1212193423676058e-03,8.7540121756064383e-05,5.5381525433830438e+02,-2.3259608627486664e+01,2.1058413324474662e+02,-1.6328221695060112e+01,2.0923220685551505e+02,-1.6252929660908407e+01,1.6977913487782178e+02,-1.6728627711244979e+01,2.1041830163959770e+02,-1.6445151868751530e+01,5.5074309593748433e+02,-2.3330266759675649e+01,2.0715134989912877e+02,-1.6347324515749150e+01,1.8530125994465149e+02,-1.6995992064987977e+01,2.0945283593509470e+02,-1.6626159240258708e+01,2.0755137164843867e+02,-1.6603654423141471e+01,5.4747295864441594e+02,-2.3436306329753343e+01,2.0709825998307545e+02,-1.7422362233704270e+01,1.6379945409572858e+02,-1.5061505479573986e+01,1.7933971588256756e+02,-1.4866019965143641e+01,2.0051384238258672e+02,-1.4560711017336669e+01,5.7792468684359790e+02,-3.1463510698003198e+01
3.8741806561764306e+03,1.0928807412145866e-06,2.5581697664372123e-07,2.5628273040800430e-07,4.2934075738113666e-07,1.6858048683378025e-05,1.3169788419886103e-05,1.3173404192446068e-05,1.3194094613380899e-05,6.9622147976141450e-05,5.4389981628573068e-05,5.4404914427555530e-05,5.4490363910760862e-05,9.4713579148217886e-01,-2.6185098771185028e-01,9.7388687987328137e-01,-2.0830634737625675e-01,9.7386756986040646e-01,-2.0836113595012332e-01,9.7110589055702323e-01,-2.0810648981095164e-01,2.3261366905866711e-03,5.4783867190219014e-05,-5.8221042586063788e-04,-1.6392037535108158e-06,-5.6079127853468982e-04,-1.1920215909536843e-06,-2.9625815509215476e-04,2.5964482799904879e-06,-5.8224856789564560e-04,-1.5413340792493233e-06,2.3666539039453004e-03,5.6310464875496070e-05,-5.2733746108881352e-04,4.6951048034655725e-07,-3.9925420207591691e-04,-2.0007442730969062e-06,-5.6238869829650258e-04,-8.3520110276654008e-07,-5.2895536112851219e-04,7.2433232756721874e-07,2.4387631378909209e-03,5.9473529234827767e-05,-5.3944279732285683e-04,-8.2015993022943547e-06,-2.8385931858736408e-04,1.8590501443210713e-06,-3.8599905032693429e-04,-5.0775672327063459e-06,-5.2332961351140900e-04,-1.4556582821566574e-05,2.1225514727014612e-03,8.3534001753843480e-05,5.5292231318775703e+02,-2.3006883866931108e+01,2.0985012064456834e+02,-1.6336132469105888e+01,2.0850346221679601e+02,-1.6261390361011326e+01,1.6902994913648573e+02,-1.6742020555851500e+01,2.0967704830709596e+02,-1.6453804260068718e+01,5.4984786995749164e+02,-2.3080989941771072e+01,2.0641775840945681e+02,-1.6357856963342780e+01,1.8454949350198999e+02,-1.6999067916262199e+01,2.0870265020764973e+02,-1.6637256147959768e+01,2.0680357709275603e+02,-1.6616113615401716e+01,5.4657388951009591e+02,-2.3190072053901535e+01,2.0634047955053512e+02,-1.7410406448981728e+01,1.6307062941088464e+02,-1.5140196252301868e+01,1.7861251618148336e+02,-1.4958508929338647e+01,1.9979064575844842e+02,-1.4670409030710719e+01,5.7711249003528678e+02,-3.0627035856621220e+01
