omega,re_0,im_0,re_1,im_1,re_2,im_2,re_3,im_3,re_4,im_4,re_5,im_5
2774.4689468950514,7.030417849134717e-08,9.372688430456072e-06,8.535816968052117e-08,9.349226909725303e-06,8.076210652505262e-08,9.341594539901635e-06,7.954597565460598e-08,9.33879280536112e-06,1.4060384398802864e-07,9.406386590612645e-06,1.1968580888195905e-06,1.1098332548682245e-05
2888.5498596510947,7.144601300944408e-08,9.75693174754598e-06,8.705483111400283e-08,9.731574151303279e-06,8.215314592294415e-08,9.724258936033075e-06,8.096719010025381e-08,9.721309093900288e-06,1.4418947124503073e-07,9.788942979658624e-06,1.2163726731853477e-06,1.1530079958499887e-05
3007.32156365561,7.261754608658346e-08,1.0156961344031574e-05,8.876081167503851e-08,1.0129622469678548e-05,8.357820580891036e-08,1.0122635854244107e-05,8.242422690362091e-08,1.0119530876238087e-05,1.4776350966528243e-07,1.018714749396165e-05,1.2363980441530824e-06,1.1979687689473382e-05
3130.976935367991,7.38058843025224e-08,1.057341770232543e-05,9.04533849591569e-08,1.0544011454046832e-05,8.501518743154595e-08,1.0537362817528758e-05,8.38963858695878e-08,1.0534095642036536e-05,1.513018830389878e-07,1.0601641810488496e-05,1.2569799985363106e-06,1.2447865191611273e-05
3259.7167819626447,7.502145472475712e-08,1.1006978071618533e-05,9.214767017622213e-08,1.0975417642436558e-05,8.647962890715256e-08,1.096911419304558e-05,8.539850828936787e-08,1.0965676835305675e-05,1.5481247756990884e-07,1.1033106487743037e-05,1.2781866507779152e-06,1.2935340435357783e-05
3393.75016742499,7.62612594572512e-08,1.1458345376513128e-05,9.383728893059702e-08,1.142454266187236e-05,8.796536421823182e-08,1.141858958761457e-05,8.69249419709962e-08,1.1414973614720696e-05,1.5828611869432879e-07,1.1482247443361258e-05,1.3000777146312497e-06,1.344286806248622e-05
3533.294752055897,7.75286700729516e-08,1.192825025330366e-05,9.552611253634278e-08,1.1892115904252586e-05,8.947637540042181e-08,1.1886516335568305e-05,8.847959429829246e-08,1.1882712524653837e-05,1.6172259457812392e-07,1.1949799003367968e-05,1.3227179713025827e-06,1.397123038502523e-05
3678.577145935911,7.882499616793163e-08,1.24174570270211e-05,9.721456464011809e-08,1.237890020783053e-05,9.101308421172992e-08,1.2373655137361563e-05,9.006296604093948e-08,1.236965353615327e-05,1.6511928111449913e-07,1.2436528366956614e-05,1.346167636479575e-06,1.4521243598393817e-05
3829.8332769232675,8.015180918324757e-08,1.2926756733875367e-05,9.890366859434656e-08,1.2885685015621513e-05,9.257632223306547e-08,1.2880793390246696e-05,9.167592542442316e-08,1.287658320113401e-05,1.6847479788396243e-07,1.2943229853679916e-05,1.3704892858584673e-06,1.5093750258625287e-05
3987.3087737832443,8.151065536771871e-08,1.3456975652897641e-05,1.0059445273849631e-07,1.3413294778770653e-05,9.41667778537775e-08,1.3408753514703598e-05,9.33191462200122e-08,1.3404323024723085e-05,1.7178816725375265e-07,1.3470732944626588e-05,1.3957455431633318e-06,1.5689627701869966e-05
4151.259365071149,8.290318066157972e-08,1.4008972416720789e-05,1.0228811354867158e-07,1.3962586184439202e-05,9.578516197251845e-08,1.3958390161218745e-05,9.49932487827274e-08,1.3953726653737321e-05,1.7505907761410854e-07,1.4019899174505279e-05,1.4219987295194214e-06,1.6309786030434418e-05
4321.95129441654,8.433103818592807e-08,1.4583641818772522e-05,1.0398589743088262e-07,1.4534451930773391e-05,9.743206827532731e-08,1.4530594003185872e-05,9.669864666037355e-08,1.4525683672355103e-05,1.7828771750072913e-07,1.4591625962567578e-05,1.449311279267867e-06,1.6955171829754384e-05
4499.66175288319,8.579639679371291e-08,1.5181917634032868e-05,1.0568968760158642e-07,1.5129823738448816e-05,9.91085897433728e-08,1.5126294607132898e-05,9.843606933864377e-08,1.512112246368694e-05,1.8147582082664363e-07,1.5186848944765384e-05,1.477745435889589e-06,1.76267719136001e-05
4684.679329106864,8.729974677422108e-08,1.5804759424760497e-05,1.0739961944834611e-07,1.5749658233407207e-05,1.0081371301135519e-07,1.5746446973685123e-05,1.0020418715246063e-07,1.5740996826501136e-05,1.8462193464241024e-07,1.5806530891515127e-05,1.507365410299728e-06,1.8325596603772686e-05
4877.304477941913,8.88430930849626e-08,1.645318607696533e-05,1.0911731208379063e-07,1.639497199989327e-05,1.0254784672220153e-07,1.6392065533947496e-05,1.0200273423452968e-07,1.6386319932131943e-05,1.877287100969306e-07,1.6451691342724725e-05,1.5382338449749164e-06,1.9052719597271432e-05
5077.850008377724,9.042956773469175e-08,1.7128248773936956e-05,1.1084668828649965e-07,1.7066813531422463e-05,1.0431344603036439e-07,1.7064196949812146e-05,1.0383316352753396e-07,1.7058136984135957e-05,1.9079927301750415e-07,1.7123383032508216e-05,1.5704150179066765e-06,1.980924680019164e-05
5286.641591517374,9.205968444731004e-08,1.7831038087318475e-05,1.1258777403229512e-07,1.776627009360113e-05,1.0610869344859103e-07,1.7763926867043425e-05,1.0569267975469953e-07,1.775753249262682e-05,1.93834083791419e-07,1.7822697338302774e-05,1.6039732771271978e-06,2.0596323594502655e-05
5504.018289443407,9.373594474779054e-08,1.8562693748114812e-05,1.1434368118041613e-07,1.8494478119885967e-05,1.0793466646928148e-07,1.849239020211666e-05,1.0758091796476025e-07,1.8485640147564003e-05,1.9683616899835544e-07,1.8550774426103974e-05,1.6389739842834055e-06,2.1415146210400477e-05
5730.333105829569,9.546011220735421e-08,1.932440258476895e-05,1.1611652611606254e-07,1.925262045614489e-05,1.0979113928431281e-07,1.9250768612500974e-05,1.0949602240956676e-07,1.924364069018446e-05,1.99807749879417e-07,1.9308801048888627e-05,1.6754832203969044e-06,2.226695933909243e-05
5965.953559192664,9.723362438573875e-08,2.011739816148823e-05,1.1790797559946725e-07,2.0041926289367678e-05,1.1167724074028523e-07,2.0040290498417416e-05,1.114353551231919e-07,2.0032761887976608e-05,2.0275072848624861e-07,2.0098010344259073e-05,1.713567632122815e-06,2.3153055033470253e-05
6211.262279715393,9.90596640904269e-08,2.0942965324485993e-05,1.1972225563904405e-07,2.086367575099762e-05,1.1359456119724506e-07,2.086223553311619e-05,1.1339838686890252e-07,2.0854282979873004e-05,2.0566917980368236e-07,2.0919686331538834e-05,1.7532957266149804e-06,2.4074778004719663e-05
6466.657630609518,1.0093836902695747e-07,2.1802437427822096e-05,1.2155890476375746e-07,2.1719195919574082e-05,1.1553987645821898e-07,2.1717931026911506e-05,1.1538009654963023e-07,2.170953171224344e-05,2.0856336863404087e-07,2.177516089688841e-05,1.7947359087876415e-06,2.50335239891827e-05
6732.554355028208,1.0287350372975091e-07,2.2697217398213343e-05,1.2342248138040245e-07,2.2609884299214627e-05,1.1751529098942711e-07,2.260877498755277e-05,1.1738057236661541e-07,2.259990628407885e-05,2.1143803467880398e-07,2.2665835490959146e-05,1.8379588691064943e-06,2.6030756522917204e-05
7009.38424957824,1.0487162722704547e-07,2.362875110847006e-05,1.2532139476420743e-07,2.353718052003673e-05,1.1952687961254995e-07,2.3536207788493615e-05,1.1940354460697745e-07,2.3526847597005154e-05,2.1430123203529777e-07,2.3593153954859355e-05,1.883038496550734e-06,2.7067985628047173e-05
7297.596865525738,1.0692334137928726e-07,2.4598545180337714e-05,1.2723946989023803e-07,2.4502581611484966e-05,1.2155641929970195e-07,2.4501728616256787e-05,1.2143116764378786e-07,2.4491857364466e-05,2.1714121524154453e-07,2.455862008525324e-05,1.930042458421055e-06,2.8146784726506863e-05
7597.660238834169,1.0905109892416219e-07,2.560817874566101e-05,1.29207804537164e-07,2.550766308806775e-05,1.236335302156191e-07,2.5506913323304412e-05,1.234891487990039e-07,2.5496510547121196e-05,2.1998535656892073e-07,2.5563811000243343e-05,1.9790546695063593e-06,2.9268796599689802e-05
7910.061650220118,1.1123804663861397e-07,2.665928038093297e-05,1.3119771520460457e-07,2.6554041262318635e-05,1.2572829024292324e-07,2.6553381173666522e-05,1.2554987341095166e-07,2.654243020664634e-05,2.228124670389648e-07,2.6610351088348174e-05,2.0301422898526177e-06,3.0435720315184702e-05
8235.30841646112,1.1348817120680748e-07,2.7753556872651565e-05,1.3321111515795874e-07,2.7643415615426406e-05,1.278419894095564e-07,2.764283325123951e-05,1.2761444061634871e-07,2.7631318469835495e-05,2.2562681787928596e-07,2.769994408560364e-05,2.0833838790653294e-06,3.16493315656925e-05
8573.92871424056,1.1582817853075525e-07,2.889278265122634e-05,1.3528380539154682e-07,2.8777556665169522e-05,1.300098165207358e-07,2.877704036526001e-05,1.2971428299112194e-07,2.8764945045569098e-05,2.2846034808113224e-07,2.8834361544220423e-05,2.138870838603727e-06,3.291147321099449e-05
8926.472437867556,1.1823225427605435e-07,3.0078800294453915e-05,1.3737154758565093e-07,2.995829339168041e-05,1.3218762468915999e-07,2.9957834583063612e-05,1.3181036547371134e-07,2.9945146120869794e-05,2.3128034350820075e-07,3.0015440941847213e-05,2.1966712392606613e-06,3.4224062547640905e-05
9293.512092264567,1.2072349036815437e-07,3.131353939934824e-05,1.3950368667977976e-07,3.1187550650368996e-05,1.3440465773263987e-07,3.11871410353428e-05,1.3392920569853535e-07,3.1173845746461716e-05,2.341138411893059e-07,3.1245107570466616e-05,2.256876715155253e-06,3.558909950806695e-05
9675.643722673107,1.2329541340313234e-07,3.259899136856732e-05,1.4166422450542602e-07,3.246731014580301e-05,1.3664524424485446e-07,3.246694304865385e-05,1.3605759261345656e-07,3.245302892516449e-05,2.3695147985616762e-07,3.252534895941383e-05,2.3195707382523435e-06,3.700865145333594e-05
10073.487882587067,1.2595417893019287e-07,3.39372556972706e-05,1.4385600911524544e-07,3.379966327254849e-05,1.3891254451372806e-07,3.3799332865203e-05,1.3819900174364568e-07,3.37847881980678e-05,2.397986818403715e-07,3.385825873518261e-05,2.3848383760819122e-06,3.8484895542501436e-05
10487.690641485688,1.2870659446365943e-07,3.533048648651136e-05,1.460823815703682e-07,3.5186756934063e-05,1.4121022945612022e-07,3.51864580145047e-05,1.4035751368286454e-07,3.517127109071585e-05,2.4266212323574865e-07,3.524598683037084e-05,2.4527741549035124e-06,4.002006077164024e-05
10918.924634002584,1.3155290570081017e-07,3.678093652628001e-05,1.4833641024030003e-07,3.6630834975141e-05,1.4353181854858358e-07,3.6630563149581214e-05,1.425282108711896e-07,3.661472282398308e-05,2.455399616804852e-07,3.669078096679503e-05,2.5234696173541325e-06,4.161647714519843e-05
11367.890152234633,1.3450328925756277e-07,3.829095116347875e-05,1.5062583064031885e-07,3.8134236177942435e-05,1.4588538713785743e-07,3.813398733397578e-05,1.447191389737123e-07,3.811748173861623e-05,2.484423436489732e-07,3.819498245873089e-05,2.5970242158209817e-06,4.327656798713688e-05
11835.316282964517,1.375541111938482e-07,3.9863036298181475e-05,1.5293726569754515e-07,3.9699455056320215e-05,1.482581146160681e-07,3.969922581293405e-05,1.4691935524235467e-07,3.968204406782615e-05,2.513603411078799e-07,3.976108555395819e-05,2.673515156522482e-06,4.500293261627073e-05
12321.962091643712,1.407178431499201e-07,4.149967308769438e-05,1.5528103690978437e-07,4.132896786638298e-05,1.5066055038686293e-07,4.1328754825159e-05,1.491394133399981e-07,4.131088469686204e-05,2.54308104681695e-07,4.139157226418032e-05,2.7530633422052926e-06,4.6798119260077516e-05
12828.617855058625,1.4399318599468958e-07,4.320353362323035e-05,1.5764648711499497e-07,4.302543611762786e-05,1.530824886933547e-07,4.30252363559322e-05,1.5137089160051247e-07,4.300666611946088e-05,2.5727999365403724e-07,4.308910620835065e-05,2.8357609780636996e-06,4.8664890988757505e-05
13356.106344681619,1.4739031375068842e-07,4.4977371638950896e-05,1.6003979734138337e-07,4.47916069677268e-05,1.555303775244008e-07,4.479141751105271e-05,1.5362029483153487e-07,4.4772134289140596e-05,2.6028524713106334e-07,4.4856435360916194e-05,2.921717092319715e-06,5.0606080165770496e-05
13905.284162791027,1.5091289508285328e-07,4.6824111180265357e-05,1.6245706152294024e-07,4.66303947301838e-05,1.5800063140125001e-07,4.6630212787993706e-05,1.5588503172525926e-07,4.661020357590482e-05,2.6332346729160055e-07,4.6696476595006775e-05,3.0110307500082654e-06,5.262470229896187e-05
14477.043133529785,1.545652003499927e-07,4.874665814033242e-05,1.648947987125863e-07,4.854469747052365e-05,1.6049004546306328e-07,4.854452034496072e-05,1.5816317819183525e-07,4.852377143905364e-05,2.663968453255568e-07,4.861213040371215e-05,3.1038163351951876e-06,5.472374599820821e-05
15072.311751161988,1.5835009640223828e-07,5.074819141014844e-05,1.6734683604586436e-07,5.053768423089042e-05,1.62992722453471e-07,5.0537509321019795e-05,1.6045015317267353e-07,5.051600675928901e-05,2.695038723881505e-07,5.060656833371987e-05,3.2001822920066767e-06,5.690648270586233e-05
15692.056687878789,1.6228382773446095e-07,5.28319285008376e-05,1.6982696647758225e-07,5.261256670032237e-05,1.6552250187381106e-07,5.261239110770323e-05,1.627589074300068e-07,5.259011897749623e-05,2.7265978407014684e-07,5.2683001973888694e-05,3.30024779357482e-06,5.917621691560832e-05
16337.28436360253,1.663636581564912e-07,5.500126939409497e-05,1.7231967918026854e-07,5.477273411008898e-05,1.680641457361465e-07,5.477255515597645e-05,1.6507682498216005e-07,5.474949764236335e-05,2.758572199418952e-07,5.484482447802078e-05,3.404131095469401e-06,6.153642802859724e-05
17009.04258033824,1.706004217992257e-07,5.7259719500325166e-05,1.7482971230544273e-07,5.7021683903244436e-05,1.7062248559964212e-07,5.702149873422313e-05,1.674086969200994e-07,5.699763870266934e-05,2.791029393128445e-07,5.709553376999489e-05,3.5119455140714696e-06,6.39907239060999e-05
17708.422223726546,1.74997745415072e-07,5.961088061952777e-05,1.7735034141369897e-07,5.936300805283843e-05,1.7319091802389898e-07,5.936281385532156e-05,1.6974946842012564e-07,5.933813367386466e-05,2.823964529492821e-07,5.9438724468373824e-05,3.6238150159506004e-06,6.654279645453865e-05
18436.55903456127,1.7956532753960493e-07,6.205865490140125e-05,1.7988324167283255e-07,6.180060087335206e-05,1.7577116818230753e-07,6.18003946879958e-05,1.7210143930262988e-07,6.177487515247406e-05,2.85743858933663e-07,6.18782918754476e-05,3.7398681554795445e-06,6.919663734309341e-05
19194.635453148407,1.8431013871093422e-07,6.460696047974128e-05,1.8242579535730107e-07,6.43383715002349e-05,1.7836066564225534e-07,6.433815030182531e-05,1.7446306372182508e-07,6.43117711234821e-05,2.891476486691574e-07,6.441814671975037e-05,3.860231470944689e-06,7.19562594487264e-05
19983.88253950173,1.8924329369352683e-07,6.726003752445033e-05,1.849806692627052e-07,6.698055353985978e-05,1.8096208709243496e-07,6.698031414100906e-05,1.768375533916952e-07,6.695305287193111e-05,2.926151909713279e-07,6.706252229769624e-05,3.985039819191828e-06,7.482598946918977e-05
20805.581972493168,1.9436270307181313e-07,7.002187988514897e-05,1.8753110534386615e-07,6.973112537789748e-05,1.8355873664632405e-07,6.973086482760039e-05,1.7921069373124444e-07,6.970270022692635e-05,2.961371349345211e-07,6.981540254549959e-05,4.1144163684754455e-06,7.780993597508907e-05
21661.068131204353,1.9968756469193466e-07,7.289727722119425e-05,1.9009033191873986e-07,7.259487579956624e-05,1.8616376014589486e-07,7.259459068806801e-05,1.8159518613956418e-07,7.256549700985664e-05,2.9973044149964595e-07,7.268157280476863e-05,4.248509527984413e-06,8.091296774779585e-05
22551.7302618597,2.0522289134808338e-07,7.589075353599407e-05,1.926507578398378e-07,7.557631759023132e-05,1.8876957806274046e-07,7.557600461742893e-05,1.8398507044242207e-07,7.55459553922155e-05,3.03394150214527e-07,7.566554764533682e-05,4.387454807893322e-06,8.413970925485503e-05
23479.014733859363,2.1097537029036375e-07,7.90071725503694e-05,1.9520647864916184e-07,7.868030218254083e-05,1.913701858717406e-07,7.867995806611837e-05,1.8637576514108538e-07,7.864892670236603e-05,3.071292547961022e-07,7.87721826137241e-05,4.531396861952895e-06,8.749510806601182e-05
24444.42738857616,2.1695484047352792e-07,8.225164234362906e-05,1.9775522198903132e-07,8.19119319898172e-05,1.9396344512032066e-07,8.191155345519848e-05,1.887662638526414e-07,8.18795097708973e-05,3.10938657262996e-07,8.200657610319405e-05,4.680471722865714e-06,9.098440575929194e-05
25449.53598473054,2.231751921499005e-07,8.562938578390271e-05,2.0030097479401252e-07,8.527642179742304e-05,1.9655315403910323e-07,8.527600544448857e-05,1.9116084127919207e-07,8.524291736292676e-05,3.1483259963172503e-07,8.53739439857434e-05,4.834835190620002e-06,9.461289599876954e-05
26495.97274431474,2.296434574586396e-07,8.914576376306626e-05,2.0283667791399643e-07,8.877912350102128e-05,1.9913221138555726e-07,8.877866588959761e-05,1.9355409017084667e-07,8.874449977988595e-05,3.188115170324104e-07,8.88796397653938e-05,4.994636833440648e-06,9.838603777103032e-05
27585.437003200535,2.3636332214068448e-07,9.280653713036733e-05,2.0534894642436826e-07,9.242578468805077e-05,2.0168732340469464e-07,9.242528263754465e-05,1.9593505260139749e-07,9.23900041425225e-05,3.228704787800221e-07,9.252941226773184e-05,5.160026609140914e-06,0.000102309708459249
28719.697970734982,2.433659331916054e-07,9.661774122157335e-05,2.0786549324030232e-07,9.622244581871733e-05,2.0424593839125963e-07,9.62218955943093e-05,1.9832921822806084e-07,9.618546287101284e-05,3.2703974837017683e-07,9.632929385384076e-05,5.3311749188036926e-06,0.00010639002448912968
29900.597602805465,2.506352682186264e-07,0.00010058545464888718,2.1034252279665114e-07,0.00010017515929128762,2.067645486893859e-07,0.00010017455790846299,2.006986459793347e-07,0.00010013693353136754,3.312891151625378e-07,0.00010028534652971174,5.508221212927522e-06,0.00011063317717956645
31130.053593039782,2.582037853258716e-07,0.00010471613131779998,2.128083121428541e-07,0.00010429038657392095,2.0927119969818435e-07,0.00010428973048370001,2.0306950050814882e-07,0.00010425086841035602,3.356502068376807e-07,0.00010440402143641147,5.691344793882418e-06,0.00011504571272486993
32410.06248699877,2.660924605436525e-07,0.00010901645000102433,2.152738030237837e-07,0.00010857479978992227,2.117767639555769e-07,0.00010857408540716666,2.054520384042828e-07,0.00010853393607996251,3.401375370308186e-07,0.0001086919872558181,5.880710770661413e-06,0.0001196343997996933
33742.702924418336,2.74261087179894e-07,0.00011349345865209484,2.1765510213630764e-07,0.00011303541166596911,2.141979637502762e-07,0.000113034636433914,2.0777342053733582e-07,0.00011299315816785499,3.4468938151842676e-07,0.00011315627282907219,6.076445777285026e-06,0.00012440648326542778
35130.13901476694,2.827884000983109e-07,0.00011815428662364566,2.2005031768022572e-07,0.0001176793825327075,2.166322113177023e-07,0.00011767854261574721,2.1012137880930605e-07,0.00011763567557640994,3.4939647521274e-07,0.00011780401124962382,6.278783460239401e-06,0.00012936904258968005
36574.623851599,2.916524022300563e-07,0.0001230065450373197,2.2240208035564498e-07,0.00012251429535828882,2.1902262033731466e-07,0.00012251338762950712,2.1244613789524293e-07,0.00012246907678117728,3.5421700392017433e-07,0.0001226427958416164,6.487855562809943e-06,0.0001345298896730548
38078.503171412194,3.008697275532663e-07,0.0001280580087485502,2.247119923543083e-07,0.00012754791895216468,2.2137087211231494e-07,0.0001275469402743381,2.1475012149169085e-07,0.00012750112659677738,3.5915975279390206e-07,0.0001276803906557195,6.703841299338213e-06,0.00013989688938159832
39644.219162949994,3.104667092094998e-07,0.00013331700739186803,2.269949244772123e-07,0.00013278858666069453,2.2369178454595509e-07,0.00013278753356244487,2.1704777655025246e-07,0.00013274015039442769,3.6424636769306004e-07,0.00013292511945700274,6.926930463930313e-06,0.00014547846172714682
41274.31443313542,3.2043969369537104e-07,0.00013879196993662118,2.2922050537858825e-07,0.00013824470618227662,2.2595536478473387e-07,0.00013824357565719986,2.193131041657084e-07,0.00013819455803534188,3.694575484547559e-07,0.00013838539350281007,7.157283391570858e-06,0.00015128315428208195
42971.43613607663,3.3083065594742287e-07,0.00014449181173395418,2.3142599258388842e-07,0.00014392520854250766,2.2819868901599513e-07,0.0001439239968655815,2.2158040509259438e-07,0.00014387326740126653,3.7483386962930343e-07,0.00014407012597349126,7.395105169944439e-06,0.00015731997113113273
44738.34027184928,3.4161864446600784e-07,0.0001504257141947029,2.3355349690214446e-07,0.00014983924082823162,2.3036450696122505e-07,0.00014983794511164224,2.2379932476861023e-07,0.00014978543296719014,3.803323860449139e-07,0.00014998847475064658,7.640545572992258e-06,0.00016359822873817143
46577.896162036755,3.528605634357627e-07,0.00015660332940432292,2.3566166687173832e-07,0.00015599648212091517,2.3251112338344407e-07,0.00015599509841008864,2.2602319825716584e-07,0.00015594071590268888,3.8601258353168406e-07,0.00015615009391396016,7.893829816056917e-06,0.00017012764786216575
48493.0911092961,3.6454609142291733e-07,0.00016303465227434939,2.377070952584422e-07,0.00016240690141918252,2.3459570913965278e-07,0.00016240542628363108,2.2821448068621535e-07,0.00016234908879968676,3.9184309814142756e-07,0.00016256495701811297,8.155114058275805e-06,0.00017691836564782926
50487.03524851663,3.7669946413831587e-07,0.00016973008412404163,2.39697954733377e-07,0.0001690809008720268,2.3662654120367095e-07,0.00016907933059039388,2.3038163418443947e-07,0.00016902094650253168,3.978391161248647e-07,0.00016924345582284737,8.424597209653681e-06,0.00018398088207767017
52562.96659744847,3.893470084276762e-07,0.00017670051872797462,2.416449592065881e-07,0.0001760293787719329,2.386144766520482e-07,0.0001760277091911504,2.3253522749897826e-07,0.0001759671782394077,4.0401623997399377e-07,0.00017619647485649453,8.70247388165041e-06,0.00019132619696460092
54724.25631500434,4.024970570877153e-07,0.00018395721108587437,2.4353110047302886e-07,0.000183263576974795,2.405428728788057e-07,0.00018326180401376582,2.3466115975589425e-07,0.00018319902397499445,4.103659965427872e-07,0.0001834352524994686,8.988926312778131e-06,0.00019896568897682877
56974.4141757719,4.1616617697627043e-07,0.0001915119018392275,2.4535099608992183e-07,0.0001907952303318444,2.424065975613457e-07,0.00019079334975127514,2.367557633510199e-07,0.00019072821367844582,4.168907011235585e-07,0.00019097151605537154,9.284148063601535e-06,0.0002069112151215075
59317.094269627996,4.3039277892276875e-07,0.00019937692448417248,2.471317110191633e-07,0.00019863669039250957,2.4423271829005544e-07,0.00019863469708166572,2.3884417647409667e-07,0.00019856708413568426,4.2361987270289646e-07,0.00019881759487420326,9.588349856674147e-06,0.00021517520526395163
61756.100935710325,4.451750608282895e-07,0.0002075648113340352,2.488394452443968e-07,0.00020680046302911715,2.459879920211576e-07,0.00020679835222760405,2.408970154769072e-07,0.00020672814422620638,4.3052761855125843e-07,0.0002069859976412625,9.90170393725264e-06,0.00022377034430550284
64295.39494038267,4.605431675518911e-07,0.00021608902850358337,2.504872950508869e-07,0.00021530002379027636,2.476855978252339e-07,0.00021529779007408518,2.4292699488020955e-07,0.0002152248583176644,4.376314094902858e-07,0.00021549018343482377,1.0224420252170853e-05,0.0002327102013343503
66939.09990922642,4.765210349750453e-07,0.00022496331483470972,2.520789248647781e-07,0.0002241491135084298,2.493294041077759e-07,0.00022414675096261988,2.4493817442010496e-07,0.00022407095861508931,4.4493833203878627e-07,0.00022434387945601285,1.0556699300858975e-05,0.0002420086432325988
69691.50902350346,4.931299402353998e-07,0.0002342020595160494,2.536132669524249e-07,0.0002333621211313227,2.509185658864687e-07,0.0002333596233897764,2.469303823246396e-07,0.0002332808264095249,4.5245114739855196e-07,0.00023356146283706367,1.0898741871018567e-05,0.00025168018824614036
72557.0919919648,5.103912554369525e-07,0.00024382021539260448,2.550889260792919e-07,0.00024295399807775916,2.524519058525301e-07,0.00024295135831999063,2.489029916968814e-07,0.00024286940585128823,4.601712273386478e-07,0.00024315787398942673,1.1250748841374559e-05,0.0002617399243844241
75540.50230932694,5.283279705909567e-07,0.00025383337350014983,2.5650620960127224e-07,0.00025294033651205027,2.5392990347558673e-07,0.00025293754738499313,2.5085697215627306e-07,0.0002528522807883494,4.681019258485851e-07,0.0002531486929215306,1.1612927358875994e-05,0.0002722035786891953
78646.5848132031,5.469642244174568e-07,0.0002642577552219007,2.578667907924063e-07,0.00026333736020628764,2.553543967983522e-07,0.00026333441375052814,2.5279429248793516e-07,0.00026324566601188307,4.7624603026017585e-07,0.0002635501303090137,1.1985483260578931e-05,0.0002830875139038659
81880.38355176047,5.663234184835391e-07,0.0002751102167290018,2.5917073117740053e-07,0.00027416192618832453,2.5672559441259663e-07,0.0002741588138520375,2.5471540408871717e-07,0.0002740664101844157,4.846044753606643e-07,0.0002743790317701601,1.2368625660695456e-05,0.00029440873279074385
85247.14997488206,5.864240680942484e-07,0.0002864082535926947,2.6041013555166393e-07,0.00028543152257913085,2.5803583923382974e-07,0.00028542823541660516,2.566134192601143e-07,0.00028533199621658497,4.93169418606682e-07,0.0002856528782035549,1.2762555953687456e-05,0.0003061848951496209
88752.35146213221,6.072974215407402e-07,0.0002981703469403631,2.61595295394282e-07,0.00029716464342978617,2.592953638689772e-07,0.00029716117156829944,2.584981474728486e-07,0.00029706090515388824,5.019525454460662e-07,0.00029739014761985327,1.3167502638204963e-05,0.00031843462442092277
92401.6802013766,6.289794203764129e-07,0.0003104155428782496,2.627432737860051e-07,0.0003093803576328406,2.605210953594944e-07,0.00030937669003441577,2.603856128359573e-07,0.000309272188485076,5.109720572945476e-07,0.00030960988551118914,1.358370346234045e-05,0.0003311771079153081
96201.06243247418,6.514775079523374e-07,0.0003231635676870919,2.638283094918337e-07,0.0003220983630530854,2.616876662926805e-07,0.0003220944887036406,2.622519681312984e-07,0.00032198554729215886,5.201975676963342e-07,0.0003223317968990664,1.4011343047605483e-05,0.0003444322719940157
100156.66807105225,6.748240847412129e-07,0.00033643510639703344,2.648603491336112e-07,0.0003353393587485658,2.628048474121745e-07,0.00033533526569465185,2.641070038535492e-07,0.00033522166705738835,5.296427637285599e-07,0.0003355765658346381,1.445067128305106e-05,0.00035822096406652607
104274.92072799284,6.990532499744424e-07,0.0003502516825661558,2.658526074817997e-07,0.00034912489013849105,2.6388570806597075e-07,0.0003491205651967275,2.6596269903153697e-07,0.00034900207601099,5.393176073467491e-07,0.00034936571633785543,1.4901921868529091e-05,0.00037256486738043503
108562.50814090163,7.241864896216818e-07,0.00036463568326811573,2.6679758015592446e-07,0.0003634773371258713,2.649227457099665e-07,0.0003634727666724118,2.67812588225277e-07,0.0003633491489625558,5.492160009785186e-07,0.00036372162657809676,1.53653292364034e-05,0.0003874865636510547
113026.39303449888,7.50252129689275e-07,0.0003796104009362162,2.6769814297672394e-07,0.0003784200003707908,2.6591872513199703e-07,0.00037841516991340366,2.696594047118881e-07,0.0003782861749915232,5.593394901114835e-07,0.0003786675859480695,1.58411334512058e-05,0.00040300953276454344
117673.82442756946,7.772790231018178e-07,0.00039520022330034714,2.6855725979099333e-07,0.000393977277280703,2.6687645281532783e-07,0.00039397217142894393,2.7150608188365786e-07,0.00039383753936259806,5.69690525913016e-07,0.00039422798071183697,1.6329583823751024e-05,0.00041915835181268764
122512.34940483219,8.052958099872149e-07,0.0004114299683503825,2.6937725187583157e-07,0.00041017399496679174,2.6779806166766044e-07,0.00041016859746754195,2.733550738807542e-07,0.00041002805731611615,5.802718010574747e-07,0.00041042762784882094,1.6830934412621466e-05,0.0004359580295361334
127549.82537284824,8.343342449651013e-07,0.0004283263128728661,2.7016352305148886e-07,0.00042703684499520103,2.6868866514437976e-07,0.0004270311386225348,2.752120120887199e-07,0.0004268844064019171,5.91091748325585e-07,0.0004272932069535737,1.7345452448141026e-05,0.0004534354414622959
132794.43281986716,8.644265060617538e-07,0.00044591665656164005,2.7092219024067896e-07,0.0004445932458116401,2.695540515481225e-07,0.00044458721226663296,2.770832070143903e-07,0.0004444339893531243,6.021592521740382e-07,0.0004448521224982472,1.7873411618380968e-05,0.0004716181794969445
138254.68860033475,8.955888290548029e-07,0.000464229356449407,2.71635127742332e-07,0.0004628715277899725,2.7037625392254824e-07,0.00046286514874331874,2.7895166143790437e-07,0.00046270513816731493,6.134510024538326e-07,0.0004631327132597095,1.8415051661049617e-05,0.000490534859233287
