omega,re_0,im_0,re_1,im_1,re_2,im_2,re_3,im_3
17009.04258033824,4.838838726304674e-07,5.735339442007836e-05,4.860699339124602e-07,5.736433422120924e-05,4.422570738823435e-06,6.975237355046528e-05,7.306115796123337e-07,5.752686457369058e-05
17708.422223726546,4.92202414895016e-07,5.9702627767942866e-05,4.943931156097494e-07,5.971397841784522e-05,4.593538697288285e-06,7.250113624086233e-05,7.437728881494032e-07,5.9879741576724765e-05
18436.55903456127,5.006626372791402e-07,6.214827660309793e-05,5.028587144331609e-07,6.216005706047439e-05,4.7709400944832944e-06,7.535820017533874e-05,7.571365262225028e-07,6.232899638966743e-05
19194.635453148407,5.092519611574159e-07,6.469430867354984e-05,5.114540687692851e-07,6.470653838817164e-05,4.9549976079147705e-06,7.832784840260868e-05,7.706845848014363e-07,6.487860780728112e-05
19983.88253950173,5.179664760726456e-07,6.734484383218982e-05,5.201752664121991e-07,6.735754281376174e-05,5.145944450318633e-06,8.141452249246618e-05,7.844120626721549e-07,6.753270584742488e-05
20805.581972493168,5.268069134422908e-07,7.010417396673615e-05,5.290231060103504e-07,7.011736284937e-05,5.344023439904823e-06,8.46228422965011e-05,7.983194481689896e-07,7.02955918270746e-05
21661.068131204353,5.357723120619127e-07,7.297678234948541e-05,5.379966044539954e-07,7.2990482481833e-05,5.549485061090434e-06,8.79576227180385e-05,8.124101191503961e-07,7.317175948659722e-05
22551.7302618597,5.448734260736664e-07,7.596733952644384e-05,5.471066975912519e-07,7.598157297860619e-05,5.762591625796968e-06,9.14238807244466e-05,8.266992381041976e-07,7.616588607200978e-05
23479.014733859363,5.540667315088048e-07,7.908065479208323e-05,5.563093018144507e-07,7.909544419249724e-05,5.983593571721235e-06,9.502677301201579e-05,8.411395993630902e-07,7.928279647233607e-05
24444.42738857616,5.634254826023933e-07,8.23217754025568e-05,5.656785638720944e-07,8.233714474505287e-05,6.212796149086486e-06,9.877167458742209e-05,8.558288127996759e-07,8.25275327923884e-05
25449.53598473054,5.728796929541227e-07,8.56959985799964e-05,5.751436368083136e-07,8.571197217657115e-05,6.4504547014948555e-06,0.0001026642805803745,8.706891708949479e-07,8.590541082241711e-05
26495.97274431474,5.824619724055123e-07,8.920877577763499e-05,5.847375386888987e-07,8.922537916026978e-05,6.696875445309132e-06,0.00010671039687538654,8.857693806651752e-07,8.942188045726124e-05
27585.437003200535,5.921644273461479e-07,9.286578292803782e-05,5.944522851023505e-07,9.288304261774584e-05,6.952358224544129e-06,0.00011091606139208623,9.010689864825493e-07,9.308262329069338e-05
28719.697970734982,6.019772821171519e-07,9.667293384322246e-05,6.042779348068317e-07,9.669087736742563e-05,7.217212441886356e-06,0.00011528755620275541,9.165904915588697e-07,9.689355759724502e-05
29900.597602805465,6.119141218621705e-07,0.00010063648543184227,6.142284016101513e-07,0.0001006551414786404,7.491759456037706e-06,0.00011983157604250716,9.323556323372342e-07,0.00010086093583500865
31130.053593039782,6.219474553228767e-07,0.0001047628551573296,6.242758465455925e-07,0.00010478225340050903,7.776322836433369e-06,0.00012455493447217203,9.483465667345181e-07,0.00010499118044206638
32410.06248699877,6.321013112197389e-07,0.00010905859156496837,6.344446315985399e-07,0.00010907876325077094,8.071249663025545e-06,0.0001294645013602017,9.646030751163242e-07,0.00010929083550938044
33742.702924418336,6.423604986605798e-07,0.00011353079866975048,6.4471953158736e-07,0.00011355177615388373,8.376885764037288e-06,0.00013456784969571577,9.811177319816653e-07,0.00011376700227461027
35130.13901476694,6.527221982588417e-07,0.00011818665371913308,6.550978189766576e-07,0.0001182084707137696,8.693587677585965e-06,0.00013987255632711722,9.978980376961224e-07,0.00011842685396248668
36574.623851599,6.631825738672914e-07,0.00012303379134717262,6.655757764200212e-07,0.00012305648297809287,9.021728275671864e-06,0.00014538668152076304,1.014950209588349e-06,0.00012327801992146706
38078.503171412194,6.737431991185071e-07,0.00012808004145955766,6.761551882584628e-07,0.00012810364437087783,9.361686960870383e-06,0.00015111847820585198,1.0322866282768394e-06,0.00012832832285635155
39644.219162949994,6.843965726440488e-07,0.00013333358348145629,6.868286979700331e-07,0.00013335813577254878,9.71385246196255e-06,0.00015707656293632006,1.0499076237917936e-06,0.00013358593544695604
41274.31443313542,6.951334235077385e-07,0.0001388029365462745,6.975871907561237e-07,0.00013882847780297502,1.0078623705249629e-05,0.00016326989916035662,1.0678110768869116e-06,0.00013905936993009046
42971.43613607663,7.059427332146663e-07,0.00014449695989114948,7.084198260537755e-07,0.00014452353120416965,1.0456410376073275e-05,0.0001697078003766952,1.0859918742196433e-06,0.00014475747794641378
44738.34027184928,7.168139934721102e-07,0.0001504248157434163,7.193163163802556e-07,0.00015045245972769778,1.084763138460168e-05,0.00017639988872975338,1.1044448879231334e-06,0.00015068941350344765
46577.896162036755,7.277748931348002e-07,0.0001565963526097692,7.303049737420181e-07,0.00015662511409230244,1.1252737460779353e-05,0.00018335645108665793,1.1232150859054472e-06,0.00015686501127936696
48493.0911092961,7.387986235022854e-07,0.00016302142126382359,7.413590979516469e-07,0.00016305134646757907,1.1672163518455316e-05,0.00019058782212549237,1.1422758029231e-06,0.0001632941153440589
50487.03524851663,7.498727771016282e-07,0.0001697104927748138,7.524665708985219e-07,0.00016974162958170814,1.2106366207187801e-05,0.00019810495377721535,1.1616192441751736e-06,0.0001699871882989076
52562.96659744847,7.609956575026728e-07,0.00017667439493689586,7.636261169266578e-07,0.00017670679312043104,1.2555817076326024e-05,0.0002059191557583864,1.1812512438008202e-06,0.00017695504642947383
54724.25631500434,7.721653421776984e-07,0.00018392446755707695,7.748362624216002e-07,0.00018395817880123504,1.3021000417399233e-05,0.00021404225246849545,1.201176917810582e-06,0.0001842090178804892
56974.4141757719,7.833694045907529e-07,0.0001914724783140565,7.860849579632197e-07,0.00019150755608806724,1.350240828349165e-05,0.00022248651915272557,1.2213887349733364e-06,0.00019176086027378466
59317.094269627996,7.945910716669478e-07,0.00019933055747894688,7.973557421936075e-07,0.0001993670571830823,1.4000548377411163e-05,0.00023126456369477682,1.2418739729273473e-06,0.0001996226951163817
61756.100935710325,8.057913737924037e-07,0.00020751159779251708,8.086099974044446e-07,0.00020754957586666294,1.4515920243886916e-05,0.00024038989280093592,1.2625897170862801e-06,0.00020780740727954937
64295.39494038267,8.170225142569631e-07,0.00021602888168999337,8.199007894533401e-07,0.00021606839803043682,1.5049090503302702e-05,0.0002498761743602615,1.2836140959787926e-06,0.00021632825801164518
66939.09990922642,8.282559624620621e-07,0.00022489622063254664,8.312000329553115e-07,0.00022493733657403837,1.5600595631375242e-05,0.00025973778981922116,1.304915733479257e-06,0.00022519904478913695
69691.50902350346,8.394831042187258e-07,0.00023412802535162743,8.42499624337946e-07,0.0002341708043895409,1.6170995256113098e-05,0.00026998968966524553,1.3264955765174628e-06,0.00023443416532564477
72557.0919919648,8.506754892131405e-07,0.00024373926922670254,8.537715674564956e-07,0.00024378377656771543,1.6760857470163045e-05,0.00028064738901507853,1.3483243315167968e-06,0.00024404858339237861
75540.50230932694,8.618389735438738e-07,0.0002537455742568368,8.650224157289283e-07,0.00025379187754646026,1.7370776156441535e-05,0.0002917270476165932,1.3704205541426186e-06,0.0002540578986289753
78646.5848132031,8.729658889256885e-07,0.0002641632116377758,8.762451626344911e-07,0.00026421138066213016,1.80013548861442e-05,0.00030324547627951735,1.3927813989448723e-06,0.0002644783644991496
81880.38355176047,8.840417500480526e-07,0.0002750090786083083,8.874259368473587e-07,0.0002750591852775539,1.8653208556494522e-05,0.00031522013802371594,1.4153978412997585e-06,0.00027532685983822726
85247.14997488206,8.950513580762259e-07,0.000286300800224325,8.985502188927123e-07,0.0002863529184165155,1.93269679661752e-05,0.0003276692185192154,1.4382592848032593e-06,0.000286620991705236
88752.35146213221,9.059839197887606e-07,0.00029805668139521076,9.096079185677711e-07,0.00029811088727745775,2.0023278103552768e-05,0.00034061160257229295,1.4613592575415063e-06,0.0002983790411792783
92401.6802013766,9.168333775289448e-07,0.0003102959174275881,9.205938134657082e-07,0.00031035228920045223,2.0742803981200254e-05,0.00035406704230133833,1.4846969825037703e-06,0.0003106201819693645
96201.06243247418,9.27593209218825e-07,0.00032303827275661476,9.315020749427119e-07,0.00032309689120887236,2.148622119283333e-05,0.00036805589389858937,1.5082703364812735e-06,0.00032336414583866935
100156.66807105225,9.382519556255864e-07,0.00033630459236874845,9.423222345679257e-07,0.0003363655398384202,2.22542215796261e-05,0.0003825995855038417,1.5320712715579001e-06,0.00033663176142760656
104274.92072799284,9.4879508052333e-07,0.0003501162087500725,9.530402890663794e-07,0.00035017957034654896,2.304751378852781e-05,0.0003977200113464695,1.5560858235305255e-06,0.0003504443215449449
108562.50814090163,9.59091171791708e-07,0.00036449507995513187,9.635258129480349e-07,0.00036456093992522483,2.3866766395559674e-05,0.0004134399298142152,1.580142075301544e-06,0.00036482380364855245
113026.39303449888,9.693002373039837e-07,0.00037946576924387,9.73940560274249e-07,0.0003795342161740848,2.4712786765773018e-05,0.00042978431622789636,1.6044587314210575e-06,0.0003797947053927695
117673.82442756946,9.793917816033785e-07,0.0003950519666988484,9.842541227379517e-07,0.0003951230923627398,2.5586324428315784e-05,0.0004467774377597934,1.6289952737770404e-06,0.0003953806609595843
122512.34940483219,9.893641254154398e-07,0.00041127911671684877,9.944660424020199e-07,0.0004113530143374693,2.6488151340579308e-05,0.0004644453807989047,1.6537473743005657e-06,0.00041160708098698316
127549.82537284824,9.991543542449195e-07,0.0004281734740206352,1.0045146290283103e-06,0.000428250237209743,2.74190331561976e-05,0.0004828150834064185,1.6786343919109785e-06,0.00042850021801322754
132794.43281986716,1.0087891213702097e-06,0.00044576258214298393,1.0144275695642177e-06,0.00044584230693267465,2.8379787084133347e-05,0.0005019146785343247,1.7036870593532109e-06,0.0004460875592999078
138254.68860033475,1.0182703699598163e-06,0.00046407502279082586,1.0242079044279085e-06,0.00046415780695885595,2.937123645643639e-05,0.0005217733679940638,1.7288965442879347e-06,0.000464397637431845
143939.4597656346,1.0275692747897384e-06,0.00048314052481458335,1.033828271509311e-06,0.00048322646675051087,3.039421020256061e-05,0.0005424215611633592,1.7542247366301794e-06,0.0004834601636449897
149857.97796352327,1.0366794919027063e-06,0.0005029901818896933,1.0432837073333753e-06,0.0005030793811270734,3.1449566147976356e-05,0.0005638910030148451,1.7796526677760232e-06,0.0005033061887017681
156019.85442964343,1.0455997830573341e-06,0.0005236556493325719,1.0525744037435004e-06,0.0005237482063931352,3.253816983573279e-05,0.0005862139949071352,1.8051680404000835e-06,0.0005239673228043402
162435.09559545922,1.0543598263722782e-06,0.0005451714446047239,1.0617312784628911e-06,0.0005452674614859769,3.366093007364765e-05,0.0006094256666901929,1.830794939652904e-06,0.0005454780215816619
169114.11933796073,1.0629823898780568e-06,0.0005675721814300214,1.0707782448935696e-06,0.0005676717611313116,3.481875335805336e-05,0.0006335612326697298,1.8565541749354256e-06,0.0005678728383760408
176067.77189752526,1.0715068771259634e-06,0.0005908944996890997,1.0797555979783874e-06,0.0005909977462306025,3.601257424294929e-05,0.0006586579026052208,1.8824893351591706e-06,0.0005911883423952815
183307.3454914096,1.079629695622016e-06,0.0006151742073077436,1.088367673470695e-06,0.0006152812172250645,3.724325332932103e-05,0.0006847528815281687,1.908129880796397e-06,0.0006154604810548621
190844.596651474,1.087650634622037e-06,0.0006404533536746352,1.0969107023500845e-06,0.0006405642304263035,3.851184580278094e-05,0.0007118882188054803,1.9338980383792485e-06,0.0006407310632211429
198691.7653159221,1.095590502528567e-06,0.0006667725895131503,1.1054075096666277e-06,0.0006668874357081785,3.98193238681098e-05,0.0007401052068127474,1.9597992860812517e-06,0.0006670406826585043
206861.59470605347,1.1032751999148399e-06,0.000694173722384629,1.113691137697708e-06,0.0006942926353648328,4.116662857384585e-05,0.0007694467573170769,1.9855520723777935e-06,0.0006944312233695376
215367.35202031257,1.1108572594830238e-06,0.00072270218028214,1.121913232257427e-06,0.0007228252590927225,4.255483554390421e-05,0.0007999586812522466,2.011356111564427e-06,0.0007229479479809695
224222.8499792374,1.1184146956727837e-06,0.0007524042679340542,1.1301523930756256e-06,0.000752531610657611,4.398500421503871e-05,0.0008316878242408748,2.037288623658684e-06,0.0007526370020731046
233442.46925629553,1.1256551322744153e-06,0.0007833272651787584,1.1381306904199557e-06,0.0007834589613965474,4.545806800013174e-05,0.0008646828546241615,2.062887677138958e-06,0.0007835459189665623
243041.181831034,1.1327312878185511e-06,0.0008155219496564169,1.146001203106823e-06,0.0008156580893105042,4.697517097216017e-05,0.0008989949750048122,2.0884362278054e-06,0.0008157253862077052
253034.57530246602,1.1400841544208638e-06,0.000849042109319169,1.1541914723362656e-06,0.0008491827843169577,4.853755613147973e-05,0.0009346776434682902,2.1143211622351653e-06,0.0008492283396541637
263438.87820217875,1.146729796349677e-06,0.0008839387309946248,1.1617649484828195e-06,0.000884084016601983,5.0145947689263864e-05,0.0009717849423456043,2.139337136301358e-06,0.0008841072210565018
274270.9863482682,1.1536353589884519e-06,0.000920271880364701,1.1696563062458633e-06,0.0009204218597408077,5.180190066417562e-05,0.0010103754516700464,2.1648663816269388e-06,0.0009204208065650281
285548.49028289574,1.1607031852124536e-06,0.0009581002230535221,1.1777763819980256e-06,0.0009582549680208406,5.3506400550593215e-05,0.001050508642592439,2.1901280606380366e-06,0.0009582271991346801
297289.70383802993,1.1669172309221887e-06,0.0009974814471246304,1.1851693863814094e-06,0.00099764102742662,5.526040914575619e-05,0.0010922458049780397,2.214856971844636e-06,0.000997586691853338
309513.69387575274,1.1739943803852361e-06,0.001038485902012588,1.1934794460182238e-06,0.0010386503798763037,5.7065639654687836e-05,0.0011356534831718536,2.24034652652228e-06,0.0010385659441012121
322240.3112514332,1.180396416874344e-06,0.001081174378225547,1.2012535124681799e-06,0.0010813438103001354,5.8922688950193535e-05,0.0011807972326708703,2.2646723426617093e-06,0.0010812282504256943
335490.223050048,1.1869511763537525e-06,0.0011256193568568557,1.2092930010674233e-06,0.0011257937958298223,6.083319125537719e-05,0.0012277482106487956,2.28921813417731e-06,0.0011256449767591715
349284.946147998,1.1933946862500675e-06,0.001171891972658053,1.2173614335259005e-06,0.0011720714692628005,6.279829439553144e-05,0.001276579110302075,2.313653384110088e-06,0.0011718877133247794
363646.88215492363,1.199774918247594e-06,0.0012200681144274392,1.2255202859706197e-06,0.0012202527114040696,6.481921868074543e-05,0.0013273663145705007,2.3377538190896412e-06,0.0012200318345487137
378599.3537922616,1.2062154100931222e-06,0.0012702259670726885,1.2339023614136838e-06,0.0012704157039087356,6.689738694703654e-05,0.0013801885416676212,2.361888272114407e-06,0.0012701554358617152
394166.6427676185,1.2123461535539414e-06,0.0013224439144918678,1.2421793720155815e-06,0.0013226388397572341,6.903395788853003e-05,0.0014351263756071958,2.3855077678895876e-06,0.0013223375644547516
410374.0292064678,1.2188390666968493e-06,0.0013768127718832505,1.2509997507953967e-06,0.001377012909368251,7.123047588482431e-05,0.001492268685307139,2.4094811331177592e-06,0.0013766673386369026
427247.8327052035,1.2247910045151257e-06,0.001433415330770466,1.2595347782380594e-06,0.0014336207460925719,7.34880077848627e-05,0.0015517026244550771,2.4327894719479606e-06,0.001433229928296114
444815.45507221454,1.2310066756610397e-06,0.0014923465243978564,1.2685654151110168e-06,0.0014925572459015871,7.580827166983255e-05,0.0016135208698535952,2.456223082189132e-06,0.0014921175092353519
463105.42482639855,1.237013140015659e-06,0.0015537005471789758,1.2776585959931511e-06,0.001553916639068539,7.819244857662128e-05,0.0016778202493082579,2.4795095288072215e-06,0.001553426119813028
482147.44352536264,1.242961880723356e-06,0.0016175780728676765,1.2869789651454861e-06,0.0016177995979828961,8.064204996206545e-05,0.0017447016470099794,2.502736529986317e-06,0.0016172556022818409
501972.43399855646,1.2488298743050635e-06,0.0016840827519913875,1.2965206689980638e-06,0.0016843097861692932,8.315852249663178e-05,0.0018142696164040355,2.5259336660493543e-06,0.0016837096064694986
522612.5905636587,1.2545997061469393e-06,0.0017533222401041508,1.306279885791577e-06,0.0017535548737649324,8.574335386400338e-05,0.0018866327530534179,2.549142756056112e-06,0.0017528957868934401
544101.4313077674,1.2602655319312276e-06,0.0018254122517385562,1.3162647409441747e-06,0.0018256505933442798,8.839795879616338e-05,0.001961907521097342,2.572385054816272e-06,0.0018249297578997545
566473.8525182931,1.2657984042370923e-06,0.0019004593487326775,1.3264483629491703e-06,0.0019007035184715653,9.112409373599746e-05,0.002040201849783398,2.5956811642579442e-06,0.0018999180891018212
589766.1853519479,1.2712366014025813e-06,0.0019785969361616846,1.3368754464135828e-06,0.001978847073986244,9.392309051332137e-05,0.0021216494698262614,2.61913043723106e-06,0.0019779940375245155
614016.2548338557,1.2765575497529302e-06,0.0020599474093696583,1.3475214755868396e-06,0.002060203669984113,9.679660944363508e-05,0.0022063739524386,2.642744823173931e-06,0.0020592799882127324
639263.4412825939,1.2817686811701574e-06,0.0021446428378610917,1.3583884151838233e-06,0.0021449053889032333,9.97462605576697e-05,0.0022945082502943198,2.6665771616469554e-06,0.002143907922971792
665548.7442609189,1.2868708658260346e-06,0.0022328211293861735,1.3694682127087898e-06,0.0022330901494831737,0.00010277367550741231,0.002386191222577893,2.690660764321145e-06,0.0022320157303676756
692914.8491560178,1.2919359359784006e-06,0.002324625798016566,1.3808188817975581e-06,0.0023249014690973073,0.00010588052683371598,0.0024815667704511006,2.715172814258797e-06,0.002323746485324151
721406.1964974249,1.2966715363736157e-06,0.002420202530977829,1.3921466279358152e-06,0.0024204850636664176,0.00010906838887211456,0.0025807841503647593,2.7395365965187327e-06,0.002419247299481172
751069.0541251499,1.301836499597881e-06,0.0025197156384135977,1.4041590271448926e-06,0.0025200051772309015,0.0001123393138214815,0.002684002098145367,2.7653041460898397e-06,0.0025186787557583516
781951.5923252275,1.3063174167458582e-06,0.0026233122840671444,1.4157760991727474e-06,0.0026236090687821413,0.0001156945244619137,0.0027913788152736344,2.790302241759854e-06,0.0026221938017323195
814103.9620546977,1.3112397781355919e-06,0.0027311754059569037,1.4280597132113597e-06,0.0027314795742183636,0.00011913630822585365,0.00290308792161748,2.8166855917748903e-06,0.0027299689561082908
847578.3763830496,1.3159733618094586e-06,0.0028434715161721647,1.4403862684938058e-06,0.0028437832464467587,0.00012266617647200325,0.0030193029476991815,2.8432943917891027e-06,0.002842174458471348
882429.1952823831,1.3207049456074143e-06,0.0029603845432908706,1.4529191114660537e-06,0.0029607039896738722,0.00012628604264668922,0.003140207757606167,2.870451264885059e-06,0.002958993503248226
918713.0139039808,1.3254478461715402e-06,0.003082105749016311,1.4656525899207433e-06,0.0030824330424348086,0.0001299977722365497,0.0032659933863094957,2.8982496319792092e-06,0.0030806163242020875
956488.7544846472,1.330239236033247e-06,0.003208831909120848,1.4786069796654718e-06,0.003209167165514523,0.00013380326812937118,0.0033968584429781563,2.9267083305752046e-06,0.0032072402132445233
995817.7620320608,1.3350790776788943e-06,0.003340768820412092,1.4917650618330872e-06,0.0033411121338139393,0.00013770445837642524,0.0035330095140049447,2.9558571785923393e-06,0.003339070651888025
1036763.9039445297,1.3399878010998385e-06,0.003478130718610319,1.505129656792342e-06,0.0034784821604435657,0.00014170331357309888,0.00367466175627251,2.9857419737191866e-06,0.0034763216578226597
1079393.6737269145,1.3449694356628933e-06,0.0036211393917413596,1.5186886102330375e-06,0.0036214990130343187,0.00014580184463660237,0.0038220380776996803,3.0163715811123697e-06,0.003619214764038148
1123776.2989711692,1.3500243687692286e-06,0.0037700291547010534,1.53242551617827e-06,0.0037703969837981077,0.00015000203445503346,0.003975373699076148,3.047760322694733e-06,0.0037679839979015647
1169983.8537768237,1.3553247778448202e-06,0.003925036257122125,1.5464917923234103e-06,0.003925412295379469,0.000154306135705004,0.004134908440681059,3.0800439053849647e-06,0.003922867693642356
1218091.3757939884,1.3607387899124247e-06,0.004086426482384835,1.5607143772699436e-06,0.0040868106761620246,0.00015871595038995226,0.004300901443031593,3.113418235836738e-06,0.004084125932443174
1268176.9880789472,1.3663113772821603e-06,0.004254447633038821,1.5751437592182228e-06,0.00425483994430392,0.0001632338404982876,0.004473609164725654,3.147580986469806e-06,0.004252011101718714
1320322.0259602196,1.3720781825499935e-06,0.004429379801724073,1.589772716446471e-06,0.00442978013902746,0.00016786189639419907,0.004653308907431412,3.182777364149881e-06,0.004426800816574466
1374611.1691211173,1.3781351851133614e-06,0.004611501859717544,1.6046722980901175e-06,0.004611910117137446,0.00017260248677859722,0.004840282884141193,3.2190280506405423e-06,0.00460877532650517
1431132.5791132837,1.3844356610637548e-06,0.004801117833417586,1.6197554934462296e-06,0.004801533857212005,0.00017745765983367945,0.0050348331641910105,3.256413861001757e-06,0.004798236307218676
1489978.0425245308,1.3910451067347802e-06,0.004998519055784684,1.6350644289806657e-06,0.004998942700940551,0.00018243008794563816,0.005237257225460634,3.294799911322655e-06,0.004995478197132671
1551243.1200334697,1.3978673975758462e-06,0.0052040485299677175,1.650450796925405e-06,0.005204479561170848,0.0001875214553194778,0.005447891567078549,3.3344103610628024e-06,0.005200838227859805
1615027.3015929707,1.4051599751344716e-06,0.005418023448048997,1.6661132715429187e-06,0.005418461643379108,0.00019273485285236942,0.0056670601083599476,3.3752864013367848e-06,0.005414638096554923
1681434.1679945018,1.4128045565267544e-06,0.005640798322048789,1.6818917735306673e-06,0.005641243408723903,0.00019807231200356386,0.005895116313714348,3.4173909473683365e-06,0.005637229804647754
1750571.5590756596,1.4208688314434854e-06,0.005872733087577576,1.697791932156248e-06,0.005873184765680478,0.00020353639656240654,0.006132421788636857,3.4607714833083835e-06,0.005868973546355455
1822551.7488440895,1.4295092095598724e-06,0.0061142047961784424,1.7138602322277663e-06,0.006114662709390321,0.0002091297589686817,0.006379352507856944,3.5056594120508867e-06,0.006110245167660666
1897491.6278021662,1.43855231423045e-06,0.006365604072120796,1.7299146670321291e-06,0.006366067864348264,0.00021485475015269062,0.006636304053550415,3.551714907367087e-06,0.0063614363554054905
1975512.8927685209,1.4482872126901052e-06,0.006627341511726205,1.7460635584317975e-06,0.006627810755642957,0.0002207141865064365,0.006903684085997677,3.599385578348857e-06,0.006622956087946246
2056742.2445046713,1.4590813168134001e-06,0.006899853834400136,1.7624780487298881e-06,0.0069003280048310365,0.0002267107700259268,0.007181923351109963,3.6492095134175833e-06,0.0068952373104411106
2141311.593467683,1.4697364345483428e-06,0.007183545842571748,1.7782706978124146e-06,0.007184024560327949,0.00023284689179447186,0.0074714522826173505,3.6991243586678236e-06,0.007178693982462659
2229358.2740229913,1.481725287090787e-06,0.007478916465931881,1.7942385365409857e-06,0.007479399146658477,0.00023912571108726372,0.0077727459316235085,3.7514684133927998e-06,0.007473816312230349
2321025.2674652506,1.494441749299253e-06,0.0077864260353828416,1.8099053026970854e-06,0.007786912128841,0.00024554987353206625,0.008086277976237873,3.805144113042152e-06,0.0077810678118768435
2416461.434209381,1.5085849290436568e-06,0.00810659418380847,1.8254851929977078e-06,0.008107083011273311,0.0002521223758707985,0.00841255575277784,3.861112938149638e-06,0.008100962542833939
2515821.7555288514,1.523137730592584e-06,0.008439909250505251,1.8404827906327377e-06,0.008440400135000616,0.0002588460098291795,0.008752087916327941,3.917821271522851e-06,0.0084339926058242
2619267.5852338253,1.5398605897347333e-06,0.008786941821572403,1.8549914471734506e-06,0.008787434262055527,0.0002657239671696739,0.00910543014136184,3.977312357961115e-06,0.008780732208557993
2726966.9116977938,1.5574348747358027e-06,0.009148236430532653,1.8688437791724355e-06,0.00914872958093543,0.0002727591665866674,0.009473136225185785,4.037938577229171e-06,0.009141716162331424
2839094.630658269,1.5773256803471263e-06,0.009524399226525355,1.8818658470881111e-06,0.009524892515693594,0.000279954853570975,0.009855803311288576,4.101160721293468e-06,0.009517554954940418
2955832.8292345204,1.5983408728675348e-06,0.009916012981408586,1.8937832816866799e-06,0.009916505629819172,0.00028731411031086726,0.010254030677828123,4.165406768838376e-06,0.009908829462015892
3077371.081623585,1.6220963006859455e-06,0.010323737816039805,1.90429822639601e-06,0.010324229451389213,0.00029484027593956416,0.010668466130798233,4.232152036548499e-06,0.010316201200916876
3203906.7569547356,1.6485142469344035e-06,0.010748232139941956,1.9131489866119898e-06,0.010748722454484968,0.0003025366660167321,0.011099769831942274,4.301023571179556e-06,0.01074032468754104
3335645.3398023443,1.677713149189765e-06,0.011190159295793686,1.91960737930006e-06,0.01119064869695008,0.00031040662777588585,0.011548623966313013,4.3714857592789314e-06,0.011181873598279324
3472800.7638776274,1.7102063609163738e-06,0.011650274653378985,1.9239647376544566e-06,0.01165076346515659,0.0003184537054456084,0.012015757357658002,4.444241089326631e-06,0.01164158279784064
3615595.759441169,1.7470389489364172e-06,0.012129314099241152,1.9251967859665043e-06,0.012129804519116015,0.0003266814116532703,0.012501916513301823,4.519453321175657e-06,0.012120199516439212
3764262.2150003603,1.7882956601548376e-06,0.012628042774698754,1.92288907798749e-06,0.01262853895602636,0.00033509334212949543,0.013007875861018979,4.5968351665945244e-06,0.012618492383847331
3919041.553879215,1.8338916561472503e-06,0.013147258530961069,1.916929392882229e-06,0.013147767531165252,0.0003436931738124529,0.013534442756286952,4.676281522895401e-06,0.0131372649926506
4080185.1262719594,1.8823322430175945e-06,0.013687831592605254,1.9091356600581863e-06,0.013688360565755042,0.0003524847565842821,0.014082466300003857,4.757842300501213e-06,0.013677365207479161
4247954.617417159,1.9339740737057054e-06,0.014250641665181921,1.899765234690651e-06,0.014251202201893694,0.00036147189527045834,0.014652830549003697,4.84246559623917e-06,0.014239688205538822
4422622.472555178,1.9861131546845957e-06,0.01483654310285902,1.8900555060777543e-06,0.014837146768579189,0.000370658451552194,0.015246430221633514,4.928892636791737e-06,0.01482510773178244
4604472.339359101,2.0378058772432275e-06,0.015446582540084302,1.882513434573297e-06,0.01544723376361384,0.00038004866732432705,0.01586424032861706,5.017893708913601e-06,0.015434610412185567
4793799.528557558,2.0896905683064135e-06,0.016081676087916632,1.8757245282430166e-06,0.016082385535163203,0.0003896464167391882,0.016507237683905895,5.109702592088891e-06,0.016069171363018518
4990911.4934975,2.140932512559374e-06,0.01674288909382688,1.8706545355506827e-06,0.016743660862973866,0.0003994560670124789,0.017176457353604152,5.203872163917659e-06,0.01672981863212912
5196128.329425692,2.1920835917203444e-06,0.017431287988331167,1.8668657529366373e-06,0.01743212761441779,0.0004094818462369716,0.017872973716552377,5.300761420088335e-06,0.01741762952133309
5409783.2932997,2.243647745483927e-06,0.018147987058968782,1.8640629966980086e-06,0.018148902270132557,0.0004197280421349448,0.018597907197131815,5.400879239073683e-06,0.018133730560865362
5632223.34497255,2.2949795483504315e-06,0.01889416050814944,1.8624649881631085e-06,0.01889515250104014,0.00043019939418637243,0.01935241598502702,5.503215988761201e-06,0.018879261699258767
5863809.710629815,2.346761373404988e-06,0.01967102164398122,1.8617500372082158e-06,0.019672094686637706,0.0004409003776462983,0.02013771656134639,5.608438301111506e-06,0.019655448669788238
6104918.469394275,2.3990362305595133e-06,0.020479803459127408,1.861591300190119e-06,0.020480963644895576,0.00045183561383485457,0.020955063632670773,5.716585582985086e-06,0.02046354207251075
6355941.16405054,2.4521037300706675e-06,0.02132184634031003,1.86210020784495e-06,0.02132309918648062,0.00046300992571441,0.0218057781672334,5.827974778980546e-06,0.02130486833472897
6617285.436881583,2.5057475848436412e-06,0.022198492189351757,1.8630548420130662e-06,0.022199842771337405,0.00047442825999838837,0.02269121798885182,5.942225347329866e-06,0.022180774253116726
6889375.691649636,2.5602775902696797e-06,0.02311119142186177,1.8645762955308188e-06,0.023112644357426198,0.0004860956716964826,0.023612813948754467,6.059632549590229e-06,0.023092696131350624
7172653.782796504,2.616002148743664e-06,0.024061466913464943,1.8668022793365988e-06,0.024063026102117836,0.0004980173347228424,0.024572059431770696,6.180492553640165e-06,0.02404213626962699
