omega,Overhead_Yc_real_0_0,Overhead_Yc_imag_0_0,Overhead_Yc_real_0_1,Overhead_Yc_imag_0_1,Overhead_Yc_real_0_2,Overhead_Yc_imag_0_2,Overhead_Yc_real_0_3,Overhead_Yc_imag_0_3,Overhead_Yc_real_1_0,Overhead_Yc_imag_1_0,Overhead_Yc_real_1_1,Overhead_Yc_imag_1_1,Overhead_Yc_real_1_2,Overhead_Yc_imag_1_2,Overhead_Yc_real_1_3,Overhead_Yc_imag_1_3,Overhead_Yc_real_2_0,Overhead_Yc_imag_2_0,Overhead_Yc_real_2_1,Overhead_Yc_imag_2_1,Overhead_Yc_real_2_2,Overhead_Yc_imag_2_2,Overhead_Yc_real_2_3,Overhead_Yc_imag_2_3,Overhead_Yc_real_3_0,Overhead_Yc_imag_3_0,Overhead_Yc_real_3_1,Overhead_Yc_imag_3_1,Overhead_Yc_real_3_2,Overhead_Yc_imag_3_2,Overhead_Yc_real_3_3,Overhead_Yc_imag_3_3,Overhead_Zc_real_0_0,Overhead_Zc_imag_0_0,Overhead_Zc_real_0_1,Overhead_Zc_imag_0_1,Overhead_Zc_real_0_2,Overhead_Zc_imag_0_2,Overhead_Zc_real_0_3,Overhead_Zc_imag_0_3,Overhead_Zc_real_1_0,Overhead_Zc_imag_1_0,Overhead_Zc_real_1_1,Overhead_Zc_imag_1_1,Overhead_Zc_real_1_2,Overhead_Zc_imag_1_2,Overhead_Zc_real_1_3,Overhead_Zc_imag_1_3,Overhead_Zc_real_2_0,Overhead_Zc_imag_2_0,Overhead_Zc_real_2_1,Overhead_Zc_imag_2_1,Overhead_Zc_real_2_2,Overhead_Zc_imag_2_2,Overhead_Zc_real_2_3,Overhead_Zc_imag_2_3,Overhead_Zc_real_3_0,Overhead_Zc_imag_3_0,Overhead_Zc_real_3_1,Overhead_Zc_imag_3_1,Overhead_Zc_real_3_2,Overhead_Zc_imag_3_2,Overhead_Zc_real_3_3,Overhead_Zc_imag_3_3,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Alpha_3,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2,Overhead_Beta_3,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_Tau_3,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2,Overhead_H_real_3,Overhead_H_imag_3
3.2410062486998770e+04,2.3680491173421348e-03,2.6481242253700122e-05,-5.7160173242175902e-04,9.3923940479738983e-06,-5.5124356097999280e-04,9.2844942604204753e-06,-2.7335517057842110e-04,1.2508699304847473e-05,-5.7160173242175902e-04,9.3923940479738932e-06,2.4086336192535099e-03,2.6809242893269947e-05,-5.1733809539657627e-04,9.6745266058324582e-06,-3.7866611890620102e-04,1.0815202413630588e-05,-5.5124356097999280e-04,9.2844942604204821e-06,-5.1733809539657627e-04,9.6745266058324582e-06,2.4812076557333526e-03,2.7151287205209530e-05,-5.2124970529184532e-04,8.2515825347720810e-06,-2.7335517057842110e-04,1.2508699304847481e-05,-3.7866611890620107e-04,1.0815202413630586e-05,-5.2124970529184543e-04,8.2515825347720657e-06,2.1643123942736387e-03,3.6100718822797763e-05,5.2691824505863019e+02,-1.7293864248453797e+01,1.8717285748243700e+02,-1.5451968556272679e+01,1.8590379648322673e+02,-1.5580519612388725e+01,1.4357191886087870e+02,-1.5724287205848929e+01,1.8717285748243700e+02,-1.5451968556272679e+01,5.2368933377106043e+02,-1.7544089790527742e+01,1.8383386346798414e+02,-1.5704727689674423e+01,1.5903730257598932e+02,-1.5855700444996010e+01,1.8590379648322673e+02,-1.5580519612388724e+01,1.8383386346798409e+02,-1.5704727689674423e+01,5.2019688418059536e+02,-1.7799583771375328e+01,1.8042362668611622e+02,-1.5988161915228206e+01,1.4357191886087878e+02,-1.5724287205848931e+01,1.5903730257598932e+02,-1.5855700444996010e+01,1.8042362668611619e+02,-1.5988161915228210e+01,5.5088525066644581e+02,-2.0111795830652547e+01,6.3210131121973892e-07,6.3444463159853987e-07,8.0712496630255450e-06,9.6460307511632418e-07,1.0905859156496837e-04,1.0907876325077094e-04,1.2946450136020171e-04,1.0929083550938044e-04,5.3839373674131979e-05,5.3849331907719793e-05,6.3913237519803558e-05,5.3954026433968023e-05,-1.7151885128813033e-01,-9.7496525066233553e-01,-1.7182706697810524e-01,-9.7487329096192787e-01,-4.2183378052471904e-01,-7.7099624231365160e-01,-1.7421125669464874e-01,-9.6915152097567692e-01
3.3742702924418336e+04,2.3686564723503808e-03,2.6172569856438228e-05,-5.7131434228345187e-04,9.4934503507620268e-06,-5.5096278001492223e-04,9.3855399022133594e-06,-2.7299430618815348e-04,1.2590144901688184e-05,-5.7131434228345187e-04,9.4934503507620369e-06,2.4092429941208120e-03,2.6499574798288835e-05,-5.1705202125558675e-04,9.7681325210977013e-06,-3.7833899349554086e-04,1.0940473670522525e-05,-5.5096278001492245e-04,9.3855399022133696e-06,-5.1705202125558664e-04,9.7681325210977131e-06,2.4818144071021516e-03,2.6825623300626971e-05,-5.2097512403677642e-04,8.4319172685605927e-06,-2.7299430618815359e-04,1.2590144901688177e-05,-3.7833899349554103e-04,1.0940473670522520e-05,-5.2097512403677664e-04,8.4319172685605910e-06,2.1651041947675495e-03,3.5718720956008698e-05,5.2647523550517337e+02,-1.7201304205249340e+01,1.8676273181200023e+02,-1.5408863079896420e+01,1.8549047908229139e+02,-1.5539884829655987e+01,1.4315416604435936e+02,-1.5690017014893611e+01,1.8676273181200025e+02,-1.5408863079896426e+01,5.2323999300785658e+02,-1.7456158714187943e+01,1.8341740040791368e+02,-1.5666380684969296e+01,1.5861632356097758e+02,-1.5824027275906447e+01,1.8549047908229139e+02,-1.5539884829655989e+01,1.8341740040791370e+02,-1.5666380684969294e+01,5.1974120831651487e+02,-1.7716570258284886e+01,1.7999945184692405e+02,-1.5959132870130329e+01,1.4315416604435936e+02,-1.5690017014893613e+01,1.5861632356097758e+02,-1.5824027275906447e+01,1.7999945184692407e+02,-1.5959132870130333e+01,5.5038769060529251e+02,-1.9998574373508120e+01,6.4236049866057976e-07,6.4471953158736003e-07,8.3768857640372879e-06,9.8111773198166530e-07,1.1353079866975048e-04,1.1355177615388373e-04,1.3456784969571577e-04,1.1376700227461027e-04,5.3833647612191722e-05,5.3843594644202876e-05,6.3808924849744175e-05,5.3945649833419279e-05,-2.4074484137549654e-01,-9.6005010821114478e-01,-2.4105795999324933e-01,-9.5993301769712680e-01,-4.8095526272229439e-01,-7.3044072984501496e-01,-2.4305045206500517e-01,-9.5394886649797273e-01
3.5130139014766937e+04,2.3692581895415669e-03,2.5868412875528580e-05,-5.7102492468007768e-04,9.5912105004172054e-06,-5.5067989169999769e-04,9.4835752715578499e-06,-2.7263172133185960e-04,1.2668812698677267e-05,-5.7102492468007746e-04,9.5912105004172172e-06,2.4098468671610697e-03,2.6194892462892691e-05,-5.1676391397947419e-04,9.8590587279437913e-06,-3.7800927286378279e-04,1.1062371686815617e-05,-5.5067989169999779e-04,9.4835752715578482e-06,-5.1676391397947451e-04,9.8590587279437591e-06,2.4824154870689693e-03,2.6505753108913422e-05,-5.2069688340005652e-04,8.6080557926752296e-06,-2.7263172133185954e-04,1.2668812698677267e-05,-3.7800927286378263e-04,1.1062371686815640e-05,-5.2069688340005674e-04,8.6080557926752228e-06,2.1658901439864063e-03,3.5345251822534208e-05,5.2603421936418442e+02,-1.7108549595240110e+01,1.8635367978786616e+02,-1.5364623978011881e+01,1.8507816064312550e+02,-1.5498129546330754e+01,1.4273725636717828e+02,-1.5654589672137794e+01,1.8635367978786616e+02,-1.5364623978011871e+01,5.2279250428061607e+02,-1.7368048839906251e+01,1.8300186633191640e+02,-1.5626920794870383e+01,1.5819610986537805e+02,-1.5791213102622809e+01,1.8507816064312556e+02,-1.5498129546330750e+01,1.8300186633191640e+02,-1.5626920794870383e+01,5.1928723637584642e+02,-1.7633404736192922e+01,1.7957596308001678e+02,-1.5928983304062214e+01,1.4273725636717830e+02,-1.5654589672137789e+01,1.5819610986537805e+02,-1.5791213102622811e+01,1.7957596308001675e+02,-1.5928983304062207e+01,5.4989212205256592e+02,-1.9886302139803576e+01,6.5272219825884169e-07,6.5509781897665758e-07,8.6935876775859649e-06,9.9789803769612236e-07,1.1818665371913308e-04,1.1820847071376960e-04,1.3987255632711722e-04,1.1842685396248668e-04,5.3828038047650595e-05,5.3837974584310402e-05,6.3704868924462546e-05,5.3937437099332181e-05,-3.1147706239456108e-01,-9.3931440641733510e-01,-3.1179308022999225e-01,-9.3916992283399126e-01,-5.3841074225950847e-01,-6.8356651671803836e-01,-3.1334937226371329e-01,-9.3294367441477066e-01
3.6574623851598997e+04,2.3698543061811852e-03,2.5568623066810405e-05,-5.7073354087114011e-04,9.6857069103922357e-06,-5.5039494956919373e-04,9.5786284367483751e-06,-2.7226747846086980e-04,1.2744706084692827e-05,-5.7073354087114022e-04,9.6857069103922374e-06,2.4104452879736868e-03,2.5895038243933785e-05,-5.1647381967967845e-04,9.9473267150059420e-06,-3.7767702758440160e-04,1.1180911163117824e-05,-5.5039494956919373e-04,9.5786284367483734e-06,-5.1647381967967801e-04,9.9473267150059403e-06,2.4830109639271394e-03,2.6191506286145451e-05,-5.2041506623433495e-04,8.7800289728617691e-06,-2.7226747846086975e-04,1.2744706084692829e-05,-3.7767702758440165e-04,1.1180911163117820e-05,-5.2041506623433484e-04,8.7800289728617741e-06,2.1666704133878143e-03,3.4980151407412595e-05,5.2559521904058943e+02,-1.7015573714084496e+01,1.8594573472320513e+02,-1.5319246182702580e+01,1.8466687373507196e+02,-1.5455247801387042e+01,1.4232122230840707e+02,-1.5617998974108316e+01,1.8594573472320516e+02,-1.5319246182702580e+01,5.2234688886167282e+02,-1.7279731625723546e+01,1.8258729324935564e+02,-1.5586341139563631e+01,1.5777669316369608e+02,-1.5757250862160804e+01,1.8466687373507193e+02,-1.5455247801387046e+01,1.8258729324935561e+02,-1.5586341139563627e+01,5.1883498813272968e+02,-1.7550056929518043e+01,1.7915319115206597e+02,-1.5897705306821667e+01,1.4232122230840702e+02,-1.5617998974108318e+01,1.5777669316369614e+02,-1.5757250862160808e+01,1.7915319115206597e+02,-1.5897705306821670e+01,5.4939853584028276e+02,-1.9774938341784605e+01,6.6318257386729138e-07,6.6557577642002123e-07,9.0217282756718637e-06,1.0149502095883490e-06,1.2303379134717262e-04,1.2305648297809287e-04,1.4538668152076304e-04,1.2327801992146706e-04,5.3822581184760420e-05,5.3832507905981042e-05,6.3601116275882372e-05,5.3929421851244547e-05,-3.8325144526816962e-01,-9.1220616425973733e-01,-3.8356792355806713e-01,-9.1203203502819052e-01,-5.9342297475874750e-01,-6.3015048489319825e-01,-3.8464212099224471e-01,-9.0559030008505059e-01
3.8078503171412194e+04,2.3704448028083027e-03,2.5273128516819965e-05,-5.7044023133593605e-04,9.7769438190571012e-06,-5.5010798729276738e-04,9.6707004871270187e-06,-2.7190163556653794e-04,1.2817818795909944e-05,-5.7044023133593583e-04,9.7769438190570944e-06,2.4110382474141941e-03,2.5599933367391412e-05,-5.1618176651345438e-04,1.0032933543824041e-05,-3.7734231918362432e-04,1.1296090040666188e-05,-5.5010798729276727e-04,9.6707004871270255e-06,-5.1618176651345416e-04,1.0032933543824041e-05,2.4836008432931648e-03,2.5882796757879177e-05,-5.2012974012933112e-04,8.9478414460967082e-06,-2.7190163556653783e-04,1.2817818795909942e-05,-3.7734231918362427e-04,1.1296090040666185e-05,-5.2012974012933123e-04,8.9478414460967167e-06,2.1674451385230499e-03,3.4623324450821811e-05,5.2515826556956529e+02,-1.6922362064405338e+01,1.8553892977251533e+02,-1.5272724615319454e+01,1.8425665079646535e+02,-1.5411233590287885e+01,1.4190609627500595e+02,-1.5580238552298539e+01,1.8553892977251527e+02,-1.5272724615319454e+01,5.2190317671005391e+02,-1.7191190672043149e+01,1.8217371306775604e+02,-1.5544634764377438e+01,1.5735810508073112e+02,-1.5722133291268062e+01,1.8425665079646535e+02,-1.5411233590287884e+01,1.8217371306775604e+02,-1.5544634764377438e+01,5.1838449210268504e+02,-1.7466508640174442e+01,1.7873116680237209e+02,-1.5865290740079475e+01,1.4190609627500592e+02,-1.5580238552298539e+01,1.5735810508073115e+02,-1.5722133291268060e+01,1.7873116680237206e+02,-1.5865290740079477e+01,5.4890692915210468e+02,-1.9664454841775566e+01,6.7374319911850712e-07,6.7615518825846284e-07,9.3616869608703829e-06,1.0322866282768394e-06,1.2808004145955766e-04,1.2810364437087783e-04,1.5111847820585198e-04,1.2832832285635155e-04,5.3817258890875734e-05,5.3827176470341037e-05,6.3497654842401745e-05,5.3921582906208464e-05,-4.5549748540378970e-01,-8.7817595573972951e-01,-4.5581150212466837e-01,-8.7796999293515032e-01,-6.4511998395846348e-01,-5.7004745026815207e-01,-4.5635693408948819e-01,-8.7134655191792032e-01
3.9644219162949994e+04,2.3710297554067074e-03,2.4981734182406565e-05,-5.7014507436935994e-04,9.8649702683039465e-06,-5.4981907492563395e-04,9.7598343415365531e-06,-2.7153426101197379e-04,1.2888171004283307e-05,-5.7014507436935983e-04,9.8649702683039397e-06,2.4116258348575595e-03,2.5309370035612250e-05,-5.1588781588375447e-04,1.0115912765262606e-05,-3.7700522796001970e-04,1.1407947618352825e-05,-5.4981907492563384e-04,9.7598343415365463e-06,-5.1588781588375436e-04,1.0115912765262616e-05,2.4841852359448716e-03,2.5579397842538692e-05,-5.1984100273756880e-04,9.1115592827875759e-06,-2.7153426101197384e-04,1.2888171004283314e-05,-3.7700522796001976e-04,1.1407947618352815e-05,-5.1984100273756880e-04,9.1115592827875725e-06,2.1682145232014526e-03,3.4274495927450843e-05,5.2472337619299083e+02,-1.6828881861543323e+01,1.8513329952866417e+02,-1.5225055430935065e+01,1.8384752574930963e+02,-1.5366082114899823e+01,1.4149191204082217e+02,-1.5541303665492835e+01,1.8513329952866414e+02,-1.5225055430935067e+01,5.2146138409170590e+02,-1.7102391257321717e+01,1.8176115922697446e+02,-1.5501795901946704e+01,1.5694037865366502e+02,-1.5685854740289047e+01,1.8384752574930960e+02,-1.5366082114899822e+01,1.8176115922697451e+02,-1.5501795901946704e+01,5.1793576319523515e+02,-1.7382723293417602e+01,1.7830992222229315e+02,-1.5831733051076585e+01,1.4149191204082211e+02,-1.5541303665492835e+01,1.5694037865366502e+02,-1.5685854740289047e+01,1.7830992222229315e+02,-1.5831733051076586e+01,5.4841728820980256e+02,-1.9554788701079989e+01,6.8439657264404883e-07,6.8682869797003309e-07,9.7138524619625493e-06,1.0499076237917936e-06,1.3333358348145629e-04,1.3335813577254878e-04,1.5707656293632006e-04,1.3358593544695604e-04,5.3812065939163159e-05,5.3821974991876878e-05,6.3394488781604936e-05,5.3913912602642643e-05,-5.2752899516851259e-01,-8.3669023410816146e-01,-5.2783709639548726e-01,-8.3645038655898885e-01,-6.9253764490944469e-01,-5.0321002281538230e-01,-5.2780717963943391e-01,-8.2968707960684773e-01
4.1274314433135420e+04,2.3716092365556442e-03,2.4694249956623946e-05,-5.6984814821680924e-04,9.9498334968223940e-06,-5.4952828267546515e-04,9.8460709419622946e-06,-2.7116542173043857e-04,1.2955783965369019e-05,-5.6984814821680913e-04,9.9498334968223957e-06,2.4122081358527469e-03,2.5023145101429794e-05,-5.1559202965884368e-04,1.0196295827579662e-05,-3.7666583194405389e-04,1.1516524483779057e-05,-5.4952828267546515e-04,9.8460709419622913e-06,-5.1559202965884346e-04,1.0196295827579672e-05,2.4847642482050906e-03,2.5281087200771219e-05,-5.1954894830428134e-04,9.2712501947674373e-06,-2.7116542173043873e-04,1.2955783965369028e-05,-3.7666583194405373e-04,1.1516524483779057e-05,-5.1954894830428145e-04,9.2712501947674390e-06,2.1689787569825901e-03,3.3933379425899969e-05,5.2429056872267211e+02,-1.6735101558860311e+01,1.8472887880517621e+02,-1.5176235150319615e+01,1.8343953276237684e+02,-1.5319788905974210e+01,1.4107870356289428e+02,-1.5501189860701805e+01,1.8472887880517627e+02,-1.5176235150319618e+01,5.2102152790113882e+02,-1.7013299831617779e+01,1.8134966544320719e+02,-1.5457819080513611e+01,1.5652354712228828e+02,-1.5648409813202630e+01,1.8343953276237679e+02,-1.5319788905974209e+01,1.8134966544320719e+02,-1.5457819080513611e+01,5.1748881699897743e+02,-1.7298665413174398e+01,1.7788948982251929e+02,-1.5797025906566512e+01,1.4107870356289428e+02,-1.5501189860701805e+01,1.5652354712228828e+02,-1.5648409813202630e+01,1.7788948982251935e+02,-1.5797025906566514e+01,5.4792960233080237e+02,-1.9445875107624975e+01,6.9513342350773848e-07,6.9758719075612367e-07,1.0078623705249629e-05,1.0678110768869116e-06,1.3880293654627450e-04,1.3882847780297502e-04,1.6326989916035662e-04,1.3905936993009046e-04,5.3806998741025103e-05,5.3816899816617058e-05,6.3291623917767888e-05,5.3906405216878324e-05,-5.9853261508198197e-01,-7.8724838431868605e-01,-5.9883077138090557e-01,-7.8697282480959219e-01,-7.3462340642380386e-01,-4.2971248907754994e-01,-5.9818008734907191e-01,-7.8012039362957186e-01
4.2971436136076627e+04,2.3721833591408806e-03,2.4410442021383483e-05,-5.6954954953549006e-04,1.0031596770426974e-05,-5.4923569849584365e-04,9.9294659333093089e-06,-2.7079519167552473e-04,1.3020690688877496e-05,-5.6954954953549028e-04,1.0031596770427006e-05,2.4127852775872711e-03,2.4741009166261343e-05,-5.1529448605924322e-04,1.0274126710485088e-05,-3.7632422006399013e-04,1.1621878893402148e-05,-5.4923569849584354e-04,9.9294659333092208e-06,-5.1529448605924203e-04,1.0274126710485254e-05,2.4853380310942133e-03,2.4987591467290367e-05,-5.1925368712839510e-04,9.4270075665776166e-06,-2.7079519167552484e-04,1.3020690688877532e-05,-3.7632422006399013e-04,1.1621878893402061e-05,-5.1925368712839553e-04,9.4270075665776657e-06,2.1697380607176384e-03,3.3599609538849659e-05,5.2385985650189798e+02,-1.6640983550435678e+01,1.8432570469338938e+02,-1.5126261205768314e+01,1.8303270833409454e+02,-1.5272350366352104e+01,1.4066650712201860e+02,-1.5459893736848272e+01,1.8432570469338950e+02,-1.5126261205768346e+01,5.2058362067580185e+02,-1.6923876722240657e+01,1.8093926781734746e+02,-1.5412699668179171e+01,1.5610764610095046e+02,-1.5609794131473953e+01,1.8303270833409434e+02,-1.5272350366352109e+01,1.8093926781734743e+02,-1.5412699668179169e+01,5.1704366484610387e+02,-1.7214293322335532e+01,1.7746990443429104e+02,-1.5761163949061626e+01,1.4066650712201846e+02,-1.5459893736848281e+01,1.5610764610095040e+02,-1.5609794131473961e+01,1.7746990443429092e+02,-1.5761163949061645e+01,5.4744385713702286e+02,-1.9337634034933082e+01,7.0594273321466631e-07,7.0841982605377547e-07,1.0456410376073275e-05,1.0859918742196433e-06,1.4449695989114948e-04,1.4452353120416965e-04,1.6970780037669521e-04,1.4475747794641378e-04,5.3802050062678623e-05,5.3811943634933841e-05,6.3189063484603324e-05,5.3899051449158444e-05,-6.6755755369601555e-01,-7.2940386091854204e-01,-6.6784112345480950e-01,-7.2909109192378874e-01,-7.7024455794324920e-01,-3.4977696776894074e-01,-6.6652675712906928e-01,-7.2220997588816727e-01
4.4738340271849280e+04,2.3727522308882257e-03,2.4130103174667588e-05,-5.6924937155417986e-04,1.0110313636732379e-05,-5.4894140716747807e-04,1.0010065570882947e-05,-2.7042364210787988e-04,1.3082921436936615e-05,-5.6924937155417975e-04,1.0110313636732391e-05,2.4133573816081011e-03,2.4462740176152355e-05,-5.1499526050644907e-04,1.0349440782130214e-05,-3.7598047776197629e-04,1.1724064175759999e-05,-5.4894140716747796e-04,1.0010065570882927e-05,-5.1499526050644885e-04,1.0349440782130241e-05,2.4859067291833794e-03,2.4698666251048997e-05,-5.1895532496719625e-04,9.5789169796636323e-06,-2.7042364210787978e-04,1.3082921436936615e-05,-3.7598047776197634e-04,1.1724064175759977e-05,-5.1895532496719625e-04,9.5789169796636407e-06,2.1704926471366238e-03,3.3272836997837442e-05,5.2343125192024922e+02,-1.6546494501696792e+01,1.8392381237751056e+02,-1.5075131017937103e+01,1.8262708706662875e+02,-1.5223762867255456e+01,1.4025535707054823e+02,-1.5417411772719646e+01,1.8392381237751050e+02,-1.5075131017937107e+01,5.2014767402594134e+02,-1.6834086490669023e+01,1.8053000056781300e+02,-1.5366432982923321e+01,1.5569270927901448e+02,-1.5570003177380205e+01,1.8262708706662872e+02,-1.5223762867255456e+01,1.8053000056781303e+02,-1.5366432982923316e+01,5.1660031716247761e+02,-1.7129569538328127e+01,1.7705119896476072e+02,-1.5724141666389047e+01,1.4025535707054820e+02,-1.5417411772719644e+01,1.5569270927901448e+02,-1.5570003177380210e+01,1.7705119896476066e+02,-1.5724141666389054e+01,5.4696003819895827e+02,-1.9229988617134008e+01,7.1681399347211023e-07,7.1931631638025558e-07,1.0847631384601680e-05,1.1044448879231334e-06,1.5042481574341631e-04,1.5045245972769778e-04,1.7639988872975338e-04,1.5068941350344765e-04,5.3797191341250780e-05,5.3807077799841231e-05,6.3086788703513712e-05,5.3891820782905885e-05,-7.3350677094552474e-01,-6.6279019772121461e-01,-7.3377047509714810e-01,-6.6243917738716040e-01,-7.9820170714437011e-01,-2.6380216101278969e-01,-7.3175364598136672e-01,-6.5560018994671831e-01
4.6577896162036755e+04,2.3733154234676502e-03,2.3853624175029835e-05,-5.6894750175377523e-04,1.0185819541720940e-05,-5.4864529669846728e-04,1.0087710683381888e-05,-2.7005077766766950e-04,1.3142390371505856e-05,-5.6894750175377523e-04,1.0185819541720928e-05,2.4139240142348243e-03,2.4188739493694516e-05,-5.1469425049133373e-04,1.0422091892537678e-05,-3.7563457347406719e-04,1.1822949651995030e-05,-5.4864529669846739e-04,1.0087710683381895e-05,-5.1469425049133373e-04,1.0422091892537661e-05,2.4864698921435642e-03,2.4414742260246160e-05,-5.1865378286551395e-04,9.7267891208636815e-06,-2.7005077766766966e-04,1.3142390371505849e-05,-3.7563457347406735e-04,1.1822949651995025e-05,-5.1865378286551395e-04,9.7267891208636747e-06,2.1712422783521593e-03,3.2953478343532469e-05,5.2300484397011314e+02,-1.6451692557256244e+01,1.8352322895355238e+02,-1.5022838091525673e+01,1.8222269536766930e+02,-1.5174018757158093e+01,1.3984527964317886e+02,-1.5373734274834968e+01,1.8352322895355238e+02,-1.5022838091525669e+01,5.1971377595284730e+02,-1.6743984911897748e+01,1.8012188962207625e+02,-1.5319010194884301e+01,1.5527876207843062e+02,-1.5529026105605858e+01,1.8222269536766933e+02,-1.5174018757158093e+01,1.8012188962207622e+02,-1.5319010194884305e+01,5.1615886055879480e+02,-1.7044547584499192e+01,1.7663339791748425e+02,-1.5685947134094013e+01,1.3984527964317886e+02,-1.5373734274834968e+01,1.5527876207843062e+02,-1.5529026105605862e+01,1.7663339791748433e+02,-1.5685947134094013e+01,5.4647820730804426e+02,-1.9123011769828011e+01,7.2777489313480024e-07,7.3030497374201808e-07,1.1252737460779353e-05,1.1232150859054472e-06,1.5659635260976921e-04,1.5662511409230244e-04,1.8335645108665793e-04,1.5686501127936696e-04,5.3792503487919342e-05,5.3802383361388320e-05,6.2984880364296862e-05,5.3884790582609287e-05,-7.9513483185903622e-01,-5.8714639880017350e-01,-7.9537274450510820e-01,-5.8675667539037546e-01,-8.1724996543540374e-01,-1.7238824546084944e-01,-7.9262050710365284e-01,-5.8004148504844488e-01
4.8493091109296103e+04,2.3738732338895231e-03,2.3580558721689158e-05,-5.6864411211392674e-04,1.0258256756360035e-05,-5.4834752778752140e-04,1.0162530692225428e-05,-2.6967669272363214e-04,1.3199175515051457e-05,-5.6864411211392685e-04,1.0258256756360036e-05,2.4144854923071808e-03,2.3918534942464698e-05,-5.1439160115698292e-04,1.0492188558386555e-05,-3.7528663221107712e-04,1.1918663891668840e-05,-5.4834752778752161e-04,1.0162530692225428e-05,-5.1439160115698292e-04,1.0492188558386548e-05,2.4870278730316614e-03,2.4135303256379771e-05,-5.1834922815916461e-04,9.8708218007824356e-06,-2.6967669272363214e-04,1.3199175515051454e-05,-3.7528663221107728e-04,1.1918663891668845e-05,-5.1834922815916461e-04,9.8708218007824305e-06,2.1719872905399101e-03,3.2640863940327961e-05,5.2258062031527913e+02,-1.6356509160244013e+01,1.8312399554649576e+02,-1.4969382792280827e+01,1.8181957391446113e+02,-1.5123117292973424e+01,1.3943631514455467e+02,-1.5328861248197549e+01,1.8312399554649576e+02,-1.4969382792280824e+01,5.1928191362337020e+02,-1.6653501254059350e+01,1.7971497541156191e+02,-1.5270429469230724e+01,1.5486584427808955e+02,-1.5486861882334702e+01,1.8181957391446119e+02,-1.5123117292973424e+01,1.7971497541156188e+02,-1.5270429469230725e+01,5.1571928127788408e+02,-1.6959154565644436e+01,1.7621654041494156e+02,-1.5646578249412746e+01,1.3943631514455470e+02,-1.5328861248197549e+01,1.5486584427808964e+02,-1.5486861882334699e+01,1.7621654041494159e+02,-1.5646578249412745e+01,5.4599833322265556e+02,-1.9016565340202582e+01,7.3879862350228536e-07,7.4135909795164689e-07,1.1672163518455316e-05,1.1422758029231001e-06,1.6302142126382359e-04,1.6305134646757907e-04,1.9058782212549237e-04,1.6329411534405890e-04,5.3787924847734839e-05,5.3797798486414806e-05,6.2883290882302783e-05,5.3877898598303378e-05,-8.5103993011092038e-01,-5.0236117847777451e-01,-8.5124549052857756e-01,-5.0193307680624011e-01,-8.2612439603922549e-01,-7.6374823133389488e-02,-8.4773331781270700e-01,-4.9543454137942000e-01
5.0487035248516630e+04,2.3744257185169073e-03,2.3310763960727960e-05,-5.6833927960543565e-04,1.0327657284781721e-05,-5.4804817045575605e-04,1.0234551113464342e-05,-2.6930144733497375e-04,1.3253296349834827e-05,-5.6833927960543544e-04,1.0327657284781730e-05,2.4150418829096206e-03,2.3651970584859819e-05,-5.1408737579419403e-04,1.0559747420917756e-05,-3.7493672113872439e-04,1.2011242740934125e-05,-5.4804817045575583e-04,1.0234551113464340e-05,-5.1408737579419403e-04,1.0559747420917751e-05,2.4875807564762337e-03,2.3860175232716926e-05,-5.1804173873994780e-04,1.0011074391003700e-05,-2.6930144733497381e-04,1.3253296349834822e-05,-3.7493672113872439e-04,1.2011242740934121e-05,-5.1804173873994791e-04,1.0011074391003697e-05,2.1727278037925795e-03,3.2334707310491074e-05,5.2215860041495819e+02,-1.6260922290345057e+01,1.8272614680403024e+02,-1.4914763572472264e+01,1.8141775686491877e+02,-1.5071055757427617e+01,1.3902849734932499e+02,-1.5282789546553619e+01,1.8272614680403021e+02,-1.4914763572472260e+01,5.1885210591912937e+02,-1.6562611178083579e+01,1.7930929181290864e+02,-1.5220686928613365e+01,1.5445398905577693e+02,-1.5443506238892221e+01,1.8141775686491883e+02,-1.5071055757427615e+01,1.7930929181290864e+02,-1.5220686928613368e+01,5.1528159719557834e+02,-1.6873363860549393e+01,1.7580065891114427e+02,-1.5606029628149296e+01,1.3902849734932497e+02,-1.5282789546553616e+01,1.5445398905577690e+02,-1.5443506238892224e+01,1.7580065891114427e+02,-1.5606029628149299e+01,5.4552041919200201e+02,-1.8910586358244288e+01,7.4987277710162822e-07,7.5246657089852192e-07,1.2106366207187801e-05,1.1616192441751736e-06,1.6971049277481379e-04,1.6974162958170814e-04,1.9810495377721535e-04,1.6998718829890761e-04,5.3783468786212821e-05,5.3793336446451873e-05,6.2782043842207476e-05,5.3871157206887732e-05,-8.9967378363424633e-01,-4.0850552921100519e-01,-8.9983984014543927e-01,-4.0804033672240392e-01,-8.2357855694926696e-01,2.3137611548211277e-02,-8.9555413089171587e-01,-4.0186238119032669e-01
