omega,Overhead_Yc_real_0_0,Overhead_Yc_imag_0_0,Overhead_Yc_real_0_1,Overhead_Yc_imag_0_1,Overhead_Yc_real_0_2,Overhead_Yc_imag_0_2,Overhead_Yc_real_0_3,Overhead_Yc_imag_0_3,Overhead_Yc_real_1_0,Overhead_Yc_imag_1_0,Overhead_Yc_real_1_1,Overhead_Yc_imag_1_1,Overhead_Yc_real_1_2,Overhead_Yc_imag_1_2,Overhead_Yc_real_1_3,Overhead_Yc_imag_1_3,Overhead_Yc_real_2_0,Overhead_Yc_imag_2_0,Overhead_Yc_real_2_1,Overhead_Yc_imag_2_1,Overhead_Yc_real_2_2,Overhead_Yc_imag_2_2,Overhead_Yc_real_2_3,Overhead_Yc_imag_2_3,Overhead_Yc_real_3_0,Overhead_Yc_imag_3_0,Overhead_Yc_real_3_1,Overhead_Yc_imag_3_1,Overhead_Yc_real_3_2,Overhead_Yc_imag_3_2,Overhead_Yc_real_3_3,Overhead_Yc_imag_3_3,Overhead_Zc_real_0_0,Overhead_Zc_imag_0_0,Overhead_Zc_real_0_1,Overhead_Zc_imag_0_1,Overhead_Zc_real_0_2,Overhead_Zc_imag_0_2,Overhead_Zc_real_0_3,Overhead_Zc_imag_0_3,Overhead_Zc_real_1_0,Overhead_Zc_imag_1_0,Overhead_Zc_real_1_1,Overhead_Zc_imag_1_1,Overhead_Zc_real_1_2,Overhead_Zc_imag_1_2,Overhead_Zc_real_1_3,Overhead_Zc_imag_1_3,Overhead_Zc_real_2_0,Overhead_Zc_imag_2_0,Overhead_Zc_real_2_1,Overhead_Zc_imag_2_1,Overhead_Zc_real_2_2,Overhead_Zc_imag_2_2,Overhead_Zc_real_2_3,Overhead_Zc_imag_2_3,Overhead_Zc_real_3_0,Overhead_Zc_imag_3_0,Overhead_Zc_real_3_1,Overhead_Zc_imag_3_1,Overhead_Zc_real_3_2,Overhead_Zc_imag_3_2,Overhead_Zc_real_3_3,Overhead_Zc_imag_3_3,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Alpha_3,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2,Overhead_Beta_3,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_Tau_3,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2,Overhead_H_real_3,Overhead_H_imag_3
1.1433517698280332e+03,2.3009018710367824e-03,1.0795447160572671e-04,-5.8601444985683857e-04,-1.9554099411866376e-05,-5.6530867614709040e-04,-1.7056975613401963e-05,-2.9615154556935183e-04,-2.2366414576865004e-05,-5.8601444985683857e-04,-1.9554099411866390e-05,2.3409727764981576e-03,1.1302992765844773e-04,-5.3257632082555177e-04,-1.2441679437526498e-05,-3.9548025496956052e-04,-3.7387936317065493e-05,-5.6530867614709029e-04,-1.7056975613401970e-05,-5.3257632082555177e-04,-1.2441679437526481e-05,2.4120472179910177e-03,1.2295174175324471e-04,-5.2969279268453066e-04,-5.7610856726354178e-05,-2.9615154556935172e-04,-2.2366414576865007e-05,-3.9548025496956058e-04,-3.7387936317065527e-05,-5.2969279268453076e-04,-5.7610856726354151e-05,2.0783235891509363e-03,2.2144604440256090e-04,5.6768110095821692e+02,-3.1070338877849448e+01,2.2255592967765526e+02,-1.5734097408243551e+01,2.2137858602552299e+02,-1.5732985283885160e+01,1.7919595556658533e+02,-1.4275077478510662e+01,2.2255592967765529e+02,-1.5734097408243544e+01,5.6463880004579937e+02,-3.1055095359210245e+01,2.1940310758202313e+02,-1.5725484224469904e+01,1.9471869691208221e+02,-1.4272203035076659e+01,2.2137858602552294e+02,-1.5732985283885156e+01,2.1940310758202310e+02,-1.5725484224469902e+01,5.6133167747396988e+02,-3.1050965221108239e+01,2.1614964729152049e+02,-1.4289473303513752e+01,1.7919595556658535e+02,-1.4275077478510658e+01,1.9471869691208227e+02,-1.4272203035076664e+01,2.1614964729152049e+02,-1.4289473303513754e+01,5.9322789154371151e+02,-6.0177488352313823e+01,1.7414459764171009e-07,1.7435963981079555e-07,3.7248802204405995e-07,3.8119951540981226e-07,3.9094080936216492e-06,3.9102983870050659e-06,5.2046842552709045e-06,3.9234619894125032e-06,5.4708035749447739e-05,5.4720494464701061e-05,7.2834057095883550e-05,5.4904705172268927e-05,9.9526735945495415e-01,-6.2335819265320981e-02,9.9526304701701751e-01,-6.2349782012426920e-02,9.9061315231770974e-01,-8.2684478404093154e-02,9.9196161932368854e-01,-6.2352706332045912e-02
1.1903642309511577e+03,2.3017993204394239e-03,1.0478107780896958e-04,-5.8586534255731756e-04,-1.8506549775856230e-05,-5.6513841455273304e-04,-1.6121806529356366e-05,-2.9619081937552375e-04,-2.1015852600247416e-05,-5.8586534255731756e-04,-1.8506549775856261e-05,2.3419219707032303e-03,1.0965129693609440e-04,-5.3235112792798561e-04,-1.1677286202021611e-05,-3.9572338100955041e-04,-3.5531735578574203e-05,-5.6513841455273336e-04,-1.6121806529356400e-05,-5.3235112792798572e-04,-1.1677286202021587e-05,2.4131084269998558e-03,1.1918707926013580e-04,-5.3021124859428150e-04,-5.5078873847414205e-05,-2.9619081937552364e-04,-2.1015852600247420e-05,-3.9572338100955030e-04,-3.5531735578574182e-05,-5.3021124859428150e-04,-5.5078873847414185e-05,2.0811072232574637e-03,2.1389992923193896e-04,5.6720886705861358e+02,-3.0590497707922403e+01,2.2212934365839163e+02,-1.5770868843114256e+01,2.2095187571717503e+02,-1.5770538012346771e+01,1.7877579016991069e+02,-1.4377237274576540e+01,2.2212934365839169e+02,-1.5770868843114252e+01,5.6416629782516247e+02,-3.0577431718729667e+01,2.1897616145300827e+02,-1.5764136823978172e+01,1.9430112688494265e+02,-1.4374898900278696e+01,2.2095187571717511e+02,-1.5770538012346755e+01,2.1897616145300833e+02,-1.5764136823978170e+01,5.6085870156877888e+02,-3.0574966192129903e+01,2.1573549419039966e+02,-1.4391744686419351e+01,1.7877579016991072e+02,-1.4377237274576537e+01,1.9430112688494270e+02,-1.4374898900278694e+01,2.1573549419039958e+02,-1.4391744686419354e+01,5.9262385522517616e+02,-5.8524761538383387e+01,1.7521407399837915e-07,1.7542435092524847e-07,3.8485679620681881e-07,3.8180425476625048e-07,4.0696092934817226e-06,4.0705408374957007e-06,5.4111205404088714e-06,4.0826948479313122e-06,5.4700693285851323e-05,5.4713214414961307e-05,7.2732300245078820e-05,5.4876579679065723e-05,9.9508728206085140e-01,-6.4885589791392376e-02,9.9508296695635368e-01,-6.4900202913189611e-02,9.9013867574052261e-01,-8.5938988369270206e-02,9.9178994610056304e-01,-6.4879119619969339e-02
1.2393097555103809e+03,2.3026734515480735e-03,1.0174698345020561e-04,-5.8571231400080534e-04,-1.7505464608205701e-05,-5.6496692826305840e-04,-1.5229008780573366e-05,-2.9620159065074490e-04,-1.9712628331535440e-05,-5.8571231400080491e-04,-1.7505464608205674e-05,2.3428428743544408e-03,1.0641948623517978e-04,-5.3212895781779522e-04,-1.0949083897249196e-05,-3.9592535403036854e-04,-3.3740464082701242e-05,-5.6496692826305830e-04,-1.5229008780573370e-05,-5.3212895781779501e-04,-1.0949083897249179e-05,2.4141317310911680e-03,1.1558312160811761e-04,-5.3067167065855671e-04,-5.2635383938905625e-05,-2.9620159065074495e-04,-1.9712628331535450e-05,-3.9592535403036843e-04,-3.3740464082701236e-05,-5.3067167065855682e-04,-5.2635383938905625e-05,2.0837201173499187e-03,2.0661586924177947e-04,5.6673642728883397e+02,-3.0131948760357286e+01,2.2170248475803223e+02,-1.5806031398639186e+01,2.2052490076453216e+02,-1.5806491023973807e+01,1.7835438750101122e+02,-1.4475274910984970e+01,2.2170248475803226e+02,-1.5806031398639185e+01,5.6369359952055959e+02,-3.0121049630764020e+01,2.1854896296607862e+02,-1.5801182200250025e+01,1.9388212103268023e+02,-1.4473532509060368e+01,2.2052490076453213e+02,-1.5806491023973804e+01,2.1854896296607862e+02,-1.5801182200250022e+01,5.6038556284310027e+02,-3.0120258715603438e+01,2.1531964922425436e+02,-1.4490066509304535e+01,1.7835438750101127e+02,-1.4475274910984966e+01,1.9388212103268026e+02,-1.4473532509060371e+01,2.1531964922425436e+02,-1.4490066509304540e+01,5.9203159192661292e+02,-5.6936479902224832e+01,1.7635851498124366e-07,1.7656391213867744e-07,3.9773697497749920e-07,3.8243648797920862e-07,4.2363757963955166e-06,4.2373506445760870e-06,5.6257008386103390e-06,4.2485406136425955e-06,5.4693358493263713e-05,5.4705944185274750e-05,7.2630117706687781e-05,5.4850411300350750e-05,9.9489239035707822e-01,-6.7539274551344050e-02,9.9488806722716683e-01,-6.7554570439080794e-02,9.8963382011891055e-01,-8.9319494113976133e-02,9.9160426490290177e-01,-6.7509951809714003e-02
1.2902678274161112e+03,2.3035274040634195e-03,9.8847230976376084e-05,-5.8555614636611139e-04,-1.6549025207104460e-05,-5.6479478979404687e-04,-1.4376846523446494e-05,-2.9618590560877278e-04,-1.8455596964688604e-05,-5.8555614636611160e-04,-1.6549025207104477e-05,2.3437390173092648e-03,1.0332939109074883e-04,-5.3191005068155099e-04,-1.0255450006344883e-05,-3.9608915912062582e-04,-3.2012660792304112e-05,-5.6479478979404687e-04,-1.4376846523446500e-05,-5.3191005068155110e-04,-1.0255450006344882e-05,2.4151214066914927e-03,1.1213450766830513e-04,-5.3107829806255146e-04,-5.0278501961388066e-05,-2.9618590560877278e-04,-1.8455596964688601e-05,-3.9608915912062561e-04,-3.2012660792304092e-05,-5.3107829806255146e-04,-5.0278501961388059e-05,2.0861742940607364e-03,1.9958830901466059e-04,5.6626358560749281e+02,-2.9693864549738507e+01,2.2127537541635851e+02,-1.5839638086453746e+01,2.2009768129180381e+02,-1.5840898127693546e+01,1.7793184835935500e+02,-1.4569328826345096e+01,2.2127537541635860e+02,-1.5839638086453748e+01,5.6322050539509371e+02,-2.9685124268984282e+01,2.1812152987025817e+02,-1.5836675757284974e+01,1.9346179284733569e+02,-1.4568236470120958e+01,2.2009768129180378e+02,-1.5840898127693544e+01,2.1812152987025814e+02,-1.5836675757284970e+01,5.5991205576457457e+02,-2.9686020307272230e+01,2.1490224245895510e+02,-1.4584562120523742e+01,1.7793184835935506e+02,-1.4569328826345096e+01,1.9346179284733560e+02,-1.4568236470120954e+01,2.1490224245895507e+02,-1.4584562120523742e+01,5.9145021286887788e+02,-5.5410334032379161e+01,1.7758276680154234e-07,1.7778319075806717e-07,4.1115024665810671e-07,3.8309953794965692e-07,4.4099739076739863e-06,4.4109942321422431e-06,5.8487464428128731e-06,4.4212676096352341e-06,5.4685996987219557e-05,5.4698649547521554e-05,7.2527533506286870e-05,5.4826044834294710e-05,9.9468147376765659e-01,-7.0301016435560137e-02,9.9467713623840581e-01,-7.0317029299887174e-02,9.8909646667516538e-01,-9.2830728654025751e-02,9.9140338805956563e-01,-7.0249374461147443e-02
1.3433211988067389e+03,2.3043641462718446e-03,9.6076912634780796e-05,-5.8539758092082705e-04,-1.5635445869542159e-05,-5.6462254345120502e-04,-1.3563622906569049e-05,-2.9614568054521409e-04,-1.7243580451096579e-05,-5.8539758092082715e-04,-1.5635445869542081e-05,2.3446137349735613e-03,1.0037594491334654e-04,-5.3169463747038484e-04,-9.5948123330179975e-06,-3.9621759839630498e-04,-3.0346800632129947e-05,-5.6462254345120469e-04,-1.3563622906568935e-05,-5.3169463747038527e-04,-9.5948123330180500e-06,2.4160814926352096e-03,1.0883588920960372e-04,-5.3143511621570180e-04,-4.8006237859247992e-05,-2.9614568054521479e-04,-1.7243580451096680e-05,-3.9621759839630514e-04,-3.0346800632130072e-05,-5.3143511621570202e-04,-4.8006237859247964e-05,2.0884810604577865e-03,1.9281143672423925e-04,5.6579015081248588e+02,-2.9275433476136232e+01,2.2084803746192171e+02,-1.5871740246839027e+01,2.1967023696605827e+02,-1.5873811375963703e+01,1.7750826650012931e+02,-1.4659534202609249e+01,2.2084803746192148e+02,-1.5871740246839048e+01,5.6274682078605588e+02,-2.9268846519500872e+01,2.1769387960775416e+02,-1.5870671027154810e+01,1.9304024793649472e+02,-1.4659140824277868e+01,2.1967023696605847e+02,-1.5873811375963706e+01,2.1769387960775407e+02,-1.5870671027154835e+01,5.5943798025624005e+02,-2.9271443955308079e+01,2.1448339498452145e+02,-1.4675353251312430e+01,1.7750826650012922e+02,-1.4659534202609267e+01,1.9304024793649469e+02,-1.4659140824277863e+01,2.1448339498452128e+02,-1.4675353251312428e+01,5.9087888992669230e+02,-5.3944085594213220e+01,1.7889165914288140e-07,1.7908704166286880e-07,4.2511913996422449e-07,3.8379680653153582e-07,4.5906805419677593e-06,4.5917486396920670e-06,6.0805909834935837e-06,4.6011552293606143e-06,5.4678574816454893e-05,5.4691296690868923e-05,7.2424566680194397e-05,5.4803336488074875e-05,9.9445322836405625e-01,-7.3175114774315861e-02,9.9444886891638740e-01,-7.3191880728328634e-02,9.8852434333810724e-01,-9.6477582027615666e-02,9.9118603201390343e-01,-7.3101723128662963e-02
1.3985560244319877e+03,2.3051865119573314e-03,9.3431167330586812e-05,-5.8523733285061779e-04,-1.4762968935916631e-05,-5.6445071891937518e-04,-1.2787673654307228e-05,-2.9608271135311788e-04,-1.6075379094712705e-05,-5.8523733285061768e-04,-1.4762968935916651e-05,2.3454702074829385e-03,9.7554118692488314e-05,-5.3148295158291306e-04,-8.9656399944517940e-06,-3.9631330434781732e-04,-2.8741313175771843e-05,-5.6445071891937507e-04,-1.2787673654307230e-05,-5.3148295158291306e-04,-8.9656399944517805e-06,2.4170158336144559e-03,1.0568193635453238e-04,-5.3174587518611718e-04,-4.5816524703152377e-05,-2.9608271135311755e-04,-1.6075379094712674e-05,-3.9631330434781732e-04,-2.8741313175771802e-05,-5.3174587518611718e-04,-4.5816524703152410e-05,2.0906510367779767e-03,1.8627926128622345e-04,5.6531593437819095e+02,-2.8875857474234028e+01,2.2042049109384303e+02,-1.5902387886701845e+01,2.1924258596890604e+02,-1.5905281419386403e+01,1.7708372866530695e+02,-1.4746022989552801e+01,2.2042049109384303e+02,-1.5902387886701845e+01,5.6227235392705609e+02,-2.8871420663293552e+01,2.1726602827636032e+02,-1.5903220042052531e+01,1.9261758408028615e+02,-1.4746372979250168e+01,2.1924258596890596e+02,-1.5905281419386400e+01,2.1726602827636034e+02,-1.5903220042052522e+01,5.5896313949477678e+02,-2.8875735838074029e+01,2.1406321900488274e+02,-1.4762559828396080e+01,1.7708372866530701e+02,-1.4746022989552797e+01,1.9261758408028609e+02,-1.4746372979250168e+01,2.1406321900488280e+02,-1.4762559828396078e+01,5.9031684986285893e+02,-5.2535568885243215e+01,1.8028979280074344e-07,1.8048009637317798e-07,4.3966696558503191e-07,3.8453172943465378e-07,4.7787837006059619e-06,4.7799019978051871e-06,6.3215814998195083e-06,4.7884942554905464e-06,5.4671059202472228e-05,5.4683852937492511e-05,7.2321238641971094e-05,5.4782151554468958e-05,9.9420625251914951e-01,-7.6166031676475676e-02,9.9420186233257657e-01,-7.6183588784865863e-02,9.8791501386661718e-01,-1.0026511431391416e-01,9.9095081034599841e-01,-7.6071500989838087e-02
1.4560620015618531e+03,2.3059971477536203e-03,9.0905218219344014e-05,-5.8507606678819446e-04,-1.3929879483585060e-05,-5.6427980763890410e-04,-1.2047381180856045e-05,-2.9599867296520934e-04,-1.4949776484079910e-05,-5.8507606678819446e-04,-1.3929879483585016e-05,2.3463114052891987e-03,9.4858959600208125e-05,-5.3127520700976024e-04,-8.3664567500180455e-06,-3.9637873681830723e-04,-2.7194589531768980e-05,-5.6427980763890388e-04,-1.2047381180855973e-05,-5.3127520700976057e-04,-8.3664567500180726e-06,2.4179280220277106e-03,1.0266737795992284e-04,-5.3201408343577991e-04,-4.3707228179498930e-05,-2.9599867296520988e-04,-1.4949776484080015e-05,-3.9637873681830718e-04,-2.7194589531769048e-05,-5.3201408343578002e-04,-4.3707228179498889e-05,2.0926941815301021e-03,1.7998563028579447e-04,5.6484075602999462e+02,-2.8494358731111568e+01,2.1999275567726320e+02,-1.5931629118641984e+01,2.1881474578159853e+02,-1.5935356950197058e+01,1.7665831493843010e+02,-1.4828923368790633e+01,2.1999275567726301e+02,-1.5931629118642004e+01,5.6179692150293840e+02,-2.8492071089565961e+01,2.1683799140366924e+02,-1.5934372781904944e+01,1.9219389164349460e+02,-1.4830057127674037e+01,2.1881474578159876e+02,-1.5935356950197063e+01,2.1683799140366918e+02,-1.5934372781904958e+01,5.5848734544179104e+02,-2.8498122060139689e+01,2.1364181832833410e+02,-1.4846299337633207e+01,1.7665831493843015e+02,-1.4828923368790646e+01,1.9219389164349457e+02,-1.4830057127674031e+01,2.1364181832833404e+02,-1.4846299337633209e+01,5.8976337273227011e+02,-5.1182687371699664e+01,1.8178192663854632e-07,1.8196715149072274e-07,4.5481797996957598e-07,3.8530792217034720e-07,4.9745829674134295e-06,4.9757540280215913e-06,6.5720782362456196e-06,4.9835875528409010e-06,5.4663419135475440e-05,5.4676287385392328e-05,7.2217564682779096e-05,5.4762366410169101e-05,9.9393903238844772e-01,-7.9278397780076296e-02,9.9393460115043719e-01,-7.9296786167606659e-02,9.8726586457222121e-01,-1.0419854771110072e-01,9.9069622270820934e-01,-7.9163387992052719e-02
1.5159325156483283e+03,2.3067985711200238e-03,8.8494370752625876e-05,-5.8491442144750533e-04,-1.3134501023516886e-05,-5.6411028504164962e-04,-1.1341168441258641e-05,-2.9589513748895215e-04,-1.3865551145367600e-05,-5.8491442144750533e-04,-1.3134501023516937e-05,2.3471401515449482e-03,9.2285592796025580e-05,-5.3107161681732696e-04,-7.7958312108922106e-06,-3.9641620899786060e-04,-2.5705003635060794e-05,-5.6411028504164962e-04,-1.1341168441258670e-05,-5.3107161681732664e-04,-7.7958312108921801e-06,2.4188214687772087e-03,9.9787011375649919e-05,-5.3224304424671312e-04,-4.1676180728649974e-05,-2.9589513748895193e-04,-1.3865551145367561e-05,-3.9641620899786049e-04,-2.5705003635060730e-05,-5.3224304424671312e-04,-4.1676180728649980e-05,2.0946198517228136e-03,1.7392431689344781e-04,5.6436444319995724e+02,-2.8130176105846918e+01,2.1956484955414561e+02,-1.5959510515426466e+01,2.1838673297880908e+02,-1.5964085071267460e+01,1.7623210028877486e+02,-1.4908360104577556e+01,2.1956484955414575e+02,-1.5959510515426453e+01,5.6132034807672949e+02,-2.8130038746716675e+01,2.1640978372387963e+02,-1.5964177557466034e+01,1.9176925516903580e+02,-1.4910314512003584e+01,2.1838673297880894e+02,-1.5964085071267455e+01,2.1640978372387968e+02,-1.5964177557466019e+01,5.5801041823084040e+02,-2.8137845129068555e+01,2.1321929002547100e+02,-1.4926686970768470e+01,1.7623210028877486e+02,-1.4908360104577545e+01,1.9176925516903577e+02,-1.4910314512003586e+01,2.1321929002547108e+02,-1.4926686970768470e+01,5.8921778463557598e+02,-4.9883412814651059e+01,1.8337277443400625e-07,1.8355296851056607e-07,4.7059729995790457e-07,3.8612910184510510e-07,5.1783896196766506e-06,5.1796161515763959e-06,6.8324556301290383e-06,5.1867498892085173e-06,5.4655621579164839e-05,5.4668567083132432e-05,7.2113559774995229e-05,5.4743860541736774e-05,9.9364993662814149e-01,-8.2517012341555507e-02,9.9364545229231216e-01,-8.2536274258069406e-02,9.8657409233016091e-01,-1.0828327735767021e-01,9.9042064772783611e-01,-8.2382236216599528e-02
1.5782647919764756e+03,2.3075931291735218e-03,8.6193995759338123e-05,-5.8475298967058996e-04,-1.2375188246910370e-05,-5.6394259189913604e-04,-1.0667492259160276e-05,-2.9577356781387810e-04,-1.2821476750738774e-05,-5.8475298967059007e-04,-1.2375188246910391e-05,2.3479590784855594e-03,8.9829203067581830e-05,-5.3087237667889516e-04,-7.2523718486296705e-06,-3.9642787740629527e-04,-2.4270908576033328e-05,-5.6394259189913604e-04,-1.0667492259160309e-05,-5.3087237667889505e-04,-7.2523718486296400e-06,2.4196993548249949e-03,9.7035680617535566e-05,-5.3243584092453025e-04,-3.9721172700070683e-05,-2.9577356781387799e-04,-1.2821476750738708e-05,-3.9642787740629517e-04,-2.4270908576033274e-05,-5.3243584092453025e-04,-3.9721172700070703e-05,2.0964368017873034e-03,1.6808900831368677e-04,5.6388683199548552e+02,-2.7782564164670895e+01,2.1913679046694753e+02,-1.5986077064665251e+01,2.1795856365211895e+02,-1.5991511254485554e+01,1.7580515404546219e+02,-1.4984454172738054e+01,2.1913679046694764e+02,-1.5986077064665231e+01,5.6084246705903081e+02,-2.7784580182230453e+01,2.1598141960071601e+02,-1.5992680976975610e+01,1.9134375288716035e+02,-1.4987263033328212e+01,2.1795856365211884e+02,-1.5991511254485559e+01,2.1598141960071604e+02,-1.5992680976975592e+01,5.5753218713443573e+02,-2.7794163016689666e+01,2.1279572398474534e+02,-1.5003835207049967e+01,1.7580515404546222e+02,-1.4984454172738046e+01,1.9134375288716035e+02,-1.4987263033328214e+01,2.1279572398474539e+02,-1.5003835207049962e+01,5.8867945837723335e+02,-4.8635784059368092e+01,1.8506719091188346e-07,1.8524246002656207e-07,4.8703106895011262e-07,3.8699919128344204e-07,5.3905275371931859e-06,5.3918124010051620e-06,7.1031025280191019e-06,5.3983091378826889e-06,5.4647636463512089e-05,5.4660662047746203e-05,7.2009235095450060e-05,5.4726524120174654e-05,9.9333720323994079e-01,-8.5886855313345847e-02,9.9333265177098273e-01,-8.5907035233666065e-02,9.8583668891331611e-01,-1.1252486901538249e-01,9.9012233060923094e-01,-8.5733086686447413e-02
1.6431600535510916e+03,2.3083830342738661e-03,8.3999519525186495e-05,-5.8459233180604216e-04,-1.1650320812755215e-05,-5.6377714637811526e-04,-1.0024836130204715e-05,-2.9563532784715663e-04,-1.1816329494421207e-05,-5.8459233180604292e-04,-1.1650320812755024e-05,2.3487706654761798e-03,8.7485026847716020e-05,-5.3067767482743754e-04,-6.7347179969484310e-06,-3.9641575671807872e-04,-2.2890649016814215e-05,-5.6377714637811482e-04,-1.0024836130204423e-05,-5.3067767482743852e-04,-6.7347179969486258e-06,2.4205646739253006e-03,9.4408272381991129e-05,-5.3259535772598292e-04,-3.7839971488534137e-05,-2.9563532784715799e-04,-1.1816329494421668e-05,-3.9641575671807926e-04,-2.2890649016814537e-05,-5.3259535772598292e-04,-3.7839971488534063e-05,2.0981532222841617e-03,1.6247336065882629e-04,5.6340776493668136e+02,-2.7450790133416373e+01,2.1870859460593422e+02,-1.6011372411417479e+01,2.1753025244957499e+02,-1.6017679593833559e+01,1.7537753989714332e+02,-1.5057322992441010e+01,2.1870859460593377e+02,-1.6011372411417597e+01,5.6036311843285955e+02,-2.7454964517695124e+01,2.1555291205956118e+02,-1.6019928209672567e+01,1.9091745674236580e+02,-1.5061017436847582e+01,2.1753025244957581e+02,-1.6017679593833527e+01,2.1555291205956095e+02,-1.6019928209672660e+01,5.5705248827091043e+02,-2.7466346153520774e+01,2.1237120297419014e+02,-1.5077853933969944e+01,1.7537753989714327e+02,-1.5057322992441062e+01,1.9091745674236569e+02,-1.5061017436847573e+01,2.1237120297418983e+02,-1.5077853933969974e+01,5.8814780836643627e+02,-4.7437907139340531e+01,1.8686978434636095e-07,1.8704030310903710e-07,5.0414637135693231e-07,3.8792217394372265e-07,5.6113336279718789e-06,5.6126798419057252e-06,7.3844231362019191e-06,5.6186066153562068e-06,5.4639435673670632e-05,5.4652544209808061e-05,7.1904602308150615e-05,5.4710255188725033e-05,9.9299893533665817e-01,-8.9393092228235299e-02,9.9299430044044046e-01,-8.9414236882332146e-02,9.8505042708469415e-01,-1.1692906817102514e-01,9.8979937492158410e-01,-8.9221172515501657e-02
1.7107236854753774e+03,2.3091703804187097e-03,8.1906475169840024e-05,-5.8443298590625569e-04,-1.0958322329799008e-05,-5.6361435281010257e-04,-9.4117267744917136e-06,-2.9548169612930714e-04,-1.0848900759625089e-05,-5.8443298590625352e-04,-1.0958322329799515e-05,2.3495772577321961e-03,8.5248408567305050e-05,-5.3048769918661697e-04,-6.2415515545112190e-06,-3.9638173612284748e-04,-2.1562585651208693e-05,-5.6361435281010344e-04,-9.4117267744925742e-06,-5.3048769918661426e-04,-6.2415515545106219e-06,2.4214202552830630e-03,9.1899782893334263e-05,-5.3272429982655989e-04,-3.6030361703577333e-05,-2.9548169612930351e-04,-1.0848900759623666e-05,-3.9638173612284569e-04,-2.1562585651207761e-05,-5.3272429982655989e-04,-3.6030361703577618e-05,2.0997767687418525e-03,1.5707108099594709e-04,5.6292709701518845e+02,-2.7134138334268290e+01,2.1828027770015160e+02,-1.6035438608015234e+01,2.1710181365254746e+02,-1.6042632566716655e+01,1.7494931860235931e+02,-1.5127080102567392e+01,2.1828027770015311e+02,-1.6035438608014868e+01,5.5988215478285110e+02,-2.7140477898964342e+01,2.1512427384838847e+02,-1.6045962750493292e+01,1.9049043511253228e+02,-1.5131688934912647e+01,2.1710181365254510e+02,-1.6042632566716783e+01,2.1512427384838909e+02,-1.6045962750493008e+01,5.5657117060214216e+02,-2.7153681893440247e+01,2.1194580537634809e+02,-1.5148850004580787e+01,1.7494931860235951e+02,-1.5127080102567241e+01,1.9049043511253254e+02,-1.5131688934912660e+01,2.1194580537634891e+02,-1.5148850004580678e+01,5.8762228690220252e+02,-4.6287955983721154e+01,1.8878493016365374e-07,1.8895095802052135e-07,5.2197120515486778e-07,3.8890225182411478e-07,5.8411583729907772e-06,5.8425691170580593e-06,7.6768384726087174e-06,5.8479973048089945e-06,5.4630993164674691e-05,5.4644187525206525e-05,7.1799681388995054e-05,5.4694956100372906e-05,9.9263308955967988e-01,-9.3041080217931768e-02,9.9262835232555002e-01,-9.3063238596332143e-02,9.8421184358401692e-01,-1.2150181628259508e-01,9.8944972897116812e-01,-9.2851919553657444e-02
1.7810654060885513e+03,2.3099571962395377e-03,7.9910045450814958e-05,-5.8427547385312187e-04,-1.0297472825879696e-05,-5.6345460863727525e-04,-8.8265556164530943e-06,-2.9531385686212852e-04,-9.9179622256254367e-06,-5.8427547385312187e-04,-1.0297472825879700e-05,2.3503811191130709e-03,8.3114324216816010e-05,-5.3030264303985310e-04,-5.7714379570706500e-06,-3.9632757934865984e-04,-2.0285015587140736e-05,-5.6345460863727514e-04,-8.8265556164532078e-06,-5.3030264303985310e-04,-5.7714379570705755e-06,2.4222688181026620e-03,8.9504800168783855e-05,-5.3282520555834368e-04,-3.4290005909545638e-05,-2.9531385686212835e-04,-9.9179622256252334e-06,-3.9632757934865968e-04,-2.0285015587140638e-05,-5.3282520555834358e-04,-3.4290005909545651e-05,2.1013146640513829e-03,1.5187571326003414e-04,5.6244466953270648e+02,-2.6831846465057456e+01,2.1785185751150044e+02,-1.6058319927811116e+01,2.1667326367390152e+02,-1.6066414857776909e+01,1.7452054614615238e+02,-1.5193837608913903e+01,2.1785185751150061e+02,-1.6058319927811056e+01,5.5939941517352736e+02,-2.6840359872558317e+01,2.1469551994218412e+02,-1.6070830318189429e+01,1.9006275127000583e+02,-1.5199387566173364e+01,2.1667326367390137e+02,-1.6066414857776959e+01,2.1469551994218415e+02,-1.6070830318189387e+01,5.5608806979345627e+02,-2.6855410980036897e+01,2.1151960402707644e+02,-1.5216929414096375e+01,1.7452054614615238e+02,-1.5193837608913876e+01,1.9006275127000578e+02,-1.5199387566173364e+01,2.1151960402707653e+02,-1.5216929414096350e+01,5.8710238392205008e+02,-4.5184151208736388e+01,1.9081649895963969e-07,1.9097838508977403e-07,5.4053476294799467e-07,3.8994352341112505e-07,6.0803648480988604e-06,6.0818434655125214e-06,7.9807822416523578e-06,6.0868501807089516e-06,5.4622271162536354e-05,5.4635554155141623e-05,7.1694456267536470e-05,5.4680531415869403e-05,9.9223747050311761e-01,-9.6836349971484575e-02,9.9223260922034373e-01,-9.6859573294152221e-02,9.8331722700011082e-01,-1.2624917788063039e-01,9.8907117882481133e-01,-9.6630948994765153e-02
