omega,Overhead_Tv_real_0_0,Overhead_Tv_imag_0_0,Overhead_Tv_real_0_1,Overhead_Tv_imag_0_1,Overhead_Tv_real_0_2,Overhead_Tv_imag_0_2,Overhead_Tv_real_0_3,Overhead_Tv_imag_0_3,Overhead_Tv_real_1_0,Overhead_Tv_imag_1_0,Overhead_Tv_real_1_1,Overhead_Tv_imag_1_1,Overhead_Tv_real_1_2,Overhead_Tv_imag_1_2,Overhead_Tv_real_1_3,Overhead_Tv_imag_1_3,Overhead_Tv_real_2_0,Overhead_Tv_imag_2_0,Overhead_Tv_real_2_1,Overhead_Tv_imag_2_1,Overhead_Tv_real_2_2,Overhead_Tv_imag_2_2,Overhead_Tv_real_2_3,Overhead_Tv_imag_2_3,Overhead_Tv_real_3_0,Overhead_Tv_imag_3_0,Overhead_Tv_real_3_1,Overhead_Tv_imag_3_1,Overhead_Tv_real_3_2,Overhead_Tv_imag_3_2,Overhead_Tv_real_3_3,Overhead_Tv_imag_3_3,Overhead_Ti_real_0_0,Overhead_Ti_imag_0_0,Overhead_Ti_real_0_1,Overhead_Ti_imag_0_1,Overhead_Ti_real_0_2,Overhead_Ti_imag_0_2,Overhead_Ti_real_0_3,Overhead_Ti_imag_0_3,Overhead_Ti_real_1_0,Overhead_Ti_imag_1_0,Overhead_Ti_real_1_1,Overhead_Ti_imag_1_1,Overhead_Ti_real_1_2,Overhead_Ti_imag_1_2,Overhead_Ti_real_1_3,Overhead_Ti_imag_1_3,Overhead_Ti_real_2_0,Overhead_Ti_imag_2_0,Overhead_Ti_real_2_1,Overhead_Ti_imag_2_1,Overhead_Ti_real_2_2,Overhead_Ti_imag_2_2,Overhead_Ti_real_2_3,Overhead_Ti_imag_2_3,Overhead_Ti_real_3_0,Overhead_Ti_imag_3_0,Overhead_Ti_real_3_1,Overhead_Ti_imag_3_1,Overhead_Ti_real_3_2,Overhead_Ti_imag_3_2,Overhead_Ti_real_3_3,Overhead_Ti_imag_3_3,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_Tau_3,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2,Overhead_H_real_3,Overhead_H_imag_3
2.1911891478850168e+02,-7.0587817689141796e-01,-3.8485763485968105e-03,-4.6483881186429959e-01,4.9797765392215310e-02,5.0770178983941139e-01,1.3461530583425571e-02,-1.3751377465724285e-01,1.9252908182286932e-01,-1.0607949240082631e-01,6.6791843908592594e-02,8.1057120497715074e-01,8.9401745011299383e-03,5.1638903555297311e-01,1.3716476466927571e-02,-1.6451591514746786e-01,2.0019481976136880e-01,6.8707243349529723e-01,-3.6975342612272200e-02,-3.4927784277465579e-01,-4.7768763193332231e-02,5.2643447675668353e-01,1.5290897126681566e-02,-2.0067142865727727e-01,2.0867627566291719e-01,1.1203904096088023e-01,4.3274932618758630e-03,-9.0653224011128875e-04,-7.8592936875479490e-03,4.1785987591981988e-01,-1.5244000874266248e-01,8.9021962710297520e-01,-2.3943004251887834e-02,-6.9644338110668069e-01,5.0674651580084898e-02,-4.6829249786052063e-01,-4.8981714016868225e-02,5.4978172077911747e-01,-8.6377634848117682e-02,-1.8781590274570384e-01,-5.4226454627801450e-02,-8.9277794494403678e-02,-5.7719180241471338e-02,8.1963030237937529e-01,-5.7608565536268405e-03,5.7060639393188939e-01,-1.0471534977572761e-01,-2.7458600496159929e-01,-4.1584088603160471e-02,7.2537555474208959e-01,3.3513878238797994e-04,-3.5167153152222813e-01,4.9505976791218098e-02,5.8758039060359468e-01,-1.3239423506398856e-01,-3.9026420838879183e-01,-2.1336471647744271e-02,4.1252943226933618e-02,-4.5355270741622190e-03,2.2807242557531241e-04,3.1294209403387465e-03,4.0447027832113069e-01,3.1153893164160212e-01,9.7518915097266035e-01,-2.4094987480702426e-01,5.5904489654831193e-05,5.5916238855114931e-05,7.6124462762281638e-05,6.1841927816494227e-05,9.9740334870543390e-01,-1.2218533985374475e-02,9.9739856653827097e-01,-1.2221043562309830e-02,9.9793431836541324e-01,-1.6647397438907596e-02,9.9434805071835819e-01,-1.3474972817614502e-02
2.2812866990908461e+02,-7.0722614686490060e-01,-5.5717984811367027e-03,-4.6290668006314928e-01,5.1548688748337845e-02,5.0643319905374118e-01,1.2660496040883942e-02,-1.4342083284936324e-01,1.9374006193615595e-01,-1.0410648747710491e-01,6.8360494470458319e-02,8.1067470662388252e-01,9.3510582206415283e-03,5.1500971283396679e-01,1.3084706262944612e-02,-1.7067992777408963e-01,2.0145755973612223e-01,6.8576675075060189e-01,-3.8239099386446068e-02,-3.5106031350344702e-01,-4.9672770131136426e-02,5.2488623821913694e-01,1.4832221759185665e-02,-2.0714405126774030e-01,2.0997005471738911e-01,1.1194453130649157e-01,4.3555788238526585e-03,-1.1856125729572549e-03,-8.1903910080153661e-03,4.2316924136113260e-01,-1.5218787131888420e-01,8.8568484512086776e-01,-2.7289929563067694e-02,-6.9814624118659097e-01,5.1819691779835329e-02,-4.6670122936614872e-01,-5.1091430019361381e-02,5.4667905166784980e-01,-8.8206077586637330e-02,-1.9105529060415560e-01,-5.1641177155824010e-02,-8.7268969550942002e-02,-5.9797512484404916e-02,8.2030907887298465e-01,-5.5173780828376220e-03,5.6641586265304089e-01,-1.0700430854953254e-01,-2.7781590693373109e-01,-3.8106570237661161e-02,7.2475987105134043e-01,1.9517861164179114e-03,-3.5382579438760997e-01,5.1235121525290049e-02,5.8186377138554657e-01,-1.3508228688588875e-01,-3.9334618055840942e-01,-1.6663463136067300e-02,4.1295804720971413e-02,-4.6956774447095943e-03,1.3973386016294609e-04,3.2583542093860833e-03,4.1888107935904351e-01,3.0695970034167475e-01,9.6888066970766351e-01,-2.4769190593162002e-01,5.5816120716240486e-05,5.5827814750682522e-05,7.6070059292213969e-05,6.1402727445530699e-05,9.9739265798959431e-01,-1.2700743844280188e-02,9.9738786387918987e-01,-1.2703344003894628e-02,9.9787467158159315e-01,-1.7318617556862481e-02,9.9431614365600018e-01,-1.3929015703492387e-02
2.3750888911037561e+02,-7.0862274145351578e-01,-7.2781592429024267e-03,-4.6086313387368655e-01,5.3271433428150772e-02,5.0519461924571174e-01,1.1809537788707386e-02,-1.4931619856888231e-01,1.9464733665525741e-01,-1.0200091791885049e-01,6.9901182317456123e-02,8.1078425118446340e-01,9.7694433540174708e-03,5.1365757184146021e-01,1.2387160156576357e-02,-1.7683679421435400e-01,2.0240096074951835e-01,6.8441321385745280e-01,-3.9475284277324857e-02,-3.5294231444776425e-01,-5.1553272095496525e-02,5.2336308617136051e-01,1.4288278977950541e-02,-2.1361554233849889e-01,2.1092434059147797e-01,1.1185442885102562e-01,4.3951703288866717e-03,-1.4802016445755414e-03,-8.5190396190577347e-03,4.2840125794792788e-01,-1.5165973744292885e-01,8.8119741896459158e-01,-3.0823982631007663e-02,-6.9992742946408970e-01,5.2904429652012426e-02,-4.6499945405035631e-01,-5.3207102136590106e-02,5.4341823524992894e-01,-8.9796615341224462e-02,-1.9406598645968082e-01,-4.8882463663736130e-02,-8.5120964802468405e-02,-6.1858309834215162e-02,8.2100575664632358e-01,-5.2208116272164096e-03,5.6206495299987458e-01,-1.0895498607200130e-01,-2.8076783482612411e-01,-3.4462982110770604e-02,7.2409710287155349e-01,3.6017751921381663e-03,-3.5609969172344674e-01,5.2914961610415402e-02,5.7599560127071225e-01,-1.3730219111230629e-01,-3.9608724296673942e-01,-1.1841065297305414e-02,4.1339614470988793e-02,-4.8593700962314794e-03,4.5781409402584344e-05,3.3879913408819259e-03,4.3277667516455709e-01,3.0150311712335570e-01,9.6224079506810301e-01,-2.5389241809664143e-01,5.5733962999388975e-05,5.5745607269416348e-05,7.6015686992450337e-05,6.0983993093076932e-05,9.9738166999798850e-01,-1.3203423192695690e-02,9.9737686614734689e-01,-1.3206118445462217e-02,9.9781284355384225e-01,-1.8016871216312270e-02,9.9428491190721791e-01,-1.4402468937110845e-02
2.4727480517431579e+02,-7.1007050837488273e-01,-8.9632053393647881e-03,-4.5870501933857344e-01,5.4958123972007306e-02,5.0399083259263999e-01,1.0912985164296438e-02,-1.5517029087187542e-01,1.9525547860934611e-01,-9.9760379798654097e-02,7.1405170883507812e-02,8.1090013232064173e-01,1.0194977272200256e-02,5.1233885848083416e-01,1.1628658109841220e-02,-1.8295588231078402e-01,2.0302913659566829e-01,6.8300945156707493e-01,-4.0679568680548922e-02,-3.5492679263185684e-01,-5.3403110420147698e-02,5.2187306460792782e-01,1.3664556629494173e-02,-2.2005407516976452e-01,2.1154260074987438e-01,1.1176847005881367e-01,4.4467001839053055e-03,-1.7907980168670409e-03,-8.8442295221763823e-03,4.3353028556652945e-01,-1.5086779525118726e-01,8.7677670970639998e-01,-3.4530089928217433e-02,-7.0178678341504486e-01,5.3920961336827944e-02,-4.6318102728709265e-01,-5.5322031125280072e-02,5.4003533545961724e-01,-9.1130951781160180e-02,-1.9683365702903835e-01,-4.5985618212709967e-02,-8.2828888164774517e-02,-6.3892070730742004e-02,8.2171681563555121e-01,-4.8674144930865582e-03,5.5760122374100840e-01,-1.1055246257945886e-01,-2.8343074893163650e-01,-3.0695046925572789e-02,7.2338121273969025e-01,5.2834577962909603e-03,-3.5849552589210210e-01,5.4535551301208809e-02,5.7003811459846443e-01,-1.3904461233937465e-01,-3.9848164334191744e-01,-6.9188902603663782e-03,4.1384347070967650e-02,-5.0267149283813187e-03,-5.4026344597763804e-05,3.5180275272735915e-03,4.4606724263849656e-01,2.9525691105682506e-01,9.5534924737461235e-01,-2.5951380480748332e-01,5.5657616165383818e-05,5.5669215905318477e-05,7.5961011580966695e-05,6.0585344888038068e-05,9.9737032409102511e-01,-1.3727401409605027e-02,9.9736551264426920e-01,-1.3730196495716914e-02,9.9774874015516490e-01,-1.8743162687720794e-02,9.9425426097421432e-01,-1.4896265561673293e-02
2.5744227722601380e+02,-7.1157172734660934e-01,-1.0621734174744268e-02,-4.5642969232873681e-01,5.6599606699873961e-02,5.0282598297650971e-01,9.9756859428461325e-03,-1.6095507980856033e-01,1.9557293126976039e-01,-9.7383014335547288e-02,7.2862273818074891e-02,8.1102268988768311e-01,1.0627158313730789e-02,5.1105905360337689e-01,1.0814678729618901e-02,-1.8900812788410548e-01,2.0335024499850635e-01,6.8155345646853083e-01,-4.1847015771739798e-02,-3.5701628302728833e-01,-5.5213910919859790e-02,5.2042329018196998e-01,1.2967377893954676e-02,-2.2642941295300031e-01,2.1183254609763191e-01,1.1168643994214644e-01,4.5106049387389005e-03,-2.1178431895415555e-03,-9.1647646000290878e-03,4.3853325768959489e-01,-1.4982733740727230e-01,8.7244031271855382e-01,-3.8391280237484060e-02,-7.0372316205205721e-01,5.4860625380131124e-02,-4.6123987382427706e-01,-5.7427912969477503e-02,5.3656799260280930e-01,-9.2198041694411634e-02,-1.9935033977436570e-01,-4.2986556610164858e-02,-8.0388307932128977e-02,-6.5887522197196929e-02,8.2243791843698832e-01,-4.4535564968725613e-03,5.5307275303568126e-01,-1.1179067748160201e-01,-2.8580089675081233e-01,-2.6844202757115410e-02,7.2260573488882485e-01,6.9942252970542663e-03,-3.6101473241850546e-01,5.6085564592000176e-02,5.6405250513925198e-01,-1.4031109055514024e-01,-4.0053199647814081e-01,-1.9449409689719643e-03,4.1429957796085347e-02,-5.1978372417137621e-03,-1.5991876860819759e-04,3.6480849582177528e-03,4.5868142987766292e-01,2.8831922894424866e-01,9.4828793682564783e-01,-2.6453383554758980e-01,5.5586696942622496e-05,5.5598257339666698e-05,7.5905717011357784e-05,6.0206374927543438e-05,9.9735855307410670e-01,-1.4273540128926513e-02,9.9735373611903644e-01,-1.4276440059202738e-02,9.9768225170822511e-01,-1.9498530725112345e-02,9.9422409425934233e-01,-1.5411375814478287e-02
2.6802781648779057e+02,-7.1312813626667826e-01,-1.2248228026917440e-02,-4.5403537903671054e-01,5.8186126990231873e-02,5.0170350572279354e-01,9.0028198408570043e-03,-1.6664474401251361e-01,1.9561150848537906e-01,-9.4867918754236655e-02,7.4261592561425921e-02,8.1115221516720304e-01,1.1065403505750859e-02,5.0982278541272774e-01,9.9511545134131490e-03,-1.9496672107135526e-01,2.0337597204925600e-01,6.8004373441134236e-01,-4.2972463478296058e-02,-3.5921250827538714e-01,-5.6976712117954922e-02,5.1901984224055076e-01,1.2203669934776284e-02,-2.3271362732486076e-01,2.1180559917074676e-01,1.1160815056092527e-01,4.5873124318374786e-03,-2.4616561390231923e-03,-9.4793621751390195e-03,4.4339012998762645e-01,-1.4855608371420670e-01,8.6820375724047250e-01,-4.2389272694120073e-02,-7.0573426745361190e-01,5.5714612241096743e-02,-4.5917049990476233e-01,-5.9515379181840022e-02,5.3305371565310145e-01,-9.2993894614834482e-02,-2.0161411491226239e-01,-3.9920367471651716e-02,-7.7795793967588123e-02,-6.7832344976000061e-02,8.2316401491678448e-01,-3.9759917264060099e-03,5.4852616155775580e-01,-1.1267193290529291e-01,-2.8788121424712176e-01,-2.2950014131794261e-02,7.2176413752512514e-01,8.7306727471076154e-03,-3.6365750315407347e-01,5.7553053475188229e-02,5.5809662765735357e-01,-1.4111310886412778e-01,-4.0224830745742579e-01,3.0361351087190430e-03,4.1476375184116655e-02,-5.3728904770491649e-03,-2.7208695627053964e-04,3.7777473122215131e-03,4.7056727097628032e-01,2.8079388326947541e-01,9.4113743023654139e-01,-2.6894515756476217e-01,5.5520843394053052e-05,5.5532369549139888e-05,7.5849523461818296e-05,5.9846642362595742e-05,9.9734628706010353e-01,-1.4842735823875170e-02,9.9734146662475343e-01,-1.4845745884695293e-02,9.9761325195900530e-01,-2.0284054631258173e-02,9.9419431377539547e-01,-1.5948806287969977e-02
2.7904861309218421e+02,-7.1474093885917933e-01,-1.3836824991209917e-02,-4.5152119928159062e-01,5.9707302968759507e-02,5.0062610039911581e-01,7.9997651649648671e-03,-1.7221605684921026e-01,1.9538589620238855e-01,-9.2215171491490264e-02,7.5591503668763396e-02,8.1128896537678863e-01,1.1509045298416232e-02,5.0863379590012192e-01,9.0443068119261949e-03,-2.0080751695065327e-01,2.0312102387807363e-01,6.7847931920699955e-01,-4.4050496712569276e-02,-3.6151637035918205e-01,-5.8681942978994400e-02,5.1766772117092907e-01,1.1380759191302617e-02,-2.3888153788782310e-01,2.1147637373371375e-01,1.1153344697579555e-01,4.6772498577272101e-03,-2.8224331330542252e-03,-9.7866494487120082e-03,4.4808408163115826e-01,-1.4707358058364270e-01,8.6408033133070516e-01,-4.6504917369467602e-02,-7.0781660574934591e-01,5.6474026960017937e-02,-4.5696805097763782e-01,-6.1573911951682381e-02,5.2952846023148914e-01,-9.3521050285228086e-02,-2.0362846449489297e-01,-3.6820196922645806e-02,-7.5048989194565499e-02,-6.9713136810061582e-02,8.2388933440505940e-01,-3.4319575233143287e-03,5.4400504824741458e-01,-1.1320601864179251e-01,-2.8968043459471143e-01,-1.9049004043942983e-02,7.2084984648710837e-01,1.0488486644808804e-02,-3.6642272331356635e-01,5.8925466221451235e-02,5.5222328210899418e-01,-1.4147074167410997e-01,-4.0364674144420287e-01,7.9842484439150568e-03,4.1523505070843694e-02,-5.5520611782692072e-03,-3.9068254420672075e-04,3.9065577002655319e-03,4.8169177627362414e-01,2.7278621349979354e-01,9.3397411564398258e-01,-2.7275401251412529e-01,5.5459714639842629e-05,5.5471211550377860e-05,7.5792183988273397e-05,5.9505672656599922e-05,9.9733345199022316e-01,-1.5435921419495310e-02,9.9732863004341343e-01,-1.5439047182565654e-02,9.9754159710054824e-01,-2.1100855633488475e-02,9.9416481999936490e-01,-1.6509599804269390e-02
2.9052256399745221e+02,-7.1641070049573663e-01,-1.5381349775246245e-02,-4.4888734711243605e-01,6.1152198449547779e-02,4.9959573532624746e-01,6.9719530772292052e-03,-1.7764868665313385e-01,1.9491306014906840e-01,-8.9426027926748849e-02,7.6839743499485136e-02,8.1143314940493716e-01,1.1957325544842246e-02,5.0749494151164942e-01,8.1004718431380920e-03,-2.0650935577484975e-01,2.0260251689452038e-01,6.7685986809890131e-01,-4.5075492365169417e-02,-3.6392778497516837e-01,-6.0319481480217305e-02,5.1637084474816608e-01,1.0506160965070677e-02,-2.4491105583167558e-01,2.1086204473828768e-01,1.1146220941832644e-01,4.7808429421833491e-03,-3.2002220286388066e-03,-1.0085172072835605e-02,4.5260160214101819e-01,-1.4540055304346605e-01,8.6008100588964220e-01,-5.0718688540498713e-02,-7.0996536600800453e-01,5.7130064949750987e-02,-4.5462855886375414e-01,-6.3591830160140986e-02,5.2602545241401988e-01,-9.3787733301591528e-02,-2.0540143022559695e-01,-3.3716357972842288e-02,-7.2146880366845564e-02,-7.1515477851791215e-02,8.2460740105639219e-01,-2.8193362342343875e-03,5.3954875184663964e-01,-1.1340901494766528e-01,-2.9121199857034191e-01,-1.5173773254724313e-02,7.1985639572197535e-01,1.2262341094959458e-02,-3.6930775677723388e-01,6.0189791820617934e-02,5.4647893215519106e-01,-1.4141098556940598e-01,-4.0474820829173785e-01,1.2864699505504229e-02,4.1571230940390884e-02,-5.7355757717967529e-03,-5.1580650491174420e-04,4.0340207310076339e-03,4.9203961831914000e-01,2.6439930779419968e-01,9.2686787941365656e-01,-2.7597836409718884e-01,5.5402988764840080e-05,5.5414461310187324e-05,7.5733486679919348e-05,5.9182955719429944e-05,9.9731996957111124e-01,-1.6054067494559204e-02,9.9731514802054877e-01,-1.6057314827158931e-02,9.9746712538245819e-01,-2.1950099830436224e-02,9.9413551178503112e-01,-1.7094834756576100e-02
3.0246830205090794e+02,-7.1813725552238061e-01,-1.6875322661936393e-02,-4.4613525794859765e-01,6.2509365743599221e-02,4.9861368660037769e-01,5.9247391537479224e-03,-1.8292533733547381e-01,1.9421162962050376e-01,-8.6503095085199128e-02,7.7993463097330656e-02,8.1158492196817500e-01,1.2409384676509261e-02,5.0640823297264670e-01,7.1259445533259219e-03,-2.1205421703614857e-01,2.0183934215666410e-01,6.7518575821234350e-01,-4.6041645528038397e-02,-3.6644553471273361e-01,-6.1878686212874900e-02,5.1513209004947846e-01,9.5873879188368219e-03,-2.5078335422670889e-01,2.0998169031803626e-01,1.1139435946998014e-01,4.8985133633758712e-03,-3.5949000486343958e-03,-1.0373398220480950e-02,4.5693242429439285e-01,-1.4355829100084597e-01,8.5621447494206726e-01,-5.5011132959286668e-02,-7.1217431780642448e-01,5.7674176329986337e-02,-4.5214918394773990e-01,-6.5556255510793915e-02,5.2257435268779417e-01,-9.3806818740739414e-02,-2.0694465263611855e-01,-3.0635737710008097e-02,-6.9090052954685774e-02,-7.3223976770997123e-02,8.2531106417503830e-01,-2.1368167356103709e-03,5.3519153827878319e-01,-1.1330192593215563e-01,-2.9249287696882403e-01,-1.1352479039275873e-02,7.1877758454787333e-01,1.4045780249211956e-02,-3.7230825000258322e-01,6.1332687467916494e-02,5.4090296147395267e-01,-1.4096595765857847e-01,-4.0557690880928055e-01,1.7648574341678006e-02,4.1619415893761919e-02,-5.9237047432469398e-03,-6.4749924488793735e-04,4.1596030800521043e-03,5.0161106181592485e-01,2.5573094772425425e-01,9.1988049682886375e-01,-2.7864565866009883e-01,5.5350359780831406e-05,5.5361812717790168e-05,7.5673256564999815e-05,5.8877947542332830e-05,9.9730575641501429e-01,-1.6698183159301612e-02,9.9730093710396095e-01,-1.6701558237308865e-02,9.9738965714683425e-01,-2.2833001416481889e-02,9.9410628526577272e-01,-1.7705625168959290e-02
3.1490522624728618e+02,-7.1991968927842198e-01,-1.8312118745589800e-02,-4.4326764917733796e-01,6.3767107929669775e-02,4.9768057777328450e-01,4.8632988414535130e-03,-1.8803179095313954e-01,1.9330135962981654e-01,-8.3450384361756905e-02,7.9039522914931451e-02,8.1174437165554825e-01,1.2864289717665733e-02,5.0537488553158050e-01,6.1268518801428640e-03,-2.1742727482848043e-01,2.0085160522798329e-01,6.7345808706591259e-01,-4.6943105683706909e-02,-3.6906722269045378e-01,-6.3348644062601919e-02,5.1395335669563769e-01,8.6317950204359561e-03,-2.5648293767941444e-01,2.0885570489293628e-01,1.1132985434782640e-01,5.0306847192897117e-03,-4.0061661328809148e-03,-1.0649757677159064e-02,4.6106938669983960e-01,-1.4156813729033380e-01,8.5248721141173067e-01,-5.9363241039262493e-02,-7.1443586778808654e-01,5.8098362758056840e-02,-4.4952839141429418e-01,-6.7453337898172705e-02,5.1920071850731164e-01,-9.3594757160025119e-02,-2.0827243449782445e-01,-2.7601492406980940e-02,-6.5880831762390776e-02,-7.4822599790874522e-02,8.2599263278189439e-01,-1.3840432960694135e-03,5.3096216183678357e-01,-1.1290932859799449e-01,-2.9354246602350320e-01,-7.6086300503939164e-03,7.1760765120220771e-01,1.5831261937543670e-02,-3.7541809747505051e-01,6.2340831018413118e-02,5.3552739292679064e-01,-1.4017119023051211e-01,-4.0615902092034117e-01,2.2312792595433853e-02,4.1667908203351110e-02,-6.1167743086402073e-03,-7.8573494179032407e-04,4.2827482669596049e-03,5.1041960917637219e-01,2.4687141024405584e-01,9.1306470451554433e-01,-2.8079055845890644e-01,5.5301543823010100e-05,5.5312981764856188e-05,7.5611355458175160e-05,5.8590075028731383e-05,9.9729072441733346e-01,-1.7369319744970042e-02,9.9728590912432047e-01,-1.7372829061091194e-02,9.9730899412529539e-01,-2.3750825607956553e-02,9.9407703411015103e-01,-1.8343121679602989e-02
3.2785353323127407e+02,-7.2175624425080909e-01,-1.9684951936953771e-02,-4.4028869516616026e-01,6.4913493638096231e-02,4.9679645926528349e-01,3.7925454220061536e-03,-1.9295679787947789e-01,1.9220258564406287e-01,-8.0273489449257773e-02,7.9964518557379627e-02,8.1191152028073854e-01,1.3321014883004634e-02,5.0439540605568389e-01,5.1090485562271318e-03,-2.2261679037858950e-01,1.9966006172344908e-01,6.7167877952040778e-01,-4.7773987642415874e-02,-3.7178912490445593e-01,-6.4718172376139096e-02,5.1283566520169943e-01,7.6464475544284621e-03,-2.6199753869643422e-01,2.0750521264784449e-01,1.1126869768179093e-01,5.1777773849733845e-03,-4.4335189295466749e-03,-1.0912640718735319e-02,4.6500816113766635e-01,-1.3945102741021806e-01,8.4890365607059715e-01,-6.3756754692468609e-02,-7.1674099165866079e-01,5.8395333276548445e-02,-4.4676622067080357e-01,-6.9268222314892464e-02,5.1592580759272400e-01,-9.3170492188932474e-02,-2.0940081565983429e-01,-2.4632982565797601e-02,-6.2523541568008115e-02,-7.6294715744713124e-02,8.2664394889960247e-01,-5.6176949006038479e-04,5.2688380551360647e-01,-1.1225805208073000e-01,-2.9438153312906506e-01,-3.9611618667687865e-03,7.1634147115639679e-01,1.7610041721297483e-02,-3.7862926219406778e-01,6.3201043442792731e-02,5.3037703813526793e-01,-1.3906401327849663e-01,-4.0652149528469622e-01,2.6839827686770082e-02,4.1716546756622730e-02,-6.3151677296372118e-03,-9.3041173774371445e-04,4.4028761576657034e-03,5.1848932018441019e-01,2.3790202022510806e-01,9.0646390814944233e-01,-2.8245265726735974e-01,5.5256272181277734e-05,5.5267699597662365e-05,7.5547678684906872e-05,5.8318739245847479e-05,9.9727477905304396e-01,-1.8068570736609862e-02,9.9726996948869928e-01,-1.8072221114637174e-02,9.9722491982041972e-01,-2.4704890817641861e-02,9.9404764772229748e-01,-1.9008512111128251e-02
3.4133425009536967e+02,-7.2364420561767373e-01,-2.0987004184395738e-02,-4.3720421548623689e-01,6.5936599022254294e-02,4.9596088611109895e-01,2.7170553186671859e-03,-1.9769193521248013e-01,1.9093572867822045e-01,-7.6979785042169013e-02,8.0755047310954883e-02,8.1208629990561532e-01,1.3778444718972105e-02,5.0346968183358920e-01,4.0780268192526156e-03,-2.2761397041441450e-01,1.9828559971107135e-01,6.6985068269818016e-01,-4.8528512631572554e-02,-3.7460601350376377e-01,-6.5976031135388261e-02,5.1177926063178070e-01,6.6380106679532827e-03,-2.6731797568976040e-01,2.0595152371401032e-01,1.1121093893944495e-01,5.3402032502113117e-03,-4.8762283262180975e-03,-1.1160429961537786e-02,4.6874696463308424e-01,-1.3722709127123855e-01,8.4546641615032492e-01,-6.8174457096483454e-02,-7.1907923594792178e-01,5.8558822536234609e-02,-4.4386462572309154e-01,-7.0985260899236097e-02,5.1276659203021124e-01,-9.2554452996266273e-02,-2.1034676459684740e-01,-2.1745871122811393e-02,-5.9024804916798096e-02,-7.7623419742861091e-02,8.2725655662196107e-01,3.2796793464524854e-04,5.2297425735482295e-01,-1.1137599196824789e-01,-2.9503131697530488e-01,-4.2467540513473068e-04,7.1497485221552670e-01,1.9372191776732155e-02,-3.8193162484283411e-01,6.3900656271180217e-02,5.2546990834993479e-01,-1.3768215145287332e-01,-4.0669105465841715e-01,3.1217268468113596e-02,4.1765165448655571e-02,-6.5193325258298069e-03,-1.0813383388277613e-03,4.5193951560049172e-03,5.2585225380532596e-01,2.2889430631515079e-01,9.0011232245825312e-01,-2.8367441863563320e-01,5.5214287441688700e-05,5.5225708650966854e-05,7.5482153669751830e-05,5.8063315020709018e-05,9.9725781993637630e-01,-1.8797072400168202e-02,9.9725301773652131e-01,-1.8800871007097174e-02,9.9713719965200764e-01,-2.5696571476817389e-02,9.9401801037223370e-01,-1.9703020851346228e-02
3.5536926852632291e+02,-7.2558021122343475e-01,-2.2211850572369810e-02,-4.3402115967051313e-01,6.6825129137627143e-02,4.9517294256440580e-01,1.6410469372400704e-03,-2.0223143880486200e-01,1.8952107300139101e-01,-7.3577903810200934e-02,8.1398397948596254e-02,8.1226855808699683e-01,1.4235493525754594e-02,5.0259703302341874e-01,3.0388871637116940e-03,-2.3241281093669133e-01,1.9674899471557344e-01,6.6797721730654491e-01,-4.9201302066886311e-02,-3.7751159180445293e-01,-6.7111545953903035e-02,5.1078369692715397e-01,5.6127105285627352e-03,-2.7243800808637914e-01,2.0421585896813110e-01,1.1115664617994198e-01,5.5183966657532182e-03,-5.3334024106368449e-03,-1.1391602741634706e-02,4.7228632686723654e-01,-1.3491548971903097e-01,8.4217631398069359e-01,-7.2600256913874839e-02,-7.2143932565624291e-01,5.8583983698197492e-02,-4.4082719224570954e-01,-7.2588788819617320e-02,5.0973590007866365e-01,-9.1767792728996059e-02,-2.1112760549872484e-01,-1.8952422021974447e-02,-5.5393063180567352e-02,-7.8792388534942123e-02,8.2782208933117707e-01,1.2818899963351130e-03,5.1924625348911879e-01,-1.1029125878917155e-01,-2.9551293338297929e-01,2.9901565499920596e-03,7.1350457690625391e-01,2.1107079881884670e-02,-3.8531361647469342e-01,6.4428183594468558e-02,5.2081782161432555e-01,-1.3606277277747744e-01,-4.0669358272757478e-01,3.5437264102722771e-02,4.1813611625769180e-02,-6.7298020458126332e-03,-1.2382551312375310e-03,4.6317454770759018e-03,5.3254644400020335e-01,2.1991002972510193e-01,8.9403553823262039e-01,-2.8449964130548727e-01,5.5175372274030117e-05,5.5186791392113073e-05,7.5414737210696643e-05,5.7823171282819171e-05,9.9723974153230743e-01,-1.9556015782061405e-02,9.9723494827149095e-01,-1.9559970125116958e-02,9.9704557811646255e-01,-2.6727300472559966e-02,9.9398800405874588e-01,-2.0427915384206338e-02
