omega,Overhead_Tv_real_0_0,Overhead_Tv_imag_0_0,Overhead_Tv_real_0_1,Overhead_Tv_imag_0_1,Overhead_Tv_real_0_2,Overhead_Tv_imag_0_2,Overhead_Tv_real_0_3,Overhead_Tv_imag_0_3,Overhead_Tv_real_1_0,Overhead_Tv_imag_1_0,Overhead_Tv_real_1_1,Overhead_Tv_imag_1_1,Overhead_Tv_real_1_2,Overhead_Tv_imag_1_2,Overhead_Tv_real_1_3,Overhead_Tv_imag_1_3,Overhead_Tv_real_2_0,Overhead_Tv_imag_2_0,Overhead_Tv_real_2_1,Overhead_Tv_imag_2_1,Overhead_Tv_real_2_2,Overhead_Tv_imag_2_2,Overhead_Tv_real_2_3,Overhead_Tv_imag_2_3,Overhead_Tv_real_3_0,Overhead_Tv_imag_3_0,Overhead_Tv_real_3_1,Overhead_Tv_imag_3_1,Overhead_Tv_real_3_2,Overhead_Tv_imag_3_2,Overhead_Tv_real_3_3,Overhead_Tv_imag_3_3,Overhead_Ti_real_0_0,Overhead_Ti_imag_0_0,Overhead_Ti_real_0_1,Overhead_Ti_imag_0_1,Overhead_Ti_real_0_2,Overhead_Ti_imag_0_2,Overhead_Ti_real_0_3,Overhead_Ti_imag_0_3,Overhead_Ti_real_1_0,Overhead_Ti_imag_1_0,Overhead_Ti_real_1_1,Overhead_Ti_imag_1_1,Overhead_Ti_real_1_2,Overhead_Ti_imag_1_2,Overhead_Ti_real_1_3,Overhead_Ti_imag_1_3,Overhead_Ti_real_2_0,Overhead_Ti_imag_2_0,Overhead_Ti_real_2_1,Overhead_Ti_imag_2_1,Overhead_Ti_real_2_2,Overhead_Ti_imag_2_2,Overhead_Ti_real_2_3,Overhead_Ti_imag_2_3,Overhead_Ti_real_3_0,Overhead_Ti_imag_3_0,Overhead_Ti_real_3_1,Overhead_Ti_imag_3_1,Overhead_Ti_real_3_2,Overhead_Ti_imag_3_2,Overhead_Ti_real_3_3,Overhead_Ti_imag_3_3,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_Tau_3,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2,Overhead_H_real_3,Overhead_H_imag_3
7.2557091991964800e+04,-8.1208060003576810e-01,-1.8375092971147922e-02,-3.0279092660451723e-01,2.7728805958009313e-04,4.7425080529512109e-01,-3.7269379682348322e-02,-2.6813935121560761e-01,7.7510280161322387e-02,2.1009518481047058e-02,-1.4087894225147165e-02,8.2813669182573024e-01,4.0226597033185707e-02,4.8662436818553062e-01,-3.5337450534897091e-02,-3.0662202430267183e-01,1.0814753951567295e-01,5.6470403161637683e-01,-1.0649593696313131e-02,-4.6669229642831861e-01,2.3001081395977226e-03,5.0006726755421038e-01,-3.3026670396581907e-02,-4.2573434821619943e-01,8.7795802536270923e-02,1.4277103906148902e-01,1.2647513943871869e-02,-4.7307472377350113e-02,-2.9052219100267014e-02,5.3241784647822976e-01,-3.1911747172709531e-02,7.5949190779698750e-01,-2.2493263992817114e-01,-7.9185366503635779e-01,-1.2169902325212534e-03,-3.1228652777207849e-01,-1.5324365124795973e-02,4.4705306247681459e-01,-1.9724771069022737e-02,-1.7232027660835680e-01,4.4111675919199997e-02,5.8192163621798104e-02,9.1966536402700548e-03,8.2513248034568287e-01,1.8015284755899592e-02,4.6360480264934800e-01,-2.7588679808193059e-02,-2.7069982923043029e-01,4.8831055948796040e-02,6.1067424204567045e-01,1.5834454078883398e-02,-4.7283836806706475e-01,-3.1221753493812468e-02,4.7194308082328701e-01,-3.5901834933918318e-02,-4.3169853467382630e-01,1.5652586993831852e-01,7.9300011820467781e-02,-1.3260366925311032e-02,-3.2208948121344456e-02,2.4865170637955541e-02,6.0451516455451115e-01,-5.1066471596274199e-02,8.0907364837543605e-01,-2.2262424390302554e-01,5.3748409708304190e-05,5.3758224289300419e-05,6.1887240805330685e-05,5.3816618432151126e-05,-7.1623519335851737e-01,6.7834556173894811e-01,-7.1571649457157582e-01,6.7882180548177018e-01,-1.6841183424834424e-01,7.4600142224414900e-01,-7.0721568622380682e-01,6.7647406140337585e-01
7.5540502309326941e+04,-8.1217246980516933e-01,-1.8262921765253626e-02,-3.0211075997106340e-01,-4.9730197782442073e-04,4.7411719140591574e-01,-3.7291304702871661e-02,-2.6876416173256878e-01,7.8414398228475221e-02,2.1743617242794298e-02,-1.5734745306514059e-02,8.2812641194026082e-01,4.0616275031955341e-02,4.8656591925514120e-01,-3.5356848562843414e-02,-3.0651884296867049e-01,1.0876143286587368e-01,5.6473329666180438e-01,-1.0765883572334711e-02,-4.6705790129115665e-01,3.5551806549852065e-03,5.0009591140854248e-01,-3.3041571279758326e-02,-4.2571890639433363e-01,8.6430989602327951e-02,1.4174272072082611e-01,1.3833957986095442e-02,-4.7414511381790092e-02,-2.9697594050085794e-02,5.3256282830797419e-01,-3.1857726699541906e-02,7.5924627634071928e-01,-2.2510518826160408e-01,-7.9195808865100592e-01,-1.2524042875355045e-03,-3.1176741307700162e-01,-1.4409711257545548e-02,4.4675283815606143e-01,-1.9633074175859938e-02,-1.7344214208787104e-01,4.3547343843399561e-02,5.8920692093848294e-02,1.0720351282524802e-02,8.2522969494436149e-01,1.7667998625820653e-02,4.6348255321231707e-01,-2.7521226476075536e-02,-2.7096860799277872e-01,4.8092009164686519e-02,6.1074629235271982e-01,1.5652952214455226e-02,-4.7324627531199254e-01,-3.2494336358760055e-02,4.7202403973856144e-01,-3.5865269298912282e-02,-4.3094196576458604e-01,1.5780661910672561e-01,7.8433163288878338e-02,-1.4419270729387068e-02,-3.2331498972989391e-02,2.5538829809488458e-02,6.0479776732553137e-01,-5.1216179126043711e-02,8.0937011873320108e-01,-2.2243785760308796e-01,5.3745064753270930e-05,5.3754872109739677e-05,6.1789803074809344e-05,5.3811217211905021e-05,-5.9882808393974063e-01,7.8371098184420940e-01,-5.9821683431519601e-01,7.8411447014560953e-01,-3.3884717529760078e-02,7.5658959998369757e-01,-5.9008299569816602e-01,7.8031805063019388e-01
7.8646584813203095e+04,-8.1225219701444407e-01,-1.8158269649248382e-02,-3.0142207497972606e-01,-1.2775080205979974e-03,4.7398282096817496e-01,-3.7312302413893959e-02,-2.6939197605196608e-01,7.9370399775242823e-02,2.2494351255160652e-02,-1.7429024451086201e-02,8.2810689042563246e-01,4.1019212824952231e-02,4.8650696355632733e-01,-3.5375624661002053e-02,-3.0642043692546012e-01,1.0940377810672554e-01,5.6477236028664823e-01,-1.0909186960974593e-02,-4.6743582481735585e-01,4.8422283022733492e-03,5.0012440584177242e-01,-3.3056173004130079e-02,-4.2569490474928262e-01,8.5004908565508824e-02,1.4068576420733242e-01,1.5085271039816828e-02,-4.7510007478994712e-02,-3.0374406804371104e-02,5.3270902417730781e-01,-3.1805357637776713e-02,7.5899433037753194e-01,-2.2528038550604068e-01,-7.9206982147751348e-01,-1.2681784480893972e-03,-3.1124444525888340e-01,-1.3481930016420684e-02,4.4645065932510708e-01,-1.9543085736853295e-02,-1.7460171427635007e-01,4.2936766399129585e-02,5.9664601273523993e-02,1.2283971287130255e-02,8.2533370212863533e-01,1.7303885635057050e-02,4.6335892167850934e-01,-2.7454940404476928e-02,-2.7126432921716331e-01,4.7330648500462501e-02,6.1083800788910392e-01,1.5480130989493277e-02,-4.7367322592746774e-01,-3.3796446358692299e-02,4.7210441951286342e-01,-3.5829377476572902e-02,-4.3014936998204167e-01,1.5915019461559321e-01,7.7540892308536988e-02,-1.5640885012896937e-02,-3.2445322439486279e-02,2.6244122345488799e-02,6.0508333278515880e-01,-5.1362594802844122e-02,8.0968580707779525e-01,-2.2225115121340772e-01,5.3741829937602759e-05,5.3751629528920056e-05,6.1692794823784160e-05,5.3805945191862791e-05,-4.6042011813901307e-01,8.7204643107139901e-01,-4.5972376985779728e-01,8.7235524758422556e-01,1.0427927053157686e-01,7.4245801700449388e-01,-4.5224004936631945e-01,8.6711506661153526e-01
8.1880383551760475e+04,-8.1231944874285789e-01,-1.8060962080513165e-02,-3.0072244781236135e-01,-2.0640891443895748e-03,4.7384772024038552e-01,-3.7332370608051689e-02,-2.7002332391275458e-01,8.0379945015295620e-02,2.3264872909492914e-02,-1.9173174069899129e-02,8.2807732272178503e-01,4.1435893406957178e-02,4.8644751562710720e-01,-3.5393783794732590e-02,-3.0632757300454905e-01,1.1007549297473238e-01,5.6482086222445715e-01,-1.1079707396470545e-02,-4.6782845558620145e-01,6.1628916614639394e-03,5.0015275345583032e-01,-3.3070491330351642e-02,-4.2566062922910802e-01,8.3515315073632523e-02,1.3959804656817343e-01,1.6403322888856153e-02,-4.7593296696400583e-02,-3.1083697801268396e-02,5.3285639389477124e-01,-3.1754622275510722e-02,7.5873579174654693e-01,-2.2545840423707941e-01,-7.9219029495152471e-01,-1.2635276422733321e-03,-3.1071550885204968e-01,-1.2539725098593767e-02,4.4614658195631396e-01,-1.9454824463026973e-02,-1.7580103736265007e-01,4.2278809078203229e-02,6.0427114090651858e-02,1.3889775498558413e-02,8.2544468499396906e-01,1.6921985640573192e-02,4.6323394081411839e-01,-2.7389816193391578e-02,-2.7158895221626472e-01,4.6546837396948967e-02,6.1094992597318898e-01,1.5315107064294843e-02,-4.7412217997179001e-01,-3.5129690740932307e-02,4.7218423197514442e-01,-3.5794119981505397e-02,-4.2931849590808158e-01,1.6055884107690932e-01,7.6621138937840255e-02,-1.6927097517942351e-02,-3.2549701223226153e-02,2.6982253976291656e-02,6.0537176773148016e-01,-5.1505749483416241e-02,8.1002222773969390e-01,-2.2206509045242273e-01,5.3738698658530239e-05,5.3748489852381004e-05,6.1596221092335328e-05,5.3800795334903154e-05,-3.0288005908059151e-01,9.3828073109734567e-01,-3.0211137700530061e-01,9.3847243368199407e-01,2.4122432913682004e-01,7.0165870834362587e-01,-2.9558181684378976e-01,9.3185248956951794e-01
8.5247149974882064e+04,-8.1237405192468615e-01,-1.7970696650024542e-02,-3.0000856356461258e-01,-2.8570916887822873e-03,4.7371191143789643e-01,-3.7351512879108019e-02,-2.7065963505049229e-01,8.1443897499946946e-02,2.4059632578254053e-02,-2.0968380233103701e-02,8.2803679469059877e-01,4.1866652200383145e-02,4.8638758884143157e-01,-3.5411334195165442e-02,-3.0624115859851864e-01,1.1077726924882025e-01,5.6487833297291334e-01,-1.1277254215898314e-02,-4.6823891291186504e-01,7.5181191849638500e-03,5.0018095991171196e-01,-3.3084542065984969e-02,-4.2561348775332125e-01,8.1960813236383101e-02,1.3847661363396058e-01,1.7788616684364440e-02,-4.7663722732212234e-02,-3.1826352938619490e-02,5.3300489895042003e-01,-3.1705494665251438e-02,7.5847047546017887e-01,-2.2563936913503835e-01,-7.9232106733616148e-01,-1.2376017575023469e-03,-3.1017756876216296e-01,-1.1582412028118289e-02,4.4584065427021563e-01,-1.9368294689589928e-02,-1.7704257177775529e-01,4.1573687755482300e-02,6.1212729084826029e-02,1.5538913357835596e-02,8.2556270619854799e-01,1.6521368921362342e-02,4.6310764216692057e-01,-2.7325840673828844e-02,-2.7194444603415630e-01,4.5740813906225322e-02,6.1108232099837778e-01,1.5156669918858296e-02,-4.7459693474813758e-01,-3.6494954079584786e-02,4.7226349748333385e-01,-3.5759458102446885e-02,-4.2844666794263975e-01,1.6203362874922111e-01,7.5671016912870884e-02,-1.8278528525673788e-02,-3.2643842593394423e-02,2.7754256921277309e-02,6.0566297997496621e-01,-5.1645691572178513e-02,8.1038089507585798e-01,-2.2188106198355537e-01,5.3735670986524812e-05,5.3745453027042225e-05,6.1500091180200181e-05,5.3795767584429688e-05,-1.2933140030522178e-01,9.7726047151623463e-01,-1.2850923227155575e-01,9.7731326676230224e-01,3.7126865084121791e-01,6.3319151632723847e-01,-1.2324730623190661e-01,9.6944770834534832e-01
8.8752351462132210e+04,-8.1241534175407581e-01,-1.7887372595154494e-02,-2.9927879905566057e-01,-3.6576822085422518e-03,4.7357542602984820e-01,-3.7369723856216543e-02,-2.7130054063658171e-01,8.2564524114005278e-02,2.4880589428975523e-02,-2.2818136763467691e-02,8.2798443469238570e-01,4.2312145495677869e-02,4.8632720157945214e-01,-3.5428277898482866e-02,-3.0616194885745868e-01,1.1151032410330160e-01,5.6494442786745025e-01,-1.1502343149917382e-02,-4.6866901229555058e-01,8.9102078847701008e-03,5.0020902903407660e-01,-3.3098338399399282e-02,-4.2555237331159712e-01,8.0338398802679262e-02,1.3732005358014213e-01,1.9244108108421393e-02,-4.7720421780894445e-02,-3.2603780482681609e-02,5.3315449002770954e-01,-3.1657965188604698e-02,7.5819793066601016e-01,-2.2582347503918754e-01,-7.9246368351161678e-01,-1.1893614601651316e-03,-3.0962936063041802e-01,-1.0608227562871816e-02,4.4553294256888781e-01,-1.9283523388342660e-02,-1.7832798616539416e-01,4.0819158119477041e-02,6.2023607159944538e-02,1.7234568785614995e-02,8.2568815061676115e-01,1.6100754754556017e-02,4.6298006630597577e-01,-2.7263016760493627e-02,-2.7233309224528413e-01,4.4912170750608604e-02,6.1123620381244403e-01,1.5003940281892005e-02,-4.7509995520966797e-01,-3.7894401121333715e-02,4.7234223024750543e-01,-3.5725360310695703e-02,-4.2753189997729169e-01,1.6357806879547132e-01,7.4689119109554558e-02,-1.9698122522771967e-02,-3.2726918317484525e-02,2.8561746996150977e-02,6.0595685935360621e-01,-5.1782432467911241e-02,8.1076352157890386e-01,-2.2170000901692830e-01,5.3732738612093132e-05,5.3742510681245828e-05,6.1404408462145777e-05,5.3790852639046896e-05,5.5674910836656530e-02,9.8403508067318735e-01,5.6525059982716001e-02,9.8392937026607552e-01,4.8805404065963665e-01,5.3731093784552608e-01,6.0212131577217588e-02,9.7503208600640923e-01
9.2401680201376599e+04,-8.1244299427282296e-01,-1.7810720479777609e-02,-2.9853018814212612e-01,-4.4656585784960852e-03,4.7343827907655234e-01,-3.7387003592189084e-02,-2.7194709483933155e-01,8.3742586082223042e-02,2.5731683216636332e-02,-2.4723469131535801e-02,8.2791921497161303e-01,4.2772701604817942e-02,4.8626636286460029e-01,-3.5444617670130622e-02,-3.0609100676477108e-01,1.1227540331435465e-01,5.6501857295964575e-01,-1.1754844389465557e-02,-4.6912171771381278e-01,1.0340021030784179e-02,5.0023696472684709e-01,-3.3111887923733235e-02,-4.2547480027968798e-01,7.8646774123193597e-02,1.3612576308930319e-01,2.0770226607381509e-02,-4.7762509425600348e-02,-3.3416983215043543e-02,5.3330514084754266e-01,-3.1612023609080581e-02,7.5791786383835125e-01,-2.2601078999623636e-01,-7.9261984130999064e-01,-1.1176977131673906e-03,-3.0906817957223509e-01,-9.6166530005941143e-03,4.4522347850045535e-01,-1.9200518289136277e-02,-1.7965940458770860e-01,4.0015349724661989e-02,6.2863864525467231e-02,1.8977720945294683e-02,8.2582114495753645e-01,1.5659025776100712e-02,4.6285123306739773e-01,-2.7201342342894494e-02,-2.7275713919839356e-01,4.4061253462491290e-02,6.1141203980847325e-01,1.4855609800731520e-02,-4.7563499247268903e-01,-3.9328719532589693e-02,4.7242044240424236e-01,-3.5691809212501119e-02,-4.2657168187041078e-01,1.6519342208872428e-01,7.3672848422075637e-02,-2.1186465867752906e-02,-3.2797941050187171e-02,2.9405892545347926e-02,6.0625334398194575e-01,-5.1915989515278149e-02,8.1117168848576382e-01,-2.2152354498407123e-01,5.3729917767961163e-05,5.3739678936414591e-05,6.1309195508947199e-05,5.3786066451157344e-05,2.4604020441287161e-01,9.5422835329485611e-01,2.4688591409637653e-01,9.5394865169573229e-01,5.8480057914989048e-01,4.1583036964339853e-01,2.4871753012989464e-01,9.4431998703877962e-01
9.6201062432474180e+04,-8.1245577658347290e-01,-1.7740764740909742e-02,-2.9776229425027340e-01,-5.2834744175162783e-03,4.7330050975195864e-01,-3.7403341089036618e-02,-2.7259749040059089e-01,8.4981982789892524e-02,2.6613168579814522e-02,-2.6690525602878573e-02,8.2784012558812570e-01,4.3249332801697363e-02,4.8620509591517547e-01,-3.5460349961454314e-02,-3.0602917507484240e-01,1.1307432933164878e-01,5.6510058150011666e-01,-1.2035878666471628e-02,-4.6959808232883182e-01,1.1811410342310834e-02,5.0026477057169783e-01,-3.3125198834680611e-02,-4.2538055850081624e-01,7.6881061193828787e-02,1.3489319257363186e-01,2.2372493691751170e-02,-4.7788723713130782e-02,-3.4267947764886030e-02,5.3345679134566448e-01,-3.1567675315695910e-02,7.5762954566061869e-01,-2.2620160321920002e-01,-7.9279131066954789e-01,-1.0213029201358234e-03,-3.0849406941657748e-01,-8.6045886905465607e-03,4.4491234378970262e-01,-1.9119320343032431e-02,-1.8103828840523162e-01,3.9157578635953913e-02,6.3734121987689601e-02,2.0773945482620109e-02,8.2596238822692336e-01,1.5194387675306870e-02,4.6272119202296375e-01,-2.7140835190596926e-02,-2.7321958649048855e-01,4.3187136799096443e-02,6.1161174286731412e-01,1.4710879757490936e-02,-4.7620383791003895e-01,-4.0801555796733377e-02,4.7249814553561026e-01,-3.5658787421825482e-02,-4.2556407994657536e-01,1.6688576685708253e-01,7.2621604444338544e-02,-2.2748976737666307e-02,-3.2855831886259852e-02,3.0288996819943952e-02,6.0655230540364136e-01,-5.2046339483366073e-02,8.1160759705007335e-01,-2.2135241511680429e-01,5.3727185889800429e-05,5.3736935212857848e-05,6.1214441436246986e-05,5.3781384556437115e-05,4.3407060375398931e-01,8.8449756432840199e-01,4.3487278017038067e-01,8.8403477171322575e-01,6.5467653023431538e-01,2.7239771151571818e-01,4.3461963064087994e-01,8.7406369878099777e-01
1.0015666807105225e+05,-8.1245377630622106e-01,-1.7676755141167511e-02,-2.9696971120618021e-01,-6.1091569607380804e-03,4.7316213011606506e-01,-3.7418741368266333e-02,-2.7325546425128638e-01,8.6281453006720937e-02,2.7532693740455597e-02,-2.8716992956134359e-02,8.2774586520556581e-01,4.3741860291263659e-02,4.8614340729726635e-01,-3.5475483389245548e-02,-3.0597790505228473e-01,1.1390703675923364e-01,5.6518974355149121e-01,-1.2344184560158650e-02,-4.7010307970358717e-01,1.3323304371502233e-02,5.0029245081950013e-01,-3.3138285120904470e-02,-4.2526460288211954e-01,7.5042375797936101e-02,1.3361723713678039e-01,2.4047611442082270e-02,-4.7798213227560268e-02,-3.5157018456847940e-02,5.3360941969949349e-01,-3.1524894264377261e-02,7.5733297348911877e-01,-2.2639588635099595e-01,-7.9297994646989234e-01,-8.9887876310601120e-04,-3.0790177173601380e-01,-7.5730404663836345e-03,4.4459956516341587e-01,-1.9039926998190085e-02,-1.8246818546027013e-01,3.8249673840477713e-02,6.4642104364948230e-02,2.2621278049820004e-02,8.2611158985128863e-01,1.4705840740444301e-02,4.6258995959211280e-01,-2.7081478877697046e-02,-2.7372255259203460e-01,4.2291411741958926e-02,6.1183504906904851e-01,1.4567410533583659e-02,-4.7681249910127610e-01,-4.2311566089180741e-02,4.7257535549595880e-01,-3.5626260250409131e-02,-4.2450520724088026e-01,1.6865297038652266e-01,7.1530281050822805e-02,-2.4382782721237766e-02,-3.2899382113588262e-02,3.1211541218400970e-02,6.0685368698148523e-01,-5.2173535253386943e-02,8.1207273377210454e-01,-2.2118942143161696e-01,5.3724565538489400e-05,5.3734301879898606e-05,6.1120177876911210e-05,5.3776830705078376e-05,6.1056246380045287e-01,7.7306898799788193e-01,6.1127622862478126e-01,7.7242291946082298e-01,6.9130045282910835e-01,1.1269115453581566e-01,6.0878913085299446e-01,7.6258238912633425e-01
1.0427492072799284e+05,-8.1243515991293958e-01,-1.7618675434364794e-02,-2.9615241237885592e-01,-6.9467607698663579e-03,4.7302317699441676e-01,-3.7433213392872776e-02,-2.7391855013377975e-01,8.7646724345118124e-02,2.8489916437349661e-02,-3.0812101334722557e-02,8.2763523781303439e-01,4.4251690886883008e-02,4.8608131934659243e-01,-3.5490027819182715e-02,-3.0593811049495556e-01,1.1477584503885033e-01,5.6528615005709015e-01,-1.2681270172295284e-02,-4.7063749577822911e-01,1.4881370337157585e-02,5.0032000878602612e-01,-3.3151162289378991e-02,-4.2512703315495504e-01,7.3123749131426496e-02,1.3229723202918509e-01,2.5803655240539493e-02,-4.7789460219687704e-02,-3.6086729100881690e-02,5.3376296851834426e-01,-3.1483649003268208e-02,7.5702713410497036e-01,-2.2659412783481020e-01,-7.9318784446401802e-01,-7.4884076372424418e-04,-3.0729194764043055e-01,-6.5171929493668367e-03,4.4428522595380338e-01,-1.8962335580887869e-02,-1.8395128627934085e-01,3.7284774141257276e-02,6.5587949703245163e-02,2.4528118876382256e-02,8.2626977940730850e-01,1.4190979979301611e-02,4.6245758879749077e-01,-2.7023260634293784e-02,-2.7426973660960324e-01,4.1372740745289439e-02,6.1208484396996976e-01,1.4424103895236368e-02,-4.7746267835432099e-01,-4.3864164737097866e-02,4.7265208720270319e-01,-3.5594190041796731e-02,-4.2339250605600365e-01,1.7050364088260037e-01,7.0398138543167579e-02,-2.6095800112311239e-02,-3.2927339895628294e-02,3.2176521198009414e-02,6.0715735674665339e-01,-5.2297632640294384e-02,8.1256998048063489e-01,-2.2103528125312710e-01,5.3722019646640961e-05,5.3731741884131484e-05,6.1026372756907889e-05,5.3772365450610962e-05,7.6503587938645978e-01,6.2033453865465160e-01,7.6561236761643270e-01,6.1951655663400573e-01,6.8936076145684044e-01,-5.5499153043094586e-02,7.6085297978575983e-01,6.1035025272293464e-01
1.0856250814090163e+05,-8.1240184678826199e-01,-1.7563410645605348e-02,-2.9529412198257743e-01,-7.7890675432899167e-03,4.7288374248127629e-01,-3.7446851216240140e-02,-2.7460238114777380e-01,8.9069608668927575e-02,2.9508302183346363e-02,-3.2963031962257694e-02,8.2750676034817494e-01,4.4777362370021570e-02,4.8601889475600535e-01,-3.5504097257923813e-02,-3.0591028263723730e-01,1.1567781778141235e-01,5.6538920273937077e-01,-1.3041424024317849e-02,-4.7121350968523240e-01,1.6479130477355705e-02,5.0034748991659028e-01,-3.3163972326085214e-02,-4.2495372062163900e-01,7.1133805714595544e-02,1.3091724233651778e-01,2.7624462199019290e-02,-4.7763965729872668e-02,-3.7055788659641271e-02,5.3391725148017422e-01,-3.1443620887560642e-02,7.5671348577726050e-01,-2.2679659606547226e-01,-7.9341650513825779e-01,-5.6971390018517240e-04,-3.0664843418620569e-01,-5.4424237701263360e-03,4.4396955100620306e-01,-1.8886405749856824e-02,-1.8549855375539553e-01,3.6280887852115903e-02,6.6594261454730658e-02,2.6483294794047214e-02,8.2643542707939666e-01,1.3649323102582676e-02,4.6232426301414353e-01,-2.6965943411669052e-02,-2.7486028964678672e-01,4.0435451735926269e-02,6.1235743297586420e-01,1.4274354703864445e-02,-4.7816823759622457e-01,-4.5452476009488957e-02,4.7272852524350606e-01,-3.5562215391035136e-02,-4.2221652027977841e-01,1.7242384611516420e-01,6.9209389518561662e-02,-2.7873099831275006e-02,-3.2939743586479615e-02,3.3182510105061194e-02,6.0746283025888348e-01,-5.2419277437322338e-02,8.1310021533454202e-01,-2.2089623174632528e-01,5.3719478106686225e-05,5.3729184583991626e-05,6.0932996025127615e-05,5.3767925578882637e-05,8.8619266412939168e-01,4.2946225604634319e-01,8.8658181298195593e-01,4.2849777900124336e-01,6.4534318969268545e-01,-2.2238347064976499e-01,8.7965464908424607e-01,4.2059512746195055e-01
1.1302639303449888e+05,-8.1235132353374184e-01,-1.7513022375669818e-02,-2.9440381044511732e-01,-8.6388402737381936e-03,4.7274374594385327e-01,-3.7459510481893686e-02,-2.7529555362291236e-01,9.0556235938801175e-02,3.0574977090417354e-02,-3.5178269469768195e-02,8.2735896798926367e-01,4.5319966472482612e-02,4.8595607203057323e-01,-3.5517540042769004e-02,-3.0589745637557386e-01,1.1661610986479104e-01,5.6549781229234486e-01,-1.3428702332352854e-02,-4.7182691932163467e-01,1.8120884953458191e-02,5.0037484172944147e-01,-3.3176549930165146e-02,-4.2475060621613414e-01,6.9065959212786854e-02,1.2948626978961378e-01,2.9520865764617425e-02,-4.7717187856881532e-02,-3.8066616290180530e-02,5.3407245025508165e-01,-3.1405227731350585e-02,7.5639008472533731e-01,-2.2700266720293943e-01,-7.9366799809974264e-01,-3.5932275210495343e-04,-3.0598008179652175e-01,-4.3457571844458739e-03,4.4365232473675403e-01,-1.8812390162126304e-02,-1.8710350806468379e-01,3.5225464892240974e-02,6.7649799081181822e-02,2.8494088474644363e-02,8.2660958543176122e-01,1.3078628919087204e-02,4.6218978393778459e-01,-2.6909852296601658e-02,-2.7550033527006734e-01,3.9478676082195956e-02,6.1265677015061970e-01,1.4120359344128395e-02,-4.7892551883797713e-01,-4.7080134613152740e-02,4.7280445133790228e-01,-3.5530761441397177e-02,-4.2098034556596320e-01,1.7442512963205720e-01,6.7972498817669161e-02,-2.9725086503487510e-02,-3.2933069112402319e-02,3.4232429036774432e-02,6.0777060300851571e-01,-5.2537614863926344e-02,8.1366524591802736e-01,-2.2077198335199788e-01,5.3717119912414966e-05,5.3726809250046958e-05,6.0840206212255429e-05,5.3763684066512901e-05,9.6262269169950132e-01,2.0692041107511444e-01,9.6277723925079994e-01,2.0585078611558863e-01,5.5829829234479178e-01,-3.7653780692414957e-01,9.5395434908028565e-01,1.9981037325982401e-01
1.1767382442756946e+05,-8.1228040793778922e-01,-1.7467596876584390e-02,-2.9348257176184767e-01,-9.5038686707721101e-03,4.7260325026720640e-01,-3.7471220952873939e-02,-2.7599349744494495e-01,9.2116676819107471e-02,3.1687695024433832e-02,-3.7474285444937583e-02,8.2719034985814299e-01,4.5881924511431998e-02,4.8589289002911817e-01,-3.5530385941711762e-02,-3.0590045657923803e-01,1.1759431544781777e-01,5.6561253766286124e-01,-1.3845673207977360e-02,-4.7247756507181271e-01,1.9816583994975476e-02,5.0040207035577000e-01,-3.3188932557661921e-02,-4.2451905812629231e-01,6.6908191353220320e-02,1.2800404169827945e-01,3.1507296537583725e-02,-4.7647266251607409e-02,-3.9123166773162715e-02,5.3422846601495810e-01,-3.1368381689276081e-02,7.5605529493236023e-01,-2.2721322382518233e-01,-7.9394535080376216e-01,-1.1557430756109488e-04,-3.0528920430764617e-01,-3.2184502088111605e-03,4.4333369484332197e-01,-1.8740254390990113e-02,-1.8876956242906567e-01,3.4106116694258407e-02,6.8753116940590248e-02,3.0575557788749166e-02,8.2679420501195811e-01,1.2475194412616908e-02,4.6205424986499599e-01,-2.6854935759684236e-02,-2.7619506590736453e-01,3.8499802591920852e-02,6.1298798071216698e-01,1.3960702585223726e-02,-4.7973569775184921e-01,-4.8756821936913566e-02,4.7287989864848451e-01,-3.5499733770122513e-02,-4.1968051343486024e-01,1.7652236899978835e-01,6.6687036562500329e-02,-3.1665841827067741e-02,-3.2905923174460193e-02,3.5330988353236087e-02,6.0808044153218621e-01,-5.2652812683800662e-02,8.1426957403259081e-01,-2.2066294784291535e-01,5.3714846933288632e-05,5.3724517823376534e-05,6.0747910921826955e-05,5.3759539184920275e-05,9.8375435469798533e-01,-3.7052079307955260e-02,9.8363502475139541e-01,-3.8168608442945666e-02,4.3060840054835142e-01,-5.0552298028831766e-01,9.7337619447743984e-01,-4.1788612162068819e-02
