omega,re_0,im_0,re_1,im_1,re_2,im_2,re_3,im_3,re_4,im_4,re_5,im_5,re_6,im_6,re_7,im_7,re_8,im_8,re_9,im_9,re_10,im_10,re_11,im_11,re_12,im_12,re_13,im_13,re_14,im_14,re_15,im_15
62.83185307179587,0.00012050027767529372,0.00015963525671650955,9.757500801795797e-06,8.581503221102201e-05,9.762235497820269e-06,8.590763531474e-05,9.770518845240956e-06,7.76667869657801e-05,9.757500801795797e-06,8.581503221102201e-05,0.00012050973235790827,0.00015962563183232313,9.766962720157528e-06,8.580540719209372e-05,9.775257967566818e-06,8.128666460152124e-05,9.762235497820269e-06,8.590763531474e-05,9.766962720157528e-06,8.580540719209372e-05,0.00012051920153494652,0.000159616006700436,9.780000721259953e-06,8.616554071136059e-05,9.770518845240956e-06,7.76667869657801e-05,9.775257967566818e-06,8.128666460152124e-05,9.780000721259953e-06,8.616554071136059e-05,0.00037910180119460476,0.0001671684912739033
65.41537996857582,0.00012090132151406154,0.0001659380254563914,1.0156357069013524e-05,8.908238739992545e-05,1.0161385086043407e-05,8.917869622296278e-05,1.0170181547346027e-05,8.059882138387597e-05,1.0156357069013524e-05,8.908238739992545e-05,0.00012091136161011218,0.00016592780094191578,1.0166405005031481e-05,8.907216273651231e-05,1.0175214360676931e-05,8.436743958851672e-05,1.0161385086043407e-05,8.917869622296278e-05,1.0166405005031481e-05,8.907216273651231e-05,0.00012092141741145607,0.00016591757615363098,1.0180251108914814e-05,8.944682389850169e-05,1.0170181547346027e-05,8.059882138387597e-05,1.0175214360676931e-05,8.436743958851672e-05,1.0180251108914814e-05,8.944682389850169e-05,0.00037950331062238415,0.0001737802808083064
68.10513660234535,0.00012131880982770936,0.0001724892646312634,1.0571467831278226e-05,9.247340087889443e-05,1.0576807304629944e-05,9.257356144329695e-05,1.0586148600125511e-05,8.364070887398621e-05,1.0571467831278226e-05,9.247340087889443e-05,0.00012132947150534775,0.00017247840313236942,1.0582138003491004e-05,9.246253921537371e-05,1.0591493270673469e-05,8.75641772276796e-05,1.0576807304629944e-05,9.257356144329695e-05,1.0582138003491004e-05,9.246253921537371e-05,0.0001213401502001802,0.00017246754133080943,1.0596842205013049e-05,9.285230790462656e-05,1.0586148600125511e-05,8.364070887398621e-05,1.0591493270673469e-05,8.75641772276796e-05,1.0596842205013049e-05,9.285230790462656e-05,0.0003799212550787919,0.0001806532037454642
70.90549093886288,0.00012175341826051684,0.00017929875428411966,1.100349240373273e-05,9.599272085539722e-05,1.1009162586853963e-05,9.609688479188168e-05,1.1019082392211262e-05,8.679652891160368e-05,1.100349240373273e-05,9.599272085539722e-05,0.00012176473991562377,0.00017928721611997506,1.1014823262602185e-05,9.598118250928602e-05,1.1024758206895517e-05,9.088120781335066e-05,1.1009162586853963e-05,9.609688479188168e-05,1.1014823262602185e-05,9.598118250928602e-05,0.00012177608000927235,0.00017927567762126992,1.1030438641714076e-05,9.63866613663408e-05,1.1019082392211262e-05,8.679652891160368e-05,1.1024758206895517e-05,9.088120781335066e-05,1.1030438641714076e-05,9.63866613663408e-05,0.0003803563064040063,0.00018779755838445336
73.82099054637276,0.00012220585047057215,0.0001863766588756043,1.1453116719311838e-05,9.96451689955744e-05,1.145913805260403e-05,9.975349374955802e-05,1.1469672119174935e-05,9.007051097809549e-05,1.1453116719311838e-05,9.96451689955744e-05,0.00012221787286369187,0.00018636440189384612,1.146514908450659e-05,9.963291181268591e-05,1.1475699554659422e-05,9.432302193434812e-05,1.145913805260403e-05,9.975349374955802e-05,1.146514908450659e-05,9.963291181268591e-05,0.00012222991523526416,0.00018635214454227627,1.148173199636832e-05,0.00010005472710212333,1.1469672119174935e-05,9.007051097809549e-05,1.1475699554659422e-05,9.432302193434812e-05,1.148173199636832e-05,0.00010005472710212333,0.0003808091639456237,0.00019522404863730282
76.85636998052001,0.0001226768392293734,0.00019373354254667804,1.1921054314933512e-05,0.00010343574702097278,1.1927448498581963e-05,0.000103548396065589,1.193863478073085e-05,9.346704018901965e-05,1.1921054314933512e-05,0.00010343574702097278,0.00012268960563060634,0.000193720521969663,1.193383152059868e-05,0.00010342272622164803,1.194503557648641e-05,9.789427652384613e-05,1.1927448498581963e-05,0.000103548396065589,1.193383152059868e-05,0.00010342272622164803,0.0001227023936786403,0.00019370750098387482,1.1951441796783596e-05,0.00010386152873174267,1.193863478073085e-05,9.346704018901965e-05,1.194503557648641e-05,9.789427652384613e-05,1.1951441796783596e-05,0.00010386152873174267,0.00038128055560645213,0.00020294380016093488
80.01655847291823,0.00012316714762305284,0.00020138038350503082,1.2408047404102637e-05,0.00010736964207337068,1.2414837475553803e-05,0.0001074867851291766,1.242671626610942e-05,9.69906616491108e-05,1.2408047404102637e-05,0.00010736964207337068,0.00012318070396617886,0.00020136655176562955,1.242161545339132e-05,0.00010735581008825348,1.2433513502142643e-05,0.00010159979965267447,1.2414837475553803e-05,0.0001074867851291766,1.242161545339132e-05,0.00010735581008825348,0.00012319428376358584,0.00020135271957439494,1.2440316615948004e-05,0.00010781227606192998,1.242671626610942e-05,9.69906616491108e-05,1.2433513502142643e-05,0.00010159979965267447,1.2440316615948004e-05,0.00010781227606192998,0.0003817712389872253,0.00021096837564535777
83.3066879358569,0.0001236775703932188,0.00020932859303601965,1.2914868079852142e-05,0.0001114522363361921,1.2922078495591443e-05,0.00011157404959914578,1.2934692568813549e-05,0.00010064608902591693,1.2914868079852142e-05,0.0001114522363361921,0.00012369196543835265,0.0002093138996051357,1.2929275808023348e-05,0.00011143754263372499,1.2941910747716687e-05,0.00010544459956059516,1.2922078495591443e-05,0.00011157404959914578,1.2929275808023348e-05,0.00011143754263372499,0.00012370638589596155,0.00020929920567482784,1.2949135295445028e-05,0.00011191237473568905,1.2934692568813549e-05,0.00010064608902591693,1.2941910747716687e-05,0.00010544459956059516,1.2949135295445028e-05,0.00011191237473568905,0.00038228200266175917,0.00021930979477481668
86.73210129614749,0.00012420893524850166,0.000217590027675172,1.3442319473613584e-05,0.00011568910942999626,1.3449976196593646e-05,0.00011581577580537638,1.3463370961016048e-05,0.00010443820584709412,1.3442319473613584e-05,0.00011568910942999626,0.00012422422075597476,0.00021757441887530727,1.3457618722392431e-05,0.00011567350032996197,1.3471036095690503e-05,0.00010943386642738655,1.3449976196593646e-05,0.00011581577580537638,1.3457618722392431e-05,0.00011567350032996197,0.00012423953379737517,0.00021755880952342214,1.347870813121721e-05,0.00011616742864416002,1.3463370961016048e-05,0.00010443820584709412,1.3471036095690503e-05,0.00010943386642738655,1.347870813121721e-05,0.00011616742864416002,0.00038281366741958956,0.00022798054737069255
90.29836117164085,0.00012476210427934888,0.00022617701659210571,1.399123700817812e-05,0.0001200860556240102,1.399936759981228e-05,0.0001202177649711144,1.4013591259061643e-05,0.00010837208158121376,1.399123700817812e-05,0.0001200860556240102,0.0001247783351926375,0.00022616043540558302,1.4007482809204371e-05,0.0001200694741057272,1.4021730965031727e-05,0.00011357298895151256,1.399936759981228e-05,0.0001202177649711144,1.4007482809204371e-05,0.0001200694741057272,0.00012479459593815325,0.00022614385360891228,1.4029878148269196e-05,0.000120583257177005,1.4013591259061643e-05,0.00010837208158121376,1.4021730965031727e-05,0.00011357298895151256,1.4029878148269196e-05,0.000120583257177005,0.0003833670875997324,0.00023699362182202964
94.01125890450754,0.0001253379753729039,0.0002351023539622148,1.4562489639235868e-05,0.0001246490656078748,1.4571123358027979e-05,0.00012478601498474434,1.458622708324444e-05,0.00011245295220150477,1.4562489639235868e-05,0.0001246490656078748,0.00012535521001475803,0.00023508473981144956,1.4579740410747909e-05,0.00012463145109043854,1.4594870677629556e-05,0.00011786753542100366,1.4571123358027979e-05,0.00012478601498474434,1.4579740410747909e-05,0.00012463145109043854,0.00012537247697869157,0.00023506712498629585,1.460352237378024e-05,0.00012516587698143257,1.458622708324444e-05,0.00011245295220150477,1.4594870677629556e-05,0.00011786753542100366,1.460352237378024e-05,0.00012516587698143257,0.00038394315243003586,0.0002463624984646382
97.8768239659487,0.00012593748379553335,0.0002443793801331581,1.51569812431758e-05,0.00012938439665162514,1.5166149147707744e-05,0.00012952679058664225,1.5182187257569832e-05,0.00011668628916198327,1.51569812431758e-05,0.00012938439665162514,0.00012595578407268405,0.0002443606686855169,1.5175298995340656e-05,0.00012936568479873466,1.5191365862455793e-05,0.00012232332324442168,1.5166149147707744e-05,0.00012952679058664225,1.5175298995340656e-05,0.00012936568479873466,0.00012597411936927523,0.0002443419564924932,1.5200553245698291e-05,0.00012992157223644374,1.5182187257569832e-05,0.00011668628916198327,1.5191365862455793e-05,0.00012232332324442168,1.5200553245698291e-05,0.00012992157223644374,0.00038454278750418066,0.00025610123199997317
101.90133374761122,0.00012656160371620135,0.0002540219027131841,1.5775651930580125e-05,0.0001342984821875443,1.578538699123445e-05,0.00013444653292951322,1.5802417147264792e-05,0.00012107770761066825,1.5775651930580125e-05,0.0001342984821875443,0.00012658103534150358,0.0002540020256124579,1.579510248827602e-05,0.00013427860463893765,1.581216380182079e-05,0.00012694632769223144,1.578538699123445e-05,0.00013444653292951322,1.579510248827602e-05,0.00013427860463893765,0.00012660050490835795,0.0002539821476878918,1.5821919967750223e-05,0.00013485680411855444,1.5802417147264792e-05,0.00012107770761066825,1.581216380182079e-05,0.00012694632769223144,1.5821919967750223e-05,0.00013485680411855444,0.0003851669562162978,0.0002662243735180152
106.09132375560732,0.00012721134987831242,0.000264044311742452,1.6419479511272333e-05,0.00013939803506550133,1.6429816725998722e-05,0.0001395519628709762,1.6447900134919313e-05,0.00012563306838404077,1.6419479511272333e-05,0.00013939803506550133,0.00012723198260080584,0.00026402319638321855,1.644013274487214e-05,0.00013937691921127944,1.6458249911610497e-05,0.0001317427845007805,1.6429816725998722e-05,0.0001395519628709762,1.644013274487214e-05,0.00013937691921127944,0.00012725265643040806,0.0002640020801134426,1.646860999381699e-05,0.00013997831421955749,1.6447900134919313e-05,0.00012563306838404077,1.6458249911610497e-05,0.0001317427845007805,1.646860999381699e-05,0.00013997831421955749,0.0003858166613211214,0.00027674708709263376
110.453598223693,0.00012788777965974736,0.0002744615417202948,1.708948125196917e-05,0.000144689997129323,1.710045777208862e-05,0.0001448500305405282,1.7119659405725122e-05,0.0001303584261381758,1.708948125196917e-05,0.000144689997129323,0.0001279096875146876,0.000274439110970567,1.7111411328146283e-05,0.00014466756583255108,1.713064953659424e-05,0.00013671913858982605,1.710045777208862e-05,0.0001448500305405282,1.7111411328146283e-05,0.00014466756583255108,0.00012793163990599009,0.0002744166792144823,1.7141650833336183e-05,0.00014529307406310643,1.7119659405725122e-05,0.0001303584261381758,1.713064953659424e-05,0.00013671913858982605,1.7141650833336183e-05,0.00014529307406310643,0.00038649294684850856,0.0002876851129328712
114.9952411628399,0.00012859199386228986,0.0002852891286795085,1.7786714546538528e-05,0.00015018158335722797,1.7798369805807194e-05,0.000150347959499482,1.7818758626683606e-05,0.0001352600720650853,1.7786714546538528e-05,0.00015018158335722797,0.00012861525542760807,0.00028526530060813126,1.7810000185545542e-05,0.00015015775468128686,1.7830428632920607e-05,0.00014188208741868478,1.7798369805807194e-05,0.000150347959499482,1.7810000185545542e-05,0.00015015775468128686,0.00012863856524413685,0.0002852414714245168,1.784211073710903e-05,0.00015080832932207533,1.7818758626683606e-05,0.0001352600720650853,1.7830428632920607e-05,0.00014188208741868478,1.784211073710903e-05,0.00015080832932207533,0.0003871968988332112,0.0002990548258470013
119.72362786514542,0.00012932514018431572,0.00029654320232842964,1.8512279890177836e-05,0.0001558802605309735,1.852465574753196e-05,0.00015605322540985437,1.8546304958372928e-05,0.00014034451102266392,1.8512279890177836e-05,0.0001558802605309735,0.0001293498388642315,0.00029651788989630513,1.8537004650380554e-05,0.00015585494743072678,1.855869679362861e-05,0.0001472385587617278,1.852465574753196e-05,0.00015605322540985437,1.8537004650380554e-05,0.00015585494743072678,0.0001293745898195518,0.00029649257623494017,1.8571101736607334e-05,0.000156531578470113,1.8546304958372928e-05,0.00014034451102266392,1.855869679362861e-05,0.0001472385587617278,1.8571101736607334e-05,0.000156531578470113,0.00038792964853528376,0.00031087322868937666
124.64643688076109,0.00013008841408196099,0.000308240556830113,1.9267321599607967e-05,0.00016179380400904077,1.9280462486697297e-05,0.0001619736128314312,1.930344978828951e-05,0.00014561851677179338,1.9267321599607967e-05,0.00016179380400904077,0.0001301146384000359,0.00030821366759204973,1.9293574171528116e-05,0.00016176691403262694,1.9316607986819225e-05,0.00015279576664172477,1.9280462486697297e-05,0.0001619736128314312,1.9293574171528116e-05,0.00016176691403262694,0.0001301409193527942,0.0003081867769954544,1.9329780387009046e-05,0.00016247062965121198,1.930344978828951e-05,0.00014561851677179338,1.9316607986819225e-05,0.00015279576664172477,1.9329780387009046e-05,0.00016247062965121198,0.0003886923732428981,0.00032315802467629566
129.77166248729,0.0001308830603273684,0.00032039861006389296,2.0053029048443934e-05,0.00016793024236932993,2.0066982123663965e-05,0.00016811715985295343,2.009138998408195e-05,0.00015108907491978208,2.0053029048443934e-05,0.00016793024236932993,0.00013091090423251005,0.0003203700458087906,2.0080903561773936e-05,0.00016790167729828024,2.0105361815402774e-05,0.00015856115496178599,2.0066982123663965e-05,0.00016811715985295343,2.0080903561773936e-05,0.00016790167729828024,0.00013093880949447133,0.0003203414800522886,2.0119349033471106e-05,0.0001686335452500078,2.009138998408195e-05,0.00015108907491978208,2.0105361815402774e-05,0.00015856115496178599,2.0119349033471106e-05,0.0001686335452500078,0.00038948629762610207,0.0003359275779735982
135.10762767190218,0.00013171037726794713,0.00033303546190572084,2.0870640383744705e-05,0.000174297900534953,2.088545570445686e-05,0.0001744922012384408,2.0911371660058483e-05,0.00015676342436643422,2.0870640383744705e-05,0.000174297900534953,0.00013173994047641394,0.0003330051182975708,2.0900236750548622e-05,0.00017426755602511812,2.0926207301907827e-05,0.00016454243970074844,2.088545570445686e-05,0.0001744922012384408,2.0900236750548622e-05,0.00017426755602511812,0.00013176957015687192,0.0003329747730301536,2.0941059614333108e-05,0.00017502868509660998,2.0911371660058483e-05,0.00015676342436643422,2.0926207301907827e-05,0.00016454243970074844,2.0941059614333108e-05,0.00017502868509660998,0.0003903126977866005,0.0003492009736324436
140.6629976472495,0.0001325717167413246,0.0003461699665703656,2.1721442252877072e-05,0.00018090545630823057,2.1737172947921265e-05,0.00018110742498470217,2.176468990484622e-05,0.0001626491120951442,2.1721442252877072e-05,0.00018090545630823057,0.00013260310507926435,0.00034613773279438203,2.1752866511349504e-05,0.00018087322153583296,2.17804426164488e-05,0.00017074766448654498,2.1737172947921265e-05,0.00018110742498470217,2.1752866511349504e-05,0.00018087322153583296,0.00013263456543003522,0.00034610549718469373,2.1796213389405978e-05,0.00018166476309306698,2.176468990484622e-05,0.0001626491120951442,2.17804426164488e-05,0.00017074766448654498,2.1796213389405978e-05,0.00018166476309306698,0.0003911729009992423,0.00036299809163983126
146.44679392313063,0.00013346848804445514,0.00035982167028172284,2.2606773235723345e-05,0.00018776186158497767,2.2623475695729687e-05,0.00018797179351763966,2.2652692262505985e-05,0.00016875391245584434,2.2606773235723345e-05,0.00018776186158497767,0.00013350181382578607,0.0003597874286108974,2.264013792941644e-05,0.0001877276188130754,2.2669418575717723e-05,0.00017718512065112264,2.2623475695729687e-05,0.00018797179351763966,2.264013792941644e-05,0.0001877276188130754,0.00013353521762179754,0.00035975318491362275,2.268616445690478e-05,0.00018855076832221683,2.2652692262505985e-05,0.00016875391245584434,2.2669418575717723e-05,0.00017718512065112264,2.268616445690478e-05,0.00018855076832221683,0.0003920682894696446,0.0003773395460910971
152.46840895675493,0.00013440215956285272,0.00037401090703721723,2.3528025048161237e-05,0.00019487642101637437,2.3545759123047635e-05,0.00019509462238454084,2.3576779955740624e-05,0.0001750859039512623,2.3528025048161237e-05,0.00019487642101637437,0.00013443754198131234,0.00037397453241430173,2.356344961947987e-05,0.0001948400451767473,2.359453987344024e-05,0.00018386342486956085,2.3545759123047635e-05,0.00019509462238454084,2.356344961947987e-05,0.0001948400451767473,0.0001344730089155621,0.0003739381555519694,2.36123209912029e-05,0.0001956960438332154,2.3576779955740624e-05,0.0001750859039512623,2.359453987344024e-05,0.00018386342486956085,2.36123209912029e-05,0.0001956960438332154,0.0003930003016887134,0.00039224678286826404
158.73762140539807,0.00013537426177173464,0.0003887588157896126,2.4486645052907934e-05,0.00020225879138961275,2.4505474264017622e-05,0.00020248557964260114,2.453841043695151e-05,0.00018165346659939464,2.4486645052907934e-05,0.00020225879138961275,0.0001354118273219123,0.0003887201753775802,2.452425626573319e-05,0.0002022201496331133,2.4557267646162546e-05,0.00019079151738667094,2.4505474264017622e-05,0.00020248557964260114,2.452425626573319e-05,0.0002022201496331133,0.00013544948442970303,0.00038868153249082166,2.4576147823423776e-05,0.00020311028603788633,2.453841043695151e-05,0.00018165346659939464,2.4557267646162546e-05,0.00019079151738667094,2.4576147823423776e-05,0.00020311028603788633,0.00039397043521703634,0.00040774209866280167
165.26461200621813,0.00013638638980944035,0.0004040873469752024,2.548413827857058e-05,0.0002099189696141022,2.5504130042069827e-05,0.00021015467384537421,2.5539099438224765e-05,0.00018846526779668263,2.548413827857058e-05,0.0002099189696141022,0.00013642627273014165,0.00040404629965897697,2.552407066330823e-05,0.00020987792081226788,2.555912153455505e-05,0.00019797864877188067,2.5504130042069827e-05,0.00021015467384537421,2.552407066330823e-05,0.00020987792081226788,0.00013646625483583385,0.00040400524960803756,2.557916851410871e-05,0.00021080353267550068,2.5539099438224765e-05,0.00018846526779668263,2.555912153455505e-05,0.00019797864877188067,2.557916851410871e-05,0.00021080353267550068,0.0003949802489393529,0.00042384864935926807
172.05998010901936,0.00013744020630764703,0.00042001933510492096,2.6522069696732324e-05,0.0002178673460530429,2.654329556114812e-05,0.00021811230740071343,2.6580423287243523e-05,0.00019553031351106918,2.6522069696732324e-05,0.0002178673460530429,0.0001374825490531727,0.00041997573099460534,2.6564466023454478e-05,0.00021782374030118954,2.6601682013575943e-05,0.00020543443206677144,2.654329556114812e-05,0.00021811230740071343,2.6564466023454478e-05,0.00021782374030118954,0.00013752499924521403,0.0004199321238623256,2.6622967697723362e-05,0.00021878621624606847,2.6580423287243523e-05,0.00019553031351106918,2.6601682013575943e-05,0.00020543443206677144,2.6622967697723362e-05,0.00021878621624606847,0.0003960313656193294,0.00044059052477145837
179.13476088881166,0.00013853744445830256,0.0004365784806623053,2.7602066628241184e-05,0.00022611466634297374,2.7624602526699447e-05,0.00022636923838035544,2.766402135396757e-05,0.00020285790777220547,2.7602066628241184e-05,0.00022611466634297374,0.00013858239819890386,0.0004365321605231313,2.764707840911451e-05,0.00022606834439000174,2.7686592853920008e-05,0.00021316880323160104,2.7624602526699447e-05,0.00022636923838035544,2.764707840911451e-05,0.00022606834439000174,0.00013862746833425582,0.0004364858370446301,2.7709193558931722e-05,0.00022706912575806712,2.766402135396757e-05,0.00020285790777220547,2.7686592853920008e-05,0.00021316880323160104,2.7709193558931722e-05,0.00022706912575806712,0.00039712547460644265,0.0004579927325021582
