omega,Overhead_R_0_0,Overhead_R_0_1,Overhead_R_0_2,Overhead_R_0_3,Overhead_R_1_0,Overhead_R_1_1,Overhead_R_1_2,Overhead_R_1_3,Overhead_R_2_0,Overhead_R_2_1,Overhead_R_2_2,Overhead_R_2_3,Overhead_R_3_0,Overhead_R_3_1,Overhead_R_3_2,Overhead_R_3_3,Overhead_L_0_0,Overhead_L_0_1,Overhead_L_0_2,Overhead_L_0_3,Overhead_L_1_0,Overhead_L_1_1,Overhead_L_1_2,Overhead_L_1_3,Overhead_L_2_0,Overhead_L_2_1,Overhead_L_2_2,Overhead_L_2_3,Overhead_L_3_0,Overhead_L_3_1,Overhead_L_3_2,Overhead_L_3_3,Overhead_G_0_0,Overhead_G_0_1,Overhead_G_0_2,Overhead_G_0_3,Overhead_G_1_0,Overhead_G_1_1,Overhead_G_1_2,Overhead_G_1_3,Overhead_G_2_0,Overhead_G_2_1,Overhead_G_2_2,Overhead_G_2_3,Overhead_G_3_0,Overhead_G_3_1,Overhead_G_3_2,Overhead_G_3_3,Overhead_C_0_0,Overhead_C_0_1,Overhead_C_0_2,Overhead_C_0_3,Overhead_C_1_0,Overhead_C_1_1,Overhead_C_1_2,Overhead_C_1_3,Overhead_C_2_0,Overhead_C_2_1,Overhead_C_2_2,Overhead_C_2_3,Overhead_C_3_0,Overhead_C_3_1,Overhead_C_3_2,Overhead_C_3_3,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Alpha_3,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2,Overhead_Beta_3
4.2971436136076627e+04,5.5546897223439874e-03,5.1303482222021237e-03,5.1868429450932533e-03,5.2850909838542993e-03,5.1303482222021237e-03,5.6635600645249832e-03,5.2411958223834171e-03,5.3429388074841960e-03,5.1868429450932533e-03,5.2411958223834171e-03,5.7765843120445443e-03,5.4018944088505150e-03,5.2850909838542993e-03,5.3429388074841960e-03,5.4018944088505150e-03,6.4857328530645098e-03,1.8952964485834500e-06,7.5706335138593358e-07,7.5673187509532509e-07,6.2242181287330526e-07,7.5706335138593358e-07,1.8915705742688154e-06,7.5331852316134634e-07,6.7821795315177447e-07,7.5673187509532509e-07,7.5331852316134634e-07,1.8878079264576158e-06,7.5404291750987078e-07,6.2242181287330526e-07,6.7821795315177447e-07,7.5404291750987078e-07,2.0104267408391160e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197380e-12,-1.7943497857070812e-12,-1.7223513206681113e-12,-7.5558393812329336e-13,-1.7943497857070822e-12,8.2409126348922608e-12,-1.6039879463136326e-12,-1.1056503671624995e-12,-1.7223513206681105e-12,-1.6039879463136330e-12,8.4915504219861969e-12,-1.5864060426618718e-12,-7.5558393812329326e-13,-1.1056503671624997e-12,-1.5864060426618728e-12,7.5195091259384934e-12,7.0594273321466631e-07,7.0841982605377547e-07,1.0456410376073275e-05,1.0859918742196433e-06,1.4449695989114948e-04,1.4452353120416965e-04,1.6970780037669521e-04,1.4475747794641378e-04
4.4738340271849280e+04,5.7430391076037247e-03,5.3142731768091242e-03,5.3737951896363056e-03,5.4772977327878824e-03,5.3142731768091242e-03,5.8576685410082849e-03,5.4310205734590189e-03,5.5382725535945846e-03,5.3737951896363056e-03,5.4310205734590189e-03,5.9767520686008603e-03,5.6004367818523410e-03,5.4772977327878824e-03,5.5382725535945846e-03,5.6004367818523410e-03,6.7067353435509994e-03,1.8919878069567183e-06,7.5392444003900727e-07,7.5355871493808436e-07,6.1918901141417464e-07,7.5392444003900727e-07,1.8881952402970268e-06,7.5011202760329300e-07,6.7495036885984999e-07,7.5355871493808436e-07,7.5011202760329300e-07,1.8843641287159965e-06,7.5074011445365687e-07,6.1918901141417464e-07,6.7495036885984999e-07,7.5074011445365687e-07,2.0066649248078450e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197380e-12,-1.7943497857070814e-12,-1.7223513206681107e-12,-7.5558393812329367e-13,-1.7943497857070816e-12,8.2409126348922608e-12,-1.6039879463136330e-12,-1.1056503671624991e-12,-1.7223513206681105e-12,-1.6039879463136332e-12,8.4915504219861969e-12,-1.5864060426618722e-12,-7.5558393812329357e-13,-1.1056503671624997e-12,-1.5864060426618724e-12,7.5195091259384934e-12,7.1681399347211023e-07,7.1931631638025558e-07,1.0847631384601680e-05,1.1044448879231334e-06,1.5042481574341631e-04,1.5045245972769778e-04,1.7639988872975338e-04,1.5068941350344765e-04
4.6577896162036755e+04,5.9374417572467877e-03,5.5043335746709100e-03,5.5670357236842155e-03,5.6760574058066504e-03,5.5043335746709100e-03,6.0581158492938932e-03,5.6272758112591650e-03,5.7403191102398188e-03,5.5670357236842155e-03,5.6272758112591650e-03,6.1835648773865617e-03,5.8058576181013594e-03,5.6760574058066504e-03,5.7403191102398188e-03,5.8058576181013594e-03,6.9352302877363613e-03,1.8887009469264462e-06,7.5080141876853336e-07,7.5040094502113113e-07,6.1597073706640183e-07,7.5080141876853336e-07,1.8848407636327797e-06,7.4692046132617979e-07,6.7169678784171290e-07,7.5040094502113113e-07,7.4692046132617979e-07,1.8809401885971558e-06,7.4745077129550214e-07,6.1597073706640183e-07,6.7169678784171290e-07,7.4745077129550214e-07,2.0029239306015671e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070816e-12,-1.7223513206681105e-12,-7.5558393812329377e-13,-1.7943497857070818e-12,8.2409126348922624e-12,-1.6039879463136332e-12,-1.1056503671624991e-12,-1.7223513206681109e-12,-1.6039879463136332e-12,8.4915504219861985e-12,-1.5864060426618724e-12,-7.5558393812329367e-13,-1.1056503671624995e-12,-1.5864060426618728e-12,7.5195091259384966e-12,7.2777489313480024e-07,7.3030497374201808e-07,1.1252737460779353e-05,1.1232150859054472e-06,1.5659635260976921e-04,1.5662511409230244e-04,1.8335645108665793e-04,1.5686501127936696e-04
4.8493091109296103e+04,6.1380538892315166e-03,5.7007103131416778e-03,5.7667524136757499e-03,5.8815698967544187e-03,5.7007103131416778e-03,6.2650708923515748e-03,5.8301556987417147e-03,5.9492858008173008e-03,5.7667524136757499e-03,5.8301556987417147e-03,6.3972056307908609e-03,6.0183720481954209e-03,5.8815698967544187e-03,5.9492858008173008e-03,6.0183720481954209e-03,7.1714250215963483e-03,1.8854357676306014e-06,7.4769454501243218e-07,7.4725882150240663e-07,6.1276724407112087e-07,7.4769454501243218e-07,1.8815070432569952e-06,7.4374408049623975e-07,6.6845746217963430e-07,7.4725882150240663e-07,7.4374408049623975e-07,1.8775360024265359e-06,7.4417513724467830e-07,6.1276724407112087e-07,6.6845746217963430e-07,7.4417513724467830e-07,1.9992035438040063e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070816e-12,-1.7223513206681105e-12,-7.5558393812329367e-13,-1.7943497857070816e-12,8.2409126348922640e-12,-1.6039879463136330e-12,-1.1056503671624993e-12,-1.7223513206681107e-12,-1.6039879463136334e-12,8.4915504219861985e-12,-1.5864060426618730e-12,-7.5558393812329377e-13,-1.1056503671624995e-12,-1.5864060426618726e-12,7.5195091259384950e-12,7.3879862350228536e-07,7.4135909795164689e-07,1.1672163518455316e-05,1.1422758029231001e-06,1.6302142126382359e-04,1.6305134646757907e-04,1.9058782212549237e-04,1.6329411534405890e-04
5.0487035248516630e+04,6.3450469511474516e-03,5.9035897984556955e-03,5.9731390107353481e-03,6.0940416301033988e-03,5.9035897984556955e-03,6.4787184601947214e-03,6.0398606077650191e-03,6.1653868921907407e-03,5.9731390107353481e-03,6.0398606077650191e-03,6.6178738657192010e-03,6.2382025895006766e-03,6.0940416301033988e-03,6.1653868921907407e-03,6.2382025895006766e-03,7.4155520839475284e-03,1.8821923765722701e-06,7.4460402906778142e-07,7.4413255328309612e-07,6.0957873921521192e-07,7.4460402906778142e-07,1.8781941863505143e-06,7.4058309394664818e-07,6.6523259635228193e-07,7.4413255328309612e-07,7.4058309394664818e-07,1.8741516744874698e-06,7.4091341373017610e-07,6.0957873921521192e-07,6.6523259635228193e-07,7.4091341373017610e-07,1.9955037747705214e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197396e-12,-1.7943497857070818e-12,-1.7223513206681098e-12,-7.5558393812329367e-13,-1.7943497857070814e-12,8.2409126348922608e-12,-1.6039879463136328e-12,-1.1056503671624993e-12,-1.7223513206681105e-12,-1.6039879463136332e-12,8.4915504219861969e-12,-1.5864060426618726e-12,-7.5558393812329336e-13,-1.1056503671624995e-12,-1.5864060426618720e-12,7.5195091259384950e-12,7.4987277710162822e-07,7.5246657089852192e-07,1.2106366207187801e-05,1.1616192441751736e-06,1.6971049277481379e-04,1.6974162958170814e-04,1.9810495377721535e-04,1.6998718829890761e-04
5.2562966597448467e+04,6.5586033187915883e-03,6.1131623384526879e-03,6.1863934133595030e-03,6.3136835998433916e-03,6.1131623384526879e-03,6.6992546973738236e-03,6.2565952674346814e-03,6.3888414925651034e-03,6.1863934133595030e-03,6.2565952674346814e-03,6.8457809695556537e-03,6.4655768940057477e-03,6.3136835998433916e-03,6.3888414925651034e-03,6.4655768940057477e-03,7.6678614726914352e-03,1.8789709733805516e-06,7.4153010906929213e-07,7.4102237759748459e-07,6.0640545848407735e-07,7.4153010906929213e-07,1.8749023932247322e-06,7.3743773935018271e-07,6.6202242451862896e-07,7.4102237759748459e-07,7.3743773935018271e-07,1.8707874031769904e-06,7.3766583233183583e-07,6.0640545848407735e-07,6.6202242451862896e-07,7.3766583233183583e-07,1.9918247076546265e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197380e-12,-1.7943497857070816e-12,-1.7223513206681107e-12,-7.5558393812329357e-13,-1.7943497857070814e-12,8.2409126348922608e-12,-1.6039879463136336e-12,-1.1056503671624995e-12,-1.7223513206681100e-12,-1.6039879463136332e-12,8.4915504219861985e-12,-1.5864060426618724e-12,-7.5558393812329367e-13,-1.1056503671624997e-12,-1.5864060426618724e-12,7.5195091259384950e-12,7.6099565750267278e-07,7.6362611692665781e-07,1.2555817076326024e-05,1.1812512438008202e-06,1.7667439493689586e-04,1.7670679312043104e-04,2.0591915575838640e-04,1.7695504642947383e-04
5.4724256315004342e+04,6.7789093927530806e-03,6.3296225819398817e-03,6.4067181699820714e-03,6.5407119807100343e-03,6.3296225819398817e-03,6.9268803101591213e-03,6.4805693211873721e-03,6.6198742321959296e-03,6.4067181699820714e-03,6.4805693211873721e-03,7.0811435147875986e-03,6.7007285036833611e-03,6.5407119807100343e-03,6.6198742321959296e-03,6.7007285036833611e-03,7.9286092323073692e-03,1.8757717756098683e-06,7.3847298926824005e-07,7.3792849774806021e-07,6.0324760384923988e-07,7.3847298926824005e-07,1.8716318820634947e-06,7.3430822042658757e-07,6.5882714675094061e-07,7.3792849774806021e-07,7.3430822042658757e-07,1.8674434046590939e-06,7.3443259044988129e-07,6.0324760384923988e-07,6.5882714675094061e-07,7.3443259044988129e-07,1.9881664665947349e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197396e-12,-1.7943497857070816e-12,-1.7223513206681105e-12,-7.5558393812329367e-13,-1.7943497857070814e-12,8.2409126348922624e-12,-1.6039879463136330e-12,-1.1056503671624993e-12,-1.7223513206681102e-12,-1.6039879463136330e-12,8.4915504219861985e-12,-1.5864060426618720e-12,-7.5558393812329357e-13,-1.1056503671624995e-12,-1.5864060426618724e-12,7.5195091259384950e-12,7.7216534217769836e-07,7.7483626242160018e-07,1.3021000417399233e-05,1.2011769178105820e-06,1.8392446755707695e-04,1.8395817880123504e-04,2.1404225246849545e-04,1.8420901788048920e-04
5.6974414175771897e+04,7.0061489834147145e-03,6.5531698389395014e-03,6.6343207886628078e-03,6.7753484196485005e-03,6.5531698389395014e-03,7.1617939315931235e-03,6.7119976264416216e-03,6.8587155441137797e-03,6.6343207886628078e-03,6.7119976264416216e-03,7.3241766030988998e-03,6.9438971203439632e-03,6.7753484196485005e-03,6.8587155441137797e-03,6.9438971203439632e-03,8.1980476711589877e-03,1.8725948632827341e-06,7.3543286253004661e-07,7.3485110592148791e-07,6.0010536663698261e-07,7.3543286253004661e-07,1.8683827340738748e-06,7.3119473006220359e-07,6.5564695273071169e-07,7.3485110592148791e-07,7.3119473006220359e-07,1.8641197586521042e-06,7.3121387533539521e-07,6.0010536663698261e-07,6.5564695273071169e-07,7.3121387533539521e-07,1.9845290668777235e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197380e-12,-1.7943497857070814e-12,-1.7223513206681105e-12,-7.5558393812329336e-13,-1.7943497857070814e-12,8.2409126348922624e-12,-1.6039879463136330e-12,-1.1056503671624995e-12,-1.7223513206681102e-12,-1.6039879463136334e-12,8.4915504219861953e-12,-1.5864060426618730e-12,-7.5558393812329357e-13,-1.1056503671624993e-12,-1.5864060426618722e-12,7.5195091259384966e-12,7.8336940459075293e-07,7.8608495796321965e-07,1.3502408283491649e-05,1.2213887349733364e-06,1.9147247831405651e-04,1.9150755608806724e-04,2.2248651915272557e-04,1.9176086027378466e-04
5.9317094269627996e+04,7.2405059503928221e-03,6.7840081867325992e-03,6.8694138364888153e-03,7.0178201230914877e-03,6.7840081867325992e-03,7.4041947422379328e-03,6.9511003442054289e-03,7.1056017473296830e-03,6.8694138364888153e-03,6.9511003442054289e-03,7.5750964735372779e-03,7.1953286869012164e-03,7.0178201230914877e-03,7.1056017473296830e-03,7.1953286869012164e-03,8.4764287936544922e-03,1.8694405089457305e-06,7.3241013772653796e-07,7.3179061239744412e-07,5.9697915990875079e-07,7.3241013772653796e-07,1.8651552271369373e-06,7.2809768131724530e-07,6.5248225595404265e-07,7.3179061239744412e-07,7.2809768131724530e-07,1.8608167457093983e-06,7.2801010012754999e-07,5.9697915990875079e-07,6.5248225595404265e-07,7.2801010012754999e-07,1.9809127629132882e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197380e-12,-1.7943497857070816e-12,-1.7223513206681107e-12,-7.5558393812329346e-13,-1.7943497857070820e-12,8.2409126348922608e-12,-1.6039879463136328e-12,-1.1056503671624995e-12,-1.7223513206681105e-12,-1.6039879463136332e-12,8.4915504219861969e-12,-1.5864060426618726e-12,-7.5558393812329377e-13,-1.1056503671624993e-12,-1.5864060426618726e-12,7.5195091259384950e-12,7.9459107166694780e-07,7.9735574219360754e-07,1.4000548377411163e-05,1.2418739729273473e-06,1.9933055747894688e-04,1.9936705718308229e-04,2.3126456369477682e-04,1.9962269511638171e-04
6.1756100935710325e+04,7.4821568307138131e-03,7.0223457523219870e-03,7.1122142894767780e-03,7.2683593247288474e-03,7.0223457523219870e-03,7.6542752337630648e-03,7.1981023569423425e-03,7.3607745812934618e-03,7.1122142894767780e-03,7.1981023569423425e-03,7.8341134004959265e-03,7.4552749879056380e-03,7.2683593247288474e-03,7.3607745812934618e-03,7.4552749879056380e-03,8.7639916231948799e-03,1.8663081094723798e-06,7.2940463888285042e-07,7.2874683817013385e-07,5.9386879969058675e-07,7.2940463888285042e-07,1.8619487547070764e-06,7.2501689359287851e-07,6.4933286840034237e-07,7.2874683817013385e-07,7.2501689359287851e-07,1.8575337530776144e-06,7.2482107193247043e-07,5.9386879969058675e-07,6.4933286840034237e-07,7.2482107193247043e-07,1.9773168941911124e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070820e-12,-1.7223513206681107e-12,-7.5558393812329346e-13,-1.7943497857070818e-12,8.2409126348922656e-12,-1.6039879463136334e-12,-1.1056503671624997e-12,-1.7223513206681111e-12,-1.6039879463136336e-12,8.4915504219861985e-12,-1.5864060426618726e-12,-7.5558393812329387e-13,-1.1056503671624995e-12,-1.5864060426618726e-12,7.5195091259384950e-12,8.0579137379240369e-07,8.0860999740444460e-07,1.4515920243886916e-05,1.2625897170862801e-06,2.0751159779251708e-04,2.0754957586666294e-04,2.4038989280093592e-04,2.0780740727954937e-04
6.4295394940382670e+04,7.7313395740023477e-03,7.2683955630539155e-03,7.3629443200351379e-03,7.5272039607144885e-03,7.2683955630539155e-03,7.9122897988034464e-03,7.4532339817682796e-03,7.6244818270354165e-03,7.3629443200351379e-03,7.4532339817682796e-03,8.1015001597824869e-03,7.7239942241463331e-03,7.5272039607144885e-03,7.6244818270354165e-03,7.7239942241463331e-03,9.0610799574083016e-03,1.8631989823542611e-06,7.2641695922971973e-07,7.2572037979651031e-07,5.9077488867175408e-07,7.2641695922971973e-07,1.8587646434747116e-06,7.2195296817089546e-07,6.4619939507585856e-07,7.2572037979651031e-07,7.2195296817089546e-07,1.8542721139335274e-06,7.2164739725199885e-07,5.9077488867175408e-07,6.4619939507585856e-07,7.2164739725199885e-07,1.9737427122383540e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197396e-12,-1.7943497857070820e-12,-1.7223513206681105e-12,-7.5558393812329357e-13,-1.7943497857070818e-12,8.2409126348922608e-12,-1.6039879463136332e-12,-1.1056503671624993e-12,-1.7223513206681109e-12,-1.6039879463136334e-12,8.4915504219861969e-12,-1.5864060426618726e-12,-7.5558393812329357e-13,-1.1056503671624995e-12,-1.5864060426618726e-12,7.5195091259384950e-12,8.1702251425696312e-07,8.1990078945334006e-07,1.5049090503302702e-05,1.2836140959787926e-06,2.1602888168999337e-04,2.1606839803043682e-04,2.4987617436026148e-04,2.1632825801164518e-04
6.6939099909226425e+04,7.9882453371640794e-03,7.5223755586093241e-03,7.6218313538926408e-03,7.7945978074229101e-03,7.5223755586093241e-03,8.1784466361860611e-03,7.7167310840487091e-03,7.8969774807777643e-03,7.6218313538926408e-03,7.7167310840487091e-03,8.3774840216363465e-03,8.0017512146467532e-03,7.7945978074229101e-03,7.8969774807777643e-03,8.0017512146467532e-03,9.3679538429020433e-03,1.8601127457154027e-06,7.2344714067886952e-07,7.2271127870753935e-07,5.8769746776135591e-07,7.2344714067886952e-07,1.8556025132095242e-06,7.1890594743296564e-07,6.4308187537679978e-07,7.2271127870753935e-07,7.1890594743296564e-07,1.8510314469163034e-06,7.1848911312888939e-07,5.8769746776135591e-07,6.4308187537679978e-07,7.1848911312888939e-07,1.9701897423139134e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070818e-12,-1.7223513206681109e-12,-7.5558393812329346e-13,-1.7943497857070820e-12,8.2409126348922640e-12,-1.6039879463136334e-12,-1.1056503671624997e-12,-1.7223513206681109e-12,-1.6039879463136332e-12,8.4915504219861985e-12,-1.5864060426618724e-12,-7.5558393812329377e-13,-1.1056503671624993e-12,-1.5864060426618728e-12,7.5195091259384950e-12,8.2825596246206208e-07,8.3120003295531149e-07,1.5600595631375242e-05,1.3049157334792570e-06,2.2489622063254664e-04,2.2493733657403837e-04,2.5973778981922116e-04,2.2519904478913695e-04
6.9691509023503459e+04,8.2530821770204904e-03,7.7845081646192816e-03,7.8891076420608240e-03,8.0707900482867457e-03,7.7845081646192816e-03,8.4529714191715517e-03,7.9888346357330307e-03,8.1785213284053162e-03,7.8891076420608240e-03,7.9888346357330307e-03,8.6623104178037546e-03,8.2888169864425362e-03,8.0707900482867457e-03,8.1785213284053162e-03,8.2888169864425362e-03,9.6849089297140565e-03,1.8570496721903562e-06,7.2049542851157218e-07,7.1971978152394826e-07,5.8463678623600033e-07,7.2049542851157218e-07,1.8524626418239400e-06,7.1587608077336326e-07,6.3998055887370072e-07,7.1971978152394826e-07,7.1587608077336326e-07,1.8478120324349520e-06,7.1534646857584916e-07,5.8463678623600033e-07,6.3998055887370072e-07,7.1534646857584916e-07,1.9666582600061871e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197380e-12,-1.7943497857070820e-12,-1.7223513206681107e-12,-7.5558393812329357e-13,-1.7943497857070806e-12,8.2409126348922640e-12,-1.6039879463136330e-12,-1.1056503671624997e-12,-1.7223513206681102e-12,-1.6039879463136332e-12,8.4915504219861969e-12,-1.5864060426618724e-12,-7.5558393812329357e-13,-1.1056503671624995e-12,-1.5864060426618722e-12,7.5195091259384950e-12,8.3948310421872580e-07,8.4249962433794602e-07,1.6170995256113098e-05,1.3264955765174628e-06,2.3412802535162743e-04,2.3417080438954091e-04,2.6998968966524553e-04,2.3443416532564477e-04
7.2557091991964800e+04,8.5260491646638754e-03,8.0550209658064378e-03,8.1650109556036295e-03,8.3560360062988528e-03,8.0550209658064378e-03,8.7360814512222312e-03,8.2697914306153943e-03,8.4693797006215078e-03,8.1650109556036295e-03,8.2697914306153943e-03,8.9562171409245644e-03,8.5854695532698137e-03,8.3560360062988528e-03,8.4693797006215078e-03,8.5854695532698137e-03,1.0012220199716074e-02,1.8540097620135934e-06,7.1756204337399213e-07,7.1674611048500104e-07,5.8159306942842728e-07,7.1756204337399213e-07,1.8493450353305894e-06,7.1286359346059063e-07,6.3689567143589031e-07,7.1674611048500104e-07,7.1286359346059063e-07,1.8446138794949984e-06,7.1221968913765576e-07,5.8159306942842728e-07,6.3689567143589031e-07,7.1221968913765576e-07,1.9631482721122002e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070818e-12,-1.7223513206681092e-12,-7.5558393812329326e-13,-1.7943497857070826e-12,8.2409126348922624e-12,-1.6039879463136334e-12,-1.1056503671624999e-12,-1.7223513206681102e-12,-1.6039879463136326e-12,8.4915504219861936e-12,-1.5864060426618724e-12,-7.5558393812329377e-13,-1.1056503671624991e-12,-1.5864060426618722e-12,7.5195091259384918e-12,8.5067548921314047e-07,8.5377156745649556e-07,1.6760857470163045e-05,1.3483243315167968e-06,2.4373926922670254e-04,2.4378377656771543e-04,2.8064738901507853e-04,2.4404858339237861e-04
