omega,Overhead_R_0_0,Overhead_R_0_1,Overhead_R_0_2,Overhead_R_0_3,Overhead_R_1_0,Overhead_R_1_1,Overhead_R_1_2,Overhead_R_1_3,Overhead_R_2_0,Overhead_R_2_1,Overhead_R_2_2,Overhead_R_2_3,Overhead_R_3_0,Overhead_R_3_1,Overhead_R_3_2,Overhead_R_3_3,Overhead_L_0_0,Overhead_L_0_1,Overhead_L_0_2,Overhead_L_0_3,Overhead_L_1_0,Overhead_L_1_1,Overhead_L_1_2,Overhead_L_1_3,Overhead_L_2_0,Overhead_L_2_1,Overhead_L_2_2,Overhead_L_2_3,Overhead_L_3_0,Overhead_L_3_1,Overhead_L_3_2,Overhead_L_3_3,Overhead_G_0_0,Overhead_G_0_1,Overhead_G_0_2,Overhead_G_0_3,Overhead_G_1_0,Overhead_G_1_1,Overhead_G_1_2,Overhead_G_1_3,Overhead_G_2_0,Overhead_G_2_1,Overhead_G_2_2,Overhead_G_2_3,Overhead_G_3_0,Overhead_G_3_1,Overhead_G_3_2,Overhead_G_3_3,Overhead_C_0_0,Overhead_C_0_1,Overhead_C_0_2,Overhead_C_0_3,Overhead_C_1_0,Overhead_C_1_1,Overhead_C_1_2,Overhead_C_1_3,Overhead_C_2_0,Overhead_C_2_1,Overhead_C_2_2,Overhead_C_2_3,Overhead_C_3_0,Overhead_C_3_1,Overhead_C_3_2,Overhead_C_3_3,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Alpha_3,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2,Overhead_Beta_3
1.8650044326611896e+02,1.3967991083589095e-04,2.8725820985401925e-05,2.8749747501355775e-05,2.8791598329860934e-05,2.8725820985401925e-05,1.3972763598481616e-04,2.8773609003898181e-05,2.8815563414854462e-05,2.8749747501355775e-05,2.8773609003898181e-05,1.3977548722035797e-04,2.8839560139137313e-05,2.8791598329860934e-05,2.8815563414854462e-05,2.8839560139137313e-05,3.9826433436472390e-04,2.4331815325056742e-06,1.2582924238381565e-06,1.2597109146049501e-06,1.1284569091839802e-06,1.2582924238381565e-06,2.4329176976796437e-06,1.2580285782663262e-06,1.1860137134601460e-06,1.2597109146049501e-06,1.2580285782663262e-06,2.4326538430683848e-06,1.2636080972879515e-06,1.1284569091839802e-06,1.1860137134601460e-06,1.2636080972879515e-06,2.5527085953677530e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070816e-12,-1.7223513206681107e-12,-7.5558393812329357e-13,-1.7943497857070818e-12,8.2409126348922624e-12,-1.6039879463136334e-12,-1.1056503671624991e-12,-1.7223513206681109e-12,-1.6039879463136330e-12,8.4915504219861985e-12,-1.5864060426618722e-12,-7.5558393812329397e-13,-1.1056503671624997e-12,-1.5864060426618724e-12,7.5195091259384966e-12,1.5648575139038972e-07,1.5677949259106172e-07,1.0923909518203944e-07,3.4126470629358633e-07,6.5658518268778697e-07,6.5672532950145396e-07,8.8995232551560115e-07,7.4379013596446886e-07
1.9416898856413573e+02,1.4086948923231282e-04,2.9895092192687984e-05,2.9920494845047901e-05,2.9964927201896529e-05,2.9895092192687984e-05,1.4092015601126725e-04,2.9945827071398641e-05,2.9990371637745069e-05,2.9920494845047901e-05,2.9945827071398641e-05,1.4097095937399756e-04,3.0015850349628660e-05,2.9964927201896529e-05,2.9990371637745069e-05,3.0015850349628660e-05,3.9944977579233729e-04,2.4292129127664841e-06,1.2543259954543205e-06,1.2557418033459895e-06,1.1244831031257029e-06,1.2543259954543205e-06,2.4289437134742387e-06,1.2540567847580063e-06,1.1820372242020379e-06,1.2557418033459895e-06,1.2540567847580063e-06,2.4286744931831635e-06,1.2596289245616744e-06,1.1244831031257029e-06,1.1820372242020379e-06,1.2596289245616744e-06,2.5487242862396422e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197428e-12,-1.7943497857070818e-12,-1.7223513206681109e-12,-7.5558393812329346e-13,-1.7943497857070822e-12,8.2409126348922624e-12,-1.6039879463136330e-12,-1.1056503671624999e-12,-1.7223513206681109e-12,-1.6039879463136332e-12,8.4915504219861985e-12,-1.5864060426618724e-12,-7.5558393812329357e-13,-1.1056503671624997e-12,-1.5864060426618728e-12,7.5195091259384950e-12,1.5684360537439880e-07,1.5713857286486336e-07,1.1194869214815684e-07,3.4320227604938075e-07,6.8215464836979471e-07,6.8229962913751097e-07,9.2583979611555799e-07,7.6800861767742478e-07
2.0215284993303081e+02,1.4210814344613548e-04,3.1111709385492501e-05,3.1138678927514698e-05,3.1185851489093542e-05,3.1111709385492501e-05,1.4216193247795189e-04,3.1165572181304301e-05,3.1212866296444551e-05,3.1138678927514698e-05,3.1165572181304301e-05,1.4221586946270464e-04,3.1239918235894984e-05,3.1185851489093542e-05,3.1212866296444551e-05,3.1239918235894984e-05,4.0068370472356622e-04,2.4252452167290262e-06,1.2503608435137220e-06,1.2517739140555614e-06,1.1205104237193384e-06,1.2503608435137220e-06,2.4249705440994069e-06,1.2500861587816832e-06,1.1780618071012681e-06,1.2517739140555614e-06,1.2500861587816832e-06,2.4246958491833288e-06,1.2556507694817510e-06,1.1205104237193384e-06,1.1780618071012681e-06,1.2556507694817510e-06,2.5447408624386891e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197396e-12,-1.7943497857070816e-12,-1.7223513206681105e-12,-7.5558393812329346e-13,-1.7943497857070816e-12,8.2409126348922608e-12,-1.6039879463136330e-12,-1.1056503671624993e-12,-1.7223513206681109e-12,-1.6039879463136328e-12,8.4915504219861985e-12,-1.5864060426618726e-12,-7.5558393812329346e-13,-1.1056503671624995e-12,-1.5864060426618724e-12,7.5195091259384966e-12,1.5718305497694705e-07,1.5747908803135081e-07,1.1473624955639892e-07,3.4505370583032488e-07,7.0881841572595127e-07,7.0896845731245917e-07,9.6319264972601678e-07,7.9323675413814494e-07
2.1046499257294212e+02,1.4339792123450987e-04,3.2377574400074758e-05,3.2406207138223763e-05,3.2456288287315280e-05,3.2377574400074758e-05,1.4345502417527803e-04,3.2434757239044020e-05,3.2484970062214451e-05,3.2406207138223763e-05,3.2434757239044020e-05,1.4351228738238142e-04,3.2513692062794833e-05,3.2456288287315280e-05,3.2484970062214451e-05,3.2513692062794833e-05,4.0196810534987330e-04,2.4212784441397725e-06,1.2463970005209201e-06,1.2478072781402270e-06,1.1165389004508025e-06,1.2463970005209201e-06,2.4209981871103524e-06,1.2461167306482323e-06,1.1740874905445482e-06,1.2478072781402270e-06,1.2461167306482323e-06,2.4207179064283402e-06,1.2516736593346893e-06,1.1165389004508025e-06,1.1740874905445482e-06,1.2516736593346893e-06,2.5407583462305482e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197428e-12,-1.7943497857070818e-12,-1.7223513206681111e-12,-7.5558393812329367e-13,-1.7943497857070820e-12,8.2409126348922624e-12,-1.6039879463136340e-12,-1.1056503671624999e-12,-1.7223513206681113e-12,-1.6039879463136334e-12,8.4915504219861985e-12,-1.5864060426618720e-12,-7.5558393812329377e-13,-1.1056503671624995e-12,-1.5864060426618728e-12,7.5195091259384934e-12,1.5750552876237453e-07,1.5780247010197775e-07,1.1760125128733128e-07,3.4682202942532969e-07,7.3662079108087354e-07,7.3677613586104437e-07,1.0020666758650208e-06,8.1952369740381199e-07
2.1911891478850168e+02,1.4474095797337283e-04,3.3694664545994371e-05,3.3725062677644189e-05,3.3778231093438237e-05,3.3694664545994371e-05,1.4480157818180296e-04,3.3755371295672252e-05,3.3808682346867749e-05,3.3725062677644189e-05,3.3755371295672252e-05,1.4486237199240926e-04,3.3839177176782935e-05,3.3778231093438237e-05,3.3808682346867749e-05,3.3839177176782935e-05,4.0330504340921889e-04,2.4173125972409224e-06,1.2424345042467377e-06,1.2438419322531084e-06,1.1125685680181386e-06,1.2424345042467377e-06,2.4170266425188883e-06,1.2421485358955202e-06,1.1701143081109383e-06,1.2438419322531084e-06,1.2421485358955202e-06,2.4167406626948707e-06,1.2476976265795101e-06,1.1125685680181386e-06,1.1701143081109383e-06,1.2476976265795101e-06,2.5367767647592054e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070816e-12,-1.7223513206681111e-12,-7.5558393812329357e-13,-1.7943497857070818e-12,8.2409126348922624e-12,-1.6039879463136332e-12,-1.1056503671624997e-12,-1.7223513206681107e-12,-1.6039879463136332e-12,8.4915504219861985e-12,-1.5864060426618728e-12,-7.5558393812329367e-13,-1.1056503671624999e-12,-1.5864060426618726e-12,7.5195091259384950e-12,1.5781241302759694e-07,1.5811010597284856e-07,1.2054345503985465e-07,3.4851049698271745e-07,7.6560819406072686e-07,7.6576909856171473e-07,1.0425193543330539e-06,8.4692100697369186e-07
2.2812866990908461e+02,1.4613948045793412e-04,3.5065035433354110e-05,3.5097307404325952e-05,3.5153752687071809e-05,3.5065035433354110e-05,1.4620383370392818e-04,3.5129482414547839e-05,3.5186082204467590e-05,3.5097307404325952e-05,3.5129482414547839e-05,1.4626837499501371e-04,3.5218458927704535e-05,3.5153752687071809e-05,3.5186082204467590e-05,3.5218458927704535e-05,4.0469666945516379e-04,2.4133476432978244e-06,1.2384733604451355e-06,1.2398778809939724e-06,1.1085994290022315e-06,1.2384733604451355e-06,2.4130558752872847e-06,1.2381815779717184e-06,1.1661422612257739e-06,1.2398778809939724e-06,1.2381815779717184e-06,2.4127640806370862e-06,1.2437226714848773e-06,1.1085994290022315e-06,1.1661422612257739e-06,1.2437226714848773e-06,2.5327961126339161e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197380e-12,-1.7943497857070818e-12,-1.7223513206681109e-12,-7.5558393812329336e-13,-1.7943497857070818e-12,8.2409126348922640e-12,-1.6039879463136332e-12,-1.1056503671624997e-12,-1.7223513206681109e-12,-1.6039879463136332e-12,8.4915504219861969e-12,-1.5864060426618724e-12,-7.5558393812329367e-13,-1.1056503671624993e-12,-1.5864060426618726e-12,7.5195091259384950e-12,1.5810480838156599e-07,1.5840310088443870e-07,1.2356287859214799e-07,3.5012247322491407e-07,7.9582858615505277e-07,7.9599532018774861e-07,1.0846100903898735e-06,8.7548265880868513e-07
2.3750888911037561e+02,1.4759581156847105e-04,3.6490824499651100e-05,3.6525085385491084e-05,3.6585008722596921e-05,3.6490824499651100e-05,1.4766412678856228e-04,3.6559241245353176e-05,3.6619331947292532e-05,3.6525085385491084e-05,3.6559241245353176e-05,1.4773264569539949e-04,3.6653706308840770e-05,3.6585008722596921e-05,3.6619331947292532e-05,3.6653706308840770e-05,4.0614522292400804e-04,2.4093835852212135e-06,1.2345136137875652e-06,1.2359151678738550e-06,1.1046315248843992e-06,1.2345136137875652e-06,2.4090858860110819e-06,1.2342158992301966e-06,1.1621713902085163e-06,1.2359151678738550e-06,1.2342158992301966e-06,2.4087881585299857e-06,1.2397488332072088e-06,1.1046315248843992e-06,1.1621713902085163e-06,1.2397488332072088e-06,2.5288164230342707e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070820e-12,-1.7223513206681105e-12,-7.5558393812329377e-13,-1.7943497857070818e-12,8.2409126348922640e-12,-1.6039879463136332e-12,-1.1056503671624995e-12,-1.7223513206681109e-12,-1.6039879463136332e-12,8.4915504219861985e-12,-1.5864060426618720e-12,-7.5558393812329377e-13,-1.1056503671624995e-12,-1.5864060426618726e-12,7.5195091259384950e-12,1.5838425342069489e-07,1.5868299454701086e-07,1.2666013791340671e-07,3.5166133877845223e-07,8.2733197735647832e-07,8.2750482845889721e-07,1.1284000857836817e-06,9.0526502831572001e-07
2.4727480517431579e+02,1.4911237297422799e-04,3.7974252779759302e-05,3.8010624683575813e-05,3.8074239544619609e-05,3.7974252779759302e-05,1.4918489305971430e-04,3.8046882826978630e-05,3.8110678977980081e-05,3.8010624683575813e-05,3.8046882826978630e-05,1.4925763377145843e-04,3.8147173805848470e-05,3.8074239544619609e-05,3.8110678977980081e-05,3.8147173805848470e-05,4.0765303430876162e-04,2.4054203865517703e-06,1.2305552729898364e-06,1.2319538004091266e-06,1.1006648610830671e-06,1.2305552729898364e-06,2.4051166358380404e-06,1.2302515059908008e-06,1.1582016992766265e-06,1.2319538004091266e-06,1.2302515059908008e-06,2.4048128551227685e-06,1.2357761147617423e-06,1.1006648610830671e-06,1.1582016992766265e-06,1.2357761147617423e-06,2.5248376926043287e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070808e-12,-1.7223513206681100e-12,-7.5558393812329367e-13,-1.7943497857070818e-12,8.2409126348922608e-12,-1.6039879463136330e-12,-1.1056503671624987e-12,-1.7223513206681105e-12,-1.6039879463136332e-12,8.4915504219861985e-12,-1.5864060426618726e-12,-7.5558393812329357e-13,-1.1056503671624993e-12,-1.5864060426618722e-12,7.5195091259384950e-12,1.5865189213543735e-07,1.5895093349422030e-07,1.2983638950688914e-07,3.5313040453839423e-07,8.6017038711013332e-07,8.6034965732465923e-07,1.1739527712204676e-06,9.3632683460052145e-07
2.5744227722601380e+02,1.5069169164431766e-04,3.9517629949023658e-05,3.9556242431091903e-05,3.9623775318297516e-05,3.9517629949023658e-05,1.5076867429212679e-04,3.9594731693742068e-05,3.9662460951865708e-05,3.9556242431091903e-05,3.9594731693742068e-05,1.5084589591092976e-04,3.9701206591313025e-05,3.9623775318297516e-05,3.9662460951865708e-05,3.9701206591313025e-05,4.0922253091942110e-04,2.4014580469378483e-06,1.2265983867091016e-06,1.2279938260513645e-06,1.0966994829411866e-06,1.2265983867091016e-06,2.4011481220116853e-06,1.2262884445026196e-06,1.1542332325658635e-06,1.2279938260513645e-06,1.2262884445026196e-06,2.4008381652481368e-06,1.2318045590757081e-06,1.0966994829411866e-06,1.1542332325658635e-06,1.2318045590757081e-06,2.5208599575287385e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197396e-12,-1.7943497857070806e-12,-1.7223513206681105e-12,-7.5558393812329367e-13,-1.7943497857070824e-12,8.2409126348922624e-12,-1.6039879463136334e-12,-1.1056503671624995e-12,-1.7223513206681107e-12,-1.6039879463136330e-12,8.4915504219861969e-12,-1.5864060426618722e-12,-7.5558393812329367e-13,-1.1056503671624995e-12,-1.5864060426618724e-12,7.5195091259384950e-12,1.5890905762955012e-07,1.5920825308241180e-07,1.3309339236887732e-07,3.5453288480357663e-07,8.9439786527381468e-07,8.9458387370760807e-07,1.2213337901173327e-06,9.6872914155437277e-07
2.6802781648779057e+02,1.5233640417994557e-04,4.1123357389894255e-05,4.1164347921790886e-05,4.1236039163331028e-05,4.1123357389894255e-05,1.5241812279192984e-04,4.1205204990761029e-05,4.1277108935696704e-05,4.1164347921790886e-05,4.1205204990761029e-05,1.5250010024110613e-04,4.1318243708343104e-05,4.1236039163331028e-05,4.1277108935696704e-05,4.1318243708343104e-05,4.1085624054166490e-04,2.3974965344010941e-06,1.2226429760765550e-06,1.2240352646897845e-06,1.0927354081757164e-06,1.2226429760765550e-06,2.3971803100764028e-06,1.2223267334161662e-06,1.1502660065494912e-06,1.2240352646897845e-06,1.2223267334161662e-06,2.3968640519668712e-06,1.2278341813772625e-06,1.0927354081757164e-06,1.1502660065494912e-06,1.2278341813772625e-06,2.5168832258396701e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197428e-12,-1.7943497857070822e-12,-1.7223513206681111e-12,-7.5558393812329357e-13,-1.7943497857070812e-12,8.2409126348922624e-12,-1.6039879463136334e-12,-1.1056503671624991e-12,-1.7223513206681111e-12,-1.6039879463136330e-12,8.4915504219862001e-12,-1.5864060426618722e-12,-7.5558393812329357e-13,-1.1056503671625001e-12,-1.5864060426618726e-12,7.5195091259384950e-12,1.5915701060151937e-07,1.5945621636568761e-07,1.3643353792299831e-07,3.5587183480882499e-07,9.3007065152928817e-07,9.3026373466556467e-07,1.2706113846944124e-06,1.0025353047857652e-06
2.7904861309218421e+02,1.5404926062861167e-04,4.2793930517200743e-05,4.2837444958437612e-05,4.2913549541006343e-05,4.2793930517200743e-05,1.5413600525518377e-04,4.2880814843890200e-05,4.2957149817376165e-05,4.2837444958437612e-05,4.2880814843890200e-05,1.5422303023236944e-04,4.3000820503180706e-05,4.2913549541006343e-05,4.2957149817376165e-05,4.3000820503180706e-05,4.1255679432772443e-04,2.3935358229648791e-06,1.2186890724842530e-06,1.2200781464532182e-06,1.0887726647061150e-06,1.2186890724842530e-06,2.3932131715362123e-06,1.2183664016005134e-06,1.1463000478819275e-06,1.2200781464532182e-06,1.2183664016005134e-06,2.3928904842569100e-06,1.2238650070542794e-06,1.0887726647061150e-06,1.1463000478819275e-06,1.2238650070542794e-06,2.5129075152756689e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197428e-12,-1.7943497857070816e-12,-1.7223513206681102e-12,-7.5558393812329357e-13,-1.7943497857070820e-12,8.2409126348922608e-12,-1.6039879463136332e-12,-1.1056503671624995e-12,-1.7223513206681109e-12,-1.6039879463136332e-12,8.4915504219861985e-12,-1.5864060426618720e-12,-7.5558393812329387e-13,-1.1056503671624997e-12,-1.5864060426618726e-12,7.5195091259384966e-12,1.5939701169583926e-07,1.5969608618336675e-07,1.3985987949229523e-07,3.5715014014720471e-07,9.6724727829602447e-07,9.6744779060475566e-07,1.3218564890722090e-06,1.0378109641213574e-06
2.9052256399745221e+02,1.5583313047193862e-04,4.4531943493945051e-05,4.4578136600406719e-05,4.4658925057313531e-05,4.4531943493945051e-05,1.5592520881846960e-04,4.4624173138689954e-05,4.4705211141143279e-05,4.4578136600406719e-05,4.4624173138689954e-05,1.5601759081237878e-04,4.4751573492655544e-05,4.4658925057313531e-05,4.4705211141143279e-05,4.4751573492655544e-05,4.1432693228873413e-04,2.3895758789728020e-06,1.2147367044812902e-06,1.2161224986018787e-06,1.0848112775384052e-06,1.2147367044812902e-06,2.3892466701644671e-06,1.2144074750306692e-06,1.1423353802783876e-06,1.2161224986018787e-06,1.2144074750306692e-06,2.3889174233142360e-06,1.2198970585295797e-06,1.0848112775384052e-06,1.1423353802783876e-06,1.2198970585295797e-06,2.5089328401086535e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197380e-12,-1.7943497857070816e-12,-1.7223513206681098e-12,-7.5558393812329357e-13,-1.7943497857070818e-12,8.2409126348922608e-12,-1.6039879463136330e-12,-1.1056503671624995e-12,-1.7223513206681107e-12,-1.6039879463136328e-12,8.4915504219861953e-12,-1.5864060426618724e-12,-7.5558393812329357e-13,-1.1056503671624995e-12,-1.5864060426618720e-12,7.5195091259384950e-12,1.5963030387328432e-07,1.5992910767249820e-07,1.4337612053854946e-07,3.5837050166229841e-07,1.0059886468177111e-06,1.0061969613983273e-06,1.3751429206698163e-06,1.0746240025347792e-06
3.0246830205090794e+02,1.5769100798166145e-04,4.6340092690327121e-05,4.6389128652243290e-05,4.6474888003060057e-05,4.6340092690327121e-05,1.5778874647310787e-04,4.6437995038093251e-05,4.6524024677479214e-05,4.6389128652243290e-05,4.6437995038093251e-05,1.5788681383935131e-04,4.6573243964094677e-05,4.6474888003060057e-05,4.6524024677479214e-05,4.6573243964094677e-05,4.1616950749748466e-04,2.3856166699591677e-06,1.2107859068567423e-06,1.2121683546134539e-06,1.0808512778567716e-06,1.2107859068567423e-06,2.3852807708806527e-06,1.2104499858768248e-06,1.1383720336096253e-06,1.2121683546134539e-06,1.2104499858768248e-06,2.3849448314359712e-06,1.2159303643588012e-06,1.0808512778567716e-06,1.1383720336096253e-06,1.2159303643588012e-06,2.5049592202121509e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070820e-12,-1.7223513206681111e-12,-7.5558393812329336e-13,-1.7943497857070812e-12,8.2409126348922608e-12,-1.6039879463136332e-12,-1.1056503671624997e-12,-1.7223513206681107e-12,-1.6039879463136332e-12,8.4915504219861969e-12,-1.5864060426618726e-12,-7.5558393812329326e-13,-1.1056503671624997e-12,-1.5864060426618724e-12,7.5195091259384950e-12,1.5985814335916449e-07,1.6015653929137234e-07,1.4698657271319759e-07,3.5953548163662723e-07,1.0463580838009337e-06,1.0465745932006470e-06,1.4305475889923886e-06,1.1130445513357400e-06
3.1490522624728618e+02,1.5962601791561629e-04,4.8221180732917650e-05,4.8273233746123121e-05,4.8364268494435269e-05,4.8221180732917650e-05,1.5972976282678536e-04,4.8325103097674802e-05,4.8416430597246483e-05,4.8273233746123121e-05,4.8325103097674802e-05,1.5983386393025504e-04,4.8468682183272075e-05,4.8364268494435269e-05,4.8416430597246483e-05,4.8468682183272075e-05,4.1808749097906918e-04,2.3816581501256828e-06,1.2068367065817795e-06,1.2082157401168474e-06,1.0768926889426600e-06,1.2068367065817795e-06,2.3813154252103788e-06,1.2064939584297395e-06,1.1344100298126552e-06,1.2082157401168474e-06,1.2064939584297395e-06,2.3809726574636247e-06,1.2119649451327417e-06,1.0768926889426600e-06,1.1344100298126552e-06,1.2119649451327417e-06,2.5009866669063362e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0938868693197412e-12,-1.7943497857070814e-12,-1.7223513206681111e-12,-7.5558393812329336e-13,-1.7943497857070814e-12,8.2409126348922608e-12,-1.6039879463136334e-12,-1.1056503671624993e-12,-1.7223513206681102e-12,-1.6039879463136332e-12,8.4915504219861985e-12,-1.5864060426618724e-12,-7.5558393812329357e-13,-1.1056503671624993e-12,-1.5864060426618730e-12,7.5195091259384966e-12,1.6008174826689437e-07,1.6037960124367777e-07,1.5069615719675239e-07,3.6064746228526507e-07,1.0884215730880754e-06,1.0886466898171283e-06,1.4881506873387892e-06,1.1531450520480079e-06
