omega,re_Yc_0_0,im_Yc_0_0,re_Yc_0_1,im_Yc_0_1,re_Yc_0_2,im_Yc_0_2,re_Yc_1_0,im_Yc_1_0,re_Yc_1_1,im_Yc_1_1,re_Yc_1_2,im_Yc_1_2,re_Yc_2_0,im_Yc_2_0,re_Yc_2_1,im_Yc_2_1,re_Yc_2_2,im_Yc_2_2
3.0073215636556068e+02,1.9873856734835436e-03,1.1871768193260989e-04,-4.9935009479463587e-04,-2.6908104552631185e-05,-3.2490563749822907e-04,-5.3466829783678493e-06,-5.2264365987277365e-04,-2.6483258398695928e-05,2.0522845811332198e-03,1.2642346975838697e-04,-5.3812685844513777e-04,-2.8363697330053655e-05,-3.2883763263136305e-04,-5.3229131778395089e-06,-5.1894493409792056e-04,-2.8794845704715072e-05,1.9876610503052608e-03,1.1902335136600780e-04
3.2224031125143301e+02,1.9894013649222123e-03,1.1295126367154938e-04,-4.9907850601392566e-04,-2.4022506048718451e-05,-3.2419356641256937e-04,-3.5368300925553187e-06,-5.2226278957571081e-04,-2.3407487925696382e-05,2.0543282327843771e-03,1.1991015972381169e-04,-5.3778740883837219e-04,-2.5205394233599101e-05,-3.2811065455017209e-04,-3.4841592422707022e-06,-5.1870060242356424e-04,-2.5796320826928868e-05,1.9896730238491193e-03,1.1320369343927649e-04
3.4528671443168543e+02,1.9913122844816083e-03,1.0759072346344232e-04,-4.9874159189492980e-04,-2.1328174720584954e-05,-3.2344861223066910e-04,-1.8454857702704127e-06,-5.2181246136461738e-04,-2.0534685038154041e-05,2.0562422943273036e-03,1.1384906321198687e-04,-5.3737606128328281e-04,-2.2255957562150025e-05,-3.2735020644807865e-04,-1.7656670866631928e-06,-5.1838787108886774e-04,-2.2996799037714447e-05,1.9915781915376143e-03,1.0779268070175195e-04
3.6998138035561527e+02,1.9931347522577974e-03,1.0261305559561069e-04,-4.9834835312621004e-04,-1.8814436618917646e-05,-3.2267520037750996e-04,-2.6544685250812570e-07,-5.2130218891804632e-04,-1.7853462903345443e-05,2.0580463248011799e-03,1.0821491268964087e-04,-5.3690269514070370e-04,-1.9503724758825647e-05,-3.2656078391158098e-04,-1.6012440073515859e-07,-5.1801618219100203e-04,-2.0385217205951811e-05,1.9933931061722390e-03,1.0276717157739079e-04
3.9644219162949975e+02,1.9948834084141174e-03,9.7996219045986375e-05,-4.9790681534980753e-04,-1.6470988433054254e-05,-3.2187725480335082e-04,1.2101420147243665e-06,-5.2074044976289512e-04,-1.5352833729895389e-05,2.0597578465912200e-03,1.0298339665271809e-04,-5.3637611615622383e-04,-1.6937434550066477e-05,-3.2574637279154635e-04,1.3394284992877517e-06,-5.1759395647145196e-04,-1.7950889904860332e-05,1.9951326141447109e-03,9.8104985266059041e-05
4.2479546174171549e+02,1.9965714252209656e-03,9.3719127091683045e-05,-4.9742414741889935e-04,-1.4287912939903256e-05,-3.2105826306887012e-04,2.5877987460639204e-06,-5.2013481099892536e-04,-1.3022224684324302e-05,2.0613925963737893e-03,9.8131172275365468e-05,-5.3580418643370785e-04,-1.4546244886267641e-05,-3.2491051532183553e-04,2.7396091060018849e-06,-5.1712871691978206e-04,-1.5683526846909498e-05,1.9968100702247096e-03,9.3784893403125007e-05
4.5517653803357103e+02,1.9982106946512040e-03,8.9761614697740039e-05,-4.9690676681174266e-04,-1.2255680397534198e-05,-3.2022133311014524e-04,3.8737194139737888e-06,-5.1949204130601067e-04,-1.0851478961018456e-05,2.0629647484259892e-03,9.3635848989611571e-05,-5.3519394032935919e-04,-1.2319735335574534e-05,-3.2405636778963173e-04,4.0467084816044235e-06,-5.1662719903793118e-04,-1.3573235458433274e-05,1.9984375276983920e-03,8.9786588963554004e-05
4.8773044779419126e+02,1.9998119904576232e-03,8.6104389358769971e-05,-4.9636043149056468e-04,-1.0365139225771657e-05,-3.1936924166892186e-04,5.0737974277033877e-06,-5.1881820849888731e-04,-8.8308455625126626e-06,2.0644871086915591e-03,8.9475949996436924e-05,-5.3455168547659852e-04,-1.0247897622486519e-05,-3.2318674974133075e-04,5.2667106667018509e-06,-5.1609544699669850e-04,-1.1610512100708734e-05,2.0000259027391004e-03,8.6090638182710464e-05
5.2261259056365839e+02,2.0013851029283213e-03,8.2728972889086280e-05,-4.9579031731065623e-04,-8.6075001365515352e-06,-3.1850447424810026e-04,6.1936441066273431e-06,-5.1811876171018053e-04,-6.9509622200909288e-06,2.0659712772939046e-03,8.5630860710302474e-05,-5.3388308796232771e-04,-8.3211188975644747e-06,-3.2230418458141627e-04,6.4053135136617374e-06,-5.1553889472600581e-04,-9.7862262950535145e-06,2.0015851111667318e-03,8.2678423101040636e-05
5.5998947994919672e+02,2.0029389528109093e-03,7.9617625222001213e-05,-4.9520108448775199e-04,-6.9743099496465892e-06,-3.1762925848087417e-04,7.2386134515490224e-06,-5.1739860191390942e-04,-5.2028274399020898e-06,2.0674277870931890e-03,8.2080754696191744e-05,-5.3319324549829200e-04,-6.5301536482179231e-06,-3.2141093348133590e-04,7.4679537894456582e-06,-5.1496243560894940e-04,-8.0915940696435614e-06,2.0031241841601613e-03,7.9532065771248199e-05
6.0003953849553216e+02,2.0044816741521475e-03,7.6753273429829128e-05,-4.9459692788556616e-04,-5.4574265479984319e-06,-3.1674558857027797e-04,8.2138241902782197e-06,-5.1666213529902273e-04,-3.5777738667576936e-06,2.0688662061460143e-03,7.8806523474764869e-05,-5.3248674286390275e-04,-4.8660968000686860e-06,-3.2050902021984383e-04,8.4598295157243338e-06,-5.1437047526950810e-04,-6.5181523538939509e-06,2.0046513525375374e-03,7.6634357556907190e-05
6.4295394940382641e+02,2.0060206764603646e-03,7.4119429351132419e-05,-4.9398161679295764e-04,-4.0489873852306479e-06,-3.1585524367176259e-04,9.1241842417507936e-06,-5.1591331548251327e-04,-2.0674348761795318e-06,2.0702952164071337e-03,7.5789692027616962e-05,-5.3176769583617497e-04,-3.3203497271332136e-06,-3.1960024987149108e-04,9.3859247686317759e-06,-5.1376697339675537e-04,-5.0577265593783978e-06,2.0061741101444937e-03,7.3968676814903283e-05
6.8893756916496295e+02,2.0075626794352022e-03,7.1700113691142446e-05,-4.9335852084576328e-04,-2.7413802788441682e-06,-3.1495979874664951e-04,9.9744123743876242e-06,-5.1515567106802265e-04,-6.6371367946918739e-07,2.0717226607500118e-03,7.3012340279320588e-05,-5.3103977996150139e-04,-1.8845887322933096e-06,-3.1868621984961208e-04,1.0251031632283834e-05,-5.1315547108564527e-04,-3.7024004435838403e-06,2.0076992495149434e-03,7.1518912993265627e-05
7.3820990546372707e+02,2.0091137245322071e-03,6.9479783797870713e-05,-4.9273062457910592e-04,-1.5272153406811927e-06,-3.1406062930195019e-04,1.0769058046251988e-05,-5.1439232119840459e-04,6.4124629319255367e-07,2.0731555633738924e-03,7.0457027693116321e-05,-5.3030624690323497e-04,-5.5073475014915142e-07,-3.1776832474177347e-04,1.1059770307907403e-05,-5.1253910628934257e-04,-2.4444870806993165e-06,2.0092328741279394e-03,6.9269394348782325e-05
7.9100616502201171e+02,2.0106791620017688e-03,6.7443276300948454e-05,-4.9210052989672240e-04,-3.9930330882418557e-07,-3.1315890966808246e-04,1.1512516507131745e-05,-5.1362597836619001e-04,1.8550841756696443e-06,2.0746001220682516e-03,6.8106733656805515e-05,-5.2956992760108180e-04,6.8906998519213922e-07,-3.1684775458448434e-04,1.1816604414744510e-05,-5.1192061663647953e-04,-1.2765064372606093e-06,2.0107803858889855e-03,6.7204830571842682e-05
8.4757837638304909e+02,2.0122636194679975e-03,6.5575762953433390e-05,-4.9147045005124457e-04,6.4936031472137478e-07,-3.1225560717341365e-04,1.2209039665899103e-05,-5.1285894233244595e-04,2.9852382424568157e-06,2.0760616793398397e-03,6.5944812014339020e-05,-5.2883322618634823e-04,1.8424789451361325e-06,-3.1592548897428597e-04,1.2525851991550902e-05,-5.1130233334056245e-04,-1.9116894141822366e-07,2.0123464539695502e-03,6.5310268668242571e-05
9.0819659299638386e+02,2.0138709533312187e-03,6.3862730157255478e-05,-4.9084219537365629e-04,1.6256006853671943e-06,-3.1135147218330122e-04,1.2862740293775127e-05,-5.1209308539539185e-04,4.0389514274605986e-06,2.0775446738626234e-03,6.3954971476943491e-05,-5.2809810492035069e-04,2.9169469546061815e-06,-3.1500228698165924e-04,1.3191689735374736e-05,-5.1068616646474964e-04,8.1863010377562544e-07,2.0139349662978132e-03,6.3571072657085770e-05
9.7315018234664615e+02,2.0155041900687103e-03,6.2289986866996148e-05,-4.9021715460007725e-04,2.5360563909053272e-06,-3.1044702655689269e-04,1.3477588419908472e-05,-5.1132983312964593e-04,5.0232634596627732e-06,2.0790525802843228e-03,6.2121287294059104e-05,-5.2736606437353366e-04,3.9197220764476933e-06,-3.1407867546256210e-04,1.3818149315198791e-05,-5.1007358553020591e-04,1.7598029559739995e-06,2.0155489708463497e-03,6.1972931831737527e-05
1.0427492072799280e+03,2.0171654656689535e-03,6.0843700124390673e-05,-4.8959627552188929e-04,3.3871602177495648e-06,-3.0954255249253745e-04,1.4057400621239234e-05,-5.1057014451475174e-04,5.9449903498748346e-06,2.0805878466998609e-03,6.0428243310375236e-05,-5.2663812290683028e-04,4.8578244580178104e-06,-3.1315493776707022e-04,1.4409106475830333e-05,-5.0946559936773206e-04,2.6390493605978028e-06,2.0171906150204151e-03,6.0501896823307886e-05
1.1173259061216529e+03,2.0188559718098530e-03,5.9510465687510598e-05,-4.8898004905083292e-04,4.1851046181563669e-06,-3.0863808428829295e-04,1.4605820493080220e-05,-5.0981449580169856e-04,6.8106877796619076e-06,2.0821518394380971e-03,5.8860812789382946e-05,-5.2591479992334723e-04,5.7380085672669994e-06,-3.1223110541176677e-04,1.4968261192744446e-05,-5.0886273946620193e-04,3.4628205272857145e-06,2.0188610918324005e-03,5.9144450994029572e-05
1.1972362786514534e+03,2.0205759200416311e-03,5.8277408627622290e-05,-4.8836850175107318e-04,4.9357945522600187e-06,-3.0773340572908643e-04,1.5126292175427214e-05,-5.0906287342256671e-04,7.6266012775368794e-06,2.0837448077977382e-03,5.7404572211158083e-05,-5.2519610838321778e-04,6.5667117638967535e-06,-3.1130695546696289e-04,1.5499110783775808e-05,-5.0826505210012384e-04,4.2372699219889047e-06,2.0205606042120552e-03,5.7887611985321885e-05
1.2828617855058624e+03,2.0223245340872894e-03,5.7132305652743032e-05,-4.8776120131701928e-04,5.6447916611233609e-06,-3.0682805549729229e-04,1.5622029444621712e-05,-5.0831478063514740e-04,8.3986073989456474e-06,2.0853658800123100e-03,5.6045838810736307e-05,-5.2448156144020513e-04,7.3499935348324458e-06,-3.1038201608984988e-04,1.6004918526626610e-05,-5.0767210391900776e-04,4.9681949849436376e-06,2.0222883576392569e-03,5.6719055111413680e-05
1.3746111691211165e+03,2.0241000797778979e-03,5.6063730875054151e-05,-4.8715727911569908e-04,6.3172491970187202e-06,-3.0592134289504684e-04,1.6095980241742053e-05,-5.0756926223531325e-04,9.1321453376380037e-06,2.0870131010352153e-03,5.4771833762436345e-05,-5.2377019767289835e-04,8.0934647870519688e-06,-3.0945558252747177e-04,1.6488677652282364e-05,-5.0708300529591710e-04,5.6609691641537340e-06,2.0240425906953730e-03,5.5627260329548623e-05
1.4729224049085135e+03,2.0258999387147668e-03,5.5061200670669081e-05,-4.8655547215648059e-04,6.9578489136160238e-06,-3.0501237471649808e-04,1.6550793236090212e-05,-5.0682494973119518e-04,9.8321508219458019e-06,2.0886835188805349e-03,5.3570843764129452e-05,-5.2306062743390897e-04,8.8022194118536029e-06,-3.0852674443464717e-04,1.6953077413965939e-05,-5.0649645393603475e-04,6.3204759353355203e-06,2.0258206496539125e-03,5.4601658237673902e-05
1.5782647919764743e+03,2.0277207288464595e-03,5.4115312495018285e-05,-4.8595418558187390e-04,7.5707422549552172e-06,-3.0410009369852731e-04,1.6988787789921717e-05,-5.0608012809406216e-04,1.0502994761939846e-05,2.0903733229922145e-03,5.2432375314657095e-05,-5.2235110148042584e-04,9.4807706651401049e-06,-3.0759442494197599e-04,1.7400472617578363e-05,-5.0591079989544137e-04,6.9510472468654022e-06,2.0276191103234232e-03,5.3632769928280254e-05
1.6911411933796066e+03,2.0295584677656915e-03,5.3217855549276635e-05,-4.8535157330680597e-04,8.1595056936454914e-06,-3.0318332671623859e-04,1.7411932865841266e-05,-5.0533282148847853e-04,1.1148437017259903e-05,2.0920780298400196e-03,5.1347277037802822e-05,-5.2163959925302877e-04,1.0133003072961178e-05,-3.0665742960762335e-04,1.7832862237993178e-05,-5.0532412956827541e-04,7.5564166686650997e-06,2.0294339428956368e-03,5.2712318423694807e-05
1.8120904365888139e+03,2.0314087709898125e-03,5.2361882944886281e-05,-4.8474563294327827e-04,8.7271146275626464e-06,-3.0226084025284571e-04,1.7821837185907324e-05,-5.0458089385586392e-04,1.1771599888966787e-05,2.0937927070107431e-03,5.0307818582663816e-05,-5.2092393256614883e-04,1.0762144633711120e-05,-3.0571450274408980e-04,1.8251879462741688e-05,-5.0473436462834071e-04,8.1396918577762335e-06,2.0312607119969571e-03,5.1833301269851219e-05
1.9416898856413561e+03,2.0332670716279580e-03,5.1541733208784648e-05,-4.8413430855798894e-04,9.2759409038275802e-06,-3.0133139920137660e-04,1.8219753210773123e-05,-5.0382215749517100e-04,1.2374966612109165e-05,2.0955122205281941e-03,4.9307712647877255e-05,-5.2020185765804059e-04,1.1370764792925595e-05,-3.0476438711581489e-04,1.8658795767284339e-05,-5.0413936921185978e-04,8.7033516481159803e-06,2.0330947982308638e-03,5.0990012048867625e-05
2.0805581972493128e+03,2.0351288443997378e-03,5.0752995384107059e-05,-4.8351559342018859e-04,9.8077760310151961e-06,-3.0039382441812663e-04,1.8606595710517466e-05,-5.0305448134872798e-04,1.2960406936957651e-05,2.0972314863321705e-03,4.8342073872780159e-05,-5.1947118705191310e-04,1.1960800382881202e-05,-3.0380588235765795e-04,1.9054539801655490e-05,-5.0353705716778372e-04,9.2492699396690849e-06,2.0349316240382232e-03,5.0178005036448912e-05
2.2293582740229917e+03,2.0369898166886593e-03,4.9992418874150235e-05,-4.8288762494224112e-04,1.0323879029755272e-05,-2.9944704463090980e-04,1.8982973929605853e-05,-5.0227589078224880e-04,1.3529228606460058e-05,2.0989457065845253e-03,4.7407316043750573e-05,-5.1872989274733472e-04,1.2533608333445897e-05,-3.0283789765203124e-04,1.9439730072250719e-05,-5.0292549123833082e-04,9.7787653175193597e-06,2.0367668664266745e-03,4.9394004178330338e-05
2.3888004289068249e+03,2.0388461492899519e-03,4.9257774029389485e-05,-4.8224876419496253e-04,1.0825045659548025e-05,-2.9849013854279317e-04,1.9349235101757094e-05,-5.0148465086307368e-04,1.4082251207375851e-05,2.1006505714869137e-03,4.6500994491282109e-05,-5.1797619247300494e-04,1.3090041553543707e-05,-3.0185949444393580e-04,1.9814719137429622e-05,-5.0230296621245395e-04,1.0292673022063550e-05,2.0385966390973490e-03,4.8635762449300701e-05
2.5596457759335367e+03,2.0406945736495177e-03,4.8547675753860916e-05,-4.8159765442408085e-04,1.1311693038945213e-05,-2.9752236427400011e-04,1.9705515626247268e-05,-5.0067932732522592e-04,1.4619896024358341e-05,2.1023424119694023e-03,4.5621607539745402e-05,-5.1720861297368105e-04,1.3630541433353096e-05,-3.0086991629608956e-04,2.0179645570347730e-05,-5.0166807021839526e-04,1.0791433047185397e-05,2.0404176306727511e-03,4.7901883981639706e-05
2.7427098634826762e+03,2.0425324784761147e-03,4.7861385813598024e-05,-4.8093325579400041e-04,1.1783952368442787e-05,-2.9654317492644374e-04,2.0051795641190107e-05,-4.9985882237717281e-04,1.5142284180639573e-05,2.1040182954502541e-03,4.4768374620394156e-05,-5.1642602735849541e-04,1.4155239014019796e-05,-2.9986860465476442e-04,2.0534489358762951e-05,-5.0101972123696426e-04,1.1275186768829048e-05,2.0422271918731369e-03,4.7191624778702077e-05
2.9388665673872893e+03,2.0443579415910878e-03,4.7198609879719126e-05,-4.8025485510436264e-04,1.2241762290077427e-05,-2.9555221997318358e-04,2.0387952679836765e-05,-4.9902238411284592e-04,1.5649335176688564e-05,2.1056760602063710e-03,4.3941009041525170e-05,-5.1562766519884159e-04,1.4664056686698428e-05,-2.9885520022565290e-04,2.0879126362627980e-05,-5.0035717750382608e-04,1.1743874318909480e-05,2.0440233674801833e-03,4.6504688176952856e-05
3.1490522624728596e+03,2.0461697122109283e-03,4.6559305718905228e-05,-4.7956205323811596e-04,1.2684955702722590e-05,-2.9454933436580172e-04,2.0713810521705101e-05,-4.9816959251466105e-04,1.6140858290823238e-05,2.1073142943445105e-03,4.3139503718386672e-05,-5.1481309842269841e-04,1.5156802626147365e-05,-2.9782953188728909e-04,2.1213377883416099e-05,-4.9968002465383872e-04,1.2197325202167921e-05,2.0458048783551707e-03,4.5841031597256099e-05
3.3742702924418300e+03,2.0479671496416102e-03,4.5943515274176690e-05,-4.7885473359024635e-04,1.3113334362662754e-05,-2.9353451752219716e-04,2.1029180172580056e-05,-4.9730032553751253e-04,1.6616630895834403e-05,2.1089322662018128e-03,4.2363944078577955e-05,-5.1398220658492035e-04,1.5633251804751903e-05,-2.9679159533743530e-04,2.1537052234946936e-05,-4.9898814298098351e-04,1.2635336229547976e-05,2.0475710595408841e-03,4.5200697422334369e-05
3.6155957594411634e+03,2.0497501304309147e-03,4.5351230292814732e-05,-4.7813301718266425e-04,1.3526727340715125e-05,-2.9250790559686259e-04,2.1333891070695428e-05,-4.9641471133289583e-04,1.7076459617068787e-05,2.1105298197691431e-03,4.1614358815910325e-05,-5.1313512774829595e-04,1.6093209351608640e-05,-2.9574152492924555e-04,2.1849976386781400e-05,-4.9828166075327333e-04,1.3057732649331290e-05,2.0493217666086240e-03,4.4583677722633449e-05
3.8741806561764306e+03,2.0515189361796251e-03,4.4782296496583564e-05,-4.7739721017830413e-04,1.3925031460697608e-05,-2.9146974035577060e-04,2.1627811752762636e-05,-4.9551307265610514e-04,1.7520222419521570e-05,2.1121072488511717e-03,4.0890613952562458e-05,-5.1227220120727006e-04,1.6536554254248141e-05,-2.9467956206993243e-04,2.2152016905183830e-05,-4.9756089953847450e-04,1.3464410500604647e-05,2.0510572625528807e-03,4.3989817851552278e-05
4.1512593650711415e+03,2.0532741346548271e-03,4.4236357004302376e-05,-4.7664774955252998e-04,1.4308233812381043e-05,-2.9042033789801312e-04,2.1910860327220508e-05,-4.9459586952472307e-04,1.7947891786975198e-05,2.1136651641252371e-03,4.0192350864617482e-05,-5.1139390832097330e-04,1.6963263543652975e-05,-2.9360602347288837e-04,2.2443090547096695e-05,-4.9682631754947230e-04,1.3855360267483272e-05,2.0527780979790978e-03,4.3418759611135186e-05
4.4481545507221354e+03,2.0550164655487018e-03,4.3712832126559767e-05,-4.7588515193180671e-04,1.4676418033519037e-05,-2.8936005994643980e-04,2.2183005973428181e-05,-4.9366364538765096e-04,1.8359540837633611e-05,2.1152043657594473e-03,3.9518964914582626e-05,-5.1050081689507068e-04,1.7373418842380183e-05,-2.9252127202591152e-04,2.2723165746809512e-05,-4.9607845624319226e-04,1.4230673585624800e-05,2.0544849960164695e-03,4.2869921071060222e-05
4.7662834737792873e+03,2.0567467400676377e-03,4.3210929486013298e-05,-4.7510996955806820e-04,1.5029757385880927e-05,-2.8828928978238613e-04,2.2444263364390155e-05,-4.9271698094108555e-04,1.8755335607405533e-05,2.1167257317957489e-03,3.8869617823615249e-05,-5.0959353339906745e-04,1.7767198593985913e-05,-2.9142569238014475e-04,2.2992256923490732e-05,-4.9531789431386591e-04,1.4590536145148415e-05,2.0561787512055332e-03,4.2342506935045945e-05
5.1071647563894658e+03,2.0584657606167911e-03,4.2729676604653358e-05,-4.7432275592615024e-04,1.5368498379683980e-05,-2.8720841405826039e-04,2.2694682253222545e-05,-4.9175645823125761e-04,1.9135517485374341e-05,2.1182301292107207e-03,3.8243274920915107e-05,-5.0867266576382704e-04,1.8144860076426523e-05,-2.9031967251017936e-04,2.3250413884845131e-05,-4.9454521175152375e-04,1.4935210699659988e-05,2.0578601486659705e-03,4.1835541525743194e-05
5.4724256315004277e+03,2.0601742637490895e-03,4.2267967170672943e-05,-4.7352404222510190e-04,1.5692938997807232e-05,-2.8611781091713499e-04,2.2934334550457705e-05,-4.9078263618841981e-04,1.9500380080632433e-05,2.1197183510915825e-03,3.7638757412544468e-05,-5.0773879796106559e-04,1.8506715613992850e-05,-2.8920359167873089e-04,2.3497708689525472e-05,-4.9376096515906073e-04,1.5265014406097186e-05,2.0595299067272003e-03,4.1347915527567030e-05
5.8638097106298064e+03,2.0618728864878516e-03,4.1824612435953911e-05,-4.7271432434382117e-04,1.6003405354263226e-05,-2.8501784409171535e-04,2.3163301026766941e-05,-4.8979603729595010e-04,1.9850244554760145e-05,2.1211910799467642e-03,3.7054800119213019e-05,-5.0679247607744466e-04,1.8853107156228271e-05,-2.8807781447130038e-04,2.3734222134734645e-05,-4.9296567409024201e-04,1.5580294498288423e-05,2.0611886431207366e-03,4.0878437871569506e-05
6.2831853071795786e+03,2.0635621535258866e-03,4.1398390304074250e-05,-4.7189405908041059e-04,1.6300230026475305e-05,-2.8390886206299611e-04,2.3381659383065437e-05,-4.8879714392598052e-04,2.0185436813776631e-05,2.1226488742744124e-03,3.6490106408539096e-05,-5.0583420438149570e-04,1.9184382736558661e-05,-2.8694268996561301e-04,2.3960031636246859e-05,-4.9215981699873759e-04,1.5881405680040795e-05,2.0628368622081007e-03,4.0425885268118590e-05
6.7325543550281964e+03,2.0652424808511906e-03,4.0988086593371343e-05,-4.7106366738911400e-04,1.6583734371397975e-05,-2.8279120095699438e-04,2.3589474870662175e-05,-4.8778640203635167e-04,2.0506268965524579e-05,2.1240921733574783e-03,3.5943394222845162e-05,-5.0486444901266401e-04,1.9500877306784029e-05,-2.8579855469325089e-04,2.4175201699923895e-05,-4.9134383454435483e-04,1.6168691655971048e-05,2.0644749587528928e-03,3.9989043835700673e-05
7.2140619649742330e+03,2.0669141903186931e-03,4.0592525213125344e-05,-4.7022354212328948e-04,1.6854216096632611e-05,-2.8166518970388244e-04,2.3786794047875994e-05,-4.8676422954187541e-04,2.0813026351101282e-05,2.1255213141365896e-03,3.5413429632282314e-05,-5.0388364652166476e-04,1.9802899311560094e-05,-2.8464573789523454e-04,2.4379777578420128e-05,-4.9051813760709619e-04,1.6442472134967945e-05,2.0661032327109505e-03,3.9566739546667192e-05
7.7300066646502428e+03,2.0685775295784729e-03,4.0210586313548584e-05,-4.6937405777024280e-04,1.7111942320381819e-05,-2.8053115605877993e-04,2.3973641684405321e-05,-4.8573102672483289e-04,2.1105960368267599e-05,2.1269365539221294e-03,3.4899046935452845e-05,-5.0289221453985388e-04,2.0090723239839832e-05,-2.8348456764996227e-04,2.4573782123081137e-05,-4.8968311739522872e-04,1.6703035558177621e-05,2.0677219094059501e-03,3.9157856551360742e-05
8.2828513707880938e+03,2.0702326924950027e-03,3.9841213477777292e-05,-4.6851558006288853e-04,1.7357147494650550e-05,-2.7938943234147025e-04,2.4150020370449987e-05,-4.8468718646919488e-04,2.1385286406475606e-05,2.1283380935424004e-03,3.4399156555901707e-05,-5.0189056228443565e-04,2.0364587459645095e-05,-2.8231537671438126e-04,2.4757215380287238e-05,-4.8883915543694904e-04,1.6950636904630617e-05,2.0693311601909575e-03,3.8761344463434465e-05
8.8752351462132119e+03,2.0718798365152052e-03,3.9483412417559570e-05,-4.6764847398763162e-04,1.7590034996829795e-05,-2.7824036013203711e-04,2.4315912104422799e-05,-4.8363310277666800e-04,2.1651185622551570e-05,2.1297260970178883e-03,3.3912743516705320e-05,-5.0087909929975578e-04,2.0624696028857455e-05,-2.8113850730496372e-04,2.4930056194563512e-05,-4.8798663190577617e-04,1.7185499331116039e-05,2.0709311200317313e-03,3.8376217090944593e-05
9.5099857976907642e+03,2.0735190950287381e-03,3.9136244301340990e-05,-4.6677310942744283e-04,1.7810780957690556e-05,-2.7708429356713721e-04,2.4471281038882972e-05,-4.8256917678134485e-04,2.1903809045916562e-05,2.1311007056261148e-03,3.3438859995171350e-05,-4.9985824161803141e-04,2.0871222922669999e-05,-2.7995431445898599e-04,2.5092264985694618e-05,-4.8712593148047786e-04,1.7407818152844079e-05,2.0725219000461629e-03,3.8001545767000384e-05
1.0190133374761108e+04,2.0751505842780934e-03,3.8798816792907111e-05,-4.6588986434122932e-04,1.8019538968119722e-05,-2.7592160124170626e-04,2.4616076637750090e-05,-4.8149582017400366e-04,2.2143282588290351e-05,2.1324620459050331e-03,3.2976615382028678e-05,-4.9882841524112262e-04,2.1104317203913716e-05,-2.7876316798191756e-04,2.5243786942065625e-05,-4.8625744663208925e-04,1.7617765746823532e-05,2.0741035945593040e-03,3.7636450380217689e-05
1.0918924634002566e+04,2.0767744055483579e-03,3.8470275275247024e-05,-4.6499912587269905e-04,1.8216444610783015e-05,-2.7475266697570255e-04,2.4750236688356148e-05,-4.8041345645988552e-04,2.2369711857706769e-05,2.1338102324378878e-03,3.2525166581835360e-05,-4.9779005737681089e-04,2.1324107995895617e-05,-2.7756545324505348e-04,2.5384555066105563e-05,-4.8538157874560234e-04,1.7815496275603885e-05,2.0756762834131894e-03,3.7280090595269854e-05
1.1699838537768232e+04,2.0783906440412728e-03,3.8149795841392539e-05,-4.6410129004335952e-04,1.8401619175925554e-05,-2.7357788982708089e-04,2.4873689850904534e-05,-4.7932252074285256e-04,2.2583186113373469e-05,2.1351453669990980e-03,3.2083710288870680e-05,-4.9674361614351578e-04,2.1530708567576706e-05,-2.7636157122058394e-04,2.5514492750441988e-05,-4.8449873775841429e-04,1.8001149559520424e-05,2.0772400309487259e-03,3.6931658853155196e-05
1.2536602861381585e+04,2.0799993660112525e-03,3.7836580691734012e-05,-4.6319676073101255e-04,1.8575172333441094e-05,-2.7239768373916231e-04,2.4986357653602092e-05,-4.7822345877291560e-04,2.2783781131131883e-05,2.1364675358195207e-03,3.1651477924693824e-05,-4.9568954950516512e-04,2.1724219288992585e-05,-2.7515193814801734e-04,2.5633515792367971e-05,-4.8360934104779235e-04,1.8174853856907762e-05,2.0787948832492187e-03,3.6590375791672669e-05
1.3433211988067382e+04,2.0816006155103149e-03,3.7529855843493981e-05,-4.6228594850185556e-04,1.8737203847925258e-05,-2.7121247711857772e-04,2.5088156009158369e-05,-4.7711672584999743e-04,2.2971561078305206e-05,2.1377768064618483e-03,3.1227733109824608e-05,-4.9462832405058757e-04,2.1904729555419043e-05,-2.7393698513235700e-04,2.5741533924091405e-05,-4.8271381216159623e-04,1.8336727640555497e-05,2.0803408650017499e-03,3.6255487987485413e-05
1.4393945976563442e+04,2.0831944116443879e-03,3.7228870565049787e-05,-4.6136926967273986e-04,1.8887804611879603e-05,-2.7002271253534867e-04,2.5178996414734741e-05,-4.7600278597472779e-04,2.3146579690047217e-05,2.1390732252978347e-03,3.0811771006164620e-05,-4.9356041402354113e-04,2.2072318980787139e-05,-2.7271715786801246e-04,2.5838452023529890e-05,-4.8181257978674783e-04,1.8486880656825800e-05,2.0818779768833730e-03,3.5926267426501091e-05
1.5423390992434895e+04,2.0847807467298338e-03,3.6932897876342515e-05,-4.6044714572844001e-04,1.9027057299263183e-05,-2.6882884658519451e-04,2.5258787008966478e-05,-4.7488211137108898e-04,2.3308881067213905e-05,2.1403568160052009e-03,3.0402918787629892e-05,-4.9248630073493900e-04,2.2227058189559151e-05,-2.7149291652888769e-04,2.5924171182248763e-05,-4.8090607708753700e-04,1.8625414582023122e-05,2.0834061938625210e-03,3.5602012036733436e-05
