omega,re_Yc_0_0,im_Yc_0_0,re_Yc_0_1,im_Yc_0_1,re_Yc_0_2,im_Yc_0_2,re_Yc_1_0,im_Yc_1_0,re_Yc_1_1,im_Yc_1_1,re_Yc_1_2,im_Yc_1_2,re_Yc_2_0,im_Yc_2_0,re_Yc_2_1,im_Yc_2_1,re_Yc_2_2,im_Yc_2_2
1.6526461200621790e+04,2.0863595853833593e-03,3.6641235450182541e-05,-4.5952000309895473e-04,1.9155036917387647e-05,-2.6763134990687935e-04,2.5327433630227205e-05,-4.7375518238280631e-04,2.3458500385886600e-05,2.1416275791115644e-03,3.0000536502498542e-05,-4.9140647236082689e-04,2.2369009507625388e-05,-2.7026473581698865e-04,2.5998589776808368e-05,-4.7999474141994174e-04,1.8752423566733960e-05,2.0849254644470837e-03,3.5282046613688257e-05
1.7708422223726517e+04,2.0879308643051674e-03,3.6353206574135343e-05,-4.5858827316552938e-04,1.9271811397867612e-05,-2.6643070726578664e-04,2.5384840947488589e-05,-4.7262248760195601e-04,2.3595464665637924e-05,2.1428854923097830e-03,2.9604017948431563e-05,-4.9032142398137241e-04,2.2498227704136051e-05,-2.6903310507925407e-04,2.6061604616116461e-05,-4.7907901428589412e-04,1.8867994815043437e-05,2.0864357106363052e-03,3.4965723794517507e-05
1.8974916278021654e+04,2.0894944925044490e-03,3.6068160975757878e-05,-4.5765239238495636e-04,1.9377442299039714e-05,-2.6522741763922863e-04,2.5430913694114599e-05,-4.7148452411252024e-04,2.3719793670850366e-05,2.1441305112625789e-03,2.9212791343531740e-05,-4.8923165774027145e-04,2.2614760861541852e-05,-2.6779852842701479e-04,2.6113112195614868e-05,-4.7815934141253916e-04,1.8972209274571922e-05,2.0879368283229722e-03,3.4652424882053449e-05
2.0331989107167505e+04,2.0910503517360696e-03,3.5785475545161677e-05,-4.5671280242512002e-04,1.9471985596570660e-05,-2.6402199423932187e-04,2.5465557985293269e-05,-4.7034179773514263e-04,2.3831500919904408e-05,2.1453625706363178e-03,2.8826319830722651e-05,-4.8813768300771270e-04,2.2718651347760716e-05,-2.6656152479282759e-04,2.6153010038881644e-05,-4.7723617284518562e-04,1.9065142413050521e-05,2.0894286879123902e-03,3.4341560552148558e-05
2.1786118842210701e+04,2.0925982970558333e-03,3.5504555023977730e-05,-4.5576995027128144e-04,1.9555492527381128e-05,-2.6281496444820266e-04,2.5488682695247729e-05,-4.6919482322953297e-04,2.3930594765361273e-05,2.1465815852587545e-03,2.8444101890123245e-05,-4.8704001650243055e-04,2.2809936852082936e-05,-2.6532262789896028e-04,2.6181198102629331e-05,-4.7630996301198484e-04,1.9146865044902923e-05,2.0909111350642020e-03,3.4032571512882919e-05
2.3344246925629530e+04,2.0941381574611910e-03,3.5224832775952818e-05,-4.5482428828531163e-04,1.9628010432642183e-05,-2.6160686965208212e-04,2.5500200859787759e-05,-4.6804412443444661e-04,2.4017079487949769e-05,2.1477874513597833e-03,2.8065671785227523e-05,-4.8593918235297144e-04,2.2888651425472706e-05,-2.6408238612360017e-04,2.6197580210337143e-05,-4.7538117074229295e-04,1.9217444151111119e-05,2.0923839915225851e-03,3.3724929230767132e-05
2.5013811247045676e+04,2.0956697366952114e-03,3.4945771662857113e-05,-4.5387627424632452e-04,1.9689583589193725e-05,-2.6039826498357925e-04,2.5500031095207714e-05,-4.6689023437311014e-04,2.4090956393455291e-05,2.1489800479764700e-03,2.7690600064760902e-05,-4.8483571212799533e-04,2.2954826513422418e-05,-2.6284136227414914e-04,2.6202065505653281e-05,-4.7445025926904825e-04,1.9276943680940966e-05,2.0938470561121074e-03,3.3418136746330260e-05
2.6802781648779001e+04,2.0971928142549524e-03,3.4666865053547210e-05,-4.5292637138379886e-04,1.9740254012063574e-05,-2.5918971897322612e-04,2.5488099017644840e-05,-4.6573369533359622e-04,2.4152224893614302e-05,2.1501592385608347e-03,2.7318494149790482e-05,-4.8373014484676125e-04,2.3008491961831459e-05,-2.6160013326816128e-04,2.6194569909592724e-05,-4.7351769622753674e-04,1.9325425317504813e-05,2.0953001059388909e-03,3.3111729606377886e-05
2.8719697970734982e+04,2.0987071466791779e-03,3.4387637912047358e-05,-4.5197504842896437e-04,1.9780062247029902e-05,-2.5798181311834865e-04,2.5464338666681683e-05,-4.6457505894884879e-04,2.4200883590151941e-05,2.1513248728660395e-03,2.6948998944259275e-05,-4.8262302699665904e-04,2.3049677015641989e-05,-2.6035928972991708e-04,2.6175017585531040e-05,-4.7258395367825973e-04,1.9362949226965912e-05,2.0967428978708397e-03,3.2805276857468756e-05
3.0773710816235834e+04,2.1002124691514110e-03,3.4107647911006066e-05,-4.5102277968984278e-04,1.9809048169485056e-05,-2.5677514136548572e-04,2.5428693933650960e-05,-4.6341488627934824e-04,2.4236931377821075e-05,2.1524767891418005e-03,2.6581797408814413e-05,-4.8151491256245480e-04,2.3078411326774146e-05,-2.5911943549833237e-04,2.6143342412595701e-05,-4.7164950816048438e-04,1.9389574808519755e-05,2.0981751703311132e-03,3.2498382045812093e-05
3.2974625233396029e+04,2.1017084974361273e-03,3.3826486496960201e-05,-4.5007004515451414e-04,1.9827251811065748e-05,-2.5557030950656821e-04,2.5381119995714076e-05,-4.6225374790131361e-04,2.4260368586863537e-05,2.1536148166506866e-03,2.6216611018806418e-05,-4.8040636307155373e-04,2.3094725993164714e-05,-2.5788118704601914e-04,2.6099489468535048e-05,-4.7071484078200029e-04,1.9405361468047597e-05,2.0995966454205837e-03,3.2190684149473823e-05
3.5332947520558948e+04,2.1031949301561375e-03,3.3543779834344541e-05,-4.4911733061439926e-04,1.9834714236025490e-05,-2.5436793447785076e-04,2.5321584757050318e-05,-4.6109222398905882e-04,2.4271198186114955e-05,2.1547387785039976e-03,2.5853200026409191e-05,-4.7929794764522206e-04,2.3098654651262759e-05,-2.5664517279787487e-04,2.6043416523512785e-05,-4.6978043733754762e-04,1.9410369438718054e-05,2.1010070313750712e-03,3.1881858368751405e-05
3.7859935379226117e+04,2.1046714513961950e-03,3.3259189546518307e-05,-4.4816512780053224e-04,1.9831478488620572e-05,-2.5316864355844602e-04,2.5250070295560968e-05,-4.5993090438268798e-04,2.4269427066032804e-05,2.1558484947924602e-03,2.5491363441788750e-05,-4.7819024304788453e-04,2.3090234643117715e-05,-2.5541203234555478e-04,2.5975095543078621e-05,-4.6884678844924760e-04,1.9404660671539746e-05,2.1024060253398576e-03,3.1571616693036169e-05
4.0567651653889036e+04,2.1061377336067800e-03,3.2972413171460135e-05,-4.4721393451499991e-04,1.9817590633230495e-05,-2.5197307345672438e-04,2.5166574313637868e-05,-4.5877038862047039e-04,2.4255067421514031e-05,2.1569437859734063e-03,2.5130938646862640e-05,-4.7708383371460836e-04,2.3069508279647757e-05,-2.5418241554544396e-04,2.5894514198769158e-05,-4.6791438971129529e-04,1.9388299819254559e-05,2.1037933164327967e-03,3.1259708161544989e-05
4.3469021915296398e+04,2.1075934407574939e-03,3.2683184246867097e-05,-4.4626425473503204e-04,1.9793100907449316e-05,-2.5078186927455305e-04,2.5071111589318794e-05,-4.5761128591114770e-04,2.4228138252085259e-05,2.1580244764502444e-03,2.4771800554878567e-05,-4.7597931173236661e-04,2.3036524219790404e-05,-2.5295698148949318e-04,2.5801677382397433e-05,-4.6698374181603099e-04,1.9361355335689055e-05,2.1051685890426260e-03,3.0945918733094548e-05
4.6577896162036755e+04,2.1090382316653129e-03,3.2391271945297006e-05,-4.4531659865718900e-04,1.9758065004654511e-05,-2.4959568333497787e-04,2.4963715421602312e-05,-4.5645421501120168e-04,2.4188666992877809e-05,2.1590903982537041e-03,2.4413860236685133e-05,-4.7487727673999590e-04,2.2991338981070773e-05,-2.5173639733386223e-04,2.5696608717462659e-05,-4.6605535062798991e-04,1.9323900708874436e-05,2.1065315262847831e-03,3.0630070686248741e-05
4.9909114934974983e+04,2.1104717633949307e-03,3.2096480192867957e-05,-4.4437148264227824e-04,1.9712545495686836e-05,-2.4841517385910440e-04,2.4844439059658877e-05,-4.5529980396586675e-04,2.4136691282182725e-05,2.1601413947053396e-03,2.4057062950952746e-05,-4.7377833570494377e-04,2.2934018589562250e-05,-2.5052133697050610e-04,2.5579352056910311e-05,-4.6512972716515220e-04,1.9276015839245923e-05,2.1078818135090746e-03,3.0312021484703814e-05
5.3478580160148224e+04,2.1118936946043225e-03,3.1798646230048534e-05,-4.4342942901308451e-04,1.9656613388317755e-05,-2.4724100347512496e-04,2.4713357100089982e-05,-4.5414868966425678e-04,2.4072260859829979e-05,2.1611773239183624e-03,2.3701385544100652e-05,-4.7268310252596781e-04,2.2864640365355275e-05,-2.4931247952403795e-04,2.5449972950769054e-05,-4.6420738743756083e-04,1.9217788562836857e-05,2.1092191417294713e-03,2.9991662068173442e-05
5.7303331058295655e+04,2.1133036886892705e-03,3.1497638606980360e-05,-4.4249096565389352e-04,1.9590349809059307e-05,-2.4607383754447992e-04,2.4570566829726867e-05,-4.5300151715671531e-04,2.3995439575793567e-05,2.1621980619720275e-03,2.3346833224380202e-05,-4.7159219740818573e-04,2.2783294824447965e-05,-2.4811050765833899e-04,2.5308560060357756e-05,-4.6328885208995590e-04,1.9149316304708031e-05,2.1105432108271390e-03,2.9668914563584825e-05
6.1401625483385491e+04,2.1147014165726224e-03,3.1193354648668415e-05,-4.4155662536109614e-04,1.9513847775214916e-05,-2.4491434229298627e-04,2.4416189484248097e-05,-4.5185893868363627e-04,2.3906307471226676e-05,2.1632035055893159e-03,2.2993435762189294e-05,-4.7050624595765744e-04,2.2690087660171248e-05,-2.4691610568035706e-04,2.5155226488405076e-05,-4.6237464579515150e-04,1.9070707830434723e-05,2.1118537323702503e-03,2.9343729454769802e-05
6.5793027078416912e+04,2.1160865589905081e-03,3.0885717472672562e-05,-4.4062694490045015e-04,1.9427214007641465e-05,-2.4376318274063865e-04,2.4250371385993054e-05,-4.5072161237237612e-04,2.3804962876333819e-05,2.1641935741572521e-03,2.2641243220587878e-05,-4.6942587794994233e-04,2.2585141748750759e-05,-2.4572995743456406e-04,2.4990110987402946e-05,-4.6146529635123694e-04,1.8982085045194759e-05,2.1131504319010018e-03,2.9016082296553467e-05
7.0498498664544430e+04,2.1174588081499177e-03,3.0574672688677557e-05,-4.3970246373939908e-04,1.9330570718656385e-05,-2.4262102043286983e-04,2.4073284918950373e-05,-4.4959020057304579e-04,2.3691524453348738e-05,2.1651682109561136e-03,2.2290321370709319e-05,-4.6835172574134635e-04,2.2468599106732908e-05,-2.4455274399085502e-04,2.4813379003032566e-05,-4.6056133344883019e-04,1.8883584773123955e-05,2.1144330505631177e-03,2.8685970106233931e-05
7.5540502309326941e+04,2.1188178686720118e-03,3.0260184948503891e-05,-4.3878372244125525e-04,1.9224057297487746e-05,-2.4148851098686335e-04,2.3885129296053735e-05,-4.4846536782367278e-04,2.3566133101125222e-05,2.1661273835097278e-03,2.1940746988352159e-05,-4.6728442231169245e-04,2.2340622715547424e-05,-2.4338514113969641e-04,2.4625223506640030e-05,-4.5966328709370864e-04,1.8775360436848654e-05,2.1157013459836790e-03,2.8353407604748091e-05
8.0943106551789780e+04,2.1201634577882288e-03,2.9942234540573455e-05,-4.3787126073111204e-04,1.9107831809912614e-05,-2.4036630147920377e-04,2.3686131074721501e-05,-4.4734777845962159e-04,2.3428953632740195e-05,2.1670710830285905e-03,2.1592603254206804e-05,-4.6622459895251286e-04,2.2201398122876791e-05,-2.4222781672128045e-04,2.4425865571583552e-05,-4.5877168569410389e-04,1.8657583550890299e-05,2.1169550923765706e-03,2.8018423505269806e-05
8.6732101296147317e+04,2.1214953048175585e-03,2.9620814229096552e-05,-4.3696561526809926e-04,1.8982072230949370e-05,-2.3925502771352403e-04,2.3476544381474242e-05,-4.4623809390802199e-04,2.3280176140749871e-05,2.1679993229857162e-03,2.1245975484901603e-05,-4.6517288264122836e-04,2.2051134733518958e-05,-2.4108142782802979e-04,2.4215554653287337e-05,-4.5788705384777409e-04,1.8530444944745806e-05,2.1181940798967137e-03,2.7681057053030064e-05
9.2935120922645452e+04,2.1228131500144335e-03,2.9295926523011948e-05,-4.3606731718205503e-04,1.8846977340125065e-05,-2.3815531141769655e-04,2.3256650815449108e-05,-4.4513696973221857e-04,2.3120016976708476e-05,2.1689121369324379e-03,2.0900947403251272e-05,-4.6412989316703390e-04,2.1890066714510326e-05,-2.3994661793087460e-04,2.3994568541992169e-05,-4.5700990988850631e-04,1.8394155642390446e-05,2.1194181133358928e-03,2.7341355004579185e-05
9.9581776203205955e+04,2.1241167429297773e-03,2.8967581523988572e-05,-4.3517688945167270e-04,1.8702767227012883e-05,-2.3706775742790399e-04,2.3026759012916560e-05,-4.4404505251064802e-04,2.2948719291214733e-05,2.1698095757191746e-03,2.0557598115075300e-05,-4.6309624009436461e-04,2.1718453459378971e-05,-2.3882401398763148e-04,2.3763212969689368e-05,-4.5614076327158456e-04,1.8248947343790845e-05,2.1206270103044434e-03,2.6999369198560650e-05
1.0670379565158622e+05,2.1254058404651935e-03,2.8635795451269031e-05,-4.3429484421300452e-04,1.8549683378184249e-05,-2.3599295092055730e-04,2.2787203869165944e-05,-4.4296297664635746e-04,2.2766553105704262e-05,2.1706917043264476e-03,2.0215999902095037e-05,-4.6207251966219625e-04,2.1536579582066309e-05,-2.3771422359549903e-04,2.3521820867212874e-05,-4.5528011189023825e-04,1.8095072478420732e-05,2.1218205990807268e-03,2.6655154818086067e-05
1.1433517698280315e+05,2.1266802048176617e-03,2.8300589880926064e-05,-4.3342168009066425e-04,1.8387988342396435e-05,-2.3493145475213568e-04,2.2538345428732855e-05,-4.4189136120640997e-04,2.2573814914257218e-05,2.1715585985294015e-03,1.9876216873634984e-05,-4.6105931172069813e-04,2.1344754438990150e-05,-2.3661783224878513e-04,2.3270751282284406e-05,-4.5442843941875170e-04,1.7932803827561039e-05,2.1229987163277841e-03,2.6308769384171790e-05
1.2251234940483197e+05,2.1279396015083264e-03,2.7961991676495836e-05,-4.3255787963910702e-04,1.8217964995459844e-05,-2.3388380696190455e-04,2.2280567468270199e-05,-4.4083080688472480e-04,2.2370826839445596e-05,2.1724103416139655e-03,1.9538304453219236e-05,-4.6005717680099050e-04,2.1143311204385863e-05,-2.3553540075778857e-04,2.3010387982821125e-05,-4.5358621277282634e-04,1.7762433737894529e-05,2.1241612048727367e-03,2.5960272458755764e-05
1.3127434751729239e+05,2.1291837976660055e-03,2.7620033534633400e-05,-4.3170390696926149e-04,1.8039915446922370e-05,-2.3285051848395691e-04,2.2014275807095962e-05,-4.3978189316888963e-04,2.2157935387756859e-05,2.1732470213369323e-03,1.9202309617974725e-05,-4.5906665340031199e-04,2.0932605546383601e-05,-2.3446746287615283e-04,2.2741137780684974e-05,-4.5275387976515333e-04,1.7584272970556304e-05,2.1253079117214881e-03,2.5609725982258056e-05
1.4066299764724923e+05,2.1304125606992357e-03,2.7274755028994824e-05,-4.3086020561892025e-04,1.7854159645591267e-05,-2.3183207110446161e-04,2.1739896387833128e-05,-4.3874517577359489e-04,2.1935509865508286e-05,2.1740687272815847e-03,1.8868271764961903e-05,-4.5808825554639307e-04,2.0713013967263689e-05,-2.3341452317332314e-04,2.2463428618524314e-05,-4.5193186701651217e-04,1.7398649245385140e-05,2.1264386864443411e-03,2.5257195130078080e-05
1.5072311751161952e+05,2.1316256574460566e-03,2.6926204010963551e-05,-4.3002719670615596e-04,1.7661033749176636e-05,-2.3082891568869244e-04,2.1457873173374881e-05,-4.3772118438328102e-04,2.1703940524635589e-05,2.1748755487117797e-03,1.8536224052192313e-05,-4.5712247068395440e-04,2.0484931880142597e-05,-2.3237705517732137e-04,2.2177707466222288e-05,-4.5112057816266917e-04,1.7205905548771736e-05,2.1275533800235212e-03,2.4902749547781562e-05
1.6150273015929660e+05,2.1328228538444469e-03,2.6574438217320931e-05,-4.2920527738603688e-04,1.7460888325239233e-05,-2.2984147069151078e-04,2.1168665906964828e-05,-4.3671042072674965e-04,2.1463636509618380e-05,2.1756675729772516e-03,1.8206195053201897e-05,-4.5616975790559503e-04,2.0248771496288265e-05,-2.3135549980205151e-04,2.1884438074032120e-05,-4.5032039237741743e-04,1.7006398275472521e-05,2.1286518442072849e-03,2.4546464816209741e-05
1.7305329321426636e+05,2.1340039151239777e-03,2.6219526940434460e-05,-4.2839481961412111e-04,1.7254086447273179e-05,-2.2887012095543167e-04,2.0872747780151605e-05,-4.3571335698903079e-04,2.1215023673291486e-05,2.1764448844774032e-03,1.7878210570195477e-05,-4.5523054653109679e-04,2.0004959593565070e-05,-2.3035026406373880e-04,2.1584098627437731e-05,-4.4953166321446618e-04,1.6800495271205305e-05,2.1297339313730468e-03,2.4188424003218992e-05
1.8542994451403045e+05,2.1351686064840407e-03,2.5861552632686186e-05,-4.2759616920665989e-04,1.7041001742611713e-05,-2.2791521679262975e-04,2.0570603049545241e-05,-4.3473043455174114e-04,2.0958542321918057e-05,2.1772075641533026e-03,1.7552295468251402e-05,-4.5430523502446306e-04,1.9753935228753516e-05,-2.2936172008328445e-04,2.1277179344927072e-05,-4.4875471775664220e-04,1.6588573835292236e-05,2.1307994948669166e-03,2.3828719174887478e-05
1.9869176531592174e+05,2.1363166941980628e-03,2.5500612339768602e-05,-4.2680964517772385e-04,1.6822016439531501e-05,-2.2697707334142777e-04,2.0262724638481334e-05,-4.3376206304307968e-04,2.0694644940348182e-05,2.1779556894502149e-03,1.7228475417559509e-05,-4.5339419022744185e-04,1.9496147446421207e-05,-2.2839020436548301e-04,2.0964180055026344e-05,-4.4798985605065488e-04,1.6371018732764840e-05,2.1318483897612307e-03,2.3467452761856670e-05
2.1290206232774997e+05,2.1374479470665309e-03,2.5136818883475302e-05,-4.2603553932745700e-04,1.6597519450864827e-05,-2.2605597018381373e-04,1.9949611754561560e-05,-4.3280861967234194e-04,2.0423793937815238e-05,2.1786893346757243e-03,1.6906778458188146e-05,-4.5249774688169874e-04,1.9232053026162957e-05,-2.2743601734205010e-04,2.0645607783798821e-05,-4.4723735079935036e-04,1.6148220254682269e-05,2.1328804739553357e-03,2.3104738702338408e-05
2.2812866990908416e+05,2.1385621381336739e-03,2.4770301740686716e-05,-4.2527411605285397e-04,1.6367904521707779e-05,-2.2515215120805910e-04,1.9631767549066554e-05,-4.3187044882081726e-04,2.0146459445040986e-05,2.1794085716704704e-03,1.6587236329197730e-05,-4.5161620740865818e-04,1.8962114299547904e-05,-2.2649942316293022e-04,2.0321974379045342e-05,-4.4649744728045195e-04,1.5920572355097524e-05,2.1338956095371012e-03,2.2740703309186825e-05
2.4444427388576101e+05,2.1396590465818039e-03,2.4401207589232190e-05,-4.2452561235218922e-04,1.6133568460184953e-05,-2.2426582469922321e-04,1.9309696839752081e-05,-4.3094786186050548e-04,1.9863117184591311e-05,2.1801134707079262e-03,1.6269885528757133e-05,-4.5074984191559840e-04,1.8686797058809088e-05,-2.2558064971908186e-04,1.9993794192978912e-05,-4.4577036346053013e-04,1.5688470883929620e-05,2.1348936643219279e-03,2.2375485832145085e-05
2.6192675852338222e+05,2.1407384597216532e-03,2.4029700511879535e-05,-4.2379023799569656e-04,1.5894909463070050e-05,-2.2339716363983393e-04,1.8983903914657338e-05,-4.3004113717339481e-04,1.9574246429198654e-05,2.1808041015444978e-03,1.5954768092931323e-05,-4.4989888839802020e-04,1.8406568571572778e-05,-2.2467988887943214e-04,1.9661581841295783e-05,-4.4505629027455341e-04,1.5452311927360847e-05,2.1358745134905442e-03,2.2009238706631331e-05
2.8065957831611275e+05,2.1418001750051021e-03,2.3655961866278822e-05,-4.2306817583768466e-04,1.5652325542495706e-05,-2.2254630620307297e-04,1.8654890431309782e-05,-4.2915052034644204e-04,1.9280328057167499e-05,2.1814805345497386e-03,1.5641932097437440e-05,-4.4906355311091133e-04,1.8121895709883649e-05,-2.2379729692473098e-04,1.9325850053362595e-05,-4.4435539204416786e-04,1.5212490261420907e-05,2.1368380412549507e-03,2.1642127496646792e-05
3.0073215636556060e+05,2.1428440019966564e-03,2.3280189841213805e-05,-4.2235958224834467e-04,1.5406213055924145e-05,-2.2171335642108249e-04,1.8323153423030848e-05,-4.2827622452026745e-04,1.8981842709890063e-05,2.1821428418568475e-03,1.5331431898936553e-05,-4.4824401108468453e-04,1.7833243197335585e-05,-2.2293299516130152e-04,1.8987107625604188e-05,-4.4366780701118755e-04,1.4969397920054778e-05,2.1377841424918662e-03,2.1274330551546031e-05
3.2224031125143263e+05,2.1438697642509478e-03,2.2902598728312065e-05,-4.2166458764669669e-04,1.5156965338801859e-05,-2.2089838501143416e-04,1.7989183421833501e-05,-4.2741843087253383e-04,1.8679269053716164e-05,2.1827910984847237e-03,1.5023328140743871e-05,-4.4744040676480870e-04,1.7541071975054955e-05,-2.2208707069807534e-04,1.8645857488010659e-05,-4.4299364796624726e-04,1.4723422876001115e-05,2.1387127242938780e-03,2.0906038404830832e-05
3.4528671443168505e+05,2.1448773010543398e-03,2.2523417943937631e-05,-4.2098329711910080e-04,1.4904971437629682e-05,-2.2010143034521980e-04,1.7653462705540504e-05,-4.2657728921970974e-04,1.8373082146673651e-05,2.1834253833936763e-03,1.4717687552803047e-05,-4.4665285475723772e-04,1.7245837685333055e-05,-2.2125957737068234e-04,1.8302594891863559e-05,-4.4233300295584168e-04,1.4474947830969841e-05,2.1396237073991781e-03,2.0537452948341137e-05
3.6998138035561488e+05,2.1458664689989727e-03,2.2142890838925951e-05,-4.2031579111038596e-04,1.4650614940290128e-05,-2.1932249954063511e-04,1.7316463675139972e-05,-4.2575291872328684e-04,1.8063751909559558e-05,2.1840457804468551e-03,1.4414582578052238e-05,-4.4588144066440907e-04,1.6947989270592855e-05,-2.2045053679672238e-04,1.7957805725207319e-05,-4.4168593605387719e-04,1.4224349110633725e-05,2.1405170274707863e-03,2.0168786417815773e-05
3.9644219162949966e+05,2.1468371433667637e-03,2.1761273334700394e-05,-4.1966212617684893e-04,1.4394272900147722e-05,-2.1856156966629139e-04,1.6978647366945744e-05,-4.2494540868844846e-04,1.7751741700473015e-05,2.1846523792582615e-03,1.4114090857561521e-05,-4.4512622199885388e-04,1.6647967684850367e-05,-2.1965993954665137e-04,1.7611964961172038e-05,-4.4105248818632393e-04,1.3971995659589702e-05,2.1413926362051959e-03,1.9800260226374930e-05
4.2479546174171538e+05,2.1477892193090091e-03,2.1378832423654628e-05,-4.1902233579210936e-04,1.4136314850472738e-05,-2.1781858903883756e-04,1.6640462102781238e-05,-4.2415481944468397e-04,1.7437506991737244e-05,2.1852452759156594e-03,1.3816294605621554e-05,-4.4438722916324982e-04,1.6346204714682328e-05,-2.1888774641499851e-04,1.7265535242926805e-05,-4.4043267799952841e-04,1.3718248131489779e-05,2.1422505022581076e-03,1.9432103681562579e-05
4.5517653803357092e+05,2.1487226128141033e-03,2.0995844569942887e-05,-4.1839643119815192e-04,1.3877101905978052e-05,-2.1709347859982713e-04,1.6302342280121364e-05,-4.2338118329893426e-04,1.7121494148201959e-05,2.1858245735728544e-03,1.3521279903799091e-05,-4.4366446648712657e-04,1.6043121906774096e-05,-2.1813388977691333e-04,1.6918965607767589e-05,-4.3982650276429915e-04,1.3463458069820805e-05,2.1430906119815694e-03,1.9064552619636960e-05
4.8773044779419072e+05,2.1496372614616403e-03,2.0612594044351319e-05,-4.1778440229484949e-04,1.3616985948582461e-05,-2.1638613335714564e-04,1.5964707302883080e-05,-4.2262450555263163e-04,1.6804139306017097e-05,2.1863903829106779e-03,1.3229135940226847e-05,-4.4295791331147436e-04,1.5739129599274274e-05,-2.1739827501535665e-04,1.6572690351601094e-05,-4.3923393930903699e-04,1.3207967175201448e-05,2.1439129699721976e-03,1.8697847988169190e-05
5.2261259056365775e+05,2.1505331249658671e-03,2.0229371224008038e-05,-4.1718621856195776e-04,1.3356308894839676e-05,-2.1569642387675119e-04,1.5627960652350109e-05,-4.2188476557449364e-04,1.6485867351043851e-05,2.1869428224698304e-03,1.2939954217359299e-05,-4.4226752511323359e-04,1.5434626054340512e-05,-2.1668078200461709e-04,1.6227128033869597e-05,-4.3865494497602583e-04,1.2952106655472422e-05,2.1447175994345181e-03,1.8332234404990078e-05
5.5998947994919610e+05,2.1514101855151717e-03,1.9846470884540672e-05,-4.1660183000801594e-04,1.3095402042750195e-05,-2.1502419781099571e-04,1.5292489096554532e-05,-4.2116191792125927e-04,1.6167090996079574e-05,2.1874820188614989e-03,1.2653827748311099e-05,-4.4159323466218530e-04,1.5129996689376714e-05,-2.1598126663628398e-04,1.5882680621780339e-05,-4.3808945859559028e-04,1.2696196655229903e-05,2.1455045423668306e-03,1.7967958718322171e-05
6.0003953849553096e+05,2.1522684479172260e-03,1.9464190509060593e-05,-4.1603116814089772e-04,1.2834585495871734e-05,-2.1436928145038530e-04,1.4958662035331181e-05,-4.2045589349874675e-04,1.5848209955992280e-05,2.1880081068637587e-03,1.2370850258851038e-05,-4.4093495320313646e-04,1.4825613404505046e-05,-2.1529956237433998e-04,1.5539732771567892e-05,-4.3753740147323947e-04,1.2440545761752830e-05,2.1462738595795952e-03,1.7605268589701249e-05
6.4295394940382626e+05,2.1531079395616000e-03,1.9082828635151457e-05,-4.1547414695493838e-04,1.2574167662755097e-05,-2.1373148128632505e-04,1.4626830977224909e-05,-4.1976660075574530e-04,1.5529610219688449e-05,2.1885212294130182e-03,1.2091115409242657e-05,-4.4029257165657213e-04,1.4521834003780188e-05,-2.1463548182666957e-04,1.5198651243447035e-05,-4.3699867838519705e-04,1.2185450584493097e-05,2.1470256305581594e-03,1.7244411118132708e-05
6.8893756916496286e+05,2.1539287102132591e-03,1.8702683257942274e-05,-4.1493066392969490e-04,1.2314444829754767e-05,-2.1311058557316759e-04,1.4297329143481158e-05,-4.1909392690334964e-04,1.5211663417579832e-05,2.1890215375006752e-03,1.1814716047465310e-05,-4.3966596183119694e-04,1.4219001707542687e-05,-2.1398881832100023e-04,1.4859784445922275e-05,-4.3647317857790961e-04,1.1931195405429992e-05,2.1477599531829665e-03,1.6885631520917383e-05
7.3820990546372614e+05,2.1547308316514583e-03,1.8324050304398023e-05,-4.1440060103549296e-04,1.2055700805206896e-05,-2.1250636587872323e-04,1.3970471193501043e-05,-4.1843773915246771e-04,1.4894726282885770e-05,2.1895091899854680e-03,1.1541743502940459e-05,-4.3905497764198481e-04,1.3917444753130452e-05,-2.1335934747409712e-04,1.4523462104225871e-05,-4.3596077676728493e-04,1.1678051897641521e-05,2.1484769433211480e-03,1.6529171883756421e-05
7.9100616502201080e+05,2.1555143971692080e-03,1.7947222191195763e-05,-4.1388382574101239e-04,1.1798206632847102e-05,-2.1191857861330618e-04,1.3646553065406692e-05,-4.1779788596236659e-04,1.4579140204727921e-05,2.1899843533321342e-03,1.1272286927740864e-05,-4.3845945632760069e-04,1.3617476080942798e-05,-2.1274682874390893e-04,1.4189995046869886e-05,-4.3546133413354006e-04,1.1426278909430813e-05,2.1491767343038196e-03,1.6175269990137218e-05
8.4757837638304825e+05,2.1562795209487985e-03,1.7572486475989260e-05,-4.1338019201827853e-04,1.1542220372168971e-05,-2.1134696652834844e-04,1.3325851924744878e-05,-4.1717419829331680e-04,1.4265230870561673e-05,2.1904472012867549e-03,1.1006432690368858e-05,-4.3787921966129551e-04,1.3319393102593177e-05,-2.1215100695529614e-04,1.3859675103629874e-05,-4.3497469930767814e-04,1.1176122311276810e-05,2.1498594763034711e-03,1.5824158237620052e-05
9.0819659299638204e+05,2.1570263373289138e-03,1.7200124609506431e-05,-4.1288954134057669e-04,1.1287986943221783e-05,-2.1079126017659896e-04,1.3008626213865718e-05,-4.1656649085664222e-04,1.3953307995063686e-05,2.1908979144988727e-03,1.0744263825544633e-05,-4.3731407514966092e-04,1.3023477547613558e-05,-2.1157161379094190e-04,1.3532775107732752e-05,-4.3450070934576923e-04,1.0927814902772048e-05,2.1505253356256379e-03,1.5476062646491197e-05
