t,Bus_Bus_1_va,Bus_Bus_1_vb,Bus_Bus_1_vc,Bus_Bus_2_va,Bus_Bus_2_vb,Bus_Bus_2_vc,LineLumped_line_1_2_i12a,LineLumped_line_1_2_i12b,LineLumped_line_1_2_i12c
5.2999999999999999e-02,1.2958034842794747e+05,1.5216910336203309e+05,-2.8222567868003593e+05,1.4679446095840613e+05,1.3551308146369905e+05,-2.8459212427476491e+05,2.3809405311262361e+02,3.3102523091995607e+02,-5.7737555488980740e+02
5.3499999999999999e-02,8.0780647694294486e+04,1.9480981709394598e+05,-2.7436568698617973e+05,9.9369895358093549e+04,1.7941842832759136e+05,-2.8137653897221148e+05,1.3917158732435990e+02,4.1154950070450201e+02,-5.5919026001223506e+02
5.3999999999999999e-02,2.7828453042034103e+04,2.2885503857561864e+05,-2.5806738225394688e+05,4.8559175801482794e+04,2.1722482879021025e+05,-2.6806246398345858e+05,3.5501594456983440e+01,4.7774822560903311e+02,-5.2101633142973640e+02
5.4500000000000000e-02,-2.4893256834563370e+04,2.5633072960838609e+05,-2.3141910661714728e+05,-4.0238960659880026e+03,2.4723722122197092e+05,-2.4530227229898138e+05,-6.9250383522089621e+01,5.2766245892392885e+02,-4.6421625216283724e+02
5.5000000000000000e-02,-7.6976534345849243e+04,2.7447817353952990e+05,-1.9681217749970459e+05,-5.6528045658108153e+04,2.6836719439429988e+05,-2.1391565835243466e+05,-1.7193313309844004e+02,5.5787667196725931e+02,-3.9134280841684148e+02
5.5500000000000001e-02,-1.2718778160576579e+05,2.8174842334398464e+05,-1.5608649502675276e+05,-1.0690413128971908e+05,2.8023192185109708e+05,-1.7482718365680717e+05,-2.6822819885584852e+02,5.6893310251888261e+02,-3.0432032930460053e+02
5.6000000000000001e-02,-1.7163712892755560e+05,2.8065614041273843e+05,-1.0858038789924925e+05,-1.5358396543146385e+05,2.8199602610305941e+05,-1.2963394051254896e+05,-3.5501687977095287e+02,5.6005851866620321e+02,-2.0650724858322300e+02
5.6500000000000002e-02,-2.1070828719966186e+05,2.6876710509618121e+05,-5.7923939324571409e+04,-1.9483202473558349e+05,2.7375008390621148e+05,-7.9859125818495784e+04,-4.2951318952424862e+02,5.3050417413178116e+02,-1.0166137507196989e+02
5.7000000000000002e-02,-2.4265659266652507e+05,2.4685512060472459e+05,-5.5610597927005620e+03,-2.2908176987378811e+05,2.5599415789448639e+05,-2.7158420500260519e+04,-4.8845646266975001e+02,4.8295265459424371e+02,7.1166726139922991e+00
5.7500000000000002e-02,-2.6493660721625783e+05,2.1760683100186082e+05,4.8071486654771368e+04,-2.5532315267390560e+05,2.2896320909739006e+05,2.6398084546090766e+04,-5.3023353549557760e+02,4.1812893837266569e+02,1.1551280713852962e+02
5.8000000000000003e-02,-2.7879567513813695e+05,1.7943203351994019e+05,9.9038888537830368e+04,-2.7248195954710426e+05,1.9389156210043386e+05,7.9055683242878120e+04,-5.5337868179482643e+02,3.3793729284130461e+02,2.1965956287265178e+02
5.8500000000000003e-02,-2.8263162365027226e+05,1.3503323671406065e+05,1.4664068299155068e+05,-2.7993237935739482e+05,1.5206139770975971e+05,1.2896960396718822e+05,-5.5660892640498548e+02,2.4659521552395853e+02,3.1633706905453124e+02
5.9000000000000004e-02,-2.7572157173872815e+05,8.6841037392285638e+04,1.8978451310833095e+05,-2.7756806217322039e+05,1.0464557033012051e+05,1.7421198476216075e+05,-5.4035094732582809e+02,1.4605582341639109e+02,4.0158110860332408e+02
5.9500000000000004e-02,-2.6006258011141719e+05,3.4258469257635261e+04,2.2518511259988451e+05,-2.6530089204822900e+05,5.3657349519578565e+04,2.1335259617663553e+05,-5.0496807713893287e+02,4.0121316360130663e+01,4.7257680560787082e+02
5.9999999999999998e-02,-2.3466041534053363e+05,-1.8894567136812981e+04,2.5313803817970736e+05,-2.4362289183610049e+05,7.9416718457716252e+02,2.4494820410654793e+05,-4.5145944192261294e+02,-6.6533324259390810e+01,5.2707255567631626e+02
6.0499999999999998e-02,-2.0062071657172698e+05,-7.0910396611878110e+04,2.7245008339567931e+05,-2.1339518205560613e+05,-5.2255395076852707e+04,2.6778475180403504e+05,-3.8222506531060299e+02,-1.7146447846664103e+02,5.6262706073617619e+02
6.0999999999999999e-02,-1.6036381936015908e+05,-1.2158293450050149e+05,2.8121826287761860e+05,-1.7552274712628074e+05,-1.0328816993957022e+05,2.8122064340304700e+05,-2.9935327773796621e+02,-2.7022244230752773e+02,5.7834638486829977e+02
6.1499999999999999e-02,-1.1366421531443903e+05,-1.6698655144759372e+05,2.8078734248165373e+05,-1.3145815707115189e+05,-1.5071144486353089e+05,2.8466814964599215e+05,-2.0574064019106842e+02,-3.5892864082746610e+02,5.7371623874538307e+02
6.2000000000000000e-02,-6.3012450212812975e+04,-2.0652644407487649e+05,2.7033479596463405e+05,-8.2785962870498624e+04,-1.9289249134638099e+05,2.7798149032506387e+05,-1.0509407685762260e+02,-4.3558820605148765e+02,5.4850435850099484e+02
6.2500000000000000e-02,-1.0758043057584600e+04,-2.3959538694109576e+05,2.4967491644912466e+05,-3.1097402894481071e+04,-2.2807726000946469e+05,2.6153136898412977e+05,-5.4785090032358008e-01,-4.9646601942640791e+02,5.0404009570307363e+02
6.3000000000000000e-02,4.2703588577171155e+04,-2.6311264172019489e+05,2.2099775884062983e+05,2.1639046138349513e+04,-2.5528659972719941e+05,2.3576210983219763e+05,1.0404634437452876e+02,-5.3954664841485044e+02,4.4174820819307712e+02
6.3500000000000001e-02,9.4254935933188201e+04,-2.7778861258876504e+05,1.8409294242258498e+05,7.3594443163193821e+04,-2.7348080673588748e+05,2.0162664141987634e+05,2.0475343132768126e+02,-5.6409624709223715e+02,3.6360476429180153e+02
6.4000000000000001e-02,1.4216464385432881e+05,-2.8305193165845366e+05,1.4036441160386623e+05,1.2301089714120558e+05,-2.8185414306295238e+05,1.6041668016157602e+05,2.9842159859157556e+02,-5.6816073300730670e+02,2.7279690184939130e+02
6.4500000000000002e-02,1.8577669483922585e+05,-2.7732135737983731e+05,9.2402320649767789e+04,1.6800141503987720e+05,-2.8037502147683670e+05,1.1345537971970241e+05,3.8145054768101926e+02,-5.5215035874363821e+02,1.7225596127487950e+02
6.5000000000000002e-02,2.2220628071867122e+05,-2.6252304142813548e+05,4.0564766237929653e+04,2.0705793546556449e+05,-2.6892976807341143e+05,6.2492748544608257e+04,4.5084465371900069e+02,-5.1699016178172246e+02,6.5491704888365604e+01
6.5500000000000003e-02,2.5078885120442091e+05,-2.3842867010813553e+05,-1.2684181634242423e+04,2.3882269364247922e+05,-2.4787309803173755e+05,9.3594045875248503e+03,5.0447745414179815e+02,-4.6297311791001619e+02,-4.3382185843633792e+01
6.6000000000000003e-02,2.7102491073103185e+05,-2.0516917196031861e+05,-6.4946511941235236e+04,2.6205837198217754e+05,-2.1816859209481173e+05,-4.4174113021185774e+04,5.4010150923708682e+02,-3.9281868248741966e+02,-1.5085767377830479e+02
6.6500000000000004e-02,2.8099058697298332e+05,-1.6550057529648842e+05,-1.1557724944071138e+05,2.7605204540233081e+05,-1.8065514164866420e+05,-9.6101074858666048e+04,5.5655878472420500e+02,-3.0894362011081114e+02,-2.5302120780511490e+02
6.7000000000000004e-02,2.8129800086780731e+05,-1.1961578470969650e+05,-1.6181723163016397e+05,2.8028136247544142e+05,-1.3671249513571861e+05,-1.4460889534883050e+05,5.5346961796205812e+02,-2.1364091167451929e+02,-3.4605214837668501e+02
6.7500000000000004e-02,2.7191648592500872e+05,-6.9106891509481866e+04,-2.0204913622667326e+05,2.7452442451816204e+05,-8.8037740855828408e+04,-1.8805082914588240e+05,5.3060087327070005e+02,-1.1116577424672340e+02,-4.2699658392351506e+02
6.8000000000000005e-02,2.5229120905996731e+05,-1.6947464096272073e+04,-2.3573387723980373e+05,2.5909688037425361e+05,-3.6138674936948591e+04,-2.2477650260595296e+05,4.8898231469060840e+02,-4.7331918438599629e+00,-4.9276697233015483e+02
6.8500000000000005e-02,2.2420138815406989e+05,3.6405090120903085e+04,-2.6059479489265051e+05,2.3447910506464282e+05,1.7018671337043750e+04,-2.5355098041428128e+05,4.3014784136717032e+02,1.0221749845664206e+02,-5.4097505648194999e+02
6.9000000000000006e-02,1.8817776770448836e+05,8.8509010551194457e+04,-2.7621550964356447e+05,2.0151723092526570e+05,6.9499882987701276e+04,-2.7338073337922798e+05,3.5590284438126309e+02,2.0510806335550242e+02,-5.7019053712425409e+02
6.9500000000000006e-02,1.4503111040875674e+05,1.3686879559455355e+05,-2.8250756707737554e+05,1.6147255460243640e+05,1.1962767959579332e+05,-2.8346992512749060e+05,2.6915626854860909e+02,3.0092898262054501e+02,-5.7910052184573794e+02
7.0000000000000007e-02,9.7286907272302080e+04,1.8107199537090035e+05,-2.7825173686357471e+05,1.1567577037679017e+05,1.6545626627415072e+05,-2.8354882483236492e+05,1.7290944249965892e+02,3.8626783037927265e+02,-5.6746099812145428e+02
7.0500000000000007e-02,4.5878611799821025e+04,2.1860410985226920e+05,-2.6435616017147590e+05,6.5766492935829403e+04,2.0539459469261460e+05,-2.7359750376401201e+05,7.0395041480530466e+01,4.5752328691913505e+02,-5.3586063824178063e+02
7.1000000000000008e-02,-7.4034407162919633e+03,2.4804694974974342e+05,-2.4134411383084289e+05,1.3575021319664116e+04,2.3814928705463893e+05,-2.5390628915688480e+05,-3.4475193908434967e+01,5.1288217475089687e+02,-4.8513964783373638e+02
7.1500000000000008e-02,-5.9919491343521069e+04,2.6935904036925925e+05,-2.0927876569758001e+05,-3.9140726657803876e+04,2.6238353999527893e+05,-2.2526360887962283e+05,-1.3815563735267821e+02,5.5007520037985853e+02,-4.1726358143333437e+02
7.2000000000000008e-02,-1.1068317615394908e+05,2.8066649804187421e+05,-1.7016970274041881e+05,-9.0462745375984101e+04,2.7733607951345679e+05,-1.8863377636439080e+05,-2.3703415363295647e+02,5.6748375932883391e+02,-3.3469806181036796e+02
7.2499999999999995e-02,-1.5755659927708865e+05,2.8196695542678260e+05,-1.2506320959382415e+05,-1.3854773699673530e+05,2.8252697573330643e+05,-1.4528912636411906e+05,-3.2737507090942518e+02,5.6514338112389157e+02,-2.4013535343779589e+02
7.2999999999999995e-02,-1.9846213923143395e+05,2.7379216086062178e+05,-7.5139872543700578e+04,-1.8177017464707175e+05,2.7762082072258694e+05,-9.6843091139477838e+04,-4.0620021430776643e+02,5.4263795953115755e+02,-1.3714709358494338e+02
7.3499999999999996e-02,-2.3277191539213687e+05,2.5536216632406559e+05,-2.2989461639802845e+04,-2.1852912102482357e+05,2.6292636326955643e+05,-4.4942194805156432e+04,-4.7067008019827875e+02,5.0074837495441574e+02,-2.9335128248299561e+01
7.3999999999999996e-02,-2.5867813788966113e+05,2.2806870172868032e+05,3.0132723980904877e+04,-2.4753261128794888e+05,2.3894513205921897e+05,8.5648057345710458e+03,-5.1834769838584157e+02,4.4144917875774291e+02,7.9634658038489931e+01
7.4499999999999997e-02,-2.7519928070626449e+05,1.9300092696132878e+05,8.2408849315653148e+04,-2.6780671188433724e+05,2.0642217102278376e+05,6.1728783757628597e+04,-5.4777225780533968e+02,3.6626752728845287e+02,1.8567375182346709e+02
7.4999999999999997e-02,-2.8238564068602276e+05,1.5055706436963312e+05,1.3135124043884594e+05,-2.7855928228628903e+05,1.6665305064753891e+05,1.1274033705895739e+05,-5.5777189284990641e+02,2.7809239592121708e+02,2.8515491295699633e+02
7.5499999999999998e-02,-2.7927977315720561e+05,1.0313874221771104e+05,1.7592901664862750e+05,-2.7944763473703043e+05,1.2097303013684881e+05,1.5975414542263580e+05,-5.4793250073840704e+02,1.8031781480777977e+02,3.7461416920602602e+02
7.5999999999999998e-02,-2.6623578115244076e+05,5.2144133733313065e+04,2.1431898607193041e+05,-2.7046416162455024e+05,7.0953333500724533e+04,2.0108080474904968e+05,-5.1879667172867551e+02,7.5869932715234299e+01,4.5068808772310456e+02
7.6499999999999999e-02,-2.4408600448942569e+05,-1.1295884285187242e+03,2.4479076172422231e+05,-2.5186238741186701e+05,1.8491820888672843e+04,2.3532107719841864e+05,-4.7122013823721289e+02,-3.1160880585500056e+01,5.1085822771269142e+02
7.6999999999999999e-02,-2.1294026108865882e+05,-5.3917859336181536e+04,2.6693986498364870e+05,-2.2435646512443424e+05,-3.4659810277640921e+04,2.6120676917991176e+05,-4.0691701246006511e+02,-1.3694424277540713e+02,5.5296442715476530e+02
7.7499999999999999e-02,-1.7436271716532967e+05,-1.0492329684718687e+05,2.7952075796678982e+05,-1.8891564289467852e+05,-8.6609236953490647e+04,2.7782603484553436e+05,-3.2829729902516158e+02,-2.3814755125117981e+02,5.7538282366904582e+02
7.8000000000000000e-02,-1.2980360519649836e+05,-1.5247936711628005e+05,2.8200414361282293e+05,-1.4674955688099007e+05,-1.3542664443992267e+05,2.8463602598458069e+05,-2.3796056962819131e+02,-3.3072415434476579e+02,5.7750500393287382e+02
7.8500000000000000e-02,-8.0306213820087854e+04,-1.9419243536716941e+05,2.7483736553945980e+05,-9.9411906548565574e+04,-1.7949895490605643e+05,2.8133551232623501e+05,-1.3920521602011959e+02,-4.1155707020882670e+02,5.5915750569012914e+02
7.9000000000000001e-02,-2.8187724249405412e+04,-2.2930350219249009e+05,2.5771049824806987e+05,-4.8550976169884168e+04,-2.1720969011747660e+05,2.6807012389964802e+05,-3.5586977973478227e+01,-4.7802303200011772e+02,5.2093301291672356e+02
7.9500000000000001e-02,2.4877223199876455e+04,-2.5637486706444662e+05,2.3140202726405193e+05,4.0536074313532959e+03,-2.4717944182452292e+05,2.4533192748080229e+05,6.9384837743163217e+01,-5.2732552590038199e+02,4.6434716559681095e+02
8.0000000000000002e-02,7.7334641626724173e+04,-2.7400203484439250e+05,1.9716978783312158e+05,5.6484645536503944e+04,-2.6845081572996179e+05,2.1387277205191134e+05,1.7185181377950843e+02,-5.5802182471378649e+02,3.9126467619646246e+02
8.0500000000000002e-02,1.2677292956075793e+05,-2.8227837190116179e+05,1.5567317100600718e+05,1.0692826237430988e+05,-2.8018607605010900e+05,1.7485065522372848e+05,2.6819942659427386e+02,-5.6907674178922673e+02,3.0429004942683184e+02
8.1000000000000003e-02,1.7179746310975697e+05,-2.8046925025716942e+05,1.0873902770287472e+05,1.5359585376534957e+05,-2.8197214540087292e+05,1.2964631794638566e+05,3.5512789159311257e+02,-5.5974919201027046e+02,2.0661774991440942e+02
8.1500000000000003e-02,2.1090703133503327e+05,-2.6849135201166960e+05,5.8123771736815201e+04,1.9479506093389416e+05,-2.7382201657884626e+05,7.9822024636914633e+04,4.2940703729323951e+02,-5.3073987553921711e+02,1.0155714323221594e+02
8.2000000000000003e-02,2.4226685554742877e+05,-2.4736256195574408e+05,5.1712006189555887e+03,2.2911489535624642e+05,-2.5593034555040859e+05,2.7191338693663445e+04,4.8847941121894240e+02,-4.8296169374999823e+02,-7.0959458075186488e+00
8.2500000000000004e-02,2.6521692481915816e+05,-2.1725784207272812e+05,-4.7791882210707365e+04,2.5531824425458279e+05,-2.2897192055462828e+05,-2.6402597394880224e+04,5.3030580430186546e+02,-4.1789558760774923e+02,-1.1543904399432274e+02
8.3000000000000004e-02,2.7882683079796744e+05,-1.7937212729997985e+05,-9.9006655635548726e+04,2.7245664997034130e+05,-1.9394134083584830e+05,-7.9081367820829415e+04,5.5327053842702981e+02,-3.3820893934165883e+02,-2.1976795869112573e+02
8.3500000000000005e-02,2.8232984288201079e+05,-1.3543454132095893e+05,-1.4694336469195737e+05,2.7996733442813699e+05,-1.5199339852598519e+05,-1.2893445447391574e+05,5.5667046782071475e+02,-2.4648931704037997e+02,-3.1627639046793882e+02
8.4000000000000005e-02,2.7605433393524389e+05,-8.6415731875022087e+04,-1.8945138650624212e+05,2.7755002234355983e+05,-1.0468023849121714e+05,-1.7422998789375895e+05,5.4037902103373835e+02,-1.4592654813101646e+02,-4.0155164678681041e+02
8.4500000000000006e-02,2.5994793872994283e+05,-3.4390398520123919e+04,-2.2529952493333543e+05,2.6528955696650333e+05,-5.3679900868324708e+04,-2.1336413893249485e+05,5.0487651033448782e+02,-4.0376531312573505e+01,-4.7266957874391585e+02
8.5000000000000006e-02,2.3448403214054226e+05,1.8651593424891958e+04,-2.5331503051757172e+05,2.4365350020392070e+05,-7.3436511345455710e+02,-2.4491734050070812e+05,4.5154266199246513e+02,6.6717801427097768e+01,-5.2698880372734584e+02
8.5500000000000007e-02,2.0094059660724478e+05,7.1326642646739143e+04,-2.7212955294730730e+05,2.1336917109913513e+05,5.2204865907310123e+04,-2.6781094491003058e+05,3.8221170159291955e+02,1.7148381229409625e+02,-5.6264017805130311e+02
8.6000000000000007e-02,1.6014632905644062e+05,1.2131245523079082e+05,-2.8143615265098040e+05,1.7552505385938659e+05,1.0329240966819605e+05,-2.8121829329487059e+05,2.9929077505365439e+02,2.7002513647402736e+02,-5.7840965601096764e+02
8.6500000000000007e-02,1.1362338604781826e+05,1.6691850844022562e+05,-2.8082814996650972e+05,1.3147995225926532e+05,1.5075403349835199e+05,-2.8464626657636644e+05,2.0582819796586838e+02,3.5914731215442140e+02,-5.7362782600503147e+02
8.7000000000000008e-02,6.3266753897802846e+04,2.0686338550696216e+05,-2.7008019891556690e+05,8.2757622115105769e+04,1.9283735683423345e+05,-2.7800998675537918e+05,1.0504808010481982e+02,4.3551182450482730e+02,-5.4855090646391977e+02
8.7500000000000008e-02,1.0491271119134446e+04,2.3925505455243817e+05,-2.4994210851925629e+05,3.1110840586080212e+04,2.2810326845740015e+05,-2.6151778881451310e+05,5.2032360166445901e-01,4.9635139708194322e+02,-5.0406755855872683e+02
8.7999999999999995e-02,-4.2623340465096218e+04,2.6320329096148122e+05,-2.2091717168115114e+05,-2.1628408950451110e+04,2.5530739905095616e+05,-2.3575154215778998e+05,-1.0396983000231549e+02,5.3975632903945416e+02,-4.4167133620077573e+02
8.8499999999999995e-02,-9.4099462001464635e+04,2.7800094442096492e+05,-1.8393759370564256e+05,-7.3619914539009143e+04,2.7343129454077419e+05,-2.0165213271385446e+05,-2.0481929858406784e+02,5.6395267574351453e+02,-3.6367117436373650e+02
8.8999999999999996e-02,-1.4242708493378741e+05,2.8271145948765753e+05,-1.4062695524059265e+05,-1.2299034849199431e+05,2.8189395692429791e+05,-1.6039604793374377e+05,-2.9841479688090749e+02,5.6813523612193865e+02,-2.7278964476192493e+02
8.9499999999999996e-02,-1.8560831576454540e+05,2.7752975411651545e+05,-9.2233699539361958e+04,-1.6800204130904179e+05,2.8037394666826184e+05,-1.1345610454403510e+05,-3.8139647021155656e+02,5.5231644813742355e+02,-1.7220206935361119e+02
8.9999999999999997e-02,-2.2216074735485192e+05,2.6259414473655744e+05,-4.0519481965325293e+04,-2.0707658981845819e+05,2.6889348600578133e+05,-6.2511335307856098e+04,-4.5091605644010929e+02,5.1681482944808329e+02,-6.5563221519500729e+01
9.0499999999999997e-02,-2.5100245993813340e+05,2.3814663595030148e+05,1.2470718962891862e+04,-2.3879969237569434e+05,2.4791767256105386e+05,-9.3364158886146397e+03,-5.0444274738523563e+02,4.6302687355533311e+02,4.3417199821964417e+01
9.0999999999999998e-02,-2.7081138089545694e+05,2.0544068989795417e+05,6.5160043272535018e+04,-2.6206839144827021e+05,2.1814931705043392e+05,4.4164056618865470e+04,-5.4007576751902468e+02,3.9291961579708567e+02,1.5088308671282022e+02
9.1499999999999998e-02,-2.8104538636760903e+05,1.6544074632571632e+05,1.1552232987090449e+05,-2.7606172346423130e+05,1.8063621597042686e+05,9.6091457898555585e+04,-5.5662249156165365e+02,3.0877170283377797e+02,2.5295770333235373e+02
9.1999999999999998e-02,-2.8143372547061922e+05,1.1943137640264990e+05,1.6168167069575624e+05,-2.8026028012412216e+05,1.3675340989477382e+05,1.4462992370217628e+05,-5.5341737963952119e+02,2.1375206579552670e+02,3.4610437488197215e+02
9.2499999999999999e-02,-2.7170179612154595e+05,6.9384762023655436e+04,2.0226369874584247e+05,-2.7454061160359852e+05,8.8006477245786766e+04,1.8803466670868002e+05,-5.3060349018626130e+02,1.1119456882130487e+02,4.2699381951966200e+02
9.2999999999999999e-02,-2.5242090848598586e+05,1.6787871722678301e+04,2.3560422002975293e+05,-2.5909733528251766e+05,3.6137599072446908e+04,2.2477605762477612e+05,-4.8902847685456624e+02,4.5937151444530269e+00,4.9272102214350485e+02
9.3500000000000000e-02,-2.2424825721183076e+05,-3.6475706565680302e+04,2.6054797091026642e+05,-2.3446328454684612e+05,-1.6987874919756996e+04,2.5356676737049417e+05,-4.3008992414336404e+02,-1.0207720435632734e+02,5.4103280218313193e+02
9.4000000000000000e-02,-1.8799909994036102e+05,-8.8273618482028731e+04,2.7639408139991062e+05,-2.0153579874369103e+05,-6.9535843728945707e+04,2.7336220356536173e+05,-3.5592884424163344e+02,-2.0514488315808001e+02,5.7016460105183057e+02
9.4500000000000001e-02,-1.4520140460573309e+05,-1.3708477814536594e+05,2.8233736812968215e+05,-1.6146518632491378e+05,-1.1961356510118317e+05,2.8347726841360534e+05,-2.6917969166678148e+02,-3.0101717023194050e+02,5.7907715000033102e+02
9.5000000000000001e-02,-9.7251044154354167e+04,-1.8103481940359159e+05,2.7828754698337940e+05,-1.1566709857547305e+05,-1.6543927672214690e+05,2.8355750016675127e+05,-1.7285678487694562e+02,-3.8612719899475434e+02,5.6751353377984583e+02
9.5500000000000002e-02,-4.5760972581859576e+04,-2.1844492179548921e+05,2.6447379502909741e+05,-6.5783856162821510e+04,-2.0542831263811316e+05,2.7358015591073240e+05,-7.0436170703018661e+01,-4.5760891458795544e+02,5.3581963486929658e+02
9.6000000000000002e-02,7.2283569499921350e+03,-2.4827316061324719e+05,2.4116907893304972e+05,-1.3562357064049675e+04,-2.3812483673601691e+05,2.5391892946082412e+05,3.4474898328128624e+01,-5.1291207704067733e+02,4.8513927827710006e+02
9.6500000000000002e-02,6.0018690196591473e+04,-2.6923766967793112e+05,2.0937790102854939e+05,3.9141904677788458e+04,-2.6238107647237333e+05,2.2526480731910325e+05,1.3819479385618953e+02,-5.4995849321105686e+02,4.1730273759333664e+02
9.7000000000000003e-02,1.1072929444096111e+05,-2.8059874448188429e+05,1.7021586863574112e+05,9.0449382548916605e+04,-2.7736211068641982e+05,1.8862040489927158e+05,2.3698742355760677e+02,-5.6759566244937128e+02,3.3465139206671273e+02
9.7500000000000003e-02,1.5740761764770391e+05,-2.8216284380058525e+05,1.2491421404576526e+05,1.3856266764272714e+05,-2.8249804666893289e+05,1.4530405233628009e+05,3.2739422965825594e+02,-5.6511916335377555e+02,2.4015442968869311e+02
9.8000000000000004e-02,1.9859748649301767e+05,-2.7362091041713627e+05,7.5275200377381407e+04,1.8176485905681562e+05,-2.7763098775494908e+05,9.6837788951963244e+04,4.0622130142714451e+02,-5.4256143296847119e+02,1.3716824507574438e+02
9.8500000000000004e-02,2.3275000640876251e+05,-2.5538291414057632e+05,2.2967590575266437e+04,2.1852141441631259e+05,-2.6294145696063328e+05,4.4934473589735171e+04,4.7062669163284392e+02,-5.0086310787201000e+02,2.9291718120573545e+01
9.9000000000000005e-02,2.5857671809693557e+05,-2.2820540258432264e+05,-3.0234180078660542e+04,2.4754687865448178e+05,-2.3891741515148236e+05,-8.5505291720168698e+03,5.1837988795439355e+02,-4.4138364561076190e+02,-7.9602490974666196e+01
9.9500000000000005e-02,2.7534171972551540e+05,-1.9281721901678163e+05,-8.2266391170143732e+04,2.6779685622326378e+05,-2.0644120476645906e+05,-6.1738640210324898e+04,5.4777455426213703e+02,-3.6623793373757479e+02,-1.8567140703672342e+02
1.0000000000000001e-01,2.8231033478647110e+05,-1.5064862782272274e+05,-1.3142654320137328e+05,2.7855765073176497e+05,-1.6665635485765513e+05,-1.1274197496257561e+05,5.5773876363602153e+02,-2.7818977325813393e+02,-2.8518809026741678e+02
1.0050000000000001e-01,2.7923576601333724e+05,-1.0320217616527708e+05,-1.7597304357310513e+05,2.7945889397345734e+05,-1.2095110023040834e+05,-1.5974287683260476e+05,5.4797010274859315e+02,-1.8022882765841001e+02,-3.7457654031929377e+02
1.0100000000000001e-01,2.6635968104678998e+05,-5.1981564752544800e+04,-2.1419506156795364e+05,2.7045218471651169e+05,-7.0976544610595432e+04,-2.0109278936928968e+05,5.1878279577647595e+02,-7.5884874479625310e+01,-4.5070196162532505e+02
1.0150000000000001e-01,2.4397878096754974e+05,9.9426719547931930e+02,-2.4489800299855910e+05,2.5186614072842093e+05,-1.8484648034155362e+04,-2.3531732088460334e+05,4.7120131301976761e+02,3.1094844154865978e+01,-5.1087707747752171e+02
1.0200000000000001e-01,2.1295206921275493e+05,5.3926913387042259e+04,-2.6692805241546442e+05,2.2436326206910933e+05,3.4673102763008646e+04,-2.6119997010665739e+05,4.0695270629739235e+02,1.3703762929537700e+02,-5.5292870127154617e+02
1.0250000000000001e-01,1.7444972613146086e+05,1.0504012649089340e+05,-2.7943374073062878e+05,1.8890394059136542e+05,8.6586508855053631e+04,-2.7783774248734652e+05,3.2827221447974557e+02,2.3809774723973638e+02,-5.7540793230921645e+02
1.0300000000000001e-01,1.2968799933363470e+05,1.5233055628484595e+05,-2.8211976441800210e+05,1.4675719193139035e+05,1.3544138831013400e+05,-2.8462838533103297e+05,2.3795699857862263e+02,3.3069582292330887e+02,-5.7750856785825351e+02
1.0350000000000001e-01,8.0362901541194427e+04,1.9426085072842592e+05,-2.7478066400899354e+05,9.9413783957947002e+04,1.7950270119572015e+05,-2.8133363828536833e+05,1.3923317757386124e+02,4.1163808535299381e+02,-5.5912953441519210e+02
1.0400000000000001e-01,2.8228765043142932e+04,2.2936179607166143e+05,-2.5766946429586937e+05,4.8541516043336240e+04,2.1719127815614245e+05,-2.6807958398062782e+05,3.5556777093632675e+01,4.7795249880807626e+02,-5.2096323289993302e+02
1.0450000000000000e-01,-2.4979995658593696e+04,2.5624031442481602e+05,-2.3150480150696140e+05,-4.0440209520567651e+03,2.4719801218964806e+05,-2.4532233837626700e+05,-6.9374968240997816e+01,5.2733375523253198e+02,-4.6433727772362448e+02
1.0500000000000000e-01,-7.7249980875726309e+04,2.7410856968570087e+05,-1.9708511909399452e+05,-5.6487227571688694e+04,2.6844589488787472e+05,-2.1387535772569146e+05,-1.7183516004068488e+02,5.5807850489765269e+02,-3.9124803213794269e+02
1.0550000000000000e-01,-1.2677759058946869e+05,2.8227743740515510e+05,-1.5567784154349306e+05,-1.0693420940089991e+05,2.8017445978733484e+05,-1.7485659936135885e+05,-2.6822873737841559e+02,5.6900092441243805e+02,-3.0431936176817499e+02
1.0600000000000000e-01,-1.7187176228126397e+05,2.8036983601926517e+05,-1.0881332029168445e+05,-1.5358627628492768e+05,2.8199073613583384e+05,-1.2963674148281147e+05,-3.5510841517209104e+02,5.5978673317774781e+02,-2.0659826353497749e+02
1.0650000000000000e-01,-2.1081342622500472e+05,2.6861159260522621e+05,-5.8030167965294757e+04,-1.9480094794632905e+05,2.7381065849378571e+05,-7.9827912595855072e+04,-4.2940275938011365e+02,5.3076635168370194e+02,-1.0155287772898137e+02
1.0700000000000000e-01,-2.4230912426155465e+05,2.4731201586139583e+05,-5.2134728188097570e+03,-2.2911686548201929e+05,2.5592643837599753e+05,-2.7193306694186922e+04,-4.8850292878655188e+02,4.8289447963176099e+02,7.0724372192434011e+00
1.0750000000000000e-01,-2.6525451023282530e+05,2.1720505936625946e+05,4.7754302667394586e+04,-2.5531032322664626e+05,2.2898732984951820e+05,2.6410516281724253e+04,-5.3028160430838238e+02,4.1795129961487731e+02,1.1546324171754972e+02
1.0800000000000000e-01,-2.7874181841461669e+05,1.7948319545824805e+05,9.9091662786359724e+04,-2.7246430101861409e+05,1.9392652783339904e+05,7.9073717995967570e+04,-5.5327740077947885e+02,3.3820548016923232e+02,2.1976109218730628e+02
