t,Bus_Bus_1_va,Bus_Bus_1_vb,Bus_Bus_1_vc,Bus_Bus_2_va,Bus_Bus_2_vb,Bus_Bus_2_vc,LineLumped_line_1_2_i12a,LineLumped_line_1_2_i12b,LineLumped_line_1_2_i12c
1.0850000000000000e-01,-2.8239644308806537e+05,1.3535100022144194e+05,1.4687676691428374e+05,-2.7996562293798913e+05,1.5199664207309464e+05,1.2893616601667738e+05,-5.5668506544803722e+02,2.4644089696877379e+02,3.1626180036705108e+02
1.0900000000000000e-01,-2.7605459762123664e+05,8.6411218336934224e+04,1.8945112372208756e+05,-2.7754485705391527e+05,1.0469032318215660e+05,1.7423515211965912e+05,-5.4035501804473859e+02,1.4598794630707698e+02,4.0157564280756816e+02
1.0950000000000000e-01,-2.5988477387433522e+05,3.4474652361808032e+04,2.2536268658702183e+05,-2.6529737338639441e+05,5.3664732695612103e+04,2.1335632393190311e+05,-5.0489155332700557e+02,4.0348511396091240e+01,4.7265453922421256e+02
1.1000000000000000e-01,-2.3455961925321296e+05,-1.8748489348306881e+04,2.5323944706928110e+05,-2.4364898979170082e+05,7.4305969432514280e+02,2.4492184982893697e+05,-4.5154725067688366e+02,-6.6742098574206011e+01,5.2698421591595479e+02
1.1050000000000000e-01,-2.0090945361444243e+05,-7.1289818154100329e+04,2.7216069350350101e+05,-2.1336721021679894e+05,-5.2200990554042699e+04,2.6781290613140166e+05,-3.8219199652810789e+02,-1.7142819822224695e+02,5.6265987910451156e+02
1.1100000000000000e-01,-1.6011238759208479e+05,-1.2126522538093739e+05,2.8147009441538580e+05,-1.7553166434673005e+05,-1.0330526722077720e+05,2.8121168340675125e+05,-2.9931010192396280e+02,-2.7006897491697123e+02,5.7839033399853417e+02
1.1150000000000000e-01,-1.1369351871829582e+05,-1.6700995515668474e+05,2.8075801885148080e+05,-1.3147386663630212e+05,-1.5074225467638214e+05,2.8465235128715436e+05,-2.0582358862968792e+02,-3.5914716030106865e+02,5.7363243191413278e+02
1.1200000000000000e-01,-6.3214581263098036e+04,-2.0679816280081664e+05,2.7013236917053221e+05,-8.2758690655401500e+04,-1.9283936554772369e+05,2.7800891900568223e+05,-1.0503537686493982e+02,-4.3547063873944791e+02,5.4856361023110344e+02
1.1250000000000000e-01,-1.0487729300880603e+04,-2.3924706750268902e+05,2.4994565231652110e+05,-3.1115300168511705e+04,-2.2811197170237426e+05,2.6151332881028709e+05,-5.3992406082313837e-01,-4.9640098725537922e+02,5.0404796003272139e+02
1.1300000000000000e-01,4.2569855927613382e+04,-2.6327442751745979e+05,2.2086368635088403e+05,2.1634771510023635e+04,-2.5529505411956142e+05,2.3575790464124767e+05,1.0398137569545871e+02,-5.3973565404628164e+02,4.4168287884717495e+02
1.1350000000000000e-01,9.4160334747926070e+04,-2.7792307273794035e+05,1.8399846594323509e+05,7.3616483865088216e+04,-2.7343790323715220e+05,2.0164870249781490e+05,2.0482393258061472e+02,-5.6393070186085583e+02,3.6367581100342170e+02
1.1400000000000000e-01,1.4240447151059928e+05,-2.8273782452643960e+05,1.4060434315832151e+05,1.2298846324783114e+05,-2.8189767203918792e+05,1.6039416212733270e+05,2.9839833795522878e+02,-5.6818112960217957e+02,2.7277318467294134e+02
1.1450000000000000e-01,1.8557802071695830e+05,-2.7757158686198643e+05,9.2203403063017904e+04,1.6800754226834443e+05,-2.8036324953122216e+05,1.1346160590249047e+05,3.8141185805575566e+02,-5.5228208346517738e+02,1.7221745664987176e+02
1.1500000000000000e-01,2.2221845818210498e+05,-2.6251904150461563e+05,4.0577193667521846e+04,2.0707176450658479e+05,-2.6890282308676571e+05,6.2506509903076934e+04,4.5091311346776286e+02,-5.1681277993320748e+02,6.5560280241088833e+01
1.1550000000000001e-01,2.5096175787982123e+05,-2.3819733261950940e+05,-1.2511421065069171e+04,2.3880029476651328e+05,-2.4791655655875543e+05,9.3370180851442528e+03,5.0443175991431775e+02,-4.6306176338105433e+02,-4.3428189171882572e+01
1.1600000000000001e-01,2.7080578860924073e+05,-2.0545069505072426e+05,-6.5165636206073636e+04,2.6207222165737586e+05,-2.1814184590088055e+05,-4.4160226066689793e+04,5.4009173607046534e+02,-3.9287966091991115e+02,-1.5086711695323166e+02
1.1650000000000001e-01,2.8109050883362128e+05,-1.6538089426037137e+05,-1.1547720648078021e+05,2.7605655642216548e+05,-1.8064623910999176e+05,-9.6096625252932907e+04,5.5661368782588977e+02,-3.0878674994186400e+02,-2.5296650720469341e+02
1.1700000000000001e-01,2.8138482482557674e+05,-1.1949379838468722e+05,-1.6173057204760390e+05,2.8026286947946687e+05,-1.3674842575578639e+05,-1.4462733414827415e+05,5.5341288044167175e+02,-2.1377170456466385e+02,-3.4610887477601381e+02
1.1750000000000001e-01,2.7171792323546717e+05,-6.9366301856959239e+04,-2.0224757144859215e+05,2.7454237938674720e+05,-8.8003001862717923e+04,-1.8803289915039396e+05,5.3061720114766467e+02,-1.1115678821087999e+02,-4.2698010786784005e+02
1.1800000000000001e-01,2.5244769439337120e+05,-1.6751126927977493e+04,-2.3557743398616437e+05,2.5909276952381025e+05,-3.6146475002738247e+04,-2.2478062351749692e+05,4.8901626214798335e+02,-4.6205398516735663e+00,-4.9273323749875993e+02
1.1850000000000001e-01,2.2420087980061123e+05,3.6414170951018627e+04,-2.6059534869682757e+05,2.3446709807257043e+05,1.6995251710116005e+04,-2.5356295362980236e+05,4.3009165041743410e+02,1.0207375801172259e+02,-5.4103107546429669e+02
1.1900000000000001e-01,1.8803070426808583e+05,8.8312823409201868e+04,-2.7636247663799918e+05,2.0153552868185489e+05,6.9535362959418984e+04,-2.7336247374424123e+05,3.5593829789309734e+02,2.0517433366581005e+02,-5.7015514728797223e+02
1.1950000000000001e-01,1.4520816598059717e+05,1.3709577393840533e+05,-2.8233060703433061e+05,1.6146191205546175e+05,1.1960718154173832e+05,-2.8348054265589785e+05,2.6916671266943985e+02,3.0098506385488605e+02,-5.7909012950617625e+02
1.2000000000000000e-01,9.7213102950923349e+04,1.8098462196434659e+05,-2.7832548815818323e+05,1.1567128465042828e+05,1.6544739475550799e+05,-2.8355331404053408e+05,1.7286344709458621e+02,3.8613795644602561e+02,-5.6750687099285255e+02
1.2050000000000000e-01,4.5800145400153975e+04,2.1849481390027632e+05,-2.6443462202672818e+05,6.5781920087162842e+04,2.0542458987295086e+05,-2.7358209208665410e+05,7.0440419854295897e+01,4.5762629680636485e+02,-5.3581538609513905e+02
1.2100000000000000e-01,-7.2395842752883045e+03,2.4826062945084009e+05,-2.4118030653321807e+05,1.3560731205596221e+04,2.3812164549750762e+05,-2.5392055522236295e+05,-3.4486287117895223e+01,5.1288105571467383e+02,-4.8515066700339793e+02
1.2150000000000000e-01,-6.0042176193500025e+04,2.6920563388266339e+05,-2.0940138679603071e+05,-3.9138125736796348e+04,2.6238842075657559e+05,-2.2526102842715738e+05,-1.3818513044362325e+02,5.4997933399539068e+02,-4.1729307395976917e+02
1.2200000000000000e-01,-1.1069050328504539e+05,2.8064903065162839e+05,-1.7017707757193639e+05,-9.0452385297094355e+04,2.7735630457848561e+05,-1.8862340765741831e+05,-2.3698827859999747e+02,5.6759991359599815e+02,-3.3465224746446046e+02
1.2250000000000000e-01,-1.5743202900616021e+05,2.8213269916520047e+05,-1.2493862546396191e+05,-1.3856262841205104e+05,2.8249808729695866e+05,-1.4530401305330737e+05,-3.2740232184818473e+02,5.6509439326448069e+02,-2.4016252157279621e+02
1.2300000000000000e-01,-1.9860478388416016e+05,2.7360964898374502e+05,-7.5282497612818537e+04,-1.8176207252909426e+05,2.7763641805747931e+05,-9.6835002489311271e+04,-4.0621077880645601e+02,5.4258716086246307e+02,-1.3715772258854824e+02
1.2350000000000000e-01,-2.3271820912637512e+05,2.5542488085314340e+05,-2.2935793454807997e+04,-2.1852479690840095e+05,2.6293489908748382e+05,-4.4937856031800729e+04,-4.7063168864130017e+02,5.0085559401835786e+02,-2.9296715185846711e+01
1.2400000000000000e-01,-2.5860800725749292e+05,2.2816564479661916e+05,3.0202891016833248e+04,-2.4754544710678371e+05,2.3892016428324088e+05,8.5519607111006862e+03,-5.1838381791807376e+02,4.4136838948376754e+02,7.9598561201004671e+01
1.2450000000000000e-01,-2.7533416132629040e+05,1.9282534803484273e+05,8.2273949564921364e+04,-2.6779538308912225e+05,2.0644409242493054e+05,6.1740113320535907e+04,-5.4776512128726210e+02,3.6626333833719633e+02,1.8568083979526395e+02
1.2500000000000000e-01,-2.8228988720151107e+05,1.5067638063855440e+05,1.3144699071186353e+05,-2.7856076999050111e+05,1.6665029423429474e+05,1.1273885574206879e+05,-5.5774638043376092e+02,2.7817366820125977e+02,2.8518047360583972e+02
1.2550000000000000e-01,-2.7926744839176041e+05,1.0316118451111099e+05,1.7594136130041437e+05,-2.7945653905692976e+05,1.2095565177240504e+05,1.5974523171449755e+05,-5.4796985935796056e+02,1.8022419040926385e+02,3.7457678369778927e+02
1.2600000000000000e-01,-2.6634093896493129e+05,5.2004589808065459e+04,2.1421380357471801e+05,-2.7045206847645895e+05,7.0976799260129395e+04,2.0109290561040922e+05,-5.1877590027178269e+02,7.5905639815845177e+01,4.5070885704613539e+02
1.2650000000000000e-01,-2.4397138650672004e+05,-9.8323046570085569e+02,2.4490539748243993e+05,-2.5186850234951742e+05,1.8480047520147979e+04,2.3531495927332845e+05,-4.7120982107570279e+02,-3.1115398229258730e+01,5.1086856955680344e+02
1.2700000000000000e-01,-2.1297863182464510e+05,-5.3961890266574184e+04,2.6690148983214120e+05,-2.2436053640680108e+05,-3.4667819701678498e+04,2.6120269575133128e+05,-4.0694899812846734e+02,-1.3703254623067036e+02,5.5293240934465143e+02
1.2750000000000000e-01,-1.7442481328100519e+05,-1.0500854852960916e+05,2.7945865352468716e+05,-1.8890498457013679e+05,-8.6588510592576000e+04,2.7783669852901186e+05,-3.2826863845777592e+02,-2.3808445560712087e+02,5.7541150836180134e+02
1.2800000000000000e-01,-1.2969284609280968e+05,-1.5233546572425435e+05,2.8211491771260602e+05,-1.4675851039111055e+05,-1.3544396998472774e+05,2.8462706685619865e+05,-2.3796479093076360e+02,-3.3071657729129049e+02,5.7750077553805988e+02
1.2850000000000000e-01,-8.0380591170368265e+04,-1.9428475461566602e+05,2.7476297435108217e+05,-9.9411215800793289e+04,-1.7949771256666793e+05,2.8133620644410711e+05,-1.3922719616085516e+02,-4.1162570915208369e+02,5.5913551575865495e+02
1.2900000000000000e-01,-2.8202950819160695e+04,-2.2932846114558887e+05,2.5769527852812535e+05,-4.8543355372276557e+04,-2.1719483160739945e+05,2.6807774461679958e+05,-3.5556605117770914e+01,-4.7794777234367962e+02,5.2096340494175354e+02
1.2950000000000000e-01,2.4965697313063862e+04,-2.5625777748804112e+05,2.3149050317274549e+05,4.0438055420876990e+03,-2.4719845394390737e+05,2.4532212296779020e+05,6.9369116615330100e+01,-5.2735111047465091e+02,4.6433142608130373e+02
1.3000000000000000e-01,7.7242786012761921e+04,-2.7411906234600826e+05,1.9707792420506699e+05,5.6489221880918922e+04,-2.6844201130187733e+05,2.1387735204536672e+05,1.7184202257068034e+02,-5.5806213031746620e+02,3.9125489468568435e+02
1.3050000000000000e-01,1.2679971903615406e+05,-2.8224836398775835e+05,1.5569997001702123e+05,1.0693201856560992e+05,-2.8017870508642640e+05,1.7485440851737416e+05,2.6822602050562796e+02,-5.6900420587390170e+02,3.0431664490491028e+02
1.3100000000000001e-01,1.7185198508761646e+05,-2.8039483922235569e+05,1.0879354308149796e+05,1.5358702469084499e+05,-2.8198930394409114e+05,1.2963748989036602e+05,3.5510520156784196e+02,-5.5979824431011332e+02,2.0659504989891906e+02
1.3150000000000001e-01,2.1081628963719463e+05,-2.6860900827541179e+05,5.8033031378393876e+04,1.9480211668766817e+05,-2.7380837210062385e+05,7.9829081341412995e+04,4.2940918106223978e+02,-5.3074943562714941e+02,1.0155929944791410e+02
1.3200000000000001e-01,2.4232434866305595e+05,-2.4729152501329777e+05,5.2286972376599233e+03,2.2911475608052503e+05,-2.5593053485585764e+05,2.7191197291957127e+04,4.8849825138026580e+02,-4.8290392681971400e+02,-7.0771146381328309e+00
1.3250000000000001e-01,2.6523353084865340e+05,-2.1723209799774986e+05,-4.7775282070474044e+04,2.5531175283519027e+05,-2.2898456926845544e+05,-2.6409086665178340e+04,5.3028116030747492e+02,-4.1795591963579625e+02,-1.1546368572274402e+02
1.3300000000000001e-01,2.7875264010281558e+05,-1.7947006849297610e+05,-9.9080841084409636e+04,2.7246457499552751e+05,-1.9392597687731148e+05,-7.9073444021562405e+04,5.5328234700962582e+02,-3.3819102020189791e+02,-2.1975614593944576e+02
1.3350000000000001e-01,2.8240324637949461e+05,-1.3534124721062373e+05,-1.4686996362627114e+05,2.7996394500324695e+05,-1.5199990846786986e+05,-1.2893784395356993e+05,5.5667954577112528e+02,-2.4645389871208289e+02,-3.1626732006985151e+02
1.3400000000000001e-01,2.7603621809392516e+05,-8.6435314556228463e+04,-1.8946950325579292e+05,2.7754661301942990e+05,-1.0468692150466442e+05,-1.7423339614945417e+05,5.4035697747362258e+02,-1.4598598144447843e+02,-4.0157368335874236e+02
1.3450000000000001e-01,2.5990041994378375e+05,-3.4454926483743977e+04,-2.2534704050485991e+05,2.6529684860371071e+05,-5.3665734334803499e+04,-2.1335684871453792e+05,5.0489440954090537e+02,-4.0338601271997611e+01,-4.7265168301208297e+02
1.3500000000000001e-01,2.3455817822126145e+05,1.8747544520376374e+04,-2.5324088811103866e+05,2.4364796292723247e+05,-7.4506693212244613e+02,-2.4492287669116177e+05,4.5154197287892134e+02,6.6728347307798515e+01,-5.2698949372550715e+02
1.3550000000000001e-01,2.0089642010889351e+05,7.1272339218987792e+04,-2.7217372700500308e+05,2.1336893824140049e+05,5.2204345557936293e+04,-2.6781117810689239e+05,3.8219563786944559e+02,1.7143535665263508e+02,-5.6265623774934159e+02
1.3600000000000001e-01,1.6012939830830012e+05,1.2128710574231078e+05,-2.8145308377443044e+05,1.7553055849722258e+05,1.0330313306167892e+05,-2.8121278906965518e+05,2.9931071094116618e+02,2.7007335836575459e+02,-5.7838972493172184e+02
1.3650000000000001e-01,1.1368539836783733e+05,1.6700018432752296e+05,-2.8076613910617324e+05,1.3147356330011762e+05,1.5074165032957584e+05,-2.8465265469430294e+05,2.0581942105153081e+02,3.5913514242320650e+02,-5.7363659957997106e+02
1.3700000000000001e-01,6.3208278877106175e+04,2.0678924691683013e+05,-2.7013867162959534e+05,8.2760098257670441e+04,1.9284210479724657e+05,-2.7800751143217616e+05,1.0503980553264904e+02,4.3548093026034655e+02,-5.4855918172691850e+02
1.3750000000000001e-01,1.0502956078814081e+04,2.3926698868322102e+05,-2.4993042554313058e+05,3.1113896745702255e+04,2.2810925380453499e+05,-2.6151473221034548e+05,5.3854014154623764e-01,4.9639997252724424e+02,-5.0404934377328937e+02
1.3800000000000001e-01,-4.2582188786331797e+04,2.6325892500298261e+05,-2.2087601914733928e+05,-2.1634414757137489e+04,2.5529573250164153e+05,-2.3575754791069747e+05,-1.0398389249388642e+02,5.3972716290512972e+02,-4.4168539572676428e+02
1.3850000000000001e-01,-9.4159896411156398e+04,2.7792288683763490e+05,-1.8399802768339840e+05,-7.3615587976730501e+04,2.7343965326758084e+05,-2.0164780658485630e+05,-2.0481960549738372e+02,5.6394185260255801e+02,-3.6367148392708759e+02
1.3900000000000001e-01,-1.4239336102102668e+05,2.8275267519392027e+05,-1.4059323261241612e+05,-1.2298987540841648e+05,2.8189493096879328e+05,-1.6039557429926988e+05,-2.9840115803928620e+02,5.6817575460010062e+02,-2.7277600468468546e+02
1.3950000000000001e-01,-1.8559177358834128e+05,2.7755393257400446e+05,-9.2217155950283093e+04,-1.6800669221537700e+05,2.8036488907942473e+05,-1.1346075585579190e+05,-3.8141255541073377e+02,5.5227801452397182e+02,-1.7221815410419748e+02
1.4000000000000001e-01,-2.2221243332670853e+05,2.6252622033240151e+05,-4.0571168836255289e+04,-2.0707145239335627e+05,2.6890344145512924e+05,-6.2506197773152795e+04,-4.5090961541335827e+02,5.1682273594414562e+02,-6.5556782109013582e+01
1.4050000000000001e-01,-2.5095601608546986e+05,2.3820536969375782e+05,1.2517162905411265e+04,-2.3880147136937224e+05,2.4791426750795974e+05,-9.3381947057503548e+03,-5.0443530124710952e+02,4.6305365032707306e+02,4.3424647813713584e+01
1.4100000000000001e-01,-2.7081836703288468e+05,2.0543427218588238e+05,6.5153057739063923e+04,-2.6207110368893505e+05,2.1814401035776394e+05,4.4161344047065992e+04,-5.4009078572693261e+02,3.9288000543058064e+02,1.5086806727021951e+02
1.4150000000000001e-01,-2.8108082828277617e+05,1.6539302375517282e+05,1.1548688705441880e+05,-2.7605678823490907e+05,1.8064580075139258e+05,9.6096393439551932e+04,-5.5661148745244270e+02,3.0879399066540361e+02,2.5296870763594072e+02
1.4200000000000002e-01,-2.8138457886889018e+05,1.1949473150942539e+05,1.6173081800820047e+05,-2.8026364595274488e+05,1.3674690991753474e+05,1.4462655766681425e+05,-5.5341641854056365e+02,2.1376268719976724e+02,3.4610533661860313e+02
1.4250000000000002e-01,-2.7172735291001509e+05,6.9353736303164042e+04,2.0223814166245042e+05,-2.7454122824129334e+05,8.8005235385075968e+04,1.8803405003090700e+05,-5.3061502925137904e+02,1.1116078234981539e+02,4.2698227935145189e+02
1.4300000000000002e-01,-2.5243660500614485e+05,1.6765332760930309e+04,2.3558852332574254e+05,-2.5909341876569370e+05,3.6145223706262732e+04,2.2477997431789010e+05,-4.8901553114995744e+02,4.6242532182392697e+00,4.9273396884352087e+02
1.4350000000000002e-01,-2.2420529642054925e+05,-3.6419370337372617e+04,2.6059093219663916e+05,-2.3446740468065368e+05,-1.6995856906276265e+04,2.5356264703259783e+05,-4.3009457755340776e+02,-1.0208198526106749e+02,5.4102814834236483e+02
1.4400000000000002e-01,-1.8803586615761300e+05,-8.8319986233652278e+04,2.7635731465502968e+05,-2.0153454808290710e+05,-6.9533455766452578e+04,2.7336345437192539e+05,-3.5593547406066097e+02,-2.0516796141931289e+02,5.7015797102752970e+02
1.4449999999999999e-01,-1.4519780618288869e+05,-1.3708227467752458e+05,2.8234096687378449e+05,-1.6146279965923389e+05,-1.1960889946183313e+05,2.8347965503987321e+05,-2.6916734072972309e+02,-3.0098495152652117e+02,5.7908950155660102e+02
1.4499999999999999e-01,-9.7220670312773058e+04,-1.8099407074380486e+05,2.7831792080789001e+05,-1.1567114403922581e+05,-1.6544713138011048e+05,2.8355345463068207e+05,-1.7286535649535020e+02,-3.8614410146699805e+02,5.6750496147198930e+02
1.4549999999999999e-01,-4.5800834575018365e+04,-2.1849620630616081e+05,2.6443393279802753e+05,-6.5781251488506037e+04,-2.0542328531174036e+05,2.7358276071113040e+05,-7.0437535107404941e+01,-4.5761902567083678e+02,5.3581827091148671e+02
1.4599999999999999e-01,7.2475519107921664e+03,-2.4825004229160232e+05,2.4118827423400772e+05,-1.3561666594246903e+04,-2.3812346025506413e+05,2.5391961981524932e+05,3.4484625339146319e+01,-5.1288398725086176e+02,4.8514900523729250e+02
1.4649999999999999e-01,6.0033261831263088e+04,-2.6921702930845233e+05,2.0939247237179065e+05,3.9138617758368011e+04,-2.6238747317832714e+05,2.2526152043741490e+05,1.3818440340021442e+02,-5.4998267558411897e+02,4.1729234680973008e+02
1.4699999999999999e-01,1.1069368691102484e+05,-2.8064534014824074e+05,1.7018026121512399e+05,9.0452677165259462e+04,-2.7735572997282521e+05,1.8862369951965185e+05,2.3699071900705295e+02,-5.6759313699348752e+02,3.3465468797873274e+02
1.4749999999999999e-01,1.5743661707760594e+05,-2.8212637897559209e+05,1.2494321355780237e+05,1.3856181391685642e+05,-2.8249967095828464e+05,1.4530319854833247e+05,3.2740007835181478e+02,-5.6509937530502134e+02,2.4016027801227639e+02
1.4799999999999999e-01,1.9859627261226584e+05,-2.7362071776953735e+05,7.5273986298190444e+04,1.8176277492906852e+05,-2.7763505905066483e+05,9.6835704909540073e+04,4.0621116962245674e+02,-5.4258757340576938e+02,1.3715811343461877e+02
1.4849999999999999e-01,2.3272409805925109e+05,-2.5541755585670882e+05,2.2941682434977080e+04,2.1852472213188349e+05,-2.6293503641942568e+05,4.4937781247451800e+04,4.7063333613336943e+02,-5.0085039840159749e+02,2.9298362706354560e+01
1.4899999999999999e-01,2.5860896779897326e+05,-2.2816399534348739e+05,-3.0201930502003037e+04,2.4754487422783088e+05,-2.3892128149397502e+05,-8.5525335851652144e+03,5.1838147164903046e+02,-4.4137423689141644e+02,-7.9600907530747889e+01
1.4949999999999999e-01,2.7532745412051969e+05,-1.9283423655931620e+05,-8.2280656771202761e+04,2.6779614120970655e+05,-2.0644262196807432e+05,-6.1739355192045274e+04,5.4776638350641247e+02,-3.6626122040307422e+02,-1.8567957751469248e+02
1.4999999999999999e-01,2.8229703268403781e+05,-1.5066726646046757e+05,-1.3143984520605957e+05,2.7856040028605936e+05,-1.6665100560144876e+05,-1.1273922545800165e+05,5.5774707835419258e+02,-2.7817069507532142e+02,-2.8517977572435370e+02
1.5049999999999999e-01,2.7926519808421307e+05,-1.0316374031647065e+05,-1.7594361163687412e+05,2.7945626767209661e+05,-1.2095618500583939e+05,-1.5974550308598927e+05,5.4796783080626403e+02,-1.8022975743943729e+02,-3.7457881224184320e+02
1.5100000000000000e-01,2.6633690140199172e+05,-5.2010117137398644e+04,-2.1421784111206094e+05,2.7045274270239903e+05,-7.0975488682473297e+04,-2.0109223138175232e+05,5.1877767619144379e+02,-7.5901763521839456e+01,-4.5070708109396764e+02
1.5150000000000000e-01,2.4397835235078892e+05,9.9227190709034073e+02,-2.4489843164463135e+05,2.5186794907138150e+05,-1.8481117595225482e+04,-2.3531551254716856e+05,4.7120960193615974e+02,3.1115993725575681e+01,-5.1086878873503321e+02
1.5200000000000000e-01,2.1297407767179949e+05,5.3956249462217675e+04,-2.6690604399007862e+05,2.2436056477606835e+05,3.4667868377500898e+04,-2.6120266737476797e+05,4.0694758664295455e+02,1.3702817647972105e+02,-5.5293382079927062e+02
1.5250000000000000e-01,1.7442371061272526e+05,1.0500679294048939e+05,-2.7945975617571012e+05,1.8890547211500586e+05,8.6589460973310022e+04,-2.7783621098381840e+05,3.2827053859228903e+02,2.3808913716427597e+02,-5.7540960823577780e+02
1.5300000000000000e-01,1.2969846221280325e+05,1.5234288968945146e+05,-2.8210930160876096e+05,1.4675789856284144e+05,1.3544278358657105e+05,-2.8462767867646756e+05,2.3796384116024362e+02,3.3071507818671847e+02,-5.7750172531912312e+02
1.5350000000000000e-01,8.0374889577164198e+04,1.9427749867228683e+05,-2.7476867593469686e+05,9.9411490433664760e+04,1.7949824041268387e+05,-2.8133593181439198e+05,1.3922654427605124e+02,4.1162309357509406e+02,-5.5913616762874415e+02
1.5400000000000000e-01,2.8204497065669766e+04,2.2933016778331704e+05,-2.5769373228388550e+05,4.8543602898346930e+04,2.1719531721889370e+05,-2.6807749709527876e+05,3.5558283740815931e+01,4.7795232659349989e+02,-5.2096172634398692e+02
1.5450000000000000e-01,-2.4962173123834094e+04,2.5626257595787689e+05,-2.3148697898137185e+05,-4.0443618933110629e+03,2.4719737281230255e+05,-2.4532267929783586e+05,-6.9370516755213373e+01,5.2734811109525208e+02,-4.6433282617579289e+02
1.5500000000000000e-01,-7.7248474033239560e+04,2.7411169371440692e+05,-1.9708361221772849e+05,-5.6488787653995707e+04,2.6844285078164574e+05,-2.1387691782623611e+05,-1.7184192550132315e+02,5.5806143433740556e+02,-3.9125479765080877e+02
1.5550000000000000e-01,-1.2679621469974270e+05,2.8225268398809305e+05,-1.5569646569537159e+05,-1.0693201513873901e+05,2.8017871694411617e+05,-1.7485440508961034e+05,-2.6822481661125687e+02,5.6900786989580877e+02,-3.0431544101369701e+02
1.5600000000000000e-01,-1.7185082657395428e+05,2.8039660387220996e+05,-1.0879238455725923e+05,-1.5358743844549652e+05,2.8198849773190025e+05,-1.2963790364751159e+05,-3.5510673861518399e+02,5.5979450159857049e+02,-2.0659658693253587e+02
1.5650000000000000e-01,-2.1082098654994206e+05,2.6860281423258182e+05,-5.8037728294500062e+04,-1.9480162328796281e+05,2.7380932861376338e+05,-7.9828587941761361e+04,-4.2940847201828501e+02,5.3075047103066515e+02,-1.0155859042003102e+02
1.5700000000000000e-01,-2.4231980477130198e+05,2.4729729383912118e+05,-5.2241533494615942e+03,-2.2911495792030232e+05,2.5593014744107489e+05,-2.7191399128664216e+04,-4.8849765244415920e+02,4.8290621464921105e+02,7.0777135882897202e+00
1.5750000000000000e-01,-2.6523455386126187e+05,2.1723101702925918e+05,4.7774259066121806e+04,-2.5531197598038323e+05,2.2898413202811580e+05,2.6408863516824997e+04,-5.3028254785187903e+02,4.1795219743167888e+02,1.1546229817316927e+02
1.5800000000000000e-01,-2.7875569765641302e+05,1.7946592533812564e+05,9.9077783522470068e+04,-2.7246411692300841e+05,1.9392686682306250e+05,7.9073902094963953e+04,-5.5328124702115190e+02,3.3819332868608740e+02,2.1975724592161595e+02
1.5850000000000000e-01,-2.8239861197420832e+05,1.3534723925383933e+05,1.4687459803600525e+05,-2.7996428440233739e+05,1.5199925257560759e+05,1.2893750455273782e+05,-5.5667955774130235e+02,2.4645463755434778e+02,3.1626730811128795e+02
1.5900000000000000e-01,-2.7603889717601414e+05,8.6432029797410403e+04,1.8946682417429972e+05,-2.7754663772210025e+05,1.0468686931306987e+05,1.7423337144493894e+05,-5.4035800086007271e+02,1.4598291657912830e+02,4.0157265996155093e+02
1.5950000000000000e-01,-2.5990157727862563e+05,3.4453215119459092e+04,2.2534588316564541e+05,-2.6529649876723264e+05,5.3666415676174147e+04,2.1335719857136995e+05,-5.0489317025521655e+02,4.0341581797495451e+01,4.7265292230957380e+02
1.6000000000000000e-01,-2.3455426351951546e+05,-1.8742393901352691e+04,2.5324480276218790e+05,-2.4364835677571886e+05,7.4429857160905601e+02,2.4492247766466637e+05,-4.5154249215199087e+02,-6.6729032909647216e+01,5.2698896825551924e+02
1.6050000000000000e-01,-2.0090002502702991e+05,-7.1276905650105473e+04,2.7217011984401825e+05,-2.1336879327957053e+05,-5.2204065966561480e+04,2.6781132456612657e+05,-3.8219618281093716e+02,-1.7143734359629974e+02,5.6265569791092241e+02
1.6100000000000000e-01,-1.6012876271405598e+05,-1.2128648112781630e+05,2.8145372210606257e+05,-1.7553035997016646e+05,-1.0330274412160003e+05,2.8121298786344798e+05,-2.9930956950533488e+02,-2.7007032740164459e+02,5.7839086870815083e+02
1.6150000000000000e-01,-1.1368276320357356e+05,-1.6699662963542424e+05,2.8076877296910819e+05,-1.3147393923528097e+05,-1.5074238056712155e+05,2.8465227882597735e+05,-2.0582027932817005e+02,-3.5913690764902299e+02,5.7363573747549219e+02
1.6200000000000001e-01,-6.3212042369251867e+04,-2.0679410366749778e+05,2.7013490786550543e+05,-8.2759834453570162e+04,-1.9284159497902746e+05,2.7800777549355815e+05,-1.0503985189789572e+02,-4.3548166989087719e+02,5.4855913834883643e+02
1.6250000000000001e-01,-1.0500924672219242e+04,-2.3926451265593525e+05,2.4993245827175741e+05,-3.1113858554863895e+04,-2.2810917687563767e+05,2.6151476974945210e+05,-5.3767385726404282e-01,-4.9639741941674782e+02,5.0405020834218533e+02
1.6300000000000001e-01,4.2583300708777948e+04,-2.6325731566980237e+05,2.2087712943330253e+05,2.1634120060680274e+04,-2.5529630574484705e+05,2.3575725375848266e+05,1.0398289603559944e+02,-5.3972952972422820e+02,4.4168439918599779e+02
1.6350000000000001e-01,9.4156644827462587e+04,-2.7792715474735643e+05,1.8399477728921402e+05,7.3615905784929346e+04,-2.7343903768570785e+05,2.0164812420166179e+05,2.0481998442445760e+02,-5.6394142005226797e+02,3.6367186449077661e+02
