omega,Overhead_R_0_0,Overhead_R_0_1,Overhead_R_0_2,Overhead_R_0_3,Overhead_R_1_0,Overhead_R_1_1,Overhead_R_1_2,Overhead_R_1_3,Overhead_R_2_0,Overhead_R_2_1,Overhead_R_2_2,Overhead_R_2_3,Overhead_R_3_0,Overhead_R_3_1,Overhead_R_3_2,Overhead_R_3_3,Overhead_L_0_0,Overhead_L_0_1,Overhead_L_0_2,Overhead_L_0_3,Overhead_L_1_0,Overhead_L_1_1,Overhead_L_1_2,Overhead_L_1_3,Overhead_L_2_0,Overhead_L_2_1,Overhead_L_2_2,Overhead_L_2_3,Overhead_L_3_0,Overhead_L_3_1,Overhead_L_3_2,Overhead_L_3_3,Overhead_G_0_0,Overhead_G_0_1,Overhead_G_0_2,Overhead_G_0_3,Overhead_G_1_0,Overhead_G_1_1,Overhead_G_1_2,Overhead_G_1_3,Overhead_G_2_0,Overhead_G_2_1,Overhead_G_2_2,Overhead_G_2_3,Overhead_G_3_0,Overhead_G_3_1,Overhead_G_3_2,Overhead_G_3_3,Overhead_C_0_0,Overhead_C_0_1,Overhead_C_0_2,Overhead_C_0_3,Overhead_C_1_0,Overhead_C_1_1,Overhead_C_1_2,Overhead_C_1_3,Overhead_C_2_0,Overhead_C_2_1,Overhead_C_2_2,Overhead_C_2_3,Overhead_C_3_0,Overhead_C_3_1,Overhead_C_3_2,Overhead_C_3_3,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2
6.5039900525216967e+02,1.7989449056605021e-04,9.7840134019155567e-05,9.7293596012037106e-05,9.6869346598369780e-05,9.7840134019155567e-05,1.7989449056605021e-04,9.7293596012037106e-05,9.6869346598369780e-05,9.7293596012037106e-05,9.7293596012037106e-05,1.7879967357935675e-04,9.6329345054043178e-05,9.6869346598369780e-05,9.6869346598369780e-05,9.6329345054043178e-05,2.7743960278897857e-03,2.2752199343783848e-06,9.5861162025736633e-07,9.8028264090911504e-07,8.8953003701967067e-07,9.5861162025736633e-07,2.2752199343783848e-06,9.8028264090911504e-07,8.8953003701967067e-07,9.8028264090911504e-07,9.8028264090911504e-07,2.2770341876583225e-06,1.0689296047604631e-06,8.8953003701967067e-07,8.8953003701967067e-07,1.0689296047604631e-06,2.4540301532060028e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825099e-12,-1.1978281413433609e-12,-1.2976004784276651e-12,-7.4421868045270490e-13,-1.1978281413433611e-12,7.6417282362825066e-12,-1.2976004784276649e-12,-7.4421868045270500e-13,-1.2976004784276651e-12,-1.2976004784276647e-12,7.8824389596617833e-12,-1.7472744699475667e-12,-7.4421868045270500e-13,-7.4421868045270490e-13,-1.7472744699475671e-12,6.7230549785248781e-12,1.0618493279281443e-07,1.1219559867417985e-07,3.6044151784592552e-07,2.2213660248677688e-06,2.2331463354934830e-06,2.9130958440561022e-06
6.7714218154824118e+02,1.8417456334310315e-04,1.0177459460144582e-04,1.0119493904748896e-04,1.0074499962443414e-04,1.0177459460144582e-04,1.8417456334310315e-04,1.0119493904748896e-04,1.0074499962443414e-04,1.0119493904748896e-04,1.0119493904748896e-04,1.8301336634209952e-04,1.0017241519390724e-04,1.0074499962443414e-04,1.0074499962443414e-04,1.0017241519390724e-04,2.7782249493709115e-03,2.2712206431702871e-06,9.5472164757987410e-07,9.7641102435311835e-07,8.8567268992425236e-07,9.5472164757987410e-07,2.2712206431702871e-06,9.7641102435311835e-07,8.8567268992425236e-07,9.7641102435311835e-07,9.7641102435311835e-07,2.2730716140527359e-06,1.0650905622871758e-06,8.8567268992425236e-07,8.8567268992425236e-07,1.0650905622871758e-06,2.4502052248625325e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825099e-12,-1.1978281413433607e-12,-1.2976004784276647e-12,-7.4421868045270490e-13,-1.1978281413433609e-12,7.6417282362825083e-12,-1.2976004784276647e-12,-7.4421868045270490e-13,-1.2976004784276651e-12,-1.2976004784276649e-12,7.8824389596617849e-12,-1.7472744699475667e-12,-7.4421868045270500e-13,-7.4421868045270490e-13,-1.7472744699475671e-12,6.7230549785248773e-12,1.0664463279784887e-07,1.1291035933851068e-07,3.7496896036200977e-07,2.3124253247338503e-06,2.3246087183036844e-06,3.0220438017924239e-06
7.0498498664544456e+02,1.8863724672856183e-04,1.0586544623358294e-04,1.0525068644049731e-04,1.0477351730132136e-04,1.0586544623358294e-04,1.8863724672856183e-04,1.0525068644049731e-04,1.0477351730132136e-04,1.0525068644049731e-04,1.0525068644049731e-04,1.8740568429307527e-04,1.0416640670354655e-04,1.0477351730132136e-04,1.0477351730132136e-04,1.0416640670354655e-04,2.7822042195680867e-03,2.2672160526901534e-06,9.5083459020970627e-07,9.7254269017859019e-07,8.8181891027557905e-07,9.5083459020970627e-07,2.2672160526901534e-06,9.7254269017859019e-07,8.8181891027557905e-07,9.7254269017859019e-07,9.7254269017859019e-07,2.2691044756621551e-06,1.0612554513296015e-06,8.8181891027557905e-07,8.8181891027557905e-07,1.0612554513296015e-06,2.4463845014409751e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825083e-12,-1.1978281413433607e-12,-1.2976004784276651e-12,-7.4421868045270500e-13,-1.1978281413433611e-12,7.6417282362825066e-12,-1.2976004784276647e-12,-7.4421868045270490e-13,-1.2976004784276651e-12,-1.2976004784276649e-12,7.8824389596617865e-12,-1.7472744699475669e-12,-7.4421868045270510e-13,-7.4421868045270500e-13,-1.7472744699475669e-12,6.7230549785248781e-12,1.0713882938050299e-07,1.1367757705148532e-07,3.8991922722461666e-07,2.4072242183431788e-06,2.4198195773540495e-06,3.1348897110620175e-06
7.3397263519917044e+02,1.9329038692626906e-04,1.1011879107247913e-04,1.0946682290681318e-04,1.0896079343980617e-04,1.1011879107247913e-04,1.9329038692626906e-04,1.0946682290681318e-04,1.0896079343980617e-04,1.0946682290681318e-04,1.0946682290681318e-04,1.9198423775916180e-04,1.0831709943682767e-04,1.0896079343980617e-04,1.0896079343980617e-04,1.0831709943682767e-04,2.7863396083210390e-03,2.2632055285280691e-06,9.4695035255325820e-07,9.6867755031428630e-07,8.7796861582847400e-07,9.4695035255325820e-07,2.2632055285280691e-06,9.6867755031428630e-07,8.7796861582847400e-07,9.6867755031428630e-07,9.6867755031428630e-07,2.2651321531427833e-06,1.0574241969940716e-06,8.7796861582847400e-07,8.7796861582847400e-07,1.0574241969940716e-06,2.4425679129812087e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825099e-12,-1.1978281413433607e-12,-1.2976004784276647e-12,-7.4421868045270490e-13,-1.1978281413433607e-12,7.6417282362825099e-12,-1.2976004784276645e-12,-7.4421868045270490e-13,-1.2976004784276649e-12,-1.2976004784276647e-12,7.8824389596617833e-12,-1.7472744699475667e-12,-7.4421868045270510e-13,-7.4421868045270490e-13,-1.7472744699475669e-12,6.7230549785248773e-12,1.0766859772008151e-07,1.1449934751782629e-07,4.0527831622422955e-07,2.5059152803000059e-06,2.5189309708843842e-06,3.2517814177335040e-06
7.6415220100587658e+02,1.9814216311264232e-04,1.1454096964075806e-04,1.1384956454114917e-04,1.1331294783128308e-04,1.1454096964075806e-04,1.9814216311264232e-04,1.1384956454114917e-04,1.1331294783128308e-04,1.1384956454114917e-04,1.1384956454114917e-04,1.9675695598102413e-04,1.1263049252899115e-04,1.1331294783128308e-04,1.1331294783128308e-04,1.1263049252899115e-04,2.7906371063221207e-03,2.2591886625095221e-06,9.4306908405168436e-07,9.6481576118287013e-07,8.7412196840965434e-07,9.4306908405168436e-07,2.2591886625095221e-06,9.6481576118287013e-07,8.7412196840965434e-07,9.6481576118287013e-07,9.6481576118287013e-07,2.2611542523059192e-06,1.0535969679084598e-06,8.7412196840965434e-07,8.7412196840965434e-07,1.0535969679084598e-06,2.4387556325510718e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825083e-12,-1.1978281413433611e-12,-1.2976004784276647e-12,-7.4421868045270490e-13,-1.1978281413433609e-12,7.6417282362825099e-12,-1.2976004784276647e-12,-7.4421868045270490e-13,-1.2976004784276645e-12,-1.2976004784276649e-12,7.8824389596617833e-12,-1.7472744699475669e-12,-7.4421868045270500e-13,-7.4421868045270510e-13,-1.7472744699475669e-12,6.7230549785248773e-12,1.0823705667490156e-07,1.1537984495323710e-07,4.2102980747946283e-07,2.6086566866706179e-06,2.6221005213877301e-06,3.3728701927772389e-06
7.9557269344744782e+02,2.0320105306383885e-04,1.1913855787512892e-04,1.1840535576664672e-04,1.1783632312088648e-04,1.1913855787512892e-04,2.0320105306383885e-04,1.1840535576664672e-04,1.1783632312088648e-04,1.1840535576664672e-04,1.1840535576664672e-04,2.0173205254066478e-04,1.1711280117582157e-04,1.1783632312088648e-04,1.1783632312088648e-04,1.1711280117582157e-04,2.7951029220705855e-03,2.2551649037628873e-06,9.3919081508102852e-07,9.6095736058423177e-07,8.7027901156571599e-07,9.3919081508102852e-07,2.2551649037628873e-06,9.6095736058423177e-07,8.7027901156571599e-07,9.6095736058423177e-07,9.6095736058423177e-07,2.2571702371518329e-06,1.0497738148531199e-06,8.7027901156571599e-07,8.7027901156571599e-07,1.0497738148531199e-06,2.4349477156394334e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825099e-12,-1.1978281413433605e-12,-1.2976004784276651e-12,-7.4421868045270531e-13,-1.1978281413433607e-12,7.6417282362825083e-12,-1.2976004784276647e-12,-7.4421868045270500e-13,-1.2976004784276647e-12,-1.2976004784276639e-12,7.8824389596617865e-12,-1.7472744699475669e-12,-7.4421868045270510e-13,-7.4421868045270470e-13,-1.7472744699475671e-12,6.7230549785248765e-12,1.0884657427956330e-07,1.1632250436355069e-07,4.3715473657535676e-07,2.7156131889775894e-06,2.7294923031859102e-06,3.4983179205826530e-06
8.2828513707880984e+02,2.0847587535610299e-04,1.2391838147168821e-04,1.2314088315528059e-04,1.2253749822320516e-04,1.2391838147168821e-04,2.0847587535610299e-04,1.2314088315528059e-04,1.2253749822320516e-04,1.2314088315528059e-04,1.2314088315528059e-04,2.0691806650303724e-04,1.2177046955340299e-04,1.2253749822320516e-04,1.2253749822320516e-04,1.2177046955340299e-04,2.7997434951349859e-03,2.2511337224478713e-06,9.3531561126219137e-07,9.5710242162003945e-07,8.6643982418783730e-07,9.3531561126219137e-07,2.2511337224478713e-06,9.5710242162003945e-07,8.6643982418783730e-07,9.5710242162003945e-07,9.5710242162003945e-07,2.2531795928274936e-06,1.0459548239996060e-06,8.6643982418783741e-07,8.6643982418783741e-07,1.0459548239996060e-06,2.4311442530878596e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825099e-12,-1.1978281413433609e-12,-1.2976004784276651e-12,-7.4421868045270470e-13,-1.1978281413433609e-12,7.6417282362825066e-12,-1.2976004784276647e-12,-7.4421868045270470e-13,-1.2976004784276651e-12,-1.2976004784276649e-12,7.8824389596617849e-12,-1.7472744699475667e-12,-7.4421868045270490e-13,-7.4421868045270500e-13,-1.7472744699475673e-12,6.7230549785248773e-12,1.0949981169821698e-07,1.1733106169832325e-07,4.5363178187977752e-07,2.8269561492621701e-06,2.8412769004150062e-06,3.6282952070293807e-06
8.6234265448802876e+02,2.1397575935120343e-04,1.2888752405290863e-04,1.2806308313824033e-04,1.2742329568092765e-04,1.2888752405290863e-04,2.1397575935120343e-04,1.2806308313824033e-04,1.2742329568092765e-04,1.2806308313824033e-04,1.2806308313824033e-04,2.1232383147950617e-04,1.2661017774795493e-04,1.2742329568092765e-04,1.2742329568092765e-04,1.2661017774795493e-04,2.8045655034160768e-03,2.2470945636190878e-06,9.3144353333193753e-07,9.5325101262574983e-07,8.6260448049114269e-07,9.3144353333193753e-07,2.2470945636190878e-06,9.5325101262574983e-07,8.6260448049114269e-07,9.5325101262574983e-07,9.5325101262574983e-07,2.2491817796122592e-06,1.0421400769503683e-06,8.6260448049114269e-07,8.6260448049114269e-07,1.0421400769503683e-06,2.4273453311708900e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825083e-12,-1.1978281413433609e-12,-1.2976004784276647e-12,-7.4421868045270480e-13,-1.1978281413433607e-12,7.6417282362825066e-12,-1.2976004784276649e-12,-7.4421868045270490e-13,-1.2976004784276649e-12,-1.2976004784276647e-12,7.8824389596617865e-12,-1.7472744699475669e-12,-7.4421868045270490e-13,-7.4421868045270490e-13,-1.7472744699475669e-12,6.7230549785248773e-12,1.1019951668714648e-07,1.1840933900602555e-07,4.7043735917069956e-07,2.9428638021568311e-06,2.9576316564496448e-06,3.7629826671434634e-06
8.9780055256346361e+02,2.1971017364650892e-04,1.3405333557925793e-04,1.3317915003944789e-04,1.3250078940695237e-04,1.3405333557925793e-04,2.1971017364650892e-04,1.3317915003944789e-04,1.3250078940695237e-04,1.3317915003944789e-04,1.3317915003944789e-04,2.1795850331476668e-04,1.3163884914171319e-04,1.3250078940695237e-04,1.3250078940695237e-04,1.3163884914171319e-04,2.8095758708835193e-03,2.2430468625364585e-06,9.2757464214476740e-07,9.4940320219977085e-07,8.5877305506503977e-07,9.2757464214476740e-07,2.2430468625364585e-06,9.4940320219977085e-07,8.5877305506503977e-07,9.4940320219977085e-07,9.4940320219977085e-07,2.2451762482829420e-06,1.0383296558159945e-06,8.5877305506503966e-07,8.5877305506503966e-07,1.0383296558159945e-06,2.4235510366883382e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825099e-12,-1.1978281413433603e-12,-1.2976004784276643e-12,-7.4421868045270541e-13,-1.1978281413433603e-12,7.6417282362825083e-12,-1.2976004784276645e-12,-7.4421868045270510e-13,-1.2976004784276643e-12,-1.2976004784276639e-12,7.8824389596617849e-12,-1.7472744699475673e-12,-7.4421868045270500e-13,-7.4421868045270460e-13,-1.7472744699475665e-12,6.7230549785248765e-12,1.1094849821351669e-07,1.1956120817287075e-07,4.8754587575253516e-07,3.0635215768886886e-06,3.0787409887086492e-06,3.9025714601772949e-06
9.3471641230806244e+02,2.2568892035738347e-04,1.3942344326574915e-04,1.3849654645557217e-04,1.3777731465113293e-04,1.3942344326574915e-04,2.2568892035738347e-04,1.3849654645557217e-04,1.3777731465113293e-04,1.3849654645557217e-04,1.3849654645557217e-04,2.2383155328565562e-04,1.3686365987619517e-04,1.3777731465113293e-04,1.3777731465113293e-04,1.3686365987619517e-04,2.8147817775084271e-03,2.2389900494438388e-06,9.2370900382608306e-07,9.4555906433194400e-07,8.5494562798241304e-07,9.2370900382608306e-07,2.2389900494438388e-06,9.4555906433194400e-07,8.5494562798241304e-07,9.4555906433194400e-07,9.4555906433194400e-07,2.2411624448431874e-06,1.0345236482990772e-06,8.5494562798241315e-07,8.5494562798241315e-07,1.0345236482990772e-06,2.4197614620213290e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825083e-12,-1.1978281413433601e-12,-1.2976004784276647e-12,-7.4421868045270510e-13,-1.1978281413433607e-12,7.6417282362825066e-12,-1.2976004784276647e-12,-7.4421868045270490e-13,-1.2976004784276645e-12,-1.2976004784276643e-12,7.8824389596617849e-12,-1.7472744699475669e-12,-7.4421868045270480e-13,-7.4421868045270470e-13,-1.7472744699475667e-12,6.7230549785248773e-12,1.1174965343583402e-07,1.2079060843290802e-07,5.0493004299794463e-07,3.1891223439209632e-06,3.2047966304158314e-06,4.0472638390147578e-06
9.7315018234664706e+02,2.3192210656042457e-04,1.4500576114377420e-04,1.4402301231923966e-04,1.4326047667947717e-04,1.4500576114377420e-04,2.3192210656042457e-04,1.4402301231923966e-04,1.4326047667947717e-04,1.4402301231923966e-04,1.4402301231923966e-04,2.2995273853716102e-04,1.4229204706399422e-04,1.4326047667947717e-04,1.4326047667947717e-04,1.4229204706399422e-04,2.8201906679219714e-03,2.2349235386231181e-06,9.1984668249542036e-07,9.4171867113457849e-07,8.5112227753663573e-07,9.1984668249542036e-07,2.2349235386231181e-06,9.4171867113457849e-07,8.5112227753663573e-07,9.4171867113457849e-07,9.4171867113457849e-07,2.2371397995932909e-06,1.0307221404383810e-06,8.5112227753663604e-07,8.5112227753663604e-07,1.0307221404383810e-06,2.4159766978743899e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825083e-12,-1.1978281413433605e-12,-1.2976004784276653e-12,-7.4421868045270440e-13,-1.1978281413433609e-12,7.6417282362825083e-12,-1.2976004784276649e-12,-7.4421868045270480e-13,-1.2976004784276655e-12,-1.2976004784276649e-12,7.8824389596617849e-12,-1.7472744699475671e-12,-7.4421868045270490e-13,-7.4421868045270510e-13,-1.7472744699475675e-12,6.7230549785248781e-12,1.1260590310024242e-07,1.2210146837493841e-07,5.2256114451080466e-07,3.3198667069955588e-06,3.3359979157937602e-06,4.1972738133778244e-06
1.0131642762780488e+03,2.3842014910389718e-04,1.5080849834017335e-04,1.4976657273717416e-04,1.4895815827274160e-04,1.5080849834017335e-04,2.3842014910389718e-04,1.4976657273717416e-04,1.4895815827274160e-04,1.4976657273717416e-04,1.4976657273717416e-04,2.3633210600196858e-04,1.4793171587441990e-04,1.4895815827274160e-04,1.4895815827274160e-04,1.4793171587441990e-04,2.8258102589369728e-03,2.2308467416082966e-06,9.1598774180220743e-07,9.3788209438950429e-07,8.4730308179733263e-07,9.1598774180220743e-07,2.2308467416082966e-06,9.3788209438950429e-07,8.4730308179733263e-07,9.3788209438950429e-07,9.3788209438950429e-07,2.2331077403669698e-06,1.0269252181753539e-06,8.4730308179733252e-07,8.4730308179733252e-07,1.0269252181753539e-06,2.4121968348432367e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825083e-12,-1.1978281413433607e-12,-1.2976004784276645e-12,-7.4421868045270500e-13,-1.1978281413433607e-12,7.6417282362825099e-12,-1.2976004784276647e-12,-7.4421868045270490e-13,-1.2976004784276647e-12,-1.2976004784276641e-12,7.8824389596617833e-12,-1.7472744699475671e-12,-7.4421868045270500e-13,-7.4421868045270510e-13,-1.7472744699475665e-12,6.7230549785248781e-12,1.1352017922686686e-07,1.2349767743308972e-07,5.4040932482910580e-07,3.4559633337529529e-06,3.4725521070066098e-06,4.3528278519123464e-06
1.0548236740301722e+03,2.4519385055704347e-04,1.5684017125795917e-04,1.5573554955747684e-04,1.5487853082140363e-04,1.5684017125795917e-04,2.4519385055704347e-04,1.5573554955747684e-04,1.5487853082140363e-04,1.5573554955747684e-04,1.5573554955747684e-04,2.4298006711008578e-04,1.5379065005464025e-04,1.5487853082140363e-04,1.5487853082140363e-04,1.5379065005464025e-04,2.8316485507061525e-03,2.2267591043378525e-06,9.1213225513841834e-07,9.3404941574034827e-07,8.4348812878671518e-07,9.1213225513841834e-07,2.2267591043378525e-06,9.3404941574034827e-07,8.4348812878671518e-07,9.3404941574034827e-07,9.3404941574034827e-07,2.2290657296431204e-06,1.0231329775094118e-06,8.4348812878671507e-07,8.4348812878671507e-07,1.0231329775094118e-06,2.4084219735435725e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825083e-12,-1.1978281413433607e-12,-1.2976004784276641e-12,-7.4421868045270541e-13,-1.1978281413433609e-12,7.6417282362825099e-12,-1.2976004784276645e-12,-7.4421868045270510e-13,-1.2976004784276637e-12,-1.2976004784276643e-12,7.8824389596617833e-12,-1.7472744699475669e-12,-7.4421868045270500e-13,-7.4421868045270480e-13,-1.7472744699475665e-12,6.7230549785248765e-12,1.1449555214015466e-07,1.2498320199560315e-07,5.5844415897130423e-07,3.5976292979420348e-06,3.6146747381002641e-06,4.5141653894198849e-06
1.0981960273825910e+03,2.5225436534283274e-04,1.6310961552519631e-04,1.6193857268403133e-04,1.6103006515162983e-04,1.6310961552519631e-04,2.5225436534283274e-04,1.6193857268403133e-04,1.6103006515162983e-04,1.6193857268403133e-04,1.6193857268403133e-04,2.4990736263913693e-04,1.5987712216273975e-04,1.6103006515162983e-04,1.6103006515162983e-04,1.5987712216273975e-04,2.8377138376213464e-03,2.2226600685801849e-06,9.0828028370784457e-07,9.3022070481181113e-07,8.3967749463764405e-07,9.0828028370784457e-07,2.2226600685801849e-06,9.3022070481181113e-07,8.3967749463764405e-07,9.3022070481181113e-07,9.3022070481181113e-07,2.2250132260714064e-06,1.0193455027052430e-06,8.3967749463764394e-07,8.3967749463764394e-07,1.0193455027052430e-06,2.4046522028459861e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825099e-12,-1.1978281413433609e-12,-1.2976004784276649e-12,-7.4421868045270480e-13,-1.1978281413433609e-12,7.6417282362825066e-12,-1.2976004784276647e-12,-7.4421868045270510e-13,-1.2976004784276653e-12,-1.2976004784276651e-12,7.8824389596617865e-12,-1.7472744699475665e-12,-7.4421868045270500e-13,-7.4421868045270490e-13,-1.7472744699475671e-12,6.7230549785248773e-12,1.1553502393876200e-07,1.2656186371961177e-07,5.7663508910318897e-07,3.7450904783089687e-06,3.7625900035892254e-06,4.6815392764002389e-06
1.1433517698280332e+03,2.5961299325686287e-04,1.6962599478753809e-04,1.6838458835834497e-04,1.6742153941442934e-04,1.6962599478753809e-04,2.5961299325686287e-04,1.6838458835834497e-04,1.6742153941442934e-04,1.6838458835834497e-04,1.6838458835834497e-04,2.5712485519960900e-04,1.6619970098355396e-04,1.6742153941442934e-04,1.6742153941442934e-04,1.6619970098355396e-04,2.8440147163276571e-03,2.2185490929484129e-06,9.0443192449370803e-07,9.2639606700803057e-07,8.3587129126027105e-07,9.0443192449370803e-07,2.2185490929484129e-06,9.2639606700803057e-07,8.3587129126027105e-07,9.2639606700803057e-07,9.2639606700803057e-07,2.2209497051487008e-06,1.0155629137895883e-06,8.3587129126027115e-07,8.3587129126027115e-07,1.0155629137895883e-06,2.4008876472315893e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.6417282362825115e-12,-1.1978281413433613e-12,-1.2976004784276649e-12,-7.4421868045270480e-13,-1.1978281413433611e-12,7.6417282362825066e-12,-1.2976004784276649e-12,-7.4421868045270500e-13,-1.2976004784276655e-12,-1.2976004784276653e-12,7.8824389596617865e-12,-1.7472744699475667e-12,-7.4421868045270500e-13,-7.4421868045270510e-13,-1.7472744699475671e-12,6.7230549785248789e-12,1.1664183174455227e-07,1.2823761222493519e-07,5.9495142177170460e-07,3.8985814430236296e-06,3.9165306600868755e-06,4.8552161883084551e-06
