omega,re_0,im_0,re_1,im_1,re_2,im_2
3130.976935367991,5.400090552058257e-08,1.0501935723200479e-05,9.338712498804689e-08,1.0601132423510595e-05,1.2208297560830715e-06,1.2161537930670385e-05
3259.7167819626447,5.4958718457933684e-08,1.0932748487065265e-05,9.508437561298498e-08,1.1034666536129704e-05,1.2397651810523312e-06,1.2636738085357656e-05
3393.75016742499,5.5927437422461354e-08,1.1381256704588403e-05,9.677031328238629e-08,1.1486024885339296e-05,1.2591146898051804e-06,1.3131586922041714e-05
3533.294752055897,5.690751603689009e-08,1.1848183764931185e-05,9.844710278365592e-08,1.1955938530329042e-05,1.278932313179519e-06,1.364686164636151e-05
3678.577145935911,5.790048496017366e-08,1.2334293031829046e-05,1.0011797423839346e-07,1.2445178212647542e-05,1.2992692516691543e-06,1.4183381228814333e-05
3829.8332769232675,5.890497355773657e-08,1.2840374118042509e-05,1.0178395808217833e-07,1.2954541456133622e-05,1.3201769575905107e-06,1.4741989826530905e-05
3987.3087737832443,5.992293062490501e-08,1.3367242538344618e-05,1.0344908949515751e-07,1.3484851163894204e-05,1.341711844409854e-06,1.5323557372155793e-05
4151.259365071149,6.095482570384497e-08,1.3915756679720431e-05,1.0511631899430077e-07,1.4036973600064102e-05,1.3639269216634296e-06,1.5928996836265825e-05
4321.95129441654,6.200097722328741e-08,1.4486805262474499e-05,1.0678863699841312e-07,1.4611805186777363e-05,1.3868771347830378e-06,1.655925135885947e-05
4499.66175288319,6.306160797521929e-08,1.5081315570778534e-05,1.0846912087557347e-07,1.5210281090520172e-05,1.4106178032250143e-06,1.721530306890985e-05
4684.679329106864,6.413723937787087e-08,1.5700249669313793e-05,1.1016119307763074e-07,1.5833371302818636e-05,1.4352045053069226e-06,1.789816955613424e-05
4877.304477941913,6.522887014844468e-08,1.6344618407376957e-05,1.1186886538340595e-07,1.6482094637820027e-05,1.4606941927338926e-06,1.8608916249878038e-05
5077.850008377724,6.633703232578707e-08,1.7015464076665092e-05,1.1359583224041828e-07,1.7157501475508615e-05,1.4871439149392962e-06,1.934864222579595e-05
5286.641591517374,6.746184264538392e-08,1.7713870669207482e-05,1.1534556699954177e-07,1.786068405056869e-05,1.5146113057075625e-06,2.0118488399792335e-05
5504.018289443407,6.860295806044445e-08,1.844097324481957e-05,1.1712130994085625e-07,1.8592785852601682e-05,1.543154770319186e-06,2.0919646364718063e-05
5730.333105829569,6.976048457089166e-08,1.9197946790401284e-05,1.1892674419552349e-07,1.9354990198145387e-05,1.5728331476788152e-06,2.1753353678332775e-05
5965.953559192664,7.093511827833799e-08,1.9986036060528764e-05,1.207662351842014e-07,2.014855092911437e-05,1.6037075461870264e-06,2.2620905959898345e-05
