omega,Overhead_Tv_real_0_0,Overhead_Tv_imag_0_0,Overhead_Tv_real_0_1,Overhead_Tv_imag_0_1,Overhead_Tv_real_0_2,Overhead_Tv_imag_0_2,Overhead_Tv_real_1_0,Overhead_Tv_imag_1_0,Overhead_Tv_real_1_1,Overhead_Tv_imag_1_1,Overhead_Tv_real_1_2,Overhead_Tv_imag_1_2,Overhead_Tv_real_2_0,Overhead_Tv_imag_2_0,Overhead_Tv_real_2_1,Overhead_Tv_imag_2_1,Overhead_Tv_real_2_2,Overhead_Tv_imag_2_2,Overhead_Ti_real_0_0,Overhead_Ti_imag_0_0,Overhead_Ti_real_0_1,Overhead_Ti_imag_0_1,Overhead_Ti_real_0_2,Overhead_Ti_imag_0_2,Overhead_Ti_real_1_0,Overhead_Ti_imag_1_0,Overhead_Ti_real_1_1,Overhead_Ti_imag_1_1,Overhead_Ti_real_1_2,Overhead_Ti_imag_1_2,Overhead_Ti_real_2_0,Overhead_Ti_imag_2_0,Overhead_Ti_real_2_1,Overhead_Ti_imag_2_1,Overhead_Ti_real_2_2,Overhead_Ti_imag_2_2,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2
6.2831853071795869e+01,7.2782696712835604e-01,-3.4694469519536142e-18,-3.2760919472365735e-01,-4.8274940382654792e-03,5.7562961055597639e-01,-9.3457733595768526e-03,-7.0668919010269990e-02,-3.4485070672645624e-03,8.3854089039634006e-01,0.0000000000000000e+00,5.8165159646700959e-01,3.4694469519536142e-18,-6.8205896502778762e-01,7.5819411029508458e-03,-4.3500227252881613e-01,-1.6465383746088996e-02,5.7461775162172402e-01,-7.6855591898089340e-03,7.3600571678703564e-01,-7.3214525382146152e-03,-3.5668356116352296e-01,-3.8303195324905274e-03,6.0359368634107891e-01,2.6881985690231582e-04,-6.2336121021845887e-02,5.5191142569998271e-03,8.1214122781146858e-01,1.1742164362764082e-02,5.4087391839188559e-01,-1.5888013758989961e-02,-6.7433777332509692e-01,-1.2036462379900526e-03,-4.6478013595711137e-01,3.9688569586359013e-03,5.8811542657250337e-01,-1.8699349508042437e-03,3.4644068206014317e-04,3.4660271175169621e-04,5.5318416466804132e-04,9.9607182233551672e-01,-2.1685428523826131e-02,9.9535159087565939e-01,-2.1679886508907561e-02,9.9537767244318043e-01,-3.4610864007634821e-02
6.5415379968575820e+01,7.2779706332510363e-01,1.8954959836506996e-05,-3.2769476205408354e-01,-4.2868785455751450e-03,5.7563111520784094e-01,-9.1885339944226679e-03,-7.0594795601874066e-02,-3.7520761880859852e-03,8.3854629833147365e-01,2.5057164295372476e-04,5.8165247231336203e-01,-2.3036478255187773e-04,-6.8209636179462441e-01,7.6344116217175505e-03,-4.3493590727811010e-01,-1.6387950550804664e-02,5.7461885402134882e-01,-7.6099300011913049e-03,7.3597132105167751e-01,-7.3940826350297421e-03,-3.5674426001767107e-01,-4.1933887650466599e-03,6.0358315273887220e-01,7.7573953767250126e-06,-6.2247776572155099e-02,5.8309498884588223e-03,8.1214167808989879e-01,1.1587256858161057e-02,5.4087734741081905e-01,-1.5460017925510511e-02,-6.7439132083199949e-01,-1.3076658416346209e-03,-4.6471935208178033e-01,4.0051559312624845e-03,5.8810684544450698e-01,-2.0156023051521627e-03,3.4606385179626744e-04,3.4606868997229956e-04,5.5217805693839124e-04,9.9604787248635940e-01,-2.2552283118883930e-02,9.9532514792550719e-01,-2.2536234531369315e-02,9.9519946418770555e-01,-3.5963179563913761e-02
6.8105136602345354e+01,7.2776495566144572e-01,4.2336614514420709e-05,-3.2778970842543698e-01,-3.7474400797141609e-03,5.7563126034544809e-01,-9.0354111532144378e-03,-7.0514064030926027e-02,-4.0603177096266031e-03,8.3854916486662678e-01,4.9327196096964065e-04,5.8165563805016418e-01,-4.5470053628526852e-04,-6.8213655439202481e-01,7.6921567079880054e-03,-4.3486598008925276e-01,-1.6324763045286059e-02,5.7461876967848480e-01,-7.5362433259113619e-03,7.3593428508706404e-01,-7.4714871106726921e-03,-3.5681263749400277e-01,-4.5580261627592277e-03,6.0357096748985628e-01,-2.4635299959654185e-04,-6.2151953476591769e-02,6.1491721963703528e-03,8.1214193596237128e-01,1.1437164322318441e-02,5.4088525274792210e-01,-1.5043263037952994e-02,-6.7444914377286180e-01,-1.4170692651601883e-03,-4.6465569348303198e-01,4.0508198403157924e-03,5.8809669906656548e-01,-2.1574047112791947e-03,3.4571430837135786e-04,3.4557236981171786e-04,5.5116756328751155e-04,9.9602253818609465e-01,-2.3455605644941074e-02,9.9529752236877789e-01,-2.3428905429462653e-02,9.9501052173786075e-01,-3.7367603050513620e-02
7.0905490938862883e+01,7.2773042550210487e-01,7.0092458637624954e-05,-3.2789424073740714e-01,-3.2086758492738850e-03,5.7563017114088222e-01,-8.8862027117426884e-03,-7.0426305412893977e-02,-4.3734394051609124e-03,8.3854978513423473e-01,7.2843102040723653e-04,5.8166089226549444e-01,-6.7330104875862329e-04,-6.8217980699734238e-01,7.7551495343634981e-03,-4.3479179577733085e-01,-1.6275529325809019e-02,5.7461759209975993e-01,-7.4644087351240229e-03,7.3589436839716260e-01,-7.5536873197424859e-03,-3.5688893234789870e-01,-4.9245150867545818e-03,6.0355730082993919e-01,-4.9386401541900819e-04,-6.2048147088136628e-02,6.4739692525229214e-03,8.1214216643455928e-01,1.1291629960454607e-02,5.4089724160212815e-01,-1.4637204556970200e-02,-6.7451157938468809e-01,-1.5318426442444564e-03,-4.6458864822050538e-01,4.1057752611774407e-03,5.8808512212979969e-01,-2.2955343754352052e-03,3.4539005971259950e-04,3.4511118174392600e-04,5.5015184906750979e-04,9.9599566156111352e-01,-2.4396862931029724e-02,9.9526854923802355e-01,-2.4359360133323245e-02,9.9481015370469006e-01,-3.8826033008706941e-02
7.3820990546372755e+01,7.2769324694804860e-01,1.0216228610010133e-04,-3.2800860036792578e-01,-2.6701050060360457e-03,5.7562796689243878e-01,-8.7407070263616667e-03,-7.0331076283282265e-02,-4.6916256665241072e-03,8.3854844348818713e-01,9.5638197301203126e-04,5.8166804271848749e-01,-8.8646060739381097e-04,-6.8222639307600419e-01,7.8233533104049742e-03,-4.3471264807265902e-01,-1.6239934933615103e-02,5.7461541039028285e-01,-7.3943344256869326e-03,7.3585132053226965e-01,-7.6406966539470916e-03,-3.5697341168484154e-01,-5.2931197357673375e-03,6.0354231555690618e-01,-7.3512628813973842e-04,-6.1935825551399627e-02,6.8055027558945489e-03,8.1214253222909427e-01,1.1150393681538032e-02,5.4091293971516430e-01,-1.4241295981572347e-02,-6.7457897845616965e-01,-1.6519559778101170e-03,-4.6451769384683700e-01,4.1699315066923382e-03,5.8807224355546395e-01,-2.4301843831853799e-03,3.4508928073482219e-04,3.4468274583946405e-04,5.4913017666689931e-04,9.9596707042084409e-01,-2.5377584301700545e-02,9.9523804896778256e-01,-2.5329121316262557e-02,9.9459761600852914e-01,-4.0340434574358486e-02
7.6856369980520014e+01,7.2765318477266017e-01,1.3848334365418324e-04,-3.2813308422113630e-01,-2.1312654002166379e-03,5.7562475626490561e-01,-8.5987256745037495e-03,-7.0227899308565600e-02,-5.0150466643625793e-03,8.3854540262558674e-01,1.1774534042666013e-03,5.8167691506610075e-01,-1.0944693790242190e-03,-6.8227659835801524e-01,7.8967278821427088e-03,-4.3462782421980689e-01,-1.6217660134822807e-02,5.7461230518595086e-01,-7.3259290600589770e-03,7.3580487767144831e-01,-7.7325267708863461e-03,-3.5706638422791165e-01,-5.6640910132045065e-03,6.0352615816553179e-01,-9.7048265844526483e-04,-6.1814419722614991e-02,7.1439192566147671e-03,8.1214318798184781e-01,1.1013196163283634e-02,5.4093200906065908e-01,-1.3854999088227059e-02,-6.7465171014003222e-01,-1.7773702414741156e-03,-4.6444229685235144e-01,4.2431920998230645e-03,5.8805817850946340e-01,-2.5615443761939473e-03,3.4481047994861831e-04,3.4428502836088770e-04,5.4810204898753459e-04,9.9593658404152918e-01,-2.6399378069053438e-02,9.9520583448019739e-01,-2.6339789137981719e-02,9.9437212283738041e-01,-4.1912853547369434e-02
8.0016558472918234e+01,7.2760998582023551e-01,1.7898786595990299e-04,-3.2826805547048898e-01,-1.5916789852329430e-03,5.7562064093180820e-01,-8.4600510006785888e-03,-7.0116245961193244e-02,-5.3438738627366710e-03,8.3854091355497751e-01,1.3919906233742368e-03,5.8168734706022818e-01,-1.2976315488542577e-03,-6.8233073159903268e-01,7.9752290248113200e-03,-4.3453657834120257e-01,-1.6208363755799590e-02,5.7460835115593101e-01,-7.2590959891288762e-03,7.3575475250435773e-01,-7.8291892186318421e-03,-3.5716821215331829e-01,-6.0376868421795678e-03,6.0350896499507456e-01,-1.2002901328864066e-03,-6.1683302149642447e-02,7.4893646574886296e-03,8.1214428547595086e-01,1.0879764826554741e-02,5.4095413534604120e-01,-1.3477748791168375e-02,-6.7473017505343369e-01,-1.9080390397518590e-03,-4.6436189355430646e-01,4.3254512901362112e-03,5.8804303302257610e-01,-2.6898127756031977e-03,3.4455261678986818e-04,3.4391644177076910e-04,5.4706739232037685e-04,9.9590401795728889e-01,-2.7463947536436085e-02,9.9517171664869764e-01,-2.7393055726773433e-02,9.9413283160596011e-01,-4.3545435427595786e-02
8.3306687935856900e+01,7.2756340024421950e-01,2.2358867835525070e-04,-3.2841389249738312e-01,-1.0509842642278597e-03,5.7561571340898976e-01,-8.3244964013875038e-03,-6.9995578882762283e-02,-5.6781924792795851e-03,8.3853521404236009e-01,1.6003114021629627e-03,5.8169918725788972e-01,-1.4962213153884713e-03,-6.8238909846795792e-01,8.0587835493662434e-03,-4.3443817308078214e-01,-1.6211669604806460e-02,5.7460361998400855e-01,-7.1937474853013168e-03,7.3570065781708538e-01,-7.9306666176398831e-03,-3.5727927035005574e-01,-6.4140773721717498e-03,6.0349086143242570e-01,-1.4248701040992958e-03,-6.1541838391060227e-02,7.8418909207026762e-03,8.1214597050336212e-01,1.0749841670842024e-02,5.4097902444287982e-01,-1.3109034266691104e-02,-6.7481477114903465e-01,-2.0438706205142100e-03,-4.6427592481302316e-01,4.4165632198574735e-03,5.8802691055954293e-01,-2.8151698049342340e-03,3.4431362025961142e-04,3.4357442061001462e-04,5.4602483294347698e-04,9.9586916334624942e-01,-2.8572976509144230e-02,9.9513548028603926e-01,-2.8490594990074124e-02,9.9387885725963443e-01,-4.5240291510995262e-02
8.6732101296147491e+01,7.2751317584271125e-01,2.7219490030050419e-04,-3.2857095124753394e-01,-5.0885719560862103e-04,5.7561007536313558e-01,-8.1918833535327938e-03,-6.9865376869808343e-02,-6.0180613438997636e-03,8.3852854854725245e-01,1.8027212733880277e-03,5.8171227382963320e-01,-1.6905022242341694e-03,-6.8245200435148512e-01,8.1473120923457321e-03,-4.3433186923748957e-01,-1.6227196078264214e-02,5.7459818381191519e-01,-7.1297984406325371e-03,7.3564230700231659e-01,-8.0369360687896230e-03,-3.5739991922612596e-01,-6.7934056942261312e-03,6.0347198794946066e-01,-1.6445289191683807e-03,-6.1389409871574208e-02,8.2015225921395034e-03,8.1214839738520272e-01,1.0623172863996751e-02,5.4100636782442901e-01,-1.2748366555051209e-02,-6.7490589309492610e-01,-2.1847598301795268e-03,-4.6418383396408508e-01,4.5163729141076527e-03,5.8800991701582528e-01,-2.9377887470928275e-03,3.4409213339692870e-04,3.4325716752840702e-04,5.4497338760178089e-04,9.9583177858436722e-01,-2.9728264456033635e-02,9.9509687714702266e-01,-2.9634198331979549e-02,9.9360924193256539e-01,-4.6999623551542302e-02
9.0298361171640849e+01,7.2745903022464298e-01,3.2470113054482858e-04,-3.2873974834411734e-01,3.5065894740865522e-05,5.7560380085995178e-01,-8.0620091026854315e-03,-6.9725001052611119e-02,-6.3635438304611124e-03,8.3852112325781769e-01,1.9995683288516475e-03,5.8172648619369705e-01,-1.8807726331132243e-03,-6.8251979747485847e-01,8.2407224687673364e-03,-4.3421687578107482e-01,-1.6254506848813459e-02,5.7459210032903218e-01,-7.0671521360329594e-03,7.3557936700838666e-01,-8.1479696501713817e-03,-3.5753064154236258e-01,-7.1758321097677991e-03,6.0345244150353816e-01,-1.8596122828257687e-03,-6.1225267732536739e-02,8.5682827350183500e-03,8.1215169863317638e-01,1.0499473528942085e-02,5.4103593134267602e-01,-1.2395189267052990e-02,-6.7500399676169331e-01,-2.3305846259928657e-03,-4.6408500672646069e-01,4.6247004384221621e-03,5.8799213295437647e-01,-3.0578643717230681e-03,3.4388708356346569e-04,3.4296311154955670e-04,5.4391279853014611e-04,9.9579164274758536e-01,-3.0931702958110218e-02,9.9505568365972163e-01,-3.0825741756336501e-02,9.9332298075226821e-01,-4.8825762237251713e-02
