omega,Overhead_Yc_real_0_0,Overhead_Yc_imag_0_0,Overhead_Yc_real_0_1,Overhead_Yc_imag_0_1,Overhead_Yc_real_0_2,Overhead_Yc_imag_0_2,Overhead_Yc_real_1_0,Overhead_Yc_imag_1_0,Overhead_Yc_real_1_1,Overhead_Yc_imag_1_1,Overhead_Yc_real_1_2,Overhead_Yc_imag_1_2,Overhead_Yc_real_2_0,Overhead_Yc_imag_2_0,Overhead_Yc_real_2_1,Overhead_Yc_imag_2_1,Overhead_Yc_real_2_2,Overhead_Yc_imag_2_2,Overhead_Zc_real_0_0,Overhead_Zc_imag_0_0,Overhead_Zc_real_0_1,Overhead_Zc_imag_0_1,Overhead_Zc_real_0_2,Overhead_Zc_imag_0_2,Overhead_Zc_real_1_0,Overhead_Zc_imag_1_0,Overhead_Zc_real_1_1,Overhead_Zc_imag_1_1,Overhead_Zc_real_1_2,Overhead_Zc_imag_1_2,Overhead_Zc_real_2_0,Overhead_Zc_imag_2_0,Overhead_Zc_real_2_1,Overhead_Zc_imag_2_1,Overhead_Zc_real_2_2,Overhead_Zc_imag_2_2,Overhead_Alpha_0,Overhead_Alpha_1,Overhead_Alpha_2,Overhead_Beta_0,Overhead_Beta_1,Overhead_Beta_2,Overhead_Tau_0,Overhead_Tau_1,Overhead_Tau_2,Overhead_H_real_0,Overhead_H_imag_0,Overhead_H_real_1,Overhead_H_imag_1,Overhead_H_real_2,Overhead_H_imag_2
6.2831853071795869e+01,2.5815813886306696e-03,4.3474063854781128e-04,-7.7029342996376264e-04,-1.9023149412791194e-04,-4.7076191024807162e-04,-7.9909986698565162e-05,-7.7029342996376329e-04,-1.9023149412791227e-04,2.7700621988831428e-03,5.2109375406729388e-04,-8.2759543323682324e-04,-2.1054182296983672e-04,-4.7076191024807216e-04,-7.9909986698565284e-05,-8.2759543323682335e-04,-2.1054182296983677e-04,2.6113961781148338e-03,4.4925848766320334e-04,4.5320830682112967e+02,-6.5267377215845698e+01,1.6990989649659417e+02,-1.2048663345651107e+01,1.3653718655357048e+02,-1.1506601338543122e+01,1.6990989649659434e+02,-1.2048663345651114e+01,4.5035746817282620e+02,-6.6599693184448427e+01,1.7699202634639198e+02,-1.2218844521949762e+01,1.3653718655357054e+02,-1.1506601338543126e+01,1.7699202634639175e+02,-1.2218844521949762e+01,4.5370224490999431e+02,-6.5552598546798720e+01,3.6989822607382748e-08,4.4220939239262197e-08,4.0288769871640975e-08,2.1767510033295662e-07,2.1777690659068590e-07,3.4757586156066510e-07,3.4644068206014317e-04,3.4660271175169621e-04,5.5318416466804132e-04,9.9607182233551672e-01,-2.1685428523826131e-02,9.9535159087565939e-01,-2.1679886508907561e-02,9.9537767244318043e-01,-3.4610864007634821e-02
6.5415379968575820e+01,2.5899151204254026e-03,4.2165833592363477e-04,-7.7456061765923928e-04,-1.8273900571726294e-04,-4.7187664436322747e-04,-7.5365765190373677e-05,-7.7456061765754033e-04,-1.8273900571398415e-04,2.7810377546691046e-03,5.0552045893988249e-04,-8.3243326993021017e-04,-2.0250658809062397e-04,-4.7187664436305692e-04,-7.5365765190104470e-05,-8.3243326993172881e-04,-2.0250658809360328e-04,2.6201830886322156e-03,4.3575380666939826e-04,4.5250253093178600e+02,-6.3654547522613591e+01,1.6957310270038755e+02,-1.2481780464889386e+01,1.3617350730051618e+02,-1.1954357200117613e+01,1.6957310269982872e+02,-1.2481780465445997e+01,4.4961398750181047e+02,-6.4983449985338069e+01,1.7665978753112694e+02,-1.2645924260160889e+01,1.3617350730044811e+02,-1.1954357200183074e+01,1.7665978753161804e+02,-1.2645924259669524e+01,4.5298985613731753e+02,-6.3935343423119676e+01,3.7036986973936176e-08,4.4295470945727484e-08,4.1595924267665382e-08,2.2637898358641746e-07,2.2638214849765240e-07,3.6120937404934755e-07,3.4606385179626744e-04,3.4606868997229956e-04,5.5217805693839124e-04,9.9604787248635940e-01,-2.2552283118883930e-02,9.9532514792550719e-01,-2.2536234531369315e-02,9.9519946418770555e-01,-3.5963179563913761e-02
6.8105136602345354e+01,2.5977674376658241e-03,4.0890000917987395e-04,-7.7851318217966598e-04,-1.7535659383641404e-04,-4.7284519683896982e-04,-7.0933946659592750e-05,-7.7851318214400842e-04,-1.7535659377108928e-04,2.7913750519708309e-03,4.9025726960598003e-04,-8.3692572750233905e-04,-1.9458181208816290e-04,-4.7284519683543869e-04,-7.0933946654239149e-05,-8.3692572753425471e-04,-1.9458181214753153e-04,2.6284620129128581e-03,4.2257000131738738e-04,4.5181189105991081e+02,-6.2111663923979371e+01,1.6922482965259570e+02,-1.2911518843416779e+01,1.3580014404222445e+02,-1.2396371313722227e+01,1.6922482964125021e+02,-1.2911518854433403e+01,4.4888756506680841e+02,-6.3437671411172111e+01,1.7631577310935387e+02,-1.3070159815065370e+01,1.3580014404084267e+02,-1.2396371315018486e+01,1.7631577311932452e+02,-1.3070159805340799e+01,4.5229295005716017e+02,-6.2388200060439765e+01,3.7081857054512914e-08,4.4365894151392423e-08,4.2972757247487670e-08,2.3544920197016676e-07,2.3535253452023250e-07,3.7537342188477803e-07,3.4571430837135786e-04,3.4557236981171786e-04,5.5116756328751155e-04,9.9602253818609465e-01,-2.3455605644941074e-02,9.9529752236877789e-01,-2.3428905429462653e-02,9.9501052173786075e-01,-3.7367603050513620e-02
7.0905490938862883e+01,2.6051643300386536e-03,3.9647400468702059e-04,-7.8216507017200799e-04,-1.6809330050714230e-04,-4.7367657653096232e-04,-6.6614278463253252e-05,-7.8216507006901692e-04,-1.6809330032856756e-04,2.8011042504439165e-03,4.7532216616152857e-04,-8.4108768308261144e-04,-1.8677821016602425e-04,-4.7367657652090629e-04,-6.6614278448646271e-05,-8.4108768317491000e-04,-1.8677821032833636e-04,2.6362596152024356e-03,4.0971705394506839e-04,4.5113494052352706e+02,-6.0636719153156811e+01,1.6886537260453184e+02,-1.3338062228750962e+01,1.3541734032662623e+02,-1.2832985527200645e+01,1.6886537257288668e+02,-1.3338062258632940e+01,4.4817662184926007e+02,-6.1960496643172029e+01,1.7596028593887365e+02,-1.3491701452503309e+01,1.3541734032277563e+02,-1.2832985530720418e+01,1.7596028596668697e+02,-1.3491701426129920e+01,4.5161005816603313e+02,-6.0909179301580728e+01,3.7124659709558061e-08,4.4432523765586761e-08,4.4423245565228125e-08,2.4490051749325037e-07,2.4470277770044207e-07,3.9008786949054978e-07,3.4539005971259950e-04,3.4511118174392600e-04,5.5015184906750979e-04,9.9599566156111352e-01,-2.4396862931029724e-02,9.9526854923802355e-01,-2.4359360133323245e-02,9.9481015370469006e-01,-3.8826033008706941e-02
7.3820990546372755e+01,2.6121313718128467e-03,3.8438687430734572e-04,-7.8553027865136825e-04,-1.6095687815934195e-04,-4.7437936873577063e-04,-6.2405992174126166e-05,-7.8553027867643772e-04,-1.6095687819982769e-04,2.8102556326636790e-03,4.6073058771542316e-04,-8.4493414808394505e-04,-1.7910506794301334e-04,-4.7437936873816531e-04,-6.2405992177503957e-05,-8.4493414806143397e-04,-1.7910506790628922e-04,2.6436022362761242e-03,3.9720302665443143e-04,4.5047029684445806e+02,-5.9227731692217532e+01,1.6849499914587076e+02,-1.3761612824052579e+01,1.3502531042787786e+02,-1.3264547728102450e+01,1.6849499915316915e+02,-1.3761612817228691e+01,4.4747963996371544e+02,-6.0550078194904131e+01,1.7559360177274758e+02,-1.3910720142974395e+01,1.3502531042877081e+02,-1.3264547727280650e+01,1.7559360176633831e+02,-1.3910720148977582e+01,4.5093977593071889e+02,-5.9496315875636007e+01,3.7165651217204488e-08,4.4495708306601022e-08,4.5951668042185967e-08,2.5474832530779884e-07,2.5444821722112880e-07,4.0537333580455177e-07,3.4508928073482219e-04,3.4468274583946405e-04,5.4913017666689931e-04,9.9596707042084409e-01,-2.5377584301700545e-02,9.9523804896778256e-01,-2.5329121316262557e-02,9.9459761600852914e-01,-4.0340434574358486e-02
7.6856369980520014e+01,2.6186936860637731e-03,3.7264345680287854e-04,-7.8862275160881555e-04,-1.5395386416269908e-04,-4.7496170770657724e-04,-5.8307868007807039e-05,-7.8862275173070394e-04,-1.5395386448182295e-04,2.8188594688975631e-03,4.4649551382564521e-04,-8.4848014996385306e-04,-1.7157031619120870e-04,-4.7496170772102559e-04,-5.8307868034690299e-05,-8.4848014985666796e-04,-1.7157031590187704e-04,2.6505158416306736e-03,3.8503414331466046e-04,4.4981661670267192e+02,-5.7882742509731401e+01,1.6811393650852290e+02,-1.4182383153911466e+01,1.3462422661523851e+02,-1.3691405871716777e+01,1.6811393656287893e+02,-1.4182383100726419e+01,4.4679513923494108e+02,-5.9204579251344022e+01,1.7521595632304812e+02,-1.4327399228166870e+01,1.3462422662200154e+02,-1.3691405865399812e+01,1.7521595627541691e+02,-1.4327399275045490e+01,4.5028073789602985e+02,-5.8147665257384169e+01,3.7205045875891405e-08,4.4555745697784683e-08,4.7562473445620501e-08,2.6500881820091687e-07,2.6460497518458211e-07,4.2125133864067065e-07,3.4481047994861831e-04,3.4428502836088770e-04,5.4810204898753459e-04,9.9593658404152918e-01,-2.6399378069053438e-02,9.9520583448019739e-01,-2.6339789137981719e-02,9.9437212283738041e-01,-4.1912853547369434e-02
8.0016558472918234e+01,2.6248757041564563e-03,3.6124659692760057e-04,-7.9145624327339671e-04,-1.4708931217667756e-04,-4.7543113059284086e-04,-5.4318149401673390e-05,-7.9145624330074083e-04,-1.4708931219500277e-04,2.8269457997982688e-03,4.3262699149895046e-04,-8.5174059760095670e-04,-1.6418022946742067e-04,-4.7543113059628472e-04,-5.4318149403135260e-05,-8.5174059757706815e-04,-1.6418022945084091e-04,2.6570257848315434e-03,3.7321447614030071e-04,4.4917259731538570e+02,-5.6599836057993450e+01,1.6772234788046453e+02,-1.4600602328438720e+01,1.3421419632889291e+02,-1.4113911407287183e+01,1.6772234789220676e+02,-1.4600602331611581e+01,4.4612167849772112e+02,-5.7922192216082259e+01,1.7482752154041748e+02,-1.4741941182845339e+01,1.3421419633038309e+02,-1.4113911407618764e+01,1.7482752153015710e+02,-1.4741941179991983e+01,4.4963161910940448e+02,-5.6861324307663260e+01,3.7242953024056311e-08,4.4612814084804705e-08,4.9260404690757376e-08,2.7569914608363475e-07,2.7519010072748723e-07,4.3774449986230333e-07,3.4455261678986818e-04,3.4391644177076910e-04,5.4706739232037685e-04,9.9590401795728889e-01,-2.7463947536436085e-02,9.9517171664869764e-01,-2.7393055726773433e-02,9.9413283160596011e-01,-4.3545435427595786e-02
8.3306687935856900e+01,2.6307007725714674e-03,3.5019859273075263e-04,-7.9404399551157663e-04,-1.4036773281852225e-04,-4.7579484073703585e-04,-5.0435038253318726e-05,-7.9404399563432761e-04,-1.4036773288080058e-04,2.8345434683932028e-03,4.1913402472873142e-04,-8.5472985531997059e-04,-1.5694045193830451e-04,-4.7579484074448388e-04,-5.0435038258144503e-05,-8.5472985520622499e-04,-1.5694045188152116e-04,2.6631563156009922e-03,3.6174746536169790e-04,4.4853702230554927e+02,-5.5377158745460761e+01,1.6732040445083732e+02,-1.5016496492499533e+01,1.3379533873526802e+02,-1.4532404348014532e+01,1.6732040446067916e+02,-1.5016496477086060e+01,4.4545790590602928e+02,-5.6701165004974399e+01,1.7442847710046067e+02,-1.5154546893042891e+01,1.3379533873624084e+02,-1.4532404346115209e+01,1.7442847709160421e+02,-1.5154546906562443e+01,4.4899118168264499e+02,-5.5635450978590931e+01,3.7279604682393333e-08,4.4667232735131180e-08,5.1050395161260350e-08,2.8683627315032582e-07,2.8622047040501329e-07,4.5487520363250631e-07,3.4431362025961142e-04,3.4357442061001462e-04,5.4602483294347698e-04,9.9586916334624942e-01,-2.8572976509144230e-02,9.9513548028603926e-01,-2.8490594990074124e-02,9.9387885725963443e-01,-4.5240291510995262e-02
8.6732101296147491e+01,2.6361904004402370e-03,3.3949876198228969e-04,-7.9639856871174060e-04,-1.3379136301907356e-04,-4.7605899741425374e-04,-4.6656099979188592e-05,-7.9639856871174092e-04,-1.3379136301907362e-04,2.8416799329762984e-03,4.0602103135509274e-04,-8.5746166490650313e-04,-1.4985405656545319e-04,-4.7605899741425374e-04,-4.6656099979188619e-05,-8.5746166490650324e-04,-1.4985405656545316e-04,2.6689299269326270e-03,3.5063329976450726e-04,4.4790883537937276e+02,-5.4212937983662989e+01,1.6690822692005611e+02,-1.5430305901525054e+01,1.3336772216488339e+02,-1.4947212555400530e+01,1.6690822692005614e+02,-1.5430305901525060e+01,4.4480263150263244e+02,-5.5539800598652086e+01,1.7401895244213625e+02,-1.5565436664377186e+01,1.3336772216488342e+02,-1.4947212555400530e+01,1.7401895244213625e+02,-1.5565436664377190e+01,4.4835834851857248e+02,-5.4468280448095427e+01,3.7315393377304907e-08,4.4719485264455204e-08,5.2937803352486952e-08,2.9843833768989914e-07,2.9771415424702468e-07,4.7266687057182309e-07,3.4409213339692870e-04,3.4325716752840702e-04,5.4497338760178089e-04,9.9583177858436722e-01,-2.9728264456033635e-02,9.9509687714702266e-01,-2.9634198331979549e-02,9.9360924193256539e-01,-4.6999623551542302e-02
9.0298361171640849e+01,2.6413673716427573e-03,3.2914742247689511e-04,-7.9853290880754757e-04,-1.2736323082544775e-04,-4.7623021184704296e-04,-4.2979035719604774e-05,-7.9853290879930352e-04,-1.2736323082855727e-04,2.8483838047166647e-03,3.9329405249035612e-04,-8.5995014697678345e-04,-1.4292502595782057e-04,-4.7623021184663102e-04,-4.2979035719889004e-05,-8.5995014698449213e-04,-1.4292502595501490e-04,2.6743703631123602e-03,3.3987327431421032e-04,4.4728679051964826e+02,-5.3105332723807273e+01,1.6648589001425725e+02,-1.5842262471872949e+01,1.3293137130938524e+02,-1.5358673798401483e+01,1.6648589001426907e+02,-1.5842262471588688e+01,4.4415447168191275e+02,-5.4436348422626651e+01,1.7359903045028435e+02,-1.5974818783284187e+01,1.3293137130940437e+02,-1.5358673798374559e+01,1.7359903045029029e+02,-1.5974818783541627e+01,4.4773185189547581e+02,-5.3357981593084055e+01,3.7350327908368114e-08,4.4769635452925771e-08,5.4928112212525129e-08,3.1052440073876062e-07,3.0969006915251617e-07,4.9114434327553057e-07,3.4388708356346569e-04,3.4296311154955670e-04,5.4391279853014611e-04,9.9579164274758536e-01,-3.0931702958110218e-02,9.9505568365972163e-01,-3.0825741756336501e-02,9.9332298075226821e-01,-4.8825762237251713e-02
